,Experiment name:,Sample experiment
Duration:,1 0,
Rate:,20 per second,
Sensors:,Respiration (ID 1  Exp 1),
Range:,Arb,
Units:,Arb,
Time,Count,
'-0:0:0.0,5836,
'0:0:0.05,5857,
'0:0:0.1,5874,
'0:0:0.15,5884,
'0:0:0.2,5889,
'0:0:0.25,5901,
'0:0:0.3,5916,
'0:0:0.35,5925,
'0:0:0.4,5939,
'0:0:0.45,5959,
'0:0:0.5,5984,
'0:0:0.55,6006,
'0:0:0.6,6034,
'0:0:0.65,6072,
'0:0:0.7,6115,
'0:0:0.75,6155,
'0:0:0.8,6200,
'0:0:0.85,6234,
'0:0:0.9,6266,
'0:0:0.95,6303,
'0:0:1.0,6349,
'0:0:1.05,6391,
'0:0:1.1,6439,
'0:0:1.15,6482,
'0:0:1.2,6500,
'0:0:1.25,6483,
'0:0:1.3,6455,
'0:0:1.35,6424,
'0:0:1.4,6382,
'0:0:1.45,6348,
'0:0:1.5,6312,
'0:0:1.55,6272,
'0:0:1.6,6230,
'0:0:1.65,6203,
'0:0:1.7,6178,
'0:0:1.75,6150,
'0:0:1.8,6123,
'0:0:1.85,6103,
'0:0:1.9,6074,
'0:0:1.95,6047,
'0:0:2.0,6023,
'0:0:2.05,6002,
'0:0:2.1,5978,
'0:0:2.15,5963,
'0:0:2.2,5952,
'0:0:2.25,5940,
'0:0:2.3,5927,
'0:0:2.35,5916,
'0:0:2.4,5901,
'0:0:2.45,5884,
'0:0:2.5,5869,
'0:0:2.55,5855,
'0:0:2.6,5838,
'0:0:2.65,5824,
'0:0:2.7,5814,
'0:0:2.75,5806,
'0:0:2.8,5793,
'0:0:2.85,5780,
'0:0:2.9,5764,
'0:0:2.95,5750,
'0:0:3.0,5736,
'0:0:3.05,5724,
'0:0:3.1,5710,
'0:0:3.15,5697,
'0:0:3.2,5685,
'0:0:3.25,5678,
'0:0:3.3,5672,
'0:0:3.35,5666,
'0:0:3.4,5658,
'0:0:3.45,5652,
'0:0:3.5,5646,
'0:0:3.55,5640,
'0:0:3.6,5635,
'0:0:3.65,5631,
'0:0:3.7,5627,
'0:0:3.75,5625,
'0:0:3.8,5627,
'0:0:3.85,5629,
'0:0:3.9,5633,
'0:0:3.95,5636,
'0:0:4.0,5641,
'0:0:4.05,5650,
'0:0:4.1,5659,
'0:0:4.15,5667,
'0:0:4.2,5678,
'0:0:4.25,5691,
'0:0:4.3,5706,
'0:0:4.35,5721,
'0:0:4.4,5741,
'0:0:4.45,5760,
'0:0:4.5,5778,
'0:0:4.55,5794,
'0:0:4.6,5813,
'0:0:4.65,5828,
'0:0:4.7,5841,
'0:0:4.75,5855,
'0:0:4.8,5876,
'0:0:4.85,5897,
'0:0:4.9,5918,
'0:0:4.95,5939,
'0:0:5.0,5957,
'0:0:5.05,5968,
'0:0:5.1,5982,
'0:0:5.15,5995,
'0:0:5.2,6007,
'0:0:5.25,6014,
'0:0:5.3,6016,
'0:0:5.35,6013,
'0:0:5.4,6007,
'0:0:5.45,6002,
'0:0:5.5,5994,
'0:0:5.55,5979,
'0:0:5.6,5963,
'0:0:5.65,5950,
'0:0:5.7,5933,
'0:0:5.75,5914,
'0:0:5.8,5901,
'0:0:5.85,5893,
'0:0:5.9,5885,
'0:0:5.95,5874,
'0:0:6.0,5862,
'0:0:6.05,5849,
'0:0:6.1,5832,
'0:0:6.15,5820,
'0:0:6.2,5807,
'0:0:6.25,5795,
'0:0:6.3,5784,
'0:0:6.35,5776,
'0:0:6.4,5769,
'0:0:6.45,5763,
'0:0:6.5,5754,
'0:0:6.55,5743,
'0:0:6.6,5730,
'0:0:6.65,5720,
'0:0:6.7,5710,
'0:0:6.75,5702,
'0:0:6.8,5693,
'0:0:6.85,5684,
'0:0:6.9,5676,
'0:0:6.95,5671,
'0:0:7.0,5666,
'0:0:7.05,5660,
'0:0:7.1,5653,
'0:0:7.15,5646,
'0:0:7.2,5641,
'0:0:7.25,5637,
'0:0:7.3,5633,
'0:0:7.35,5631,
'0:0:7.4,5627,
'0:0:7.45,5624,
'0:0:7.5,5621,
'0:0:7.55,5619,
'0:0:7.6,5616,
'0:0:7.65,5614,
'0:0:7.7,5616,
'0:0:7.75,5619,
'0:0:7.8,5625,
'0:0:7.85,5630,
'0:0:7.9,5637,
'0:0:7.95,5645,
'0:0:8.0,5653,
'0:0:8.05,5661,
'0:0:8.1,5673,
'0:0:8.15,5685,
'0:0:8.2,5697,
'0:0:8.25,5707,
'0:0:8.3,5719,
'0:0:8.35,5732,
'0:0:8.4,5745,
'0:0:8.45,5756,
'0:0:8.5,5768,
'0:0:8.55,5780,
'0:0:8.6,5796,
'0:0:8.65,5813,
'0:0:8.7,5833,
'0:0:8.75,5850,
'0:0:8.8,5869,
'0:0:8.85,5882,
'0:0:8.9,5893,
'0:0:8.95,5906,
'0:0:9.0,5921,
'0:0:9.05,5934,
'0:0:9.1,5947,
'0:0:9.15,5960,
'0:0:9.2,5974,
'0:0:9.25,5988,
'0:0:9.3,5999,
'0:0:9.35,6001,
'0:0:9.4,5994,
'0:0:9.45,5981,
'0:0:9.5,5967,
'0:0:9.55,5956,
'0:0:9.6,5941,
'0:0:9.65,5925,
'0:0:9.7,5911,
'0:0:9.75,5901,
