,Experiment name:,Sample experiment
Duration:,1 0,
Rate:,20 per second,
Sensors:,Respiration (ID 1  Exp 1),
Range:,Arb,
Units:,Arb,
Time,Count,
'-0:0:0.0,5456,
'0:0:0.05,5456,
'0:0:0.1,5455,
'0:0:0.15,5455,
'0:0:0.2,5454,
'0:0:0.25,5452,
'0:0:0.3,5451,
'0:0:0.35,5451,
'0:0:0.4,5451,
'0:0:0.45,5450,
'0:0:0.5,5447,
'0:0:0.55,5444,
'0:0:0.6,5448,
'0:0:0.65,5458,
'0:0:0.7,5467,
'0:0:0.75,5475,
'0:0:0.8,5481,
'0:0:0.85,5490,
'0:0:0.9,5500,
'0:0:0.95,5512,
'0:0:1.0,5522,
'0:0:1.05,5532,
'0:0:1.1,5543,
'0:0:1.15,5556,
'0:0:1.2,5567,
'0:0:1.25,5578,
'0:0:1.3,5583,
'0:0:1.35,5587,
'0:0:1.4,5596,
'0:0:1.45,5611,
'0:0:1.5,5629,
'0:0:1.55,5652,
'0:0:1.6,5687,
'0:0:1.65,5730,
'0:0:1.7,5773,
'0:0:1.75,5828,
'0:0:1.8,5875,
'0:0:1.85,5913,
'0:0:1.9,5934,
'0:0:1.95,5958,
'0:0:2.0,5989,
'0:0:2.05,6025,
'0:0:2.1,6054,
'0:0:2.15,6090,
'0:0:2.2,6132,
'0:0:2.25,6176,
'0:0:2.3,6212,
'0:0:2.35,6247,
'0:0:2.4,6270,
'0:0:2.45,6273,
'0:0:2.5,6245,
'0:0:2.55,6190,
'0:0:2.6,6160,
'0:0:2.65,6165,
'0:0:2.7,6161,
'0:0:2.75,6129,
'0:0:2.8,6099,
'0:0:2.85,6063,
'0:0:2.9,6018,
'0:0:2.95,5978,
'0:0:3.0,5952,
'0:0:3.05,5926,
'0:0:3.1,5899,
'0:0:3.15,5870,
'0:0:3.2,5850,
'0:0:3.25,5830,
'0:0:3.3,5810,
'0:0:3.35,5797,
'0:0:3.4,5780,
'0:0:3.45,5757,
'0:0:3.5,5734,
'0:0:3.55,5710,
'0:0:3.6,5702,
'0:0:3.65,5691,
'0:0:3.7,5675,
'0:0:3.75,5655,
'0:0:3.8,5637,
'0:0:3.85,5623,
'0:0:3.9,5611,
'0:0:3.95,5597,
'0:0:4.0,5585,
'0:0:4.05,5573,
'0:0:4.1,5562,
'0:0:4.15,5549,
'0:0:4.2,5541,
'0:0:4.25,5536,
'0:0:4.3,5534,
'0:0:4.35,5534,
'0:0:4.4,5529,
'0:0:4.45,5511,
'0:0:4.5,5495,
'0:0:4.55,5479,
'0:0:4.6,5462,
'0:0:4.65,5445,
'0:0:4.7,5432,
'0:0:4.75,5419,
'0:0:4.8,5412,
'0:0:4.85,5408,
'0:0:4.9,5408,
'0:0:4.95,5406,
'0:0:5.0,5403,
'0:0:5.05,5405,
'0:0:5.1,5408,
'0:0:5.15,5413,
'0:0:5.2,5422,
'0:0:5.25,5425,
'0:0:5.3,5417,
'0:0:5.35,5409,
'0:0:5.4,5408,
'0:0:5.45,5414,
'0:0:5.5,5420,
'0:0:5.55,5421,
'0:0:5.6,5424,
'0:0:5.65,5429,
'0:0:5.7,5437,
'0:0:5.75,5445,
'0:0:5.8,5452,
'0:0:5.85,5459,
'0:0:5.9,5465,
'0:0:5.95,5469,
'0:0:6.0,5475,
'0:0:6.05,5486,
'0:0:6.1,5494,
'0:0:6.15,5496,
'0:0:6.2,5507,
'0:0:6.25,5524,
'0:0:6.3,5538,
'0:0:6.35,5554,
'0:0:6.4,5564,
'0:0:6.45,5576,
'0:0:6.5,5593,
'0:0:6.55,5610,
'0:0:6.6,5625,
'0:0:6.65,5643,
'0:0:6.7,5659,
'0:0:6.75,5679,
'0:0:6.8,5701,
'0:0:6.85,5729,
'0:0:6.9,5755,
'0:0:6.95,5782,
'0:0:7.0,5808,
'0:0:7.05,5833,
'0:0:7.1,5834,
'0:0:7.15,5819,
'0:0:7.2,5802,
'0:0:7.25,5786,
'0:0:7.3,5780,
'0:0:7.35,5788,
'0:0:7.4,5803,
'0:0:7.45,5815,
'0:0:7.5,5819,
'0:0:7.55,5816,
'0:0:7.6,5801,
'0:0:7.65,5775,
'0:0:7.7,5758,
'0:0:7.75,5747,
'0:0:7.8,5734,
'0:0:7.85,5730,
'0:0:7.9,5738,
'0:0:7.95,5737,
'0:0:8.0,5723,
'0:0:8.05,5708,
'0:0:8.1,5686,
'0:0:8.15,5657,
'0:0:8.2,5642,
'0:0:8.25,5635,
'0:0:8.3,5625,
'0:0:8.35,5612,
'0:0:8.4,5602,
'0:0:8.45,5594,
'0:0:8.5,5589,
'0:0:8.55,5579,
'0:0:8.6,5569,
'0:0:8.65,5561,
'0:0:8.7,5557,
'0:0:8.75,5551,
'0:0:8.8,5540,
'0:0:8.85,5530,
'0:0:8.9,5522,
'0:0:8.95,5512,
'0:0:9.0,5501,
'0:0:9.05,5488,
'0:0:9.1,5481,
'0:0:9.15,5474,
'0:0:9.2,5466,
'0:0:9.25,5458,
'0:0:9.3,5450,
'0:0:9.35,5441,
'0:0:9.4,5438,
'0:0:9.45,5436,
'0:0:9.5,5439,
'0:0:9.55,5445,
'0:0:9.6,5448,
'0:0:9.65,5452,
'0:0:9.7,5454,
'0:0:9.75,5457,
