Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	QVAR [LSB]	
3330	-384	-320	17248	-23.424	-19.520	1052.128	-80	
8317	-336	-128	17216	-20.496	-7.808	1050.176	-48	
13303	-368	-288	16608	-22.448	-17.568	1013.088	-96	
18287	-464	-352	17056	-28.304	-21.472	1040.416	-48	
23274	-448	-352	17392	-27.328	-21.472	1060.912	-64	
28259	-512	-144	16736	-31.232	-8.784	1020.896	-16	
33245	-576	-336	16736	-35.136	-20.496	1020.896	-32	
38231	-480	-432	17200	-29.280	-26.352	1049.200	-16	
43218	-464	-224	16928	-28.304	-13.664	1032.608	-48	
48203	-416	-304	16816	-25.376	-18.544	1025.776	-32	
53189	-368	-496	16944	-22.448	-30.256	1033.584	-80	
58174	-416	-400	16960	-25.376	-24.400	1034.560	-96	
63159	-464	-224	16928	-28.304	-13.664	1032.608	-96	
68145	-384	-256	17072	-23.424	-15.616	1041.392	-16	
73131	-416	-400	17072	-25.376	-24.400	1041.392	-48	
78117	-480	-400	17040	-29.280	-24.400	1039.440	-32	
83103	-592	-368	16992	-36.112	-22.448	1036.512	-16	
88090	-512	-400	16896	-31.232	-24.400	1030.656	0	
93076	-512	-432	16928	-31.232	-26.352	1032.608	-48	
98062	-480	-384	16960	-29.280	-23.424	1034.560	-32	
103049	-416	-368	16832	-25.376	-22.448	1026.752	-96	
108034	-416	-352	16816	-25.376	-21.472	1025.776	-112	
113020	-416	-400	17056	-25.376	-24.400	1040.416	-80	
118005	-384	-256	16960	-23.424	-15.616	1034.560	-48	
122991	-416	-224	16944	-25.376	-13.664	1033.584	-80	
127976	-464	-320	16992	-28.304	-19.520	1036.512	-48	
132962	-512	-288	16992	-31.232	-17.568	1036.512	-32	
137947	-496	-256	16960	-30.256	-15.616	1034.560	-48	
142932	-512	-304	16960	-31.232	-18.544	1034.560	-80	
147917	-512	-400	16928	-31.232	-24.400	1032.608	-64	
152903	-416	-320	16912	-25.376	-19.520	1031.632	-112	
157889	-416	-304	16944	-25.376	-18.544	1033.584	-80	
162874	-352	-224	16960	-21.472	-13.664	1034.560	-48	
167859	-400	-336	16992	-24.400	-20.496	1036.512	-48	
172846	-368	-288	16992	-22.448	-17.568	1036.512	-64	
177830	-464	-256	16976	-28.304	-15.616	1035.536	-48	
182814	-480	-256	17008	-29.280	-15.616	1037.488	-32	
187801	-544	-304	16960	-33.184	-18.544	1034.560	-32	
192789	-512	-256	16944	-31.232	-15.616	1033.584	-64	
197775	-512	-336	16928	-31.232	-20.496	1032.608	-96	
202759	-496	-304	16944	-30.256	-18.544	1033.584	-128	
207746	-448	-304	16928	-27.328	-18.544	1032.608	-112	
212731	-448	-400	16976	-27.328	-24.400	1035.536	-48	
217717	-384	-320	16960	-23.424	-19.520	1034.560	-48	
222702	-416	-336	16992	-25.376	-20.496	1036.512	-48	
227687	-416	-256	17008	-25.376	-15.616	1037.488	-32	
232673	-464	-336	17056	-28.304	-20.496	1040.416	-16	
237658	-496	-272	16928	-30.256	-16.592	1032.608	-48	
242645	-512	-336	16992	-31.232	-20.496	1036.512	-80	
247631	-560	-352	17056	-34.160	-21.472	1040.416	-80	
252616	-464	-256	16928	-28.304	-15.616	1032.608	-80	
257603	-416	-304	16896	-25.376	-18.544	1030.656	-112	
262589	-416	-336	16992	-25.376	-20.496	1036.512	-32	
267572	-448	-288	16928	-27.328	-17.568	1032.608	-16	
272561	-416	-304	16960	-25.376	-18.544	1034.560	0	
277545	-416	-336	17072	-25.376	-20.496	1041.392	-48	
282533	-384	-320	16992	-23.424	-19.520	1036.512	-16	
287519	-416	-352	16992	-25.376	-21.472	1036.512	-32	
292504	-464	-352	17008	-28.304	-21.472	1037.488	-80	
297490	-448	-352	16976	-27.328	-21.472	1035.536	-144	
302476	-512	-432	16864	-31.232	-26.352	1028.704	-128	
307460	-544	-400	16992	-33.184	-24.400	1036.512	-48	
312446	-464	-400	17024	-28.304	-24.400	1038.464	-16	
317433	-416	-416	16960	-25.376	-25.376	1034.560	-16	
322419	-416	-384	16992	-25.376	-23.424	1036.512	-16	
327405	-464	-368	16912	-28.304	-22.448	1031.632	16	
332390	-416	-400	16992	-25.376	-24.400	1036.512	-16	
337376	-416	-352	16944	-25.376	-21.472	1033.584	-64	
342362	-464	-320	17008	-28.304	-19.520	1037.488	-80	
347348	-400	-352	17024	-24.400	-21.472	1038.464	-112	
352333	-496	-368	16960	-30.256	-22.448	1034.560	-112	
357319	-464	-336	16960	-28.304	-20.496	1034.560	-96	
362304	-464	-368	16944	-28.304	-22.448	1033.584	-32	
367290	-448	-352	16944	-27.328	-21.472	1033.584	-16	
372275	-416	-304	16960	-25.376	-18.544	1034.560	0	
377261	-400	-256	16976	-24.400	-15.616	1035.536	-16	
382247	-416	-272	16976	-25.376	-16.592	1035.536	-32	
387230	-384	-304	16896	-23.424	-18.544	1030.656	-80	
392215	-400	-256	16992	-24.400	-15.616	1036.512	-80	
397203	-416	-256	16976	-25.376	-15.616	1035.536	-112	
402187	-480	-256	16992	-29.280	-15.616	1036.512	-80	
407174	-448	-288	16976	-27.328	-17.568	1035.536	-80	
412159	-512	-256	16992	-31.232	-15.616	1036.512	-48	
417145	-448	-288	16960	-27.328	-17.568	1034.560	-48	
422130	-480	-320	16896	-29.280	-19.520	1030.656	0	
427116	-464	-336	16960	-28.304	-20.496	1034.560	0	
432099	-384	-256	16976	-23.424	-15.616	1035.536	-16	
437087	-416	-256	16928	-25.376	-15.616	1032.608	-64	
442074	-416	-320	17008	-25.376	-19.520	1037.488	-80	
447061	-464	-368	17056	-28.304	-22.448	1040.416	-96	
452047	-480	-320	16944	-29.280	-19.520	1033.584	-96	
457032	-464	-352	16928	-28.304	-21.472	1032.608	-80	
462020	-464	-384	16928	-28.304	-23.424	1032.608	-48	
467005	-528	-320	16960	-32.208	-19.520	1034.560	0	
471992	-496	-384	16880	-30.256	-23.424	1029.680	-16	
476978	-464	-368	16976	-28.304	-22.448	1035.536	-16	
481963	-448	-432	17040	-27.328	-26.352	1039.440	0	
486950	-416	-400	16928	-25.376	-24.400	1032.608	-64	
491935	-416	-400	16960	-25.376	-24.400	1034.560	-80	
496921	-464	-400	16928	-28.304	-24.400	1032.608	-80	
501907	-496	-352	17008	-30.256	-21.472	1037.488	-48	
506893	-464	-336	17008	-28.304	-20.496	1037.488	-64	
511878	-464	-368	17040	-28.304	-22.448	1039.440	-32	
516864	-496	-368	16992	-30.256	-22.448	1036.512	-16	
521849	-464	-336	16928	-28.304	-20.496	1032.608	-16	
526835	-480	-352	16928	-29.280	-21.472	1032.608	0	
531820	-464	-336	16976	-28.304	-20.496	1035.536	-64	
536806	-480	-336	16944	-29.280	-20.496	1033.584	-64	
541791	-400	-304	16960	-24.400	-18.544	1034.560	-48	
546776	-384	-304	17056	-23.424	-18.544	1040.416	-64	
551759	-400	-256	17024	-24.400	-15.616	1038.464	-32	
556747	-416	-256	17024	-25.376	-15.616	1038.464	-32	
561731	-512	-256	17008	-31.232	-15.616	1037.488	-48	
566718	-496	-256	16944	-30.256	-15.616	1033.584	-32	
571703	-432	-240	16960	-26.352	-14.640	1034.560	-32	
576689	-432	-256	16928	-26.352	-15.616	1032.608	-16	
581674	-416	-288	16976	-25.376	-17.568	1035.536	-48	
586660	-416	-320	16992	-25.376	-19.520	1036.512	-80	
591646	-384	-320	16944	-23.424	-19.520	1033.584	-64	
596632	-416	-320	16992	-25.376	-19.520	1036.512	-48	
601617	-416	-336	16976	-25.376	-20.496	1035.536	-16	
606604	-416	-256	16960	-25.376	-15.616	1034.560	-64	
611589	-464	-368	17024	-28.304	-22.448	1038.464	-48	
616576	-448	-256	16992	-27.328	-15.616	1036.512	-16	
621562	-528	-256	16960	-32.208	-15.616	1034.560	-32	
626547	-528	-320	16992	-32.208	-19.520	1036.512	0	
631534	-528	-336	16960	-32.208	-20.496	1034.560	-64	
636521	-512	-368	16944	-31.232	-22.448	1033.584	-96	
641507	-464	-368	16960	-28.304	-22.448	1034.560	-96	
646493	-448	-368	17008	-27.328	-22.448	1037.488	-80	
651479	-400	-368	16992	-24.400	-22.448	1036.512	-32	
656466	-448	-384	16928	-27.328	-23.424	1032.608	-48	
661451	-448	-416	16976	-27.328	-25.376	1035.536	-64	
666438	-480	-368	16944	-29.280	-22.448	1033.584	-32	
671423	-464	-288	16992	-28.304	-17.568	1036.512	-32	
676407	-480	-352	16992	-29.280	-21.472	1036.512	-48	
681393	-560	-384	16960	-34.160	-23.424	1034.560	-48	
686380	-512	-352	16944	-31.232	-21.472	1033.584	-96	
691365	-512	-368	16912	-31.232	-22.448	1031.632	-96	
696351	-448	-320	16976	-27.328	-19.520	1035.536	-80	
701337	-496	-336	16976	-30.256	-20.496	1035.536	-16	
706321	-448	-336	16928	-27.328	-20.496	1032.608	-32	
711310	-416	-352	16992	-25.376	-21.472	1036.512	-64	
716296	-384	-320	16960	-23.424	-19.520	1034.560	-80	
721281	-416	-304	16928	-25.376	-18.544	1032.608	-16	
726267	-448	-320	16944	-27.328	-19.520	1033.584	-48	
731253	-448	-256	16944	-27.328	-15.616	1033.584	-80	
736240	-480	-256	16896	-29.280	-15.616	1030.656	-96	
741225	-480	-256	17072	-29.280	-15.616	1041.392	-80	
746211	-400	-256	16960	-24.400	-15.616	1034.560	-80	
751197	-416	-256	16912	-25.376	-15.616	1031.632	-32	
756183	-384	-240	16960	-23.424	-14.640	1034.560	-32	
761168	-384	-256	16944	-23.424	-15.616	1033.584	-16	
766154	-400	-320	16960	-24.400	-19.520	1034.560	-16	
771139	-448	-288	16960	-27.328	-17.568	1034.560	-64	
776125	-480	-320	16928	-29.280	-19.520	1032.608	-48	
781111	-576	-336	17040	-35.136	-20.496	1039.440	-96	
786096	-528	-400	16992	-32.208	-24.400	1036.512	-112	
791083	-512	-368	16944	-31.232	-22.448	1033.584	-80	
796069	-480	-384	16928	-29.280	-23.424	1032.608	-48	
801055	-464	-352	16928	-28.304	-21.472	1032.608	-32	
806041	-416	-384	16912	-25.376	-23.424	1031.632	0	
811027	-416	-352	16976	-25.376	-21.472	1035.536	-16	
816011	-416	-336	17008	-25.376	-20.496	1037.488	-16	
820996	-464	-256	16992	-28.304	-15.616	1036.512	-32	
825985	-448	-368	16912	-27.328	-22.448	1031.632	-64	
