,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,338,976
'0:0:0.05,322,977
'0:0:0.1,327,978
'0:0:0.15,332,969
'0:0:0.2,333,964
'0:0:0.25,350,960
'0:0:0.3,409,957
'0:0:0.35,420,961
'0:0:0.4,384,968
'0:0:0.45,355,980
'0:0:0.5,354,986
'0:0:0.55,365,988
'0:0:0.6,362,989
'0:0:0.65,350,986
'0:0:0.7,342,986
'0:0:0.75,342,983
'0:0:0.8,340,979
'0:0:0.85,339,976
'0:0:0.9,371,975
'0:0:0.95,418,984
'0:0:1.0,399,1001
'0:0:1.05,358,1022
'0:0:1.1,338,1039
'0:0:1.15,349,1053
'0:0:1.2,363,1063
'0:0:1.25,356,1077
'0:0:1.3,343,1096
'0:0:1.35,337,1120
'0:0:1.4,339,1137
'0:0:1.45,340,1159
'0:0:1.5,340,1176
'0:0:1.55,362,1189
'0:0:1.6,414,1206
'0:0:1.65,402,1228
'0:0:1.7,362,1247
'0:0:1.75,339,1266
'0:0:1.8,351,1285
'0:0:1.85,366,1307
'0:0:1.9,358,1329
'0:0:1.95,343,1365
'0:0:2.0,337,1407
'0:0:2.05,338,1447
'0:0:2.1,341,1471
'0:0:2.15,342,1486
'0:0:2.2,377,1497
'0:0:2.25,415,1507
'0:0:2.3,390,1518
'0:0:2.35,348,1527
'0:0:2.4,335,1527
'0:0:2.45,359,1526
'0:0:2.5,370,1525
'0:0:2.55,355,1527
'0:0:2.6,341,1526
'0:0:2.65,340,1518
'0:0:2.7,343,1510
'0:0:2.75,346,1495
'0:0:2.8,371,1475
'0:0:2.85,422,1453
'0:0:2.9,409,1428
'0:0:2.95,365,1395
'0:0:3.0,337,1366
'0:0:3.05,351,1340
'0:0:3.1,371,1320
'0:0:3.15,363,1299
'0:0:3.2,349,1279
'0:0:3.25,348,1249
'0:0:3.3,353,1224
'0:0:3.35,351,1192
'0:0:3.4,362,1158
'0:0:3.45,419,1132
'0:0:3.5,412,1114
'0:0:3.55,366,1095
'0:0:3.6,340,1080
'0:0:3.65,346,1069
'0:0:3.7,364,1061
'0:0:3.75,363,1051
'0:0:3.8,347,1041
'0:0:3.85,339,1033
'0:0:3.9,339,1021
'0:0:3.95,339,1009
'0:0:4.0,341,997
'0:0:4.05,383,979
'0:0:4.1,428,970
'0:0:4.15,396,965
'0:0:4.2,357,963
'0:0:4.25,340,962
'0:0:4.3,346,958
'0:0:4.35,357,954
'0:0:4.4,351,950
'0:0:4.45,336,946
'0:0:4.5,332,947
'0:0:4.55,336,943
'0:0:4.6,338,941
'0:0:4.65,339,936
'0:0:4.7,383,928
'0:0:4.75,427,926
'0:0:4.8,396,929
'0:0:4.85,355,936
'0:0:4.9,340,944
'0:0:4.95,353,947
'0:0:5.0,362,945
'0:0:5.05,357,942
'0:0:5.1,343,939
'0:0:5.15,338,939
'0:0:5.2,339,940
'0:0:5.25,342,937
'0:0:5.3,341,932
'0:0:5.35,349,927
'0:0:5.4,407,923
'0:0:5.45,413,923
'0:0:5.5,368,928
'0:0:5.55,339,934
'0:0:5.6,341,937
'0:0:5.65,358,939
'0:0:5.7,356,944
'0:0:5.75,343,950
'0:0:5.8,334,955
'0:0:5.85,333,966
'0:0:5.9,336,977
'0:0:5.95,341,987
'0:0:6.0,340,996
'0:0:6.05,349,1003
'0:0:6.1,405,1010
'0:0:6.15,412,1022
'0:0:6.2,365,1033
'0:0:6.25,331,1045
'0:0:6.3,337,1059
'0:0:6.35,360,1077
'0:0:6.4,362,1093
'0:0:6.45,352,1110
'0:0:6.5,339,1129
'0:0:6.55,333,1153
'0:0:6.6,334,1174
'0:0:6.65,347,1198
'0:0:6.7,349,1215
'0:0:6.75,361,1229
'0:0:6.8,410,1246
'0:0:6.85,408,1262
'0:0:6.9,364,1274
'0:0:6.95,331,1287
'0:0:7.0,341,1304
'0:0:7.05,368,1324
'0:0:7.1,371,1345
'0:0:7.15,353,1376
'0:0:7.2,340,1409
'0:0:7.25,339,1442
'0:0:7.3,343,1467
'0:0:7.35,342,1484
'0:0:7.4,361,1495
'0:0:7.45,406,1506
'0:0:7.5,396,1511
'0:0:7.55,353,1510
'0:0:7.6,326,1502
'0:0:7.65,339,1492
'0:0:7.7,365,1481
'0:0:7.75,363,1469
'0:0:7.8,348,1458
'0:0:7.85,336,1439
'0:0:7.9,337,1423
'0:0:7.95,340,1390
'0:0:8.0,354,1351
'0:0:8.05,408,1317
'0:0:8.1,417,1286
'0:0:8.15,380,1257
'0:0:8.2,341,1228
'0:0:8.25,336,1199
'0:0:8.3,356,1179
'0:0:8.35,367,1159
'0:0:8.4,355,1143
'0:0:8.45,342,1126
'0:0:8.5,341,1107
'0:0:8.55,340,1087
'0:0:8.6,342,1067
'0:0:8.65,394,1048
'0:0:8.7,419,1037
'0:0:8.75,385,1028
'0:0:8.8,347,1021
'0:0:8.85,338,1018
'0:0:8.9,359,1014
'0:0:8.95,364,1006
'0:0:9.0,353,997
'0:0:9.05,341,990
'0:0:9.1,341,980
'0:0:9.15,339,971
'0:0:9.2,342,962
'0:0:9.25,380,950
'0:0:9.3,428,948
'0:0:9.35,406,949
'0:0:9.4,367,950
'0:0:9.45,347,953
'0:0:9.5,356,954
'0:0:9.55,366,954
'0:0:9.6,360,952
'0:0:9.65,349,952
'0:0:9.7,344,952
'0:0:9.75,345,947
'0:0:9.8,345,944
'0:0:9.85,349,941
'0:0:9.9,400,938
'0:0:9.95,427,939
'0:0:10.0,393,941
'0:0:10.05,358,947
