,Experiment name:,Sample experiment
Duration:,1 0,
Rate:,20 per second,
Sensors:,Respiration (ID 1  Exp 1),
Range:,Arb,
Units:,Arb,
Time,Count,
'-0:0:0.0,1584,
'0:0:0.05,1592,
'0:0:0.1,1595,
'0:0:0.15,1600,
'0:0:0.2,1606,
'0:0:0.25,1604,
'0:0:0.3,1596,
'0:0:0.35,1592,
'0:0:0.4,1596,
'0:0:0.45,1604,
'0:0:0.5,1609,
'0:0:0.55,1607,
'0:0:0.6,1616,
'0:0:0.65,1650,
'0:0:0.7,1673,
'0:0:0.75,1672,
'0:0:0.8,1658,
'0:0:0.85,1651,
'0:0:0.9,1657,
'0:0:0.95,1667,
'0:0:1.0,1673,
'0:0:1.05,1674,
'0:0:1.1,1662,
'0:0:1.15,1630,
'0:0:1.2,1591,
'0:0:1.25,1554,
'0:0:1.3,1536,
'0:0:1.35,1532,
'0:0:1.4,1545,
'0:0:1.45,1566,
'0:0:1.5,1582,
'0:0:1.55,1608,
'0:0:1.6,1653,
'0:0:1.65,1715,
'0:0:1.7,1742,
'0:0:1.75,1774,
'0:0:1.8,1824,
'0:0:1.85,1862,
'0:0:1.9,1885,
'0:0:1.95,1928,
'0:0:2.0,1978,
'0:0:2.05,2012,
'0:0:2.1,2029,
'0:0:2.15,2041,
'0:0:2.2,2050,
'0:0:2.25,2055,
'0:0:2.3,2046,
'0:0:2.35,1997,
'0:0:2.4,1932,
'0:0:2.45,1898,
'0:0:2.5,1932,
'0:0:2.55,1973,
'0:0:2.6,1946,
'0:0:2.65,1945,
'0:0:2.7,2016,
'0:0:2.75,2080,
'0:0:2.8,2058,
'0:0:2.85,1952,
'0:0:2.9,1854,
'0:0:2.95,1807,
'0:0:3.0,1806,
'0:0:3.05,1801,
'0:0:3.1,1783,
'0:0:3.15,1756,
'0:0:3.2,1738,
'0:0:3.25,1726,
'0:0:3.3,1705,
'0:0:3.35,1675,
'0:0:3.4,1663,
'0:0:3.45,1671,
'0:0:3.5,1672,
'0:0:3.55,1656,
'0:0:3.6,1642,
'0:0:3.65,1663,
'0:0:3.7,1699,
'0:0:3.75,1780,
'0:0:3.8,1886,
'0:0:3.85,1959,
'0:0:3.9,1992,
'0:0:3.95,2007,
'0:0:4.0,2020,
'0:0:4.05,2033,
'0:0:4.1,2045,
'0:0:4.15,2060,
'0:0:4.2,2079,
'0:0:4.25,2106,
'0:0:4.3,2130,
'0:0:4.35,2142,
'0:0:4.4,2117,
'0:0:4.45,2063,
'0:0:4.5,2068,
'0:0:4.55,2091,
'0:0:4.6,2091,
'0:0:4.65,2114,
'0:0:4.7,2108,
'0:0:4.75,2057,
'0:0:4.8,2007,
'0:0:4.85,1973,
'0:0:4.9,1966,
'0:0:4.95,1957,
'0:0:5.0,1930,
'0:0:5.05,1886,
'0:0:5.1,1847,
'0:0:5.15,1816,
'0:0:5.2,1790,
'0:0:5.25,1757,
'0:0:5.3,1726,
'0:0:5.35,1696,
'0:0:5.4,1672,
'0:0:5.45,1647,
'0:0:5.5,1667,
'0:0:5.55,1654,
'0:0:5.6,1603,
'0:0:5.65,1623,
'0:0:5.7,1659,
'0:0:5.75,1678,
'0:0:5.8,1702,
'0:0:5.85,1749,
'0:0:5.9,1797,
'0:0:5.95,1840,
'0:0:6.0,1877,
'0:0:6.05,1925,
'0:0:6.1,1973,
'0:0:6.15,2026,
'0:0:6.2,2056,
'0:0:6.25,2028,
'0:0:6.3,1945,
'0:0:6.35,1880,
'0:0:6.4,1942,
'0:0:6.45,1960,
'0:0:6.5,1947,
'0:0:6.55,2002,
'0:0:6.6,1963,
'0:0:6.65,1851,
'0:0:6.7,1771,
'0:0:6.75,1740,
'0:0:6.8,1738,
'0:0:6.85,1737,
'0:0:6.9,1734,
'0:0:6.95,1732,
'0:0:7.0,1727,
'0:0:7.05,1719,
'0:0:7.1,1710,
'0:0:7.15,1691,
'0:0:7.2,1666,
'0:0:7.25,1642,
'0:0:7.3,1631,
'0:0:7.35,1639,
'0:0:7.4,1677,
'0:0:7.45,1661,
'0:0:7.5,1629,
'0:0:7.55,1644,
'0:0:7.6,1674,
'0:0:7.65,1719,
'0:0:7.7,1758,
'0:0:7.75,1802,
'0:0:7.8,1837,
'0:0:7.85,1877,
'0:0:7.9,1918,
'0:0:7.95,1946,
'0:0:8.0,1957,
'0:0:8.05,1979,
'0:0:8.1,1994,
'0:0:8.15,1958,
'0:0:8.2,1909,
'0:0:8.25,1927,
'0:0:8.3,1943,
'0:0:8.35,2024,
'0:0:8.4,2118,
'0:0:8.45,2060,
'0:0:8.5,1955,
'0:0:8.55,1883,
'0:0:8.6,1868,
'0:0:8.65,1869,
'0:0:8.7,1856,
'0:0:8.75,1824,
'0:0:8.8,1786,
'0:0:8.85,1747,
'0:0:8.9,1714,
'0:0:8.95,1680,
'0:0:9.0,1656,
'0:0:9.05,1635,
'0:0:9.1,1628,
'0:0:9.15,1664,
'0:0:9.2,1660,
'0:0:9.25,1652,
'0:0:9.3,1697,
'0:0:9.35,1726,
'0:0:9.4,1754,
'0:0:9.45,1811,
'0:0:9.5,1873,
'0:0:9.55,1914,
'0:0:9.6,1945,
'0:0:9.65,1981,
'0:0:9.7,2013,
'0:0:9.75,2040,
