,Experiment name:,Sample experiment
Duration:,1 0,
Rate:,20 per second,
Sensors:,Respiration (ID 1  Exp 1),
Range:,Arb,
Units:,Arb,
Time,Count,
'-0:0:0.0,1762,
'0:0:0.05,1761,
'0:0:0.1,1763,
'0:0:0.15,1769,
'0:0:0.2,1772,
'0:0:0.25,1775,
'0:0:0.3,1784,
'0:0:0.35,1791,
'0:0:0.4,1790,
'0:0:0.45,1789,
'0:0:0.5,1784,
'0:0:0.55,1776,
'0:0:0.6,1764,
'0:0:0.65,1754,
'0:0:0.7,1747,
'0:0:0.75,1746,
'0:0:0.8,1750,
'0:0:0.85,1752,
'0:0:0.9,1760,
'0:0:0.95,1776,
'0:0:1.0,1801,
'0:0:1.05,1825,
'0:0:1.1,1847,
'0:0:1.15,1868,
'0:0:1.2,1889,
'0:0:1.25,1906,
'0:0:1.3,1924,
'0:0:1.35,1937,
'0:0:1.4,1949,
'0:0:1.45,1955,
'0:0:1.5,1948,
'0:0:1.55,1927,
'0:0:1.6,1906,
'0:0:1.65,1895,
'0:0:1.7,1889,
'0:0:1.75,1879,
'0:0:1.8,1860,
'0:0:1.85,1840,
'0:0:1.9,1818,
'0:0:1.95,1800,
'0:0:2.0,1785,
'0:0:2.05,1775,
'0:0:2.1,1766,
'0:0:2.15,1762,
'0:0:2.2,1757,
'0:0:2.25,1754,
'0:0:2.3,1755,
'0:0:2.35,1758,
'0:0:2.4,1761,
'0:0:2.45,1761,
'0:0:2.5,1759,
'0:0:2.55,1757,
'0:0:2.6,1756,
'0:0:2.65,1760,
'0:0:2.7,1769,
'0:0:2.75,1778,
'0:0:2.8,1793,
'0:0:2.85,1806,
'0:0:2.9,1820,
'0:0:2.95,1838,
'0:0:3.0,1860,
'0:0:3.05,1880,
'0:0:3.1,1900,
'0:0:3.15,1916,
'0:0:3.2,1931,
'0:0:3.25,1947,
'0:0:3.3,1963,
'0:0:3.35,1973,
'0:0:3.4,1977,
'0:0:3.45,1970,
'0:0:3.5,1955,
'0:0:3.55,1939,
'0:0:3.6,1932,
'0:0:3.65,1932,
'0:0:3.7,1926,
'0:0:3.75,1915,
'0:0:3.8,1896,
'0:0:3.85,1876,
'0:0:3.9,1852,
'0:0:3.95,1830,
'0:0:4.0,1808,
'0:0:4.05,1789,
'0:0:4.1,1773,
'0:0:4.15,1763,
'0:0:4.2,1753,
'0:0:4.25,1745,
'0:0:4.3,1741,
'0:0:4.35,1741,
'0:0:4.4,1743,
'0:0:4.45,1741,
'0:0:4.5,1738,
'0:0:4.55,1738,
'0:0:4.6,1744,
'0:0:4.65,1756,
'0:0:4.7,1772,
'0:0:4.75,1789,
'0:0:4.8,1811,
'0:0:4.85,1828,
'0:0:4.9,1845,
'0:0:4.95,1863,
'0:0:5.0,1886,
'0:0:5.05,1907,
'0:0:5.1,1928,
'0:0:5.15,1947,
'0:0:5.2,1965,
'0:0:5.25,1981,
'0:0:5.3,1997,
'0:0:5.35,2008,
'0:0:5.4,2019,
'0:0:5.45,2026,
'0:0:5.5,2029,
'0:0:5.55,2027,
'0:0:5.6,2020,
'0:0:5.65,2014,
'0:0:5.7,2006,
'0:0:5.75,1996,
'0:0:5.8,1982,
'0:0:5.85,1965,
'0:0:5.9,1943,
'0:0:5.95,1922,
'0:0:6.0,1902,
'0:0:6.05,1884,
'0:0:6.1,1866,
'0:0:6.15,1849,
'0:0:6.2,1829,
'0:0:6.25,1812,
'0:0:6.3,1797,
'0:0:6.35,1783,
'0:0:6.4,1770,
'0:0:6.45,1761,
'0:0:6.5,1753,
'0:0:6.55,1747,
'0:0:6.6,1745,
'0:0:6.65,1742,
'0:0:6.7,1738,
'0:0:6.75,1737,
'0:0:6.8,1738,
'0:0:6.85,1740,
'0:0:6.9,1739,
'0:0:6.95,1742,
'0:0:7.0,1753,
'0:0:7.05,1768,
'0:0:7.1,1786,
'0:0:7.15,1803,
'0:0:7.2,1823,
'0:0:7.25,1842,
'0:0:7.3,1861,
'0:0:7.35,1883,
'0:0:7.4,1909,
'0:0:7.45,1930,
'0:0:7.5,1950,
'0:0:7.55,1969,
'0:0:7.6,1988,
'0:0:7.65,2002,
'0:0:7.7,2012,
'0:0:7.75,2020,
'0:0:7.8,2028,
'0:0:7.85,2030,
'0:0:7.9,2027,
'0:0:7.95,2015,
'0:0:8.0,2000,
'0:0:8.05,1986,
'0:0:8.1,1974,
'0:0:8.15,1965,
'0:0:8.2,1953,
'0:0:8.25,1936,
'0:0:8.3,1913,
'0:0:8.35,1890,
'0:0:8.4,1866,
'0:0:8.45,1841,
'0:0:8.5,1817,
'0:0:8.55,1802,
'0:0:8.6,1789,
'0:0:8.65,1778,
'0:0:8.7,1763,
'0:0:8.75,1754,
'0:0:8.8,1749,
'0:0:8.85,1744,
'0:0:8.9,1738,
'0:0:8.95,1733,
'0:0:9.0,1731,
'0:0:9.05,1728,
'0:0:9.1,1722,
'0:0:9.15,1720,
'0:0:9.2,1722,
'0:0:9.25,1729,
'0:0:9.3,1740,
'0:0:9.35,1758,
'0:0:9.4,1787,
'0:0:9.45,1814,
'0:0:9.5,1840,
'0:0:9.55,1861,
'0:0:9.6,1883,
'0:0:9.65,1902,
'0:0:9.7,1924,
'0:0:9.75,1952,
