,Experiment name:,Sample experiment
Duration:,1 0,
Rate:,20 per second,
Sensors:,Respiration (ID 1  Exp 1),
Range:,Arb,
Units:,Arb,
Time,Count,
'-0:0:0.0,1858,
'0:0:0.05,1864,
'0:0:0.1,1874,
'0:0:0.15,1876,
'0:0:0.2,1873,
'0:0:0.25,1874,
'0:0:0.3,1875,
'0:0:0.35,1874,
'0:0:0.4,1872,
'0:0:0.45,1869,
'0:0:0.5,1868,
'0:0:0.55,1867,
'0:0:0.6,1863,
'0:0:0.65,1860,
'0:0:0.7,1863,
'0:0:0.75,1875,
'0:0:0.8,1890,
'0:0:0.85,1901,
'0:0:0.9,1913,
'0:0:0.95,1927,
'0:0:1.0,1946,
'0:0:1.05,1966,
'0:0:1.1,1987,
'0:0:1.15,2007,
'0:0:1.2,2029,
'0:0:1.25,2044,
'0:0:1.3,2051,
'0:0:1.35,2049,
'0:0:1.4,2041,
'0:0:1.45,2030,
'0:0:1.5,2014,
'0:0:1.55,1997,
'0:0:1.6,1981,
'0:0:1.65,1967,
'0:0:1.7,1945,
'0:0:1.75,1921,
'0:0:1.8,1898,
'0:0:1.85,1881,
'0:0:1.9,1869,
'0:0:1.95,1859,
'0:0:2.0,1849,
'0:0:2.05,1844,
'0:0:2.1,1841,
'0:0:2.15,1841,
'0:0:2.2,1838,
'0:0:2.25,1832,
'0:0:2.3,1828,
'0:0:2.35,1824,
'0:0:2.4,1819,
'0:0:2.45,1818,
'0:0:2.5,1817,
'0:0:2.55,1818,
'0:0:2.6,1820,
'0:0:2.65,1822,
'0:0:2.7,1825,
'0:0:2.75,1831,
'0:0:2.8,1842,
'0:0:2.85,1858,
'0:0:2.9,1880,
'0:0:2.95,1897,
'0:0:3.0,1914,
'0:0:3.05,1929,
'0:0:3.1,1945,
'0:0:3.15,1959,
'0:0:3.2,1973,
'0:0:3.25,1986,
'0:0:3.3,2003,
'0:0:3.35,2017,
'0:0:3.4,2031,
'0:0:3.45,2044,
'0:0:3.5,2060,
'0:0:3.55,2075,
'0:0:3.6,2090,
'0:0:3.65,2101,
'0:0:3.7,2110,
'0:0:3.75,2115,
'0:0:3.8,2113,
'0:0:3.85,2100,
'0:0:3.9,2076,
'0:0:3.95,2051,
'0:0:4.0,2029,
'0:0:4.05,2010,
'0:0:4.1,1988,
'0:0:4.15,1968,
'0:0:4.2,1948,
'0:0:4.25,1933,
'0:0:4.3,1919,
'0:0:4.35,1905,
'0:0:4.4,1888,
'0:0:4.45,1873,
'0:0:4.5,1857,
'0:0:4.55,1843,
'0:0:4.6,1830,
'0:0:4.65,1821,
'0:0:4.7,1814,
'0:0:4.75,1811,
'0:0:4.8,1805,
'0:0:4.85,1799,
'0:0:4.9,1797,
'0:0:4.95,1797,
'0:0:5.0,1801,
'0:0:5.05,1806,
'0:0:5.1,1811,
'0:0:5.15,1817,
'0:0:5.2,1828,
'0:0:5.25,1842,
'0:0:5.3,1861,
'0:0:5.35,1881,
'0:0:5.4,1902,
'0:0:5.45,1922,
'0:0:5.5,1943,
'0:0:5.55,1960,
'0:0:5.6,1980,
'0:0:5.65,1998,
'0:0:5.7,2018,
'0:0:5.75,2036,
'0:0:5.8,2050,
'0:0:5.85,2056,
'0:0:5.9,2049,
'0:0:5.95,2028,
'0:0:6.0,1999,
'0:0:6.05,1975,
'0:0:6.1,1957,
'0:0:6.15,1944,
'0:0:6.2,1928,
'0:0:6.25,1907,
'0:0:6.3,1885,
'0:0:6.35,1870,
'0:0:6.4,1858,
'0:0:6.45,1847,
'0:0:6.5,1836,
'0:0:6.55,1829,
'0:0:6.6,1826,
'0:0:6.65,1825,
'0:0:6.7,1824,
'0:0:6.75,1823,
'0:0:6.8,1822,
'0:0:6.85,1824,
'0:0:6.9,1831,
'0:0:6.95,1838,
'0:0:7.0,1841,
'0:0:7.05,1845,
'0:0:7.1,1852,
'0:0:7.15,1858,
'0:0:7.2,1860,
'0:0:7.25,1859,
'0:0:7.3,1853,
'0:0:7.35,1845,
'0:0:7.4,1834,
'0:0:7.45,1831,
'0:0:7.5,1831,
'0:0:7.55,1835,
'0:0:7.6,1848,
'0:0:7.65,1867,
'0:0:7.7,1884,
'0:0:7.75,1897,
'0:0:7.8,1913,
'0:0:7.85,1932,
'0:0:7.9,1955,
'0:0:7.95,1977,
'0:0:8.0,1997,
'0:0:8.05,2015,
'0:0:8.1,2033,
'0:0:8.15,2044,
'0:0:8.2,2050,
'0:0:8.25,2051,
'0:0:8.3,2046,
'0:0:8.35,2036,
'0:0:8.4,2019,
'0:0:8.45,2004,
'0:0:8.5,1996,
'0:0:8.55,1990,
'0:0:8.6,1986,
'0:0:8.65,1978,
'0:0:8.7,1960,
'0:0:8.75,1939,
'0:0:8.8,1917,
'0:0:8.85,1898,
'0:0:8.9,1880,
'0:0:8.95,1865,
'0:0:9.0,1854,
'0:0:9.05,1847,
'0:0:9.1,1837,
'0:0:9.15,1829,
'0:0:9.2,1825,
'0:0:9.25,1825,
'0:0:9.3,1827,
'0:0:9.35,1830,
'0:0:9.4,1836,
'0:0:9.45,1847,
'0:0:9.5,1864,
'0:0:9.55,1882,
'0:0:9.6,1902,
'0:0:9.65,1921,
'0:0:9.7,1944,
'0:0:9.75,1964,
