,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,394,76
'0:0:0.05,381,76
'0:0:0.1,367,77
'0:0:0.15,369,77
'0:0:0.2,377,77
'0:0:0.25,378,77
'0:0:0.3,370,76
'0:0:0.35,362,76
'0:0:0.4,354,75
'0:0:0.45,350,74
'0:0:0.5,356,72
'0:0:0.55,364,72
'0:0:0.6,358,75
'0:0:0.65,340,80
'0:0:0.7,306,87
'0:0:0.75,293,96
'0:0:0.8,316,100
'0:0:0.85,349,100
'0:0:0.9,350,100
'0:0:0.95,323,101
'0:0:1.0,309,104
'0:0:1.05,332,112
'0:0:1.1,364,122
'0:0:1.15,359,121
'0:0:1.2,358,117
'0:0:1.25,367,130
'0:0:1.3,353,141
'0:0:1.35,324,142
'0:0:1.4,317,147
'0:0:1.45,342,154
'0:0:1.5,378,151
'0:0:1.55,384,143
'0:0:1.6,385,132
'0:0:1.65,388,120
'0:0:1.7,384,111
'0:0:1.75,402,103
'0:0:1.8,416,92
'0:0:1.85,357,81
'0:0:1.9,279,81
'0:0:1.95,285,82
'0:0:2.0,317,83
'0:0:2.05,338,90
'0:0:2.1,343,92
'0:0:2.15,340,86
'0:0:2.2,341,82
'0:0:2.25,343,81
'0:0:2.3,383,80
'0:0:2.35,394,80
'0:0:2.4,372,82
'0:0:2.45,349,85
'0:0:2.5,354,92
'0:0:2.55,367,99
'0:0:2.6,345,96
'0:0:2.65,354,96
'0:0:2.7,386,111
'0:0:2.75,399,122
'0:0:2.8,449,130
'0:0:2.85,498,139
'0:0:2.9,461,145
'0:0:2.95,407,153
'0:0:3.0,383,155
'0:0:3.05,380,147
'0:0:3.1,379,140
'0:0:3.15,393,134
'0:0:3.2,373,118
'0:0:3.25,293,104
'0:0:3.3,276,104
'0:0:3.35,310,101
'0:0:3.4,324,96
'0:0:3.45,304,91
'0:0:3.5,293,87
'0:0:3.55,306,85
'0:0:3.6,323,84
'0:0:3.65,331,82
'0:0:3.7,331,79
'0:0:3.75,330,77
'0:0:3.8,347,78
'0:0:3.85,381,84
'0:0:3.9,389,97
'0:0:3.95,360,100
'0:0:4.0,322,94
'0:0:4.05,308,105
'0:0:4.1,314,120
'0:0:4.15,331,130
'0:0:4.2,349,137
'0:0:4.25,351,145
'0:0:4.3,373,152
'0:0:4.35,416,160
'0:0:4.4,428,168
'0:0:4.45,415,179
'0:0:4.5,402,179
'0:0:4.55,366,154
'0:0:4.6,320,138
'0:0:4.65,328,148
'0:0:4.7,362,153
'0:0:4.75,366,145
'0:0:4.8,377,135
'0:0:4.85,384,123
'0:0:4.9,359,116
'0:0:4.95,330,110
'0:0:5.0,324,106
'0:0:5.05,339,102
'0:0:5.1,353,98
'0:0:5.15,379,101
'0:0:5.2,385,103
'0:0:5.25,403,95
'0:0:5.3,448,101
'0:0:5.35,492,116
'0:0:5.4,439,125
'0:0:5.45,383,137
'0:0:5.5,361,149
'0:0:5.55,352,158
'0:0:5.6,345,164
'0:0:5.65,343,168
'0:0:5.7,355,171
'0:0:5.75,376,173
'0:0:5.8,420,169
'0:0:5.85,411,149
'0:0:5.9,349,138
'0:0:5.95,301,145
'0:0:6.0,293,149
'0:0:6.05,317,149
'0:0:6.1,345,142
'0:0:6.15,347,129
'0:0:6.2,334,118
'0:0:6.25,350,112
'0:0:6.3,378,110
'0:0:6.35,366,105
'0:0:6.4,326,100
'0:0:6.45,318,94
'0:0:6.5,349,93
'0:0:6.55,375,100
'0:0:6.6,355,101
'0:0:6.65,354,93
'0:0:6.7,380,99
'0:0:6.75,453,111
'0:0:6.8,471,116
'0:0:6.85,418,124
'0:0:6.9,376,131
'0:0:6.95,360,135
'0:0:7.0,367,140
'0:0:7.05,367,143
'0:0:7.1,362,142
'0:0:7.15,352,137
'0:0:7.2,380,133
'0:0:7.25,383,120
'0:0:7.3,295,112
'0:0:7.35,240,117
'0:0:7.4,303,119
'0:0:7.45,353,119
'0:0:7.5,352,116
'0:0:7.55,316,103
'0:0:7.6,294,96
'0:0:7.65,306,92
'0:0:7.7,342,87
'0:0:7.75,348,80
'0:0:7.8,334,76
'0:0:7.85,338,75
'0:0:7.9,371,79
'0:0:7.95,383,86
'0:0:8.0,380,86
'0:0:8.05,376,88
'0:0:8.1,386,102
'0:0:8.15,443,113
'0:0:8.2,500,119
'0:0:8.25,370,128
'0:0:8.3,258,133
'0:0:8.35,263,136
'0:0:8.4,289,134
'0:0:8.45,304,127
'0:0:8.5,295,122
'0:0:8.55,318,122
'0:0:8.6,336,113
'0:0:8.65,351,96
'0:0:8.7,356,99
'0:0:8.75,382,114
'0:0:8.8,399,115
'0:0:8.85,398,101
'0:0:8.9,374,90
'0:0:8.95,340,84
'0:0:9.0,320,81
'0:0:9.05,327,76
'0:0:9.1,372,72
'0:0:9.15,392,71
'0:0:9.2,392,76
'0:0:9.25,370,81
'0:0:9.3,370,79
'0:0:9.35,448,87
'0:0:9.4,514,101
'0:0:9.45,452,110
'0:0:9.5,397,119
'0:0:9.55,385,130
'0:0:9.6,403,136
'0:0:9.65,375,142
'0:0:9.7,334,145
'0:0:9.75,298,147
'0:0:9.8,281,146
'0:0:9.85,296,139
'0:0:9.9,336,128
'0:0:9.95,356,110
'0:0:10.0,362,103
'0:0:10.05,390,107
'0:0:10.1,408,110
'0:0:10.15,391,112
'0:0:10.2,372,110
'0:0:10.25,344,102
'0:0:10.3,320,94
'0:0:10.35,317,91
'0:0:10.4,321,91
'0:0:10.45,325,90
'0:0:10.5,343,89
'0:0:10.55,376,88
