,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,339,102
'0:0:0.05,322,106
'0:0:0.1,322,110
'0:0:0.15,297,101
'0:0:0.2,284,101
'0:0:0.25,290,120
'0:0:0.3,316,128
'0:0:0.35,359,129
'0:0:0.4,377,136
'0:0:0.45,374,147
'0:0:0.5,368,155
'0:0:0.55,370,157
'0:0:0.6,383,149
'0:0:0.65,404,151
'0:0:0.7,408,151
'0:0:0.75,390,135
'0:0:0.8,382,140
'0:0:0.85,399,148
'0:0:0.9,415,148
'0:0:0.95,393,146
'0:0:1.0,357,138
'0:0:1.05,337,127
'0:0:1.1,339,123
'0:0:1.15,348,119
'0:0:1.2,347,114
'0:0:1.25,334,111
'0:0:1.3,335,115
'0:0:1.35,353,121
'0:0:1.4,357,114
'0:0:1.45,342,111
'0:0:1.5,342,126
'0:0:1.55,346,138
'0:0:1.6,341,144
'0:0:1.65,337,153
'0:0:1.7,334,159
'0:0:1.75,340,162
'0:0:1.8,351,159
'0:0:1.85,382,162
'0:0:1.9,453,180
'0:0:1.95,448,173
'0:0:2.0,397,160
'0:0:2.05,353,172
'0:0:2.1,340,176
'0:0:2.15,331,172
'0:0:2.2,308,170
'0:0:2.25,303,161
'0:0:2.3,304,153
'0:0:2.35,308,145
'0:0:2.4,352,138
'0:0:2.45,389,136
'0:0:2.5,393,137
'0:0:2.55,384,145
'0:0:2.6,370,150
'0:0:2.65,331,134
'0:0:2.7,303,128
'0:0:2.75,293,145
'0:0:2.8,295,159
'0:0:2.85,307,167
'0:0:2.9,357,174
'0:0:2.95,404,179
'0:0:3.0,404,183
'0:0:3.05,392,186
'0:0:3.1,400,198
'0:0:3.15,416,199
'0:0:3.2,399,185
'0:0:3.25,365,188
'0:0:3.3,346,196
'0:0:3.35,354,190
'0:0:3.4,372,176
'0:0:3.45,400,163
'0:0:3.5,394,158
'0:0:3.55,368,159
'0:0:3.6,351,156
'0:0:3.65,354,138
'0:0:3.7,350,118
'0:0:3.75,316,110
'0:0:3.8,293,109
'0:0:3.85,289,103
'0:0:3.9,296,102
'0:0:3.95,344,112
'0:0:4.0,360,116
'0:0:4.05,344,121
'0:0:4.1,341,133
'0:0:4.15,355,147
'0:0:4.2,370,157
'0:0:4.25,362,161
'0:0:4.3,343,162
'0:0:4.35,354,174
'0:0:4.4,365,170
'0:0:4.45,380,154
'0:0:4.5,381,156
'0:0:4.55,362,156
'0:0:4.6,348,158
'0:0:4.65,356,161
'0:0:4.7,365,157
'0:0:4.75,355,153
'0:0:4.8,349,148
'0:0:4.85,348,138
'0:0:4.9,356,131
'0:0:4.95,370,128
'0:0:5.0,391,132
'0:0:5.05,354,125
'0:0:5.1,295,108
'0:0:5.15,283,111
'0:0:5.2,305,122
'0:0:5.25,335,129
'0:0:5.3,362,135
'0:0:5.35,393,144
'0:0:5.4,390,152
'0:0:5.45,378,160
'0:0:5.5,374,165
'0:0:5.55,359,169
'0:0:5.6,355,190
'0:0:5.65,348,189
'0:0:5.7,328,165
'0:0:5.75,329,172
'0:0:5.8,342,178
'0:0:5.85,357,172
'0:0:5.9,352,165
'0:0:5.95,359,151
'0:0:6.0,374,140
'0:0:6.05,365,133
'0:0:6.1,341,126
'0:0:6.15,332,120
'0:0:6.2,343,117
'0:0:6.25,356,121
'0:0:6.3,336,117
'0:0:6.35,316,103
'0:0:6.4,329,107
'0:0:6.45,358,122
'0:0:6.5,382,130
'0:0:6.55,379,138
'0:0:6.6,372,147
'0:0:6.65,365,154
'0:0:6.7,355,152
'0:0:6.75,331,147
'0:0:6.8,317,149
'0:0:6.85,338,154
'0:0:6.9,344,141
'0:0:6.95,354,121
'0:0:7.0,387,127
'0:0:7.05,408,144
'0:0:7.1,398,150
'0:0:7.15,362,140
'0:0:7.2,340,126
'0:0:7.25,330,121
'0:0:7.3,329,120
'0:0:7.35,330,115
'0:0:7.4,335,113
'0:0:7.45,372,111
'0:0:7.5,397,111
'0:0:7.55,358,105
'0:0:7.6,322,98
'0:0:7.65,319,107
'0:0:7.7,338,116
'0:0:7.75,346,119
'0:0:7.8,342,123
'0:0:7.85,338,131
'0:0:7.9,349,142
'0:0:7.95,387,155
'0:0:8.0,397,163
'0:0:8.05,392,169
'0:0:8.1,379,158
'0:0:8.15,366,138
'0:0:8.2,364,137
'0:0:8.25,374,146
'0:0:8.3,390,144
'0:0:8.35,381,133
'0:0:8.4,377,121
'0:0:8.45,380,115
'0:0:8.5,370,116
'0:0:8.55,354,117
'0:0:8.6,344,114
'0:0:8.65,342,110
'0:0:8.7,348,111
'0:0:8.75,349,122
'0:0:8.8,328,125
'0:0:8.85,314,126
'0:0:8.9,352,141
'0:0:8.95,382,158
'0:0:9.0,368,167
'0:0:9.05,351,174
'0:0:9.1,354,178
'0:0:9.15,365,178
'0:0:9.2,370,171
'0:0:9.25,369,151
'0:0:9.3,386,142
'0:0:9.35,404,137
'0:0:9.4,383,124
'0:0:9.45,367,129
'0:0:9.5,354,139
'0:0:9.55,368,134
'0:0:9.6,370,123
'0:0:9.65,355,107
'0:0:9.7,328,91
'0:0:9.75,328,77
'0:0:9.8,359,71
'0:0:9.85,410,67
'0:0:9.9,409,64
'0:0:9.95,379,69
'0:0:10.0,356,80
'0:0:10.05,328,84
'0:0:10.1,307,87
'0:0:10.15,313,103
'0:0:10.2,322,117
'0:0:10.25,328,130
'0:0:10.3,340,140
'0:0:10.35,382,150
'0:0:10.4,395,159
'0:0:10.45,374,167
'0:0:10.5,353,174
'0:0:10.55,370,192
