,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,362,111
'0:0:0.05,394,120
'0:0:0.1,379,120
'0:0:0.15,347,116
'0:0:0.2,369,124
'0:0:0.25,385,129
'0:0:0.3,359,135
'0:0:0.35,335,147
'0:0:0.4,339,156
'0:0:0.45,352,158
'0:0:0.5,351,157
'0:0:0.55,332,153
'0:0:0.6,312,145
'0:0:0.65,319,146
'0:0:0.7,377,152
'0:0:0.75,397,146
'0:0:0.8,380,146
'0:0:0.85,366,154
'0:0:0.9,374,154
'0:0:0.95,383,154
'0:0:1.0,388,151
'0:0:1.05,385,141
'0:0:1.1,373,131
'0:0:1.15,359,127
'0:0:1.2,376,123
'0:0:1.25,392,118
'0:0:1.3,373,113
'0:0:1.35,362,119
'0:0:1.4,354,118
'0:0:1.45,336,104
'0:0:1.5,331,103
'0:0:1.55,329,117
'0:0:1.6,328,125
'0:0:1.65,328,131
'0:0:1.7,348,137
'0:0:1.75,384,139
'0:0:1.8,382,143
'0:0:1.85,364,148
'0:0:1.9,351,156
'0:0:1.95,366,170
'0:0:2.0,351,169
'0:0:2.05,316,163
'0:0:2.1,305,178
'0:0:2.15,335,186
'0:0:2.2,385,181
'0:0:2.25,414,172
'0:0:2.3,391,165
'0:0:2.35,351,167
'0:0:2.4,325,167
'0:0:2.45,324,164
'0:0:2.5,333,158
'0:0:2.55,331,146
'0:0:2.6,346,139
'0:0:2.65,353,129
'0:0:2.7,346,107
'0:0:2.75,369,105
'0:0:2.8,371,114
'0:0:2.85,346,117
'0:0:2.9,328,124
'0:0:2.95,330,131
'0:0:3.0,347,134
'0:0:3.05,368,137
'0:0:3.1,371,142
'0:0:3.15,362,148
'0:0:3.2,382,163
'0:0:3.25,432,168
'0:0:3.3,437,163
'0:0:3.35,427,165
'0:0:3.4,409,164
'0:0:3.45,413,162
'0:0:3.5,401,162
'0:0:3.55,379,158
'0:0:3.6,363,147
'0:0:3.65,355,138
'0:0:3.7,358,124
'0:0:3.75,382,110
'0:0:3.8,383,103
'0:0:3.85,367,109
'0:0:3.9,349,109
'0:0:3.95,328,95
'0:0:4.0,323,94
'0:0:4.05,327,100
'0:0:4.1,332,99
'0:0:4.15,331,104
'0:0:4.2,345,118
'0:0:4.25,385,127
'0:0:4.3,388,133
'0:0:4.35,358,140
'0:0:4.4,331,153
'0:0:4.45,358,171
'0:0:4.5,346,172
'0:0:4.55,312,171
'0:0:4.6,292,189
'0:0:4.65,299,196
'0:0:4.7,338,192
'0:0:4.75,398,185
'0:0:4.8,417,179
'0:0:4.85,394,176
'0:0:4.9,364,167
'0:0:4.95,353,157
'0:0:5.0,348,149
'0:0:5.05,339,145
'0:0:5.1,337,142
'0:0:5.15,323,129
'0:0:5.2,335,123
'0:0:5.25,382,136
'0:0:5.3,406,143
'0:0:5.35,391,148
'0:0:5.4,374,162
'0:0:5.45,364,169
'0:0:5.5,366,173
'0:0:5.55,362,177
'0:0:5.6,359,179
'0:0:5.65,354,183
'0:0:5.7,391,189
'0:0:5.75,424,179
'0:0:5.8,398,168
'0:0:5.85,359,183
'0:0:5.9,349,192
'0:0:5.95,375,186
'0:0:6.0,391,176
'0:0:6.05,374,163
'0:0:6.1,356,155
'0:0:6.15,346,152
'0:0:6.2,365,147
'0:0:6.25,400,140
'0:0:6.3,396,134
'0:0:6.35,370,133
'0:0:6.4,353,135
'0:0:6.45,357,138
'0:0:6.5,344,132
'0:0:6.55,329,124
'0:0:6.6,323,136
'0:0:6.65,324,149
'0:0:6.7,347,158
'0:0:6.75,385,166
'0:0:6.8,385,170
'0:0:6.85,368,171
'0:0:6.9,359,170
'0:0:6.95,368,170
'0:0:7.0,388,185
'0:0:7.05,396,186
'0:0:7.1,401,168
'0:0:7.15,399,163
'0:0:7.2,422,154
'0:0:7.25,452,150
'0:0:7.3,437,152
'0:0:7.35,393,147
'0:0:7.4,363,140
'0:0:7.45,359,138
'0:0:7.5,357,136
'0:0:7.55,360,132
'0:0:7.6,356,127
'0:0:7.65,349,124
'0:0:7.7,367,122
'0:0:7.75,391,125
'0:0:7.8,374,119
'0:0:7.85,334,102
'0:0:7.9,318,98
'0:0:7.95,332,97
'0:0:8.0,343,92
'0:0:8.05,347,92
'0:0:8.1,343,93
'0:0:8.15,346,93
'0:0:8.2,386,91
'0:0:8.25,395,88
'0:0:8.3,381,86
'0:0:8.35,372,84
'0:0:8.4,382,86
'0:0:8.45,388,85
'0:0:8.5,378,85
'0:0:8.55,369,91
'0:0:8.6,366,96
'0:0:8.65,374,102
'0:0:8.7,403,112
'0:0:8.75,404,117
'0:0:8.8,373,120
'0:0:8.85,349,122
'0:0:8.9,348,125
'0:0:8.95,348,129
'0:0:9.0,345,129
'0:0:9.05,339,127
'0:0:9.1,335,127
'0:0:9.15,356,130
'0:0:9.2,380,134
'0:0:9.25,346,130
'0:0:9.3,310,137
'0:0:9.35,309,154
'0:0:9.4,328,167
'0:0:9.45,338,177
'0:0:9.5,339,187
'0:0:9.55,338,193
'0:0:9.6,348,197
'0:0:9.65,387,197
'0:0:9.7,410,195
'0:0:9.75,410,198
'0:0:9.8,389,190
'0:0:9.85,381,185
'0:0:9.9,387,200
'0:0:9.95,387,205
'0:0:10.0,381,200
'0:0:10.05,372,189
'0:0:10.1,393,176
'0:0:10.15,404,163
'0:0:10.2,386,152
'0:0:10.25,352,142
'0:0:10.3,342,133
'0:0:10.35,347,125
'0:0:10.4,345,124
'0:0:10.45,341,126
'0:0:10.5,323,119
'0:0:10.55,319,124
