,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Respiration (ID 1  Exp 1)
Range:,Arb
Units:,Arb
Time
'-0:0:0.0,1334
'0:0:0.05,1339
'0:0:0.1,1341
'0:0:0.15,1345
'0:0:0.2,1354
'0:0:0.25,1369
'0:0:0.3,1379
'0:0:0.35,1379
'0:0:0.4,1372
'0:0:0.45,1364
'0:0:0.5,1359
'0:0:0.55,1355
'0:0:0.6,1358
'0:0:0.65,1370
'0:0:0.7,1383
'0:0:0.75,1395
'0:0:0.8,1402
'0:0:0.85,1410
'0:0:0.9,1417
'0:0:0.95,1421
'0:0:1.0,1421
'0:0:1.05,1425
'0:0:1.1,1432
'0:0:1.15,1442
'0:0:1.2,1450
'0:0:1.25,1459
'0:0:1.3,1474
'0:0:1.35,1494
'0:0:1.4,1510
'0:0:1.45,1524
'0:0:1.5,1537
'0:0:1.55,1554
'0:0:1.6,1572
'0:0:1.65,1592
'0:0:1.7,1610
'0:0:1.75,1630
'0:0:1.8,1647
'0:0:1.85,1667
'0:0:1.9,1688
'0:0:1.95,1714
'0:0:2.0,1741
'0:0:2.05,1768
'0:0:2.1,1790
'0:0:2.15,1812
'0:0:2.2,1830
'0:0:2.25,1846
'0:0:2.3,1858
'0:0:2.35,1871
'0:0:2.4,1884
'0:0:2.45,1897
'0:0:2.5,1907
'0:0:2.55,1916
'0:0:2.6,1922
'0:0:2.65,1931
'0:0:2.7,1939
'0:0:2.75,1951
'0:0:2.8,1963
'0:0:2.85,1971
'0:0:2.9,1972
'0:0:2.95,1969
'0:0:3.0,1968
'0:0:3.05,1971
'0:0:3.1,1976
'0:0:3.15,1972
'0:0:3.2,1961
'0:0:3.25,1946
'0:0:3.3,1935
'0:0:3.35,1928
'0:0:3.4,1921
'0:0:3.45,1916
'0:0:3.5,1915
'0:0:3.55,1907
'0:0:3.6,1897
'0:0:3.65,1884
'0:0:3.7,1871
'0:0:3.75,1864
'0:0:3.8,1859
'0:0:3.85,1852
'0:0:3.9,1841
'0:0:3.95,1827
'0:0:4.0,1815
'0:0:4.05,1805
'0:0:4.1,1795
'0:0:4.15,1785
'0:0:4.2,1773
'0:0:4.25,1754
'0:0:4.3,1737
'0:0:4.35,1717
'0:0:4.4,1696
'0:0:4.45,1678
'0:0:4.5,1664
'0:0:4.55,1649
'0:0:4.6,1636
'0:0:4.65,1622
'0:0:4.7,1609
'0:0:4.75,1596
'0:0:4.8,1585
'0:0:4.85,1574
'0:0:4.9,1562
'0:0:4.95,1546
'0:0:5.0,1533
'0:0:5.05,1521
'0:0:5.1,1510
'0:0:5.15,1498
'0:0:5.2,1489
'0:0:5.25,1481
'0:0:5.3,1474
'0:0:5.35,1466
'0:0:5.4,1458
'0:0:5.45,1448
'0:0:5.5,1441
'0:0:5.55,1440
'0:0:5.6,1442
'0:0:5.65,1439
'0:0:5.7,1433
'0:0:5.75,1427
'0:0:5.8,1422
'0:0:5.85,1413
'0:0:5.9,1404
'0:0:5.95,1397
'0:0:6.0,1391
'0:0:6.05,1386
'0:0:6.1,1383
'0:0:6.15,1382
'0:0:6.2,1379
'0:0:6.25,1377
'0:0:6.3,1379
'0:0:6.35,1382
'0:0:6.4,1380
'0:0:6.45,1374
'0:0:6.5,1369
'0:0:6.55,1369
'0:0:6.6,1368
'0:0:6.65,1364
'0:0:6.7,1363
'0:0:6.75,1363
'0:0:6.8,1363
'0:0:6.85,1359
'0:0:6.9,1357
'0:0:6.95,1358
'0:0:7.0,1360
'0:0:7.05,1363
'0:0:7.1,1366
'0:0:7.15,1371
'0:0:7.2,1372
'0:0:7.25,1369
'0:0:7.3,1364
'0:0:7.35,1362
'0:0:7.4,1360
'0:0:7.45,1358
'0:0:7.5,1358
'0:0:7.55,1360
'0:0:7.6,1362
'0:0:7.65,1362
'0:0:7.7,1363
'0:0:7.75,1363
'0:0:7.8,1366
'0:0:7.85,1371
'0:0:7.9,1377
'0:0:7.95,1380
'0:0:8.0,1379
'0:0:8.05,1379
'0:0:8.1,1378
'0:0:8.15,1374
'0:0:8.2,1371
'0:0:8.25,1371
'0:0:8.3,1372
'0:0:8.35,1374
'0:0:8.4,1375
'0:0:8.45,1378
'0:0:8.5,1381
'0:0:8.55,1384
'0:0:8.6,1387
'0:0:8.65,1390
'0:0:8.7,1391
'0:0:8.75,1387
'0:0:8.8,1383
'0:0:8.85,1382
'0:0:8.9,1379
'0:0:8.95,1376
'0:0:9.0,1376
'0:0:9.05,1376
'0:0:9.1,1376
'0:0:9.15,1376
'0:0:9.2,1375
'0:0:9.25,1374
'0:0:9.3,1374
'0:0:9.35,1374
'0:0:9.4,1375
'0:0:9.45,1373
'0:0:9.5,1373
'0:0:9.55,1386
'0:0:9.6,1407
'0:0:9.65,1428
'0:0:9.7,1446
'0:0:9.75,1466
'0:0:9.8,1483
'0:0:9.85,1498
'0:0:9.9,1515
'0:0:9.95,1537
'0:0:10.0,1559
'0:0:10.05,1584
'0:0:10.1,1606
'0:0:10.15,1627
'0:0:10.2,1645
'0:0:10.25,1662
'0:0:10.3,1677
'0:0:10.35,1696
'0:0:10.4,1715
'0:0:10.45,1739
'0:0:10.5,1763
'0:0:10.55,1790
'0:0:10.6,1813
'0:0:10.65,1835
'0:0:10.7,1858
'0:0:10.75,1884
'0:0:10.8,1908
'0:0:10.85,1929
'0:0:10.9,1944
'0:0:10.95,1957
'0:0:11.0,1968
'0:0:11.05,1977
'0:0:11.1,1981
'0:0:11.15,1977
'0:0:11.2,1955
'0:0:11.25,1912
'0:0:11.3,1870
'0:0:11.35,1832
'0:0:11.4,1806
'0:0:11.45,1786
'0:0:11.5,1772
'0:0:11.55,1762
'0:0:11.6,1756
'0:0:11.65,1751
'0:0:11.7,1745
'0:0:11.75,1733
'0:0:11.8,1721
'0:0:11.85,1705
'0:0:11.9,1686
'0:0:11.95,1666
'0:0:12.0,1646
'0:0:12.05,1626
'0:0:12.1,1612
'0:0:12.15,1597
'0:0:12.2,1578
'0:0:12.25,1555
'0:0:12.3,1537
'0:0:12.35,1524
'0:0:12.4,1512
'0:0:12.45,1497
'0:0:12.5,1484
'0:0:12.55,1474
'0:0:12.6,1465
'0:0:12.65,1454
'0:0:12.7,1445
'0:0:12.75,1439
'0:0:12.8,1438
'0:0:12.85,1437
'0:0:12.9,1432
'0:0:12.95,1425
'0:0:13.0,1419
'0:0:13.05,1415
'0:0:13.1,1412
'0:0:13.15,1406
'0:0:13.2,1402
'0:0:13.25,1401
'0:0:13.3,1398
'0:0:13.35,1393
'0:0:13.4,1389
'0:0:13.45,1385
'0:0:13.5,1382
'0:0:13.55,1381
'0:0:13.6,1381
'0:0:13.65,1379
'0:0:13.7,1374
'0:0:13.75,1368
'0:0:13.8,1364
'0:0:13.85,1361
'0:0:13.9,1358
'0:0:13.95,1356
'0:0:14.0,1356
'0:0:14.05,1354
'0:0:14.1,1353
'0:0:14.15,1352
'0:0:14.2,1352
'0:0:14.25,1352
'0:0:14.3,1354
'0:0:14.35,1357
'0:0:14.4,1362
'0:0:14.45,1363
'0:0:14.5,1363
'0:0:14.55,1363
'0:0:14.6,1363
'0:0:14.65,1360
'0:0:14.7,1357
'0:0:14.75,1356
'0:0:14.8,1357
'0:0:14.85,1356
'0:0:14.9,1356
'0:0:14.95,1357
'0:0:15.0,1357
'0:0:15.05,1357
'0:0:15.1,1359
'0:0:15.15,1366
'0:0:15.2,1373
'0:0:15.25,1376
'0:0:15.3,1377
'0:0:15.35,1384
'0:0:15.4,1394
'0:0:15.45,1405
'0:0:15.5,1414
'0:0:15.55,1424
'0:0:15.6,1430
'0:0:15.65,1438
'0:0:15.7,1446
'0:0:15.75,1456
'0:0:15.8,1471
'0:0:15.85,1493
'0:0:15.9,1514
'0:0:15.95,1537
'0:0:16.0,1556
'0:0:16.05,1574
'0:0:16.1,1594
'0:0:16.15,1621
'0:0:16.2,1647
'0:0:16.25,1675
'0:0:16.3,1701
'0:0:16.35,1732
'0:0:16.4,1763
'0:0:16.45,1797
'0:0:16.5,1827
'0:0:16.55,1858
'0:0:16.6,1887
'0:0:16.65,1920
'0:0:16.7,1950
'0:0:16.75,1980
'0:0:16.8,2006
'0:0:16.85,2031
'0:0:16.9,2053
'0:0:16.95,2073
'0:0:17.0,2090
'0:0:17.05,2109
'0:0:17.1,2126
'0:0:17.15,2141
'0:0:17.2,2151
'0:0:17.25,2158
'0:0:17.3,2164
'0:0:17.35,2168
'0:0:17.4,2171
'0:0:17.45,2170
'0:0:17.5,2173
'0:0:17.55,2183
'0:0:17.6,2189
'0:0:17.65,2192
'0:0:17.7,2195
'0:0:17.75,2201
'0:0:17.8,2210
'0:0:17.85,2221
'0:0:17.9,2226
'0:0:17.95,2226
'0:0:18.0,2223
'0:0:18.05,2211
'0:0:18.1,2197
'0:0:18.15,2183
'0:0:18.2,2172
'0:0:18.25,2168
'0:0:18.3,2167
'0:0:18.35,2153
'0:0:18.4,2128
'0:0:18.45,2102
'0:0:18.5,2081
'0:0:18.55,2064
'0:0:18.6,2053
'0:0:18.65,2039
'0:0:18.7,2022
'0:0:18.75,1999
'0:0:18.8,1978
'0:0:18.85,1955
'0:0:18.9,1932
'0:0:18.95,1906
'0:0:19.0,1883
'0:0:19.05,1861
'0:0:19.1,1840
'0:0:19.15,1808
'0:0:19.2,1778
