,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Respiration (ID 1  Exp 1)
Range:,Arb
Units:,Arb
Time
'-0:0:0.0,1591
'0:0:0.05,1607
'0:0:0.1,1628
'0:0:0.15,1652
'0:0:0.2,1672
'0:0:0.25,1692
'0:0:0.3,1708
'0:0:0.35,1726
'0:0:0.4,1745
'0:0:0.45,1766
'0:0:0.5,1794
'0:0:0.55,1834
'0:0:0.6,1875
'0:0:0.65,1927
'0:0:0.7,1970
'0:0:0.75,1998
'0:0:0.8,2014
'0:0:0.85,2038
'0:0:0.9,2071
'0:0:0.95,2103
'0:0:1.0,2122
'0:0:1.05,2148
'0:0:1.1,2170
'0:0:1.15,2183
'0:0:1.2,2194
'0:0:1.25,2214
'0:0:1.3,2237
'0:0:1.35,2262
'0:0:1.4,2285
'0:0:1.45,2297
'0:0:1.5,2300
'0:0:1.55,2306
'0:0:1.6,2316
'0:0:1.65,2319
'0:0:1.7,2326
'0:0:1.75,2346
'0:0:1.8,2354
'0:0:1.85,2345
'0:0:1.9,2324
'0:0:1.95,2299
'0:0:2.0,2280
'0:0:2.05,2268
'0:0:2.1,2257
'0:0:2.15,2239
'0:0:2.2,2218
'0:0:2.25,2188
'0:0:2.3,2160
'0:0:2.35,2132
'0:0:2.4,2121
'0:0:2.45,2122
'0:0:2.5,2113
'0:0:2.55,2095
'0:0:2.6,2077
'0:0:2.65,2059
'0:0:2.7,2044
'0:0:2.75,2026
'0:0:2.8,2005
'0:0:2.85,1980
'0:0:2.9,1955
'0:0:2.95,1926
'0:0:3.0,1900
'0:0:3.05,1873
'0:0:3.1,1853
'0:0:3.15,1839
'0:0:3.2,1821
'0:0:3.25,1796
'0:0:3.3,1775
'0:0:3.35,1754
'0:0:3.4,1737
'0:0:3.45,1721
'0:0:3.5,1705
'0:0:3.55,1684
'0:0:3.6,1664
'0:0:3.65,1646
'0:0:3.7,1630
'0:0:3.75,1616
'0:0:3.8,1603
'0:0:3.85,1590
'0:0:3.9,1577
'0:0:3.95,1562
'0:0:4.0,1547
'0:0:4.05,1533
'0:0:4.1,1526
'0:0:4.15,1520
'0:0:4.2,1513
'0:0:4.25,1506
'0:0:4.3,1500
'0:0:4.35,1491
'0:0:4.4,1481
'0:0:4.45,1472
'0:0:4.5,1464
'0:0:4.55,1458
'0:0:4.6,1457
'0:0:4.65,1455
'0:0:4.7,1448
'0:0:4.75,1440
'0:0:4.8,1432
'0:0:4.85,1426
'0:0:4.9,1419
'0:0:4.95,1410
'0:0:5.0,1404
'0:0:5.05,1400
'0:0:5.1,1397
'0:0:5.15,1395
'0:0:5.2,1395
'0:0:5.25,1395
'0:0:5.3,1395
'0:0:5.35,1397
'0:0:5.4,1400
'0:0:5.45,1397
'0:0:5.5,1392
'0:0:5.55,1388
'0:0:5.6,1386
'0:0:5.65,1386
'0:0:5.7,1384
'0:0:5.75,1379
'0:0:5.8,1374
'0:0:5.85,1372
'0:0:5.9,1369
'0:0:5.95,1366
'0:0:6.0,1364
'0:0:6.05,1364
'0:0:6.1,1365
'0:0:6.15,1370
'0:0:6.2,1370
'0:0:6.25,1365
'0:0:6.3,1360
'0:0:6.35,1356
'0:0:6.4,1354
'0:0:6.45,1352
'0:0:6.5,1351
'0:0:6.55,1350
'0:0:6.6,1348
'0:0:6.65,1346
'0:0:6.7,1346
'0:0:6.75,1346
'0:0:6.8,1348
'0:0:6.85,1352
'0:0:6.9,1356
'0:0:6.95,1356
'0:0:7.0,1350
'0:0:7.05,1344
'0:0:7.1,1340
'0:0:7.15,1338
'0:0:7.2,1339
'0:0:7.25,1341
'0:0:7.3,1344
'0:0:7.35,1345
'0:0:7.4,1344
'0:0:7.45,1343
'0:0:7.5,1344
'0:0:7.55,1347
'0:0:7.6,1350
'0:0:7.65,1354
'0:0:7.7,1356
'0:0:7.75,1354
'0:0:7.8,1352
'0:0:7.85,1351
'0:0:7.9,1351
'0:0:7.95,1360
'0:0:8.0,1380
'0:0:8.05,1404
'0:0:8.1,1423
'0:0:8.15,1443
'0:0:8.2,1458
'0:0:8.25,1471
'0:0:8.3,1481
'0:0:8.35,1489
'0:0:8.4,1499
'0:0:8.45,1512
'0:0:8.5,1521
'0:0:8.55,1533
'0:0:8.6,1543
'0:0:8.65,1555
'0:0:8.7,1572
'0:0:8.75,1591
'0:0:8.8,1607
'0:0:8.85,1625
'0:0:8.9,1646
'0:0:8.95,1674
'0:0:9.0,1710
'0:0:9.05,1748
'0:0:9.1,1777
'0:0:9.15,1810
'0:0:9.2,1839
'0:0:9.25,1865
'0:0:9.3,1885
'0:0:9.35,1909
'0:0:9.4,1934
'0:0:9.45,1961
'0:0:9.5,1981
'0:0:9.55,1999
'0:0:9.6,2013
'0:0:9.65,2027
'0:0:9.7,2042
'0:0:9.75,2062
'0:0:9.8,2090
'0:0:9.85,2133
'0:0:9.9,2167
'0:0:9.95,2181
'0:0:10.0,2184
'0:0:10.05,2190
'0:0:10.1,2203
'0:0:10.15,2222
'0:0:10.2,2241
'0:0:10.25,2265
'0:0:10.3,2289
'0:0:10.35,2307
'0:0:10.4,2316
'0:0:10.45,2319
'0:0:10.5,2322
'0:0:10.55,2335
'0:0:10.6,2347
'0:0:10.65,2351
'0:0:10.7,2350
'0:0:10.75,2350
'0:0:10.8,2352
'0:0:10.85,2352
'0:0:10.9,2349
'0:0:10.95,2340
'0:0:11.0,2326
'0:0:11.05,2309
'0:0:11.1,2290
'0:0:11.15,2262
'0:0:11.2,2230
'0:0:11.25,2204
'0:0:11.3,2176
'0:0:11.35,2133
'0:0:11.4,2095
'0:0:11.45,2059
'0:0:11.5,2026
'0:0:11.55,1987
'0:0:11.6,1952
'0:0:11.65,1919
'0:0:11.7,1889
'0:0:11.75,1857
'0:0:11.8,1830
'0:0:11.85,1801
'0:0:11.9,1774
'0:0:11.95,1749
'0:0:12.0,1732
'0:0:12.05,1712
'0:0:12.1,1693
'0:0:12.15,1677
'0:0:12.2,1659
'0:0:12.25,1638
'0:0:12.3,1620
'0:0:12.35,1603
'0:0:12.4,1588
'0:0:12.45,1572
'0:0:12.5,1561
'0:0:12.55,1551
'0:0:12.6,1544
'0:0:12.65,1540
'0:0:12.7,1534
'0:0:12.75,1531
'0:0:12.8,1527
'0:0:12.85,1515
'0:0:12.9,1504
'0:0:12.95,1493
'0:0:13.0,1486
'0:0:13.05,1476
'0:0:13.1,1466
'0:0:13.15,1457
'0:0:13.2,1452
'0:0:13.25,1444
'0:0:13.3,1437
'0:0:13.35,1430
'0:0:13.4,1425
'0:0:13.45,1423
'0:0:13.5,1423
'0:0:13.55,1426
'0:0:13.6,1423
'0:0:13.65,1408
'0:0:13.7,1395
'0:0:13.75,1386
'0:0:13.8,1383
'0:0:13.85,1382
'0:0:13.9,1382
'0:0:13.95,1380
'0:0:14.0,1375
'0:0:14.05,1367
'0:0:14.1,1364
'0:0:14.15,1362
'0:0:14.2,1361
'0:0:14.25,1360
'0:0:14.3,1361
'0:0:14.35,1364
'0:0:14.4,1362
'0:0:14.45,1356
'0:0:14.5,1353
'0:0:14.55,1349
'0:0:14.6,1345
'0:0:14.65,1341
'0:0:14.7,1339
'0:0:14.75,1339
'0:0:14.8,1338
'0:0:14.85,1336
'0:0:14.9,1334
'0:0:14.95,1332
'0:0:15.0,1331
'0:0:15.05,1333
'0:0:15.1,1335
'0:0:15.15,1340
'0:0:15.2,1341
'0:0:15.25,1336
'0:0:15.3,1333
'0:0:15.35,1330
'0:0:15.4,1328
'0:0:15.45,1327
'0:0:15.5,1326
'0:0:15.55,1324
'0:0:15.6,1322
'0:0:15.65,1319
'0:0:15.7,1316
'0:0:15.75,1314
'0:0:15.8,1316
'0:0:15.85,1321
'0:0:15.9,1328
'0:0:15.95,1333
'0:0:16.0,1331
'0:0:16.05,1325
'0:0:16.1,1322
'0:0:16.15,1320
'0:0:16.2,1319
'0:0:16.25,1320
'0:0:16.3,1323
'0:0:16.35,1325
'0:0:16.4,1328
'0:0:16.45,1334
'0:0:16.5,1340
'0:0:16.55,1350
'0:0:16.6,1362
'0:0:16.65,1378
'0:0:16.7,1395
'0:0:16.75,1410
'0:0:16.8,1426
'0:0:16.85,1447
'0:0:16.9,1464
'0:0:16.95,1479
'0:0:17.0,1492
'0:0:17.05,1500
'0:0:17.1,1502
'0:0:17.15,1509
'0:0:17.2,1521
'0:0:17.25,1536
'0:0:17.3,1552
'0:0:17.35,1568
'0:0:17.4,1582
'0:0:17.45,1598
'0:0:17.5,1615
'0:0:17.55,1637
'0:0:17.6,1655
'0:0:17.65,1670
'0:0:17.7,1675
'0:0:17.75,1679
'0:0:17.8,1690
'0:0:17.85,1707
'0:0:17.9,1730
'0:0:17.95,1761
'0:0:18.0,1790
'0:0:18.05,1819
'0:0:18.1,1843
'0:0:18.15,1871
'0:0:18.2,1898
'0:0:18.25,1922
'0:0:18.3,1943
'0:0:18.35,1970
'0:0:18.4,2000
'0:0:18.45,2046
'0:0:18.5,2096
'0:0:18.55,2134
'0:0:18.6,2156
'0:0:18.65,2177
'0:0:18.7,2196
'0:0:18.75,2214
'0:0:18.8,2228
'0:0:18.85,2251
'0:0:18.9,2274
'0:0:18.95,2292
'0:0:19.0,2306
'0:0:19.05,2319
'0:0:19.1,2333
'0:0:19.15,2351
'0:0:19.2,2370
