,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Respiration (ID 1  Exp 1)
Range:,Arb
Units:,Arb
Time
'-0:0:0.0,1369
'0:0:0.05,1379
'0:0:0.1,1389
'0:0:0.15,1398
'0:0:0.2,1407
'0:0:0.25,1417
'0:0:0.3,1426
'0:0:0.35,1436
'0:0:0.4,1454
'0:0:0.45,1475
'0:0:0.5,1493
'0:0:0.55,1511
'0:0:0.6,1527
'0:0:0.65,1540
'0:0:0.7,1548
'0:0:0.75,1565
'0:0:0.8,1583
'0:0:0.85,1598
'0:0:0.9,1615
'0:0:0.95,1638
'0:0:1.0,1654
'0:0:1.05,1668
'0:0:1.1,1687
'0:0:1.15,1709
'0:0:1.2,1731
'0:0:1.25,1752
'0:0:1.3,1767
'0:0:1.35,1784
'0:0:1.4,1799
'0:0:1.45,1816
'0:0:1.5,1837
'0:0:1.55,1859
'0:0:1.6,1879
'0:0:1.65,1900
'0:0:1.7,1915
'0:0:1.75,1929
'0:0:1.8,1944
'0:0:1.85,1958
'0:0:1.9,1974
'0:0:1.95,1992
'0:0:2.0,2001
'0:0:2.05,2009
'0:0:2.1,2013
'0:0:2.15,2020
'0:0:2.2,2030
'0:0:2.25,2038
'0:0:2.3,2042
'0:0:2.35,2044
'0:0:2.4,2043
'0:0:2.45,2040
'0:0:2.5,2041
'0:0:2.55,2040
'0:0:2.6,2044
'0:0:2.65,2051
'0:0:2.7,2047
'0:0:2.75,2040
'0:0:2.8,2030
'0:0:2.85,2020
'0:0:2.9,2012
'0:0:2.95,2000
'0:0:3.0,1982
'0:0:3.05,1959
'0:0:3.1,1940
'0:0:3.15,1920
'0:0:3.2,1902
'0:0:3.25,1883
'0:0:3.3,1866
'0:0:3.35,1850
'0:0:3.4,1827
'0:0:3.45,1795
'0:0:3.5,1767
'0:0:3.55,1738
'0:0:3.6,1713
'0:0:3.65,1691
'0:0:3.7,1672
'0:0:3.75,1649
'0:0:3.8,1629
'0:0:3.85,1610
'0:0:3.9,1590
'0:0:3.95,1569
'0:0:4.0,1557
'0:0:4.05,1546
'0:0:4.1,1535
'0:0:4.15,1521
'0:0:4.2,1505
'0:0:4.25,1487
'0:0:4.3,1473
'0:0:4.35,1463
'0:0:4.4,1455
'0:0:4.45,1447
'0:0:4.5,1442
'0:0:4.55,1435
'0:0:4.6,1426
'0:0:4.65,1419
'0:0:4.7,1413
'0:0:4.75,1409
'0:0:4.8,1409
'0:0:4.85,1414
'0:0:4.9,1415
'0:0:4.95,1405
'0:0:5.0,1396
'0:0:5.05,1385
'0:0:5.1,1378
'0:0:5.15,1373
'0:0:5.2,1371
'0:0:5.25,1370
'0:0:5.3,1369
'0:0:5.35,1366
'0:0:5.4,1363
'0:0:5.45,1360
'0:0:5.5,1358
'0:0:5.55,1358
'0:0:5.6,1363
'0:0:5.65,1371
'0:0:5.7,1370
'0:0:5.75,1363
'0:0:5.8,1358
'0:0:5.85,1350
'0:0:5.9,1345
'0:0:5.95,1344
'0:0:6.0,1345
'0:0:6.05,1345
'0:0:6.1,1344
'0:0:6.15,1341
'0:0:6.2,1339
'0:0:6.25,1339
'0:0:6.3,1342
'0:0:6.35,1349
'0:0:6.4,1357
'0:0:6.45,1361
'0:0:6.5,1358
'0:0:6.55,1355
'0:0:6.6,1350
'0:0:6.65,1348
'0:0:6.7,1350
'0:0:6.75,1353
'0:0:6.8,1358
'0:0:6.85,1360
'0:0:6.9,1359
'0:0:6.95,1360
'0:0:7.0,1365
'0:0:7.05,1375
'0:0:7.1,1386
'0:0:7.15,1403
'0:0:7.2,1417
'0:0:7.25,1429
'0:0:7.3,1442
'0:0:7.35,1458
'0:0:7.4,1470
'0:0:7.45,1481
'0:0:7.5,1492
'0:0:7.55,1506
'0:0:7.6,1520
'0:0:7.65,1537
'0:0:7.7,1556
'0:0:7.75,1580
'0:0:7.8,1602
'0:0:7.85,1630
'0:0:7.9,1654
'0:0:7.95,1675
'0:0:8.0,1691
'0:0:8.05,1705
'0:0:8.1,1721
'0:0:8.15,1743
'0:0:8.2,1759
'0:0:8.25,1774
'0:0:8.3,1788
'0:0:8.35,1803
'0:0:8.4,1816
'0:0:8.45,1830
'0:0:8.5,1844
'0:0:8.55,1866
'0:0:8.6,1882
'0:0:8.65,1886
'0:0:8.7,1884
'0:0:8.75,1881
'0:0:8.8,1883
'0:0:8.85,1889
'0:0:8.9,1887
'0:0:8.95,1874
'0:0:9.0,1855
'0:0:9.05,1828
'0:0:9.1,1800
'0:0:9.15,1773
'0:0:9.2,1754
'0:0:9.25,1747
'0:0:9.3,1740
'0:0:9.35,1718
'0:0:9.4,1696
'0:0:9.45,1675
'0:0:9.5,1655
'0:0:9.55,1632
'0:0:9.6,1609
'0:0:9.65,1588
'0:0:9.7,1567
'0:0:9.75,1543
'0:0:9.8,1527
'0:0:9.85,1513
'0:0:9.9,1502
'0:0:9.95,1492
'0:0:10.0,1482
'0:0:10.05,1464
'0:0:10.1,1447
'0:0:10.15,1432
'0:0:10.2,1422
'0:0:10.25,1413
'0:0:10.3,1407
'0:0:10.35,1403
'0:0:10.4,1400
'0:0:10.45,1394
'0:0:10.5,1389
'0:0:10.55,1387
'0:0:10.6,1388
'0:0:10.65,1389
'0:0:10.7,1392
'0:0:10.75,1396
'0:0:10.8,1392
'0:0:10.85,1383
'0:0:10.9,1375
'0:0:10.95,1370
'0:0:11.0,1370
'0:0:11.05,1368
'0:0:11.1,1366
'0:0:11.15,1363
'0:0:11.2,1359
'0:0:11.25,1357
'0:0:11.3,1354
'0:0:11.35,1352
'0:0:11.4,1353
'0:0:11.45,1357
'0:0:11.5,1362
'0:0:11.55,1362
'0:0:11.6,1357
'0:0:11.65,1352
'0:0:11.7,1348
'0:0:11.75,1343
'0:0:11.8,1341
'0:0:11.85,1343
'0:0:11.9,1344
'0:0:11.95,1344
'0:0:12.0,1344
'0:0:12.05,1344
'0:0:12.1,1345
'0:0:12.15,1351
'0:0:12.2,1361
'0:0:12.25,1372
'0:0:12.3,1378
'0:0:12.35,1381
'0:0:12.4,1383
'0:0:12.45,1385
'0:0:12.5,1389
'0:0:12.55,1398
'0:0:12.6,1412
'0:0:12.65,1429
'0:0:12.7,1444
'0:0:12.75,1460
'0:0:12.8,1475
'0:0:12.85,1494
'0:0:12.9,1512
'0:0:12.95,1530
'0:0:13.0,1546
'0:0:13.05,1559
'0:0:13.1,1571
'0:0:13.15,1585
'0:0:13.2,1597
'0:0:13.25,1612
'0:0:13.3,1627
'0:0:13.35,1643
'0:0:13.4,1659
'0:0:13.45,1676
'0:0:13.5,1693
'0:0:13.55,1712
'0:0:13.6,1729
'0:0:13.65,1747
'0:0:13.7,1767
'0:0:13.75,1790
'0:0:13.8,1804
'0:0:13.85,1814
'0:0:13.9,1823
'0:0:13.95,1838
'0:0:14.0,1855
'0:0:14.05,1871
'0:0:14.1,1885
'0:0:14.15,1899
'0:0:14.2,1908
'0:0:14.25,1916
'0:0:14.3,1922
'0:0:14.35,1928
'0:0:14.4,1938
'0:0:14.45,1953
'0:0:14.5,1958
'0:0:14.55,1953
'0:0:14.6,1943
'0:0:14.65,1934
'0:0:14.7,1925
'0:0:14.75,1911
'0:0:14.8,1895
'0:0:14.85,1873
'0:0:14.9,1853
'0:0:14.95,1832
'0:0:15.0,1813
'0:0:15.05,1794
'0:0:15.1,1779
'0:0:15.15,1768
'0:0:15.2,1754
'0:0:15.25,1734
'0:0:15.3,1714
'0:0:15.35,1690
'0:0:15.4,1670
'0:0:15.45,1647
'0:0:15.5,1625
'0:0:15.55,1601
'0:0:15.6,1579
'0:0:15.65,1554
'0:0:15.7,1533
'0:0:15.75,1515
'0:0:15.8,1502
'0:0:15.85,1493
'0:0:15.9,1481
'0:0:15.95,1459
'0:0:16.0,1438
'0:0:16.05,1419
'0:0:16.1,1408
'0:0:16.15,1402
'0:0:16.2,1397
'0:0:16.25,1393
'0:0:16.3,1391
'0:0:16.35,1390
'0:0:16.4,1387
'0:0:16.45,1383
'0:0:16.5,1382
'0:0:16.55,1381
'0:0:16.6,1383
'0:0:16.65,1385
'0:0:16.7,1382
'0:0:16.75,1378
'0:0:16.8,1374
'0:0:16.85,1369
'0:0:16.9,1368
'0:0:16.95,1366
'0:0:17.0,1362
'0:0:17.05,1357
'0:0:17.1,1351
'0:0:17.15,1346
'0:0:17.2,1341
'0:0:17.25,1340
'0:0:17.3,1342
'0:0:17.35,1343
'0:0:17.4,1349
'0:0:17.45,1354
'0:0:17.5,1351
'0:0:17.55,1344
'0:0:17.6,1336
'0:0:17.65,1332
'0:0:17.7,1331
'0:0:17.75,1330
'0:0:17.8,1329
'0:0:17.85,1328
'0:0:17.9,1325
'0:0:17.95,1323
'0:0:18.0,1321
'0:0:18.05,1323
'0:0:18.1,1327
'0:0:18.15,1329
'0:0:18.2,1335
'0:0:18.25,1340
'0:0:18.3,1337
'0:0:18.35,1335
'0:0:18.4,1331
'0:0:18.45,1330
'0:0:18.5,1336
'0:0:18.55,1346
'0:0:18.6,1353
'0:0:18.65,1357
'0:0:18.7,1363
'0:0:18.75,1371
'0:0:18.8,1379
'0:0:18.85,1390
'0:0:18.9,1402
'0:0:18.95,1415
'0:0:19.0,1427
'0:0:19.05,1437
'0:0:19.1,1443
'0:0:19.15,1449
'0:0:19.2,1453
