,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Respiration (ID 1  Exp 1)
Range:,Arb
Units:,Arb
Time
'-0:0:0.0,1428
'0:0:0.05,1423
'0:0:0.1,1416
'0:0:0.15,1404
'0:0:0.2,1394
'0:0:0.25,1390
'0:0:0.3,1389
'0:0:0.35,1391
'0:0:0.4,1391
'0:0:0.45,1389
'0:0:0.5,1391
'0:0:0.55,1394
'0:0:0.6,1395
'0:0:0.65,1395
'0:0:0.7,1400
'0:0:0.75,1408
'0:0:0.8,1414
'0:0:0.85,1419
'0:0:0.9,1427
'0:0:0.95,1431
'0:0:1.0,1436
'0:0:1.05,1438
'0:0:1.1,1433
'0:0:1.15,1425
'0:0:1.2,1410
'0:0:1.25,1389
'0:0:1.3,1373
'0:0:1.35,1366
'0:0:1.4,1364
'0:0:1.45,1358
'0:0:1.5,1353
'0:0:1.55,1356
'0:0:1.6,1364
'0:0:1.65,1377
'0:0:1.7,1386
'0:0:1.75,1386
'0:0:1.8,1384
'0:0:1.85,1383
'0:0:1.9,1387
'0:0:1.95,1395
'0:0:2.0,1405
'0:0:2.05,1419
'0:0:2.1,1433
'0:0:2.15,1448
'0:0:2.2,1464
'0:0:2.25,1482
'0:0:2.3,1500
'0:0:2.35,1522
'0:0:2.4,1542
'0:0:2.45,1565
'0:0:2.5,1586
'0:0:2.55,1612
'0:0:2.6,1638
'0:0:2.65,1664
'0:0:2.7,1690
'0:0:2.75,1717
'0:0:2.8,1745
'0:0:2.85,1777
'0:0:2.9,1806
'0:0:2.95,1842
'0:0:3.0,1872
'0:0:3.05,1900
'0:0:3.1,1930
'0:0:3.15,1962
'0:0:3.2,1986
'0:0:3.25,2006
'0:0:3.3,2022
'0:0:3.35,2039
'0:0:3.4,2059
'0:0:3.45,2088
'0:0:3.5,2118
'0:0:3.55,2154
'0:0:3.6,2196
'0:0:3.65,2239
'0:0:3.7,2266
'0:0:3.75,2287
'0:0:3.8,2305
'0:0:3.85,2324
'0:0:3.9,2341
'0:0:3.95,2357
'0:0:4.0,2370
'0:0:4.05,2378
'0:0:4.1,2386
'0:0:4.15,2395
'0:0:4.2,2399
'0:0:4.25,2397
'0:0:4.3,2392
'0:0:4.35,2386
'0:0:4.4,2373
'0:0:4.45,2340
'0:0:4.5,2300
'0:0:4.55,2247
'0:0:4.6,2196
'0:0:4.65,2149
'0:0:4.7,2106
'0:0:4.75,2055
'0:0:4.8,2007
'0:0:4.85,1955
'0:0:4.9,1908
'0:0:4.95,1856
'0:0:5.0,1812
'0:0:5.05,1769
'0:0:5.1,1733
'0:0:5.15,1692
'0:0:5.2,1646
'0:0:5.25,1593
'0:0:5.3,1552
'0:0:5.35,1524
'0:0:5.4,1507
'0:0:5.45,1495
'0:0:5.5,1488
'0:0:5.55,1483
'0:0:5.6,1471
'0:0:5.65,1456
'0:0:5.7,1446
'0:0:5.75,1441
'0:0:5.8,1442
'0:0:5.85,1441
'0:0:5.9,1438
'0:0:5.95,1431
'0:0:6.0,1423
'0:0:6.05,1420
'0:0:6.1,1418
'0:0:6.15,1413
'0:0:6.2,1410
'0:0:6.25,1411
'0:0:6.3,1410
'0:0:6.35,1406
'0:0:6.4,1406
'0:0:6.45,1411
'0:0:6.5,1417
'0:0:6.55,1416
'0:0:6.6,1407
'0:0:6.65,1395
'0:0:6.7,1387
'0:0:6.75,1381
'0:0:6.8,1377
'0:0:6.85,1374
'0:0:6.9,1372
'0:0:6.95,1373
'0:0:7.0,1370
'0:0:7.05,1359
'0:0:7.1,1351
'0:0:7.15,1345
'0:0:7.2,1340
'0:0:7.25,1337
'0:0:7.3,1335
'0:0:7.35,1332
'0:0:7.4,1330
'0:0:7.45,1324
'0:0:7.5,1321
'0:0:7.55,1324
'0:0:7.6,1330
'0:0:7.65,1336
'0:0:7.7,1340
'0:0:7.75,1336
'0:0:7.8,1331
'0:0:7.85,1330
'0:0:7.9,1333
'0:0:7.95,1341
'0:0:8.0,1350
'0:0:8.05,1358
'0:0:8.1,1364
'0:0:8.15,1370
'0:0:8.2,1380
'0:0:8.25,1394
'0:0:8.3,1414
'0:0:8.35,1439
'0:0:8.4,1461
'0:0:8.45,1481
'0:0:8.5,1497
'0:0:8.55,1519
'0:0:8.6,1554
'0:0:8.65,1599
'0:0:8.7,1631
'0:0:8.75,1655
'0:0:8.8,1676
'0:0:8.85,1699
'0:0:8.9,1718
'0:0:8.95,1740
'0:0:9.0,1764
'0:0:9.05,1791
'0:0:9.1,1811
'0:0:9.15,1824
'0:0:9.2,1830
'0:0:9.25,1839
'0:0:9.3,1861
'0:0:9.35,1894
'0:0:9.4,1919
'0:0:9.45,1937
'0:0:9.5,1950
'0:0:9.55,1965
'0:0:9.6,1987
'0:0:9.65,2015
'0:0:9.7,2040
'0:0:9.75,2067
'0:0:9.8,2090
'0:0:9.85,2108
'0:0:9.9,2123
'0:0:9.95,2141
'0:0:10.0,2159
'0:0:10.05,2173
'0:0:10.1,2183
'0:0:10.15,2192
'0:0:10.2,2202
'0:0:10.25,2210
'0:0:10.3,2214
'0:0:10.35,2213
'0:0:10.4,2218
'0:0:10.45,2229
'0:0:10.5,2233
'0:0:10.55,2234
'0:0:10.6,2230
'0:0:10.65,2220
'0:0:10.7,2205
'0:0:10.75,2179
'0:0:10.8,2157
'0:0:10.85,2139
'0:0:10.9,2120
'0:0:10.95,2094
'0:0:11.0,2065
'0:0:11.05,2039
'0:0:11.1,2014
'0:0:11.15,1972
'0:0:11.2,1931
'0:0:11.25,1890
'0:0:11.3,1858
'0:0:11.35,1829
'0:0:11.4,1801
'0:0:11.45,1772
'0:0:11.5,1748
'0:0:11.55,1721
'0:0:11.6,1696
'0:0:11.65,1672
'0:0:11.7,1656
'0:0:11.75,1641
'0:0:11.8,1621
'0:0:11.85,1595
'0:0:11.9,1571
'0:0:11.95,1547
'0:0:12.0,1529
'0:0:12.05,1510
'0:0:12.1,1497
'0:0:12.15,1490
'0:0:12.2,1485
'0:0:12.25,1478
'0:0:12.3,1472
'0:0:12.35,1468
'0:0:12.4,1464
'0:0:12.45,1459
'0:0:12.5,1452
'0:0:12.55,1440
'0:0:12.6,1433
'0:0:12.65,1429
'0:0:12.7,1427
'0:0:12.75,1427
'0:0:12.8,1427
'0:0:12.85,1430
'0:0:12.9,1431
'0:0:12.95,1430
'0:0:13.0,1431
'0:0:13.05,1434
'0:0:13.1,1435
'0:0:13.15,1433
'0:0:13.2,1428
'0:0:13.25,1417
'0:0:13.3,1405
'0:0:13.35,1393
'0:0:13.4,1383
'0:0:13.45,1374
'0:0:13.5,1369
'0:0:13.55,1364
'0:0:13.6,1362
'0:0:13.65,1361
'0:0:13.7,1360
'0:0:13.75,1357
'0:0:13.8,1353
'0:0:13.85,1351
'0:0:13.9,1352
'0:0:13.95,1357
'0:0:14.0,1357
'0:0:14.05,1350
'0:0:14.1,1345
'0:0:14.15,1341
'0:0:14.2,1339
'0:0:14.25,1339
'0:0:14.3,1339
'0:0:14.35,1336
'0:0:14.4,1332
'0:0:14.45,1332
'0:0:14.5,1334
'0:0:14.55,1337
'0:0:14.6,1346
'0:0:14.65,1361
'0:0:14.7,1377
'0:0:14.75,1391
'0:0:14.8,1399
'0:0:14.85,1412
'0:0:14.9,1422
'0:0:14.95,1426
'0:0:15.0,1436
'0:0:15.05,1452
'0:0:15.1,1464
'0:0:15.15,1470
'0:0:15.2,1476
'0:0:15.25,1485
'0:0:15.3,1494
'0:0:15.35,1509
'0:0:15.4,1524
'0:0:15.45,1540
'0:0:15.5,1555
'0:0:15.55,1569
'0:0:15.6,1581
'0:0:15.65,1595
'0:0:15.7,1612
'0:0:15.75,1634
'0:0:15.8,1652
'0:0:15.85,1666
'0:0:15.9,1673
'0:0:15.95,1683
'0:0:16.0,1697
'0:0:16.05,1719
'0:0:16.1,1738
'0:0:16.15,1758
'0:0:16.2,1775
'0:0:16.25,1787
'0:0:16.3,1799
'0:0:16.35,1817
'0:0:16.4,1840
'0:0:16.45,1869
'0:0:16.5,1891
'0:0:16.55,1909
'0:0:16.6,1926
'0:0:16.65,1948
'0:0:16.7,1971
'0:0:16.75,1997
'0:0:16.8,2019
'0:0:16.85,2048
'0:0:16.9,2074
'0:0:16.95,2091
'0:0:17.0,2103
'0:0:17.05,2116
'0:0:17.1,2128
'0:0:17.15,2137
'0:0:17.2,2141
'0:0:17.25,2144
'0:0:17.3,2144
'0:0:17.35,2142
'0:0:17.4,2136
'0:0:17.45,2125
'0:0:17.5,2111
'0:0:17.55,2103
'0:0:17.6,2094
'0:0:17.65,2069
'0:0:17.7,2036
'0:0:17.75,1997
'0:0:17.8,1969
'0:0:17.85,1942
'0:0:17.9,1911
'0:0:17.95,1873
'0:0:18.0,1839
'0:0:18.05,1804
'0:0:18.1,1774
'0:0:18.15,1743
'0:0:18.2,1716
'0:0:18.25,1692
'0:0:18.3,1667
'0:0:18.35,1637
'0:0:18.4,1615
'0:0:18.45,1596
'0:0:18.5,1578
'0:0:18.55,1555
'0:0:18.6,1532
'0:0:18.65,1508
'0:0:18.7,1488
'0:0:18.75,1474
'0:0:18.8,1465
'0:0:18.85,1456
'0:0:18.9,1450
'0:0:18.95,1449
'0:0:19.0,1448
'0:0:19.05,1442
'0:0:19.1,1435
'0:0:19.15,1431
'0:0:19.2,1427
