,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Respiration (ID 1  Exp 1)
Range:,Arb
Units:,Arb
Time
'-0:0:0.0,1299
'0:0:0.05,1287
'0:0:0.1,1274
'0:0:0.15,1272
'0:0:0.2,1280
'0:0:0.25,1296
'0:0:0.3,1303
'0:0:0.35,1294
'0:0:0.4,1302
'0:0:0.45,1322
'0:0:0.5,1323
'0:0:0.55,1308
'0:0:0.6,1302
'0:0:0.65,1308
'0:0:0.7,1313
'0:0:0.75,1312
'0:0:0.8,1315
'0:0:0.85,1343
'0:0:0.9,1396
'0:0:0.95,1428
'0:0:1.0,1432
'0:0:1.05,1431
'0:0:1.1,1439
'0:0:1.15,1441
'0:0:1.2,1433
'0:0:1.25,1426
'0:0:1.3,1421
'0:0:1.35,1411
'0:0:1.4,1389
'0:0:1.45,1364
'0:0:1.5,1338
'0:0:1.55,1318
'0:0:1.6,1303
'0:0:1.65,1297
'0:0:1.7,1295
'0:0:1.75,1298
'0:0:1.8,1302
'0:0:1.85,1306
'0:0:1.9,1310
'0:0:1.95,1311
'0:0:2.0,1311
'0:0:2.05,1308
'0:0:2.1,1304
'0:0:2.15,1302
'0:0:2.2,1302
'0:0:2.25,1303
'0:0:2.3,1306
'0:0:2.35,1308
'0:0:2.4,1313
'0:0:2.45,1322
'0:0:2.5,1334
'0:0:2.55,1345
'0:0:2.6,1357
'0:0:2.65,1367
'0:0:2.7,1378
'0:0:2.75,1392
'0:0:2.8,1405
'0:0:2.85,1421
'0:0:2.9,1442
'0:0:2.95,1465
'0:0:3.0,1491
'0:0:3.05,1515
'0:0:3.1,1541
'0:0:3.15,1568
'0:0:3.2,1602
'0:0:3.25,1637
'0:0:3.3,1678
'0:0:3.35,1718
'0:0:3.4,1758
'0:0:3.45,1787
'0:0:3.5,1818
'0:0:3.55,1849
'0:0:3.6,1883
'0:0:3.65,1915
'0:0:3.7,1948
'0:0:3.75,1973
'0:0:3.8,1999
'0:0:3.85,2023
'0:0:3.9,2048
'0:0:3.95,2068
'0:0:4.0,2090
'0:0:4.05,2111
'0:0:4.1,2128
'0:0:4.15,2138
'0:0:4.2,2144
'0:0:4.25,2150
'0:0:4.3,2163
'0:0:4.35,2178
'0:0:4.4,2191
'0:0:4.45,2194
'0:0:4.5,2191
'0:0:4.55,2176
'0:0:4.6,2138
'0:0:4.65,2092
'0:0:4.7,2048
'0:0:4.75,2011
'0:0:4.8,1966
'0:0:4.85,1928
'0:0:4.9,1891
'0:0:4.95,1861
'0:0:5.0,1833
'0:0:5.05,1807
'0:0:5.1,1776
'0:0:5.15,1749
'0:0:5.2,1719
'0:0:5.25,1693
'0:0:5.3,1670
'0:0:5.35,1648
'0:0:5.4,1626
'0:0:5.45,1606
'0:0:5.5,1581
'0:0:5.55,1558
'0:0:5.6,1533
'0:0:5.65,1512
'0:0:5.7,1494
'0:0:5.75,1478
'0:0:5.8,1460
'0:0:5.85,1444
'0:0:5.9,1427
'0:0:5.95,1412
'0:0:6.0,1400
'0:0:6.05,1392
'0:0:6.1,1386
'0:0:6.15,1377
'0:0:6.2,1365
'0:0:6.25,1357
'0:0:6.3,1350
'0:0:6.35,1343
'0:0:6.4,1334
'0:0:6.45,1326
'0:0:6.5,1320
'0:0:6.55,1315
'0:0:6.6,1311
'0:0:6.65,1307
'0:0:6.7,1304
'0:0:6.75,1302
'0:0:6.8,1302
'0:0:6.85,1304
'0:0:6.9,1302
'0:0:6.95,1297
'0:0:7.0,1295
'0:0:7.05,1292
'0:0:7.1,1288
'0:0:7.15,1286
'0:0:7.2,1287
'0:0:7.25,1289
'0:0:7.3,1290
'0:0:7.35,1290
'0:0:7.4,1289
'0:0:7.45,1288
'0:0:7.5,1288
'0:0:7.55,1290
'0:0:7.6,1293
'0:0:7.65,1296
'0:0:7.7,1293
'0:0:7.75,1288
'0:0:7.8,1284
'0:0:7.85,1282
'0:0:7.9,1281
'0:0:7.95,1281
'0:0:8.0,1281
'0:0:8.05,1282
'0:0:8.1,1282
'0:0:8.15,1282
'0:0:8.2,1282
'0:0:8.25,1282
'0:0:8.3,1283
'0:0:8.35,1286
'0:0:8.4,1290
'0:0:8.45,1293
'0:0:8.5,1293
'0:0:8.55,1288
'0:0:8.6,1284
'0:0:8.65,1283
'0:0:8.7,1281
'0:0:8.75,1280
'0:0:8.8,1280
'0:0:8.85,1282
'0:0:8.9,1283
'0:0:8.95,1282
'0:0:9.0,1282
'0:0:9.05,1282
'0:0:9.1,1282
'0:0:9.15,1284
'0:0:9.2,1288
'0:0:9.25,1291
'0:0:9.3,1290
'0:0:9.35,1287
'0:0:9.4,1287
'0:0:9.45,1285
'0:0:9.5,1282
'0:0:9.55,1280
'0:0:9.6,1279
'0:0:9.65,1279
'0:0:9.7,1280
'0:0:9.75,1278
'0:0:9.8,1277
'0:0:9.85,1278
'0:0:9.9,1280
'0:0:9.95,1285
'0:0:10.0,1292
'0:0:10.05,1297
'0:0:10.1,1300
'0:0:10.15,1302
'0:0:10.2,1305
'0:0:10.25,1307
'0:0:10.3,1303
'0:0:10.35,1301
'0:0:10.4,1305
'0:0:10.45,1311
'0:0:10.5,1320
'0:0:10.55,1330
'0:0:10.6,1343
'0:0:10.65,1358
'0:0:10.7,1377
'0:0:10.75,1398
'0:0:10.8,1422
'0:0:10.85,1442
'0:0:10.9,1465
'0:0:10.95,1490
'0:0:11.0,1519
'0:0:11.05,1545
'0:0:11.1,1576
'0:0:11.15,1606
'0:0:11.2,1642
'0:0:11.25,1676
'0:0:11.3,1711
'0:0:11.35,1743
'0:0:11.4,1778
'0:0:11.45,1811
'0:0:11.5,1844
'0:0:11.55,1876
'0:0:11.6,1912
'0:0:11.65,1945
'0:0:11.7,1977
'0:0:11.75,2003
'0:0:11.8,2030
'0:0:11.85,2057
'0:0:11.9,2083
'0:0:11.95,2105
'0:0:12.0,2126
'0:0:12.05,2147
'0:0:12.1,2169
'0:0:12.15,2187
'0:0:12.2,2201
'0:0:12.25,2219
'0:0:12.3,2238
'0:0:12.35,2250
'0:0:12.4,2260
'0:0:12.45,2267
'0:0:12.5,2273
'0:0:12.55,2277
'0:0:12.6,2275
'0:0:12.65,2265
'0:0:12.7,2243
'0:0:12.75,2210
'0:0:12.8,2168
'0:0:12.85,2132
'0:0:12.9,2095
'0:0:12.95,2066
'0:0:13.0,2040
'0:0:13.05,2009
'0:0:13.1,1971
'0:0:13.15,1936
'0:0:13.2,1898
'0:0:13.25,1866
'0:0:13.3,1839
'0:0:13.35,1823
'0:0:13.4,1805
'0:0:13.45,1778
'0:0:13.5,1743
'0:0:13.55,1717
'0:0:13.6,1698
'0:0:13.65,1690
'0:0:13.7,1686
'0:0:13.75,1675
'0:0:13.8,1653
'0:0:13.85,1632
'0:0:13.9,1613
'0:0:13.95,1598
'0:0:14.0,1580
'0:0:14.05,1563
'0:0:14.1,1545
'0:0:14.15,1528
'0:0:14.2,1511
'0:0:14.25,1498
'0:0:14.3,1482
'0:0:14.35,1467
'0:0:14.4,1454
'0:0:14.45,1448
'0:0:14.5,1447
'0:0:14.55,1446
'0:0:14.6,1438
'0:0:14.65,1430
'0:0:14.7,1419
'0:0:14.75,1406
'0:0:14.8,1395
'0:0:14.85,1389
'0:0:14.9,1382
'0:0:14.95,1372
'0:0:15.0,1359
'0:0:15.05,1349
'0:0:15.1,1339
'0:0:15.15,1332
'0:0:15.2,1326
'0:0:15.25,1322
'0:0:15.3,1321
'0:0:15.35,1318
'0:0:15.4,1313
'0:0:15.45,1306
'0:0:15.5,1300
'0:0:15.55,1296
'0:0:15.6,1295
'0:0:15.65,1294
'0:0:15.7,1294
'0:0:15.75,1292
'0:0:15.8,1291
'0:0:15.85,1289
'0:0:15.9,1289
'0:0:15.95,1289
'0:0:16.0,1290
'0:0:16.05,1293
'0:0:16.1,1297
'0:0:16.15,1301
'0:0:16.2,1302
'0:0:16.25,1300
'0:0:16.3,1297
'0:0:16.35,1295
'0:0:16.4,1292
'0:0:16.45,1290
'0:0:16.5,1291
'0:0:16.55,1291
'0:0:16.6,1292
'0:0:16.65,1294
'0:0:16.7,1294
'0:0:16.75,1295
'0:0:16.8,1296
'0:0:16.85,1296
'0:0:16.9,1299
'0:0:16.95,1302
'0:0:17.0,1304
'0:0:17.05,1303
'0:0:17.1,1300
'0:0:17.15,1300
'0:0:17.2,1298
'0:0:17.25,1295
'0:0:17.3,1295
'0:0:17.35,1295
'0:0:17.4,1295
'0:0:17.45,1296
'0:0:17.5,1295
'0:0:17.55,1294
'0:0:17.6,1293
'0:0:17.65,1293
'0:0:17.7,1293
'0:0:17.75,1297
'0:0:17.8,1301
'0:0:17.85,1302
'0:0:17.9,1300
'0:0:17.95,1297
'0:0:18.0,1295
'0:0:18.05,1293
'0:0:18.1,1290
'0:0:18.15,1288
'0:0:18.2,1286
'0:0:18.25,1283
'0:0:18.3,1282
'0:0:18.35,1286
'0:0:18.4,1293
'0:0:18.45,1300
'0:0:18.5,1307
'0:0:18.55,1315
'0:0:18.6,1324
'0:0:18.65,1331
'0:0:18.7,1337
'0:0:18.75,1344
'0:0:18.8,1353
'0:0:18.85,1359
'0:0:18.9,1365
'0:0:18.95,1370
'0:0:19.0,1378
'0:0:19.05,1387
'0:0:19.1,1397
'0:0:19.15,1405
'0:0:19.2,1417
