,Experiment name:,Sample experiment
Duration:,1 0,
Rate:,20 per second,
Sensors:,Respiration (ID 1  Exp 1),
Range:,Arb,
Units:,Arb,
Time,Count,
'-0:0:0.0,1473,
'0:0:0.05,1467,
'0:0:0.1,1462,
'0:0:0.15,1457,
'0:0:0.2,1453,
'0:0:0.25,1454,
'0:0:0.3,1456,
'0:0:0.35,1454,
'0:0:0.4,1447,
'0:0:0.45,1442,
'0:0:0.5,1440,
'0:0:0.55,1439,
'0:0:0.6,1435,
'0:0:0.65,1433,
'0:0:0.7,1433,
'0:0:0.75,1433,
'0:0:0.8,1432,
'0:0:0.85,1434,
'0:0:0.9,1438,
'0:0:0.95,1442,
'0:0:1.0,1447,
'0:0:1.05,1447,
'0:0:1.1,1443,
'0:0:1.15,1438,
'0:0:1.2,1440,
'0:0:1.25,1444,
'0:0:1.3,1444,
'0:0:1.35,1446,
'0:0:1.4,1452,
'0:0:1.45,1460,
'0:0:1.5,1469,
'0:0:1.55,1481,
'0:0:1.6,1492,
'0:0:1.65,1505,
'0:0:1.7,1518,
'0:0:1.75,1530,
'0:0:1.8,1542,
'0:0:1.85,1560,
'0:0:1.9,1577,
'0:0:1.95,1591,
'0:0:2.0,1600,
'0:0:2.05,1612,
'0:0:2.1,1627,
'0:0:2.15,1641,
'0:0:2.2,1650,
'0:0:2.25,1660,
'0:0:2.3,1671,
'0:0:2.35,1688,
'0:0:2.4,1704,
'0:0:2.45,1715,
'0:0:2.5,1723,
'0:0:2.55,1732,
'0:0:2.6,1741,
'0:0:2.65,1750,
'0:0:2.7,1759,
'0:0:2.75,1772,
'0:0:2.8,1784,
'0:0:2.85,1797,
'0:0:2.9,1808,
'0:0:2.95,1817,
'0:0:3.0,1828,
'0:0:3.05,1841,
'0:0:3.1,1854,
'0:0:3.15,1866,
'0:0:3.2,1874,
'0:0:3.25,1883,
'0:0:3.3,1891,
'0:0:3.35,1903,
'0:0:3.4,1918,
'0:0:3.45,1934,
'0:0:3.5,1946,
'0:0:3.55,1955,
'0:0:3.6,1962,
'0:0:3.65,1971,
'0:0:3.7,1979,
'0:0:3.75,1988,
'0:0:3.8,1997,
'0:0:3.85,2001,
'0:0:3.9,2002,
'0:0:3.95,2007,
'0:0:4.0,2012,
'0:0:4.05,2018,
'0:0:4.1,2027,
'0:0:4.15,2035,
'0:0:4.2,2041,
'0:0:4.25,2050,
'0:0:4.3,2058,
'0:0:4.35,2067,
'0:0:4.4,2075,
'0:0:4.45,2084,
'0:0:4.5,2089,
'0:0:4.55,2089,
'0:0:4.6,2088,
'0:0:4.65,2089,
'0:0:4.7,2093,
'0:0:4.75,2097,
'0:0:4.8,2099,
'0:0:4.85,2099,
'0:0:4.9,2100,
'0:0:4.95,2097,
'0:0:5.0,2092,
'0:0:5.05,2086,
'0:0:5.1,2084,
'0:0:5.15,2078,
'0:0:5.2,2062,
'0:0:5.25,2043,
'0:0:5.3,2028,
'0:0:5.35,2016,
'0:0:5.4,2008,
'0:0:5.45,1995,
'0:0:5.5,1979,
'0:0:5.55,1961,
'0:0:5.6,1944,
'0:0:5.65,1927,
'0:0:5.7,1915,
'0:0:5.75,1906,
'0:0:5.8,1899,
'0:0:5.85,1883,
'0:0:5.9,1863,
'0:0:5.95,1845,
'0:0:6.0,1831,
'0:0:6.05,1815,
'0:0:6.1,1801,
'0:0:6.15,1787,
'0:0:6.2,1774,
'0:0:6.25,1759,
'0:0:6.3,1743,
'0:0:6.35,1727,
'0:0:6.4,1717,
'0:0:6.45,1710,
'0:0:6.5,1703,
'0:0:6.55,1690,
'0:0:6.6,1677,
'0:0:6.65,1665,
'0:0:6.7,1656,
'0:0:6.75,1645,
'0:0:6.8,1635,
'0:0:6.85,1624,
'0:0:6.9,1615,
'0:0:6.95,1606,
'0:0:7.0,1597,
'0:0:7.05,1588,
'0:0:7.1,1583,
'0:0:7.15,1580,
'0:0:7.2,1576,
'0:0:7.25,1565,
'0:0:7.3,1554,
'0:0:7.35,1544,
'0:0:7.4,1538,
'0:0:7.45,1531,
'0:0:7.5,1523,
'0:0:7.55,1514,
'0:0:7.6,1506,
'0:0:7.65,1498,
'0:0:7.7,1491,
'0:0:7.75,1485,
'0:0:7.8,1479,
'0:0:7.85,1477,
'0:0:7.9,1474,
'0:0:7.95,1464,
'0:0:8.0,1452,
'0:0:8.05,1440,
'0:0:8.1,1434,
'0:0:8.15,1433,
'0:0:8.2,1432,
'0:0:8.25,1431,
'0:0:8.3,1431,
'0:0:8.35,1430,
'0:0:8.4,1429,
'0:0:8.45,1427,
'0:0:8.5,1426,
'0:0:8.55,1427,
'0:0:8.6,1433,
'0:0:8.65,1440,
'0:0:8.7,1441,
'0:0:8.75,1436,
'0:0:8.8,1433,
'0:0:8.85,1433,
'0:0:8.9,1434,
'0:0:8.95,1434,
'0:0:9.0,1435,
'0:0:9.05,1439,
'0:0:9.1,1442,
'0:0:9.15,1444,
'0:0:9.2,1444,
'0:0:9.25,1445,
'0:0:9.3,1445,
'0:0:9.35,1449,
'0:0:9.4,1452,
'0:0:9.45,1453,
'0:0:9.5,1451,
'0:0:9.55,1445,
'0:0:9.6,1442,
'0:0:9.65,1440,
'0:0:9.7,1437,
'0:0:9.75,1435,
