,Experiment name:,Sample experiment
Duration:,1 0,
Rate:,20 per second,
Sensors:,Respiration (ID 1  Exp 1),
Range:,Arb,
Units:,Arb,
Time,Count,
'-0:0:0.0,1405,
'0:0:0.05,1402,
'0:0:0.1,1397,
'0:0:0.15,1397,
'0:0:0.2,1403,
'0:0:0.25,1415,
'0:0:0.3,1430,
'0:0:0.35,1445,
'0:0:0.4,1441,
'0:0:0.45,1425,
'0:0:0.5,1420,
'0:0:0.55,1424,
'0:0:0.6,1426,
'0:0:0.65,1428,
'0:0:0.7,1429,
'0:0:0.75,1429,
'0:0:0.8,1427,
'0:0:0.85,1426,
'0:0:0.9,1424,
'0:0:0.95,1417,
'0:0:1.0,1412,
'0:0:1.05,1412,
'0:0:1.1,1414,
'0:0:1.15,1413,
'0:0:1.2,1411,
'0:0:1.25,1407,
'0:0:1.3,1407,
'0:0:1.35,1413,
'0:0:1.4,1413,
'0:0:1.45,1399,
'0:0:1.5,1386,
'0:0:1.55,1377,
'0:0:1.6,1370,
'0:0:1.65,1366,
'0:0:1.7,1365,
'0:0:1.75,1368,
'0:0:1.8,1366,
'0:0:1.85,1353,
'0:0:1.9,1338,
'0:0:1.95,1330,
'0:0:2.0,1328,
'0:0:2.05,1337,
'0:0:2.1,1349,
'0:0:2.15,1359,
'0:0:2.2,1358,
'0:0:2.25,1349,
'0:0:2.3,1343,
'0:0:2.35,1343,
'0:0:2.4,1342,
'0:0:2.45,1338,
'0:0:2.5,1340,
'0:0:2.55,1345,
'0:0:2.6,1349,
'0:0:2.65,1354,
'0:0:2.7,1355,
'0:0:2.75,1353,
'0:0:2.8,1355,
'0:0:2.85,1358,
'0:0:2.9,1361,
'0:0:2.95,1360,
'0:0:3.0,1358,
'0:0:3.05,1360,
'0:0:3.1,1360,
'0:0:3.15,1355,
'0:0:3.2,1352,
'0:0:3.25,1350,
'0:0:3.3,1351,
'0:0:3.35,1358,
'0:0:3.4,1371,
'0:0:3.45,1386,
'0:0:3.5,1397,
'0:0:3.55,1409,
'0:0:3.6,1421,
'0:0:3.65,1431,
'0:0:3.7,1439,
'0:0:3.75,1449,
'0:0:3.8,1461,
'0:0:3.85,1474,
'0:0:3.9,1486,
'0:0:3.95,1501,
'0:0:4.0,1515,
'0:0:4.05,1534,
'0:0:4.1,1553,
'0:0:4.15,1571,
'0:0:4.2,1582,
'0:0:4.25,1593,
'0:0:4.3,1607,
'0:0:4.35,1630,
'0:0:4.4,1658,
'0:0:4.45,1691,
'0:0:4.5,1721,
'0:0:4.55,1756,
'0:0:4.6,1794,
'0:0:4.65,1840,
'0:0:4.7,1888,
'0:0:4.75,1941,
'0:0:4.8,1990,
'0:0:4.85,2038,
'0:0:4.9,2069,
'0:0:4.95,2097,
'0:0:5.0,2128,
'0:0:5.05,2173,
'0:0:5.1,2222,
'0:0:5.15,2269,
'0:0:5.2,2305,
'0:0:5.25,2344,
'0:0:5.3,2384,
'0:0:5.35,2429,
'0:0:5.4,2472,
'0:0:5.45,2508,
'0:0:5.5,2526,
'0:0:5.55,2540,
'0:0:5.6,2554,
'0:0:5.65,2558,
'0:0:5.7,2552,
'0:0:5.75,2551,
'0:0:5.8,2558,
'0:0:5.85,2559,
'0:0:5.9,2555,
'0:0:5.95,2544,
'0:0:6.0,2527,
'0:0:6.05,2512,
'0:0:6.1,2503,
'0:0:6.15,2494,
'0:0:6.2,2485,
'0:0:6.25,2470,
'0:0:6.3,2455,
'0:0:6.35,2443,
'0:0:6.4,2432,
'0:0:6.45,2427,
'0:0:6.5,2428,
'0:0:6.55,2416,
'0:0:6.6,2400,
'0:0:6.65,2385,
'0:0:6.7,2379,
'0:0:6.75,2376,
'0:0:6.8,2361,
'0:0:6.85,2324,
'0:0:6.9,2282,
'0:0:6.95,2230,
'0:0:7.0,2183,
'0:0:7.05,2137,
'0:0:7.1,2101,
'0:0:7.15,2063,
'0:0:7.2,2033,
'0:0:7.25,2007,
'0:0:7.3,1980,
'0:0:7.35,1949,
'0:0:7.4,1922,
'0:0:7.45,1892,
'0:0:7.5,1866,
'0:0:7.55,1838,
'0:0:7.6,1811,
'0:0:7.65,1782,
'0:0:7.7,1762,
'0:0:7.75,1745,
'0:0:7.8,1738,
'0:0:7.85,1736,
'0:0:7.9,1730,
'0:0:7.95,1713,
'0:0:8.0,1692,
'0:0:8.05,1673,
'0:0:8.1,1656,
'0:0:8.15,1639,
'0:0:8.2,1625,
'0:0:8.25,1611,
'0:0:8.3,1599,
'0:0:8.35,1586,
'0:0:8.4,1573,
'0:0:8.45,1558,
'0:0:8.5,1543,
'0:0:8.55,1528,
'0:0:8.6,1518,
'0:0:8.65,1507,
'0:0:8.7,1500,
'0:0:8.75,1494,
'0:0:8.8,1488,
'0:0:8.85,1476,
'0:0:8.9,1464,
'0:0:8.95,1454,
'0:0:9.0,1448,
'0:0:9.05,1442,
'0:0:9.1,1438,
'0:0:9.15,1436,
'0:0:9.2,1437,
'0:0:9.25,1438,
'0:0:9.3,1438,
'0:0:9.35,1434,
'0:0:9.4,1429,
'0:0:9.45,1424,
'0:0:9.5,1421,
'0:0:9.55,1421,
'0:0:9.6,1422,
'0:0:9.65,1420,
'0:0:9.7,1412,
'0:0:9.75,1401,
