,Experiment name:,Sample experiment
Duration:,1 0,
Rate:,20 per second,
Sensors:,Respiration (ID 1  Exp 1),
Range:,Arb,
Units:,Arb,
Time,Count,
'-0:0:0.0,1253,
'0:0:0.05,1251,
'0:0:0.1,1262,
'0:0:0.15,1255,
'0:0:0.2,1256,
'0:0:0.25,1294,
'0:0:0.3,1300,
'0:0:0.35,1252,
'0:0:0.4,1227,
'0:0:0.45,1242,
'0:0:0.5,1265,
'0:0:0.55,1273,
'0:0:0.6,1264,
'0:0:0.65,1244,
'0:0:0.7,1222,
'0:0:0.75,1209,
'0:0:0.8,1219,
'0:0:0.85,1254,
'0:0:0.9,1308,
'0:0:0.95,1264,
'0:0:1.0,1184,
'0:0:1.05,1259,
'0:0:1.1,1387,
'0:0:1.15,1430,
'0:0:1.2,1429,
'0:0:1.25,1439,
'0:0:1.3,1456,
'0:0:1.35,1455,
'0:0:1.4,1471,
'0:0:1.45,1503,
'0:0:1.5,1535,
'0:0:1.55,1558,
'0:0:1.6,1585,
'0:0:1.65,1620,
'0:0:1.7,1662,
'0:0:1.75,1690,
'0:0:1.8,1710,
'0:0:1.85,1735,
'0:0:1.9,1788,
'0:0:1.95,1810,
'0:0:2.0,1773,
'0:0:2.05,1754,
'0:0:2.1,1793,
'0:0:2.15,1861,
'0:0:2.2,1926,
'0:0:2.25,1953,
'0:0:2.3,1969,
'0:0:2.35,1966,
'0:0:2.4,1962,
'0:0:2.45,1986,
'0:0:2.5,2013,
'0:0:2.55,2021,
'0:0:2.6,2012,
'0:0:2.65,1996,
'0:0:2.7,1995,
'0:0:2.75,2021,
'0:0:2.8,2057,
'0:0:2.85,2105,
'0:0:2.9,2116,
'0:0:2.95,2014,
'0:0:3.0,1963,
'0:0:3.05,2059,
'0:0:3.1,2156,
'0:0:3.15,2179,
'0:0:3.2,2164,
'0:0:3.25,2145,
'0:0:3.3,2115,
'0:0:3.35,2101,
'0:0:3.4,2123,
'0:0:3.45,2142,
'0:0:3.5,2166,
'0:0:3.55,2201,
'0:0:3.6,2204,
'0:0:3.65,2185,
'0:0:3.7,2188,
'0:0:3.75,2207,
'0:0:3.8,2213,
'0:0:3.85,2200,
'0:0:3.9,2200,
'0:0:3.95,2157,
'0:0:4.0,2072,
'0:0:4.05,2073,
'0:0:4.1,2122,
'0:0:4.15,2155,
'0:0:4.2,2136,
'0:0:4.25,2087,
'0:0:4.3,2061,
'0:0:4.35,2044,
'0:0:4.4,2027,
'0:0:4.45,2019,
'0:0:4.5,1990,
'0:0:4.55,1928,
'0:0:4.6,1850,
'0:0:4.65,1784,
'0:0:4.7,1713,
'0:0:4.75,1657,
'0:0:4.8,1624,
'0:0:4.85,1635,
'0:0:4.9,1648,
'0:0:4.95,1572,
'0:0:5.0,1496,
'0:0:5.05,1524,
'0:0:5.1,1564,
'0:0:5.15,1577,
'0:0:5.2,1579,
'0:0:5.25,1554,
'0:0:5.3,1504,
'0:0:5.35,1448,
'0:0:5.4,1429,
'0:0:5.45,1437,
'0:0:5.5,1417,
'0:0:5.55,1394,
'0:0:5.6,1376,
'0:0:5.65,1365,
'0:0:5.7,1357,
'0:0:5.75,1346,
'0:0:5.8,1330,
'0:0:5.85,1321,
'0:0:5.9,1308,
'0:0:5.95,1317,
'0:0:6.0,1333,
'0:0:6.05,1276,
'0:0:6.1,1208,
'0:0:6.15,1230,
'0:0:6.2,1276,
'0:0:6.25,1292,
'0:0:6.3,1282,
'0:0:6.35,1242,
'0:0:6.4,1226,
'0:0:6.45,1256,
'0:0:6.5,1290,
'0:0:6.55,1296,
'0:0:6.6,1278,
'0:0:6.65,1250,
'0:0:6.7,1221,
'0:0:6.75,1200,
'0:0:6.8,1185,
'0:0:6.85,1191,
'0:0:6.9,1232,
'0:0:6.95,1250,
'0:0:7.0,1204,
'0:0:7.05,1180,
'0:0:7.1,1225,
'0:0:7.15,1246,
'0:0:7.2,1215,
'0:0:7.25,1198,
'0:0:7.3,1212,
'0:0:7.35,1192,
'0:0:7.4,1150,
'0:0:7.45,1143,
'0:0:7.5,1141,
'0:0:7.55,1140,
'0:0:7.6,1150,
'0:0:7.65,1161,
'0:0:7.7,1167,
'0:0:7.75,1169,
'0:0:7.8,1178,
'0:0:7.85,1190,
'0:0:7.9,1194,
'0:0:7.95,1195,
'0:0:8.0,1198,
'0:0:8.05,1190,
'0:0:8.1,1149,
'0:0:8.15,1112,
'0:0:8.2,1103,
'0:0:8.25,1119,
'0:0:8.3,1150,
'0:0:8.35,1195,
'0:0:8.4,1230,
'0:0:8.45,1217,
'0:0:8.5,1187,
'0:0:8.55,1177,
'0:0:8.6,1196,
'0:0:8.65,1219,
'0:0:8.7,1220,
'0:0:8.75,1210,
'0:0:8.8,1198,
'0:0:8.85,1194,
'0:0:8.9,1217,
'0:0:8.95,1248,
'0:0:9.0,1286,
'0:0:9.05,1316,
'0:0:9.1,1273,
'0:0:9.15,1256,
'0:0:9.2,1361,
'0:0:9.25,1457,
'0:0:9.3,1498,
'0:0:9.35,1550,
'0:0:9.4,1610,
'0:0:9.45,1628,
'0:0:9.5,1657,
'0:0:9.55,1704,
'0:0:9.6,1733,
'0:0:9.65,1748,
'0:0:9.7,1783,
'0:0:9.75,1830,
