,Experiment name:,Sample experiment
Duration:,1 0,
Rate:,20 per second,
Sensors:,Respiration (ID 1  Exp 1),
Range:,Arb,
Units:,Arb,
Time,Count,
'-0:0:0.0,1336,
'0:0:0.05,1335,
'0:0:0.1,1331,
'0:0:0.15,1312,
'0:0:0.2,1294,
'0:0:0.25,1296,
'0:0:0.3,1311,
'0:0:0.35,1325,
'0:0:0.4,1336,
'0:0:0.45,1343,
'0:0:0.5,1343,
'0:0:0.55,1340,
'0:0:0.6,1341,
'0:0:0.65,1342,
'0:0:0.7,1337,
'0:0:0.75,1334,
'0:0:0.8,1337,
'0:0:0.85,1344,
'0:0:0.9,1350,
'0:0:0.95,1347,
'0:0:1.0,1339,
'0:0:1.05,1331,
'0:0:1.1,1330,
'0:0:1.15,1331,
'0:0:1.2,1330,
'0:0:1.25,1325,
'0:0:1.3,1319,
'0:0:1.35,1315,
'0:0:1.4,1315,
'0:0:1.45,1314,
'0:0:1.5,1314,
'0:0:1.55,1315,
'0:0:1.6,1317,
'0:0:1.65,1319,
'0:0:1.7,1320,
'0:0:1.75,1319,
'0:0:1.8,1315,
'0:0:1.85,1314,
'0:0:1.9,1321,
'0:0:1.95,1333,
'0:0:2.0,1341,
'0:0:2.05,1350,
'0:0:2.1,1357,
'0:0:2.15,1366,
'0:0:2.2,1376,
'0:0:2.25,1386,
'0:0:2.3,1395,
'0:0:2.35,1406,
'0:0:2.4,1419,
'0:0:2.45,1432,
'0:0:2.5,1441,
'0:0:2.55,1451,
'0:0:2.6,1461,
'0:0:2.65,1473,
'0:0:2.7,1487,
'0:0:2.75,1506,
'0:0:2.8,1524,
'0:0:2.85,1541,
'0:0:2.9,1557,
'0:0:2.95,1576,
'0:0:3.0,1599,
'0:0:3.05,1628,
'0:0:3.1,1654,
'0:0:3.15,1679,
'0:0:3.2,1704,
'0:0:3.25,1732,
'0:0:3.3,1758,
'0:0:3.35,1788,
'0:0:3.4,1819,
'0:0:3.45,1853,
'0:0:3.5,1882,
'0:0:3.55,1914,
'0:0:3.6,1943,
'0:0:3.65,1969,
'0:0:3.7,1991,
'0:0:3.75,2014,
'0:0:3.8,2034,
'0:0:3.85,2053,
'0:0:3.9,2066,
'0:0:3.95,2079,
'0:0:4.0,2091,
'0:0:4.05,2108,
'0:0:4.1,2124,
'0:0:4.15,2132,
'0:0:4.2,2140,
'0:0:4.25,2144,
'0:0:4.3,2142,
'0:0:4.35,2135,
'0:0:4.4,2121,
'0:0:4.45,2104,
'0:0:4.5,2096,
'0:0:4.55,2095,
'0:0:4.6,2094,
'0:0:4.65,2086,
'0:0:4.7,2067,
'0:0:4.75,2041,
'0:0:4.8,2027,
'0:0:4.85,2017,
'0:0:4.9,1997,
'0:0:4.95,1970,
'0:0:5.0,1943,
'0:0:5.05,1915,
'0:0:5.1,1892,
'0:0:5.15,1864,
'0:0:5.2,1830,
'0:0:5.25,1794,
'0:0:5.3,1769,
'0:0:5.35,1745,
'0:0:5.4,1720,
'0:0:5.45,1690,
'0:0:5.5,1663,
'0:0:5.55,1640,
'0:0:5.6,1621,
'0:0:5.65,1600,
'0:0:5.7,1581,
'0:0:5.75,1560,
'0:0:5.8,1545,
'0:0:5.85,1528,
'0:0:5.9,1514,
'0:0:5.95,1504,
'0:0:6.0,1497,
'0:0:6.05,1490,
'0:0:6.1,1485,
'0:0:6.15,1473,
'0:0:6.2,1454,
'0:0:6.25,1433,
'0:0:6.3,1420,
'0:0:6.35,1412,
'0:0:6.4,1404,
'0:0:6.45,1398,
'0:0:6.5,1390,
'0:0:6.55,1374,
'0:0:6.6,1363,
'0:0:6.65,1362,
'0:0:6.7,1362,
'0:0:6.75,1358,
'0:0:6.8,1356,
'0:0:6.85,1359,
'0:0:6.9,1365,
'0:0:6.95,1368,
'0:0:7.0,1364,
'0:0:7.05,1354,
'0:0:7.1,1347,
'0:0:7.15,1346,
'0:0:7.2,1346,
'0:0:7.25,1344,
'0:0:7.3,1342,
'0:0:7.35,1339,
'0:0:7.4,1334,
'0:0:7.45,1328,
'0:0:7.5,1322,
'0:0:7.55,1316,
'0:0:7.6,1312,
'0:0:7.65,1309,
'0:0:7.7,1308,
'0:0:7.75,1307,
'0:0:7.8,1305,
'0:0:7.85,1300,
'0:0:7.9,1296,
'0:0:7.95,1296,
'0:0:8.0,1299,
'0:0:8.05,1300,
'0:0:8.1,1299,
'0:0:8.15,1304,
'0:0:8.2,1309,
'0:0:8.25,1311,
'0:0:8.3,1312,
'0:0:8.35,1311,
'0:0:8.4,1308,
'0:0:8.45,1306,
'0:0:8.5,1305,
'0:0:8.55,1302,
'0:0:8.6,1301,
'0:0:8.65,1303,
'0:0:8.7,1303,
'0:0:8.75,1302,
'0:0:8.8,1302,
'0:0:8.85,1301,
'0:0:8.9,1298,
'0:0:8.95,1297,
'0:0:9.0,1303,
'0:0:9.05,1309,
'0:0:9.1,1311,
'0:0:9.15,1312,
'0:0:9.2,1310,
'0:0:9.25,1307,
'0:0:9.3,1306,
'0:0:9.35,1302,
'0:0:9.4,1297,
'0:0:9.45,1297,
'0:0:9.5,1297,
'0:0:9.55,1294,
'0:0:9.6,1294,
'0:0:9.65,1294,
'0:0:9.7,1294,
'0:0:9.75,1294,
