,Experiment name:,Sample experiment
Duration:,1 0,
Rate:,20 per second,
Sensors:,Respiration (ID 1  Exp 1),
Range:,Arb,
Units:,Arb,
Time,Count,
'-0:0:0.0,1440,
'0:0:0.05,1445,
'0:0:0.1,1444,
'0:0:0.15,1433,
'0:0:0.2,1416,
'0:0:0.25,1406,
'0:0:0.3,1397,
'0:0:0.35,1386,
'0:0:0.4,1370,
'0:0:0.45,1356,
'0:0:0.5,1351,
'0:0:0.55,1348,
'0:0:0.6,1346,
'0:0:0.65,1352,
'0:0:0.7,1365,
'0:0:0.75,1381,
'0:0:0.8,1402,
'0:0:0.85,1420,
'0:0:0.9,1434,
'0:0:0.95,1439,
'0:0:1.0,1445,
'0:0:1.05,1458,
'0:0:1.1,1464,
'0:0:1.15,1457,
'0:0:1.2,1450,
'0:0:1.25,1442,
'0:0:1.3,1430,
'0:0:1.35,1423,
'0:0:1.4,1422,
'0:0:1.45,1421,
'0:0:1.5,1417,
'0:0:1.55,1411,
'0:0:1.6,1402,
'0:0:1.65,1391,
'0:0:1.7,1382,
'0:0:1.75,1372,
'0:0:1.8,1365,
'0:0:1.85,1363,
'0:0:1.9,1363,
'0:0:1.95,1366,
'0:0:2.0,1369,
'0:0:2.05,1369,
'0:0:2.1,1369,
'0:0:2.15,1370,
'0:0:2.2,1371,
'0:0:2.25,1367,
'0:0:2.3,1360,
'0:0:2.35,1358,
'0:0:2.4,1363,
'0:0:2.45,1371,
'0:0:2.5,1377,
'0:0:2.55,1382,
'0:0:2.6,1392,
'0:0:2.65,1407,
'0:0:2.7,1427,
'0:0:2.75,1446,
'0:0:2.8,1471,
'0:0:2.85,1494,
'0:0:2.9,1520,
'0:0:2.95,1544,
'0:0:3.0,1568,
'0:0:3.05,1593,
'0:0:3.1,1623,
'0:0:3.15,1652,
'0:0:3.2,1689,
'0:0:3.25,1730,
'0:0:3.3,1787,
'0:0:3.35,1840,
'0:0:3.4,1896,
'0:0:3.45,1949,
'0:0:3.5,2000,
'0:0:3.55,2039,
'0:0:3.6,2075,
'0:0:3.65,2105,
'0:0:3.7,2138,
'0:0:3.75,2168,
'0:0:3.8,2195,
'0:0:3.85,2221,
'0:0:3.9,2253,
'0:0:3.95,2283,
'0:0:4.0,2313,
'0:0:4.05,2348,
'0:0:4.1,2388,
'0:0:4.15,2415,
'0:0:4.2,2437,
'0:0:4.25,2449,
'0:0:4.3,2454,
'0:0:4.35,2458,
'0:0:4.4,2461,
'0:0:4.45,2460,
'0:0:4.5,2454,
'0:0:4.55,2451,
'0:0:4.6,2452,
'0:0:4.65,2455,
'0:0:4.7,2468,
'0:0:4.75,2487,
'0:0:4.8,2495,
'0:0:4.85,2492,
'0:0:4.9,2480,
'0:0:4.95,2463,
'0:0:5.0,2446,
'0:0:5.05,2423,
'0:0:5.1,2388,
'0:0:5.15,2348,
'0:0:5.2,2298,
'0:0:5.25,2249,
'0:0:5.3,2206,
'0:0:5.35,2171,
'0:0:5.4,2134,
'0:0:5.45,2096,
'0:0:5.5,2048,
'0:0:5.55,2003,
'0:0:5.6,1956,
'0:0:5.65,1910,
'0:0:5.7,1865,
'0:0:5.75,1831,
'0:0:5.8,1796,
'0:0:5.85,1762,
'0:0:5.9,1727,
'0:0:5.95,1698,
'0:0:6.0,1668,
'0:0:6.05,1646,
'0:0:6.1,1623,
'0:0:6.15,1599,
'0:0:6.2,1571,
'0:0:6.25,1546,
'0:0:6.3,1526,
'0:0:6.35,1510,
'0:0:6.4,1494,
'0:0:6.45,1481,
'0:0:6.5,1468,
'0:0:6.55,1457,
'0:0:6.6,1444,
'0:0:6.65,1435,
'0:0:6.7,1423,
'0:0:6.75,1410,
'0:0:6.8,1403,
'0:0:6.85,1403,
'0:0:6.9,1401,
'0:0:6.95,1391,
'0:0:7.0,1377,
'0:0:7.05,1368,
'0:0:7.1,1359,
'0:0:7.15,1351,
'0:0:7.2,1343,
'0:0:7.25,1334,
'0:0:7.3,1325,
'0:0:7.35,1316,
'0:0:7.4,1307,
'0:0:7.45,1300,
'0:0:7.5,1295,
'0:0:7.55,1296,
'0:0:7.6,1299,
'0:0:7.65,1302,
'0:0:7.7,1300,
'0:0:7.75,1297,
'0:0:7.8,1294,
'0:0:7.85,1294,
'0:0:7.9,1292,
'0:0:7.95,1289,
'0:0:8.0,1288,
'0:0:8.05,1289,
'0:0:8.1,1289,
'0:0:8.15,1290,
'0:0:8.2,1293,
'0:0:8.25,1295,
'0:0:8.3,1299,
'0:0:8.35,1303,
'0:0:8.4,1306,
'0:0:8.45,1306,
'0:0:8.5,1304,
'0:0:8.55,1302,
'0:0:8.6,1301,
'0:0:8.65,1298,
'0:0:8.7,1296,
'0:0:8.75,1298,
'0:0:8.8,1300,
'0:0:8.85,1301,
'0:0:8.9,1302,
'0:0:8.95,1302,
'0:0:9.0,1301,
'0:0:9.05,1302,
'0:0:9.1,1305,
'0:0:9.15,1308,
'0:0:9.2,1311,
'0:0:9.25,1312,
'0:0:9.3,1310,
'0:0:9.35,1306,
'0:0:9.4,1303,
'0:0:9.45,1301,
'0:0:9.5,1300,
'0:0:9.55,1301,
'0:0:9.6,1303,
'0:0:9.65,1304,
'0:0:9.7,1305,
'0:0:9.75,1304,
