,Experiment name:,Sample experiment
Duration:,1 0,
Rate:,20 per second,
Sensors:,Respiration (ID 1  Exp 1),
Range:,Arb,
Units:,Arb,
Time,Count,
'-0:0:0.0,1354,
'0:0:0.05,1355,
'0:0:0.1,1357,
'0:0:0.15,1358,
'0:0:0.2,1358,
'0:0:0.25,1351,
'0:0:0.3,1340,
'0:0:0.35,1333,
'0:0:0.4,1333,
'0:0:0.45,1336,
'0:0:0.5,1335,
'0:0:0.55,1333,
'0:0:0.6,1334,
'0:0:0.65,1337,
'0:0:0.7,1339,
'0:0:0.75,1337,
'0:0:0.8,1340,
'0:0:0.85,1347,
'0:0:0.9,1349,
'0:0:0.95,1347,
'0:0:1.0,1349,
'0:0:1.05,1354,
'0:0:1.1,1359,
'0:0:1.15,1363,
'0:0:1.2,1369,
'0:0:1.25,1378,
'0:0:1.3,1389,
'0:0:1.35,1401,
'0:0:1.4,1417,
'0:0:1.45,1432,
'0:0:1.5,1449,
'0:0:1.55,1465,
'0:0:1.6,1482,
'0:0:1.65,1498,
'0:0:1.7,1515,
'0:0:1.75,1529,
'0:0:1.8,1547,
'0:0:1.85,1566,
'0:0:1.9,1587,
'0:0:1.95,1605,
'0:0:2.0,1624,
'0:0:2.05,1645,
'0:0:2.1,1667,
'0:0:2.15,1687,
'0:0:2.2,1710,
'0:0:2.25,1730,
'0:0:2.3,1752,
'0:0:2.35,1772,
'0:0:2.4,1792,
'0:0:2.45,1811,
'0:0:2.5,1832,
'0:0:2.55,1851,
'0:0:2.6,1875,
'0:0:2.65,1898,
'0:0:2.7,1923,
'0:0:2.75,1945,
'0:0:2.8,1969,
'0:0:2.85,1993,
'0:0:2.9,2015,
'0:0:2.95,2031,
'0:0:3.0,2048,
'0:0:3.05,2064,
'0:0:3.1,2081,
'0:0:3.15,2094,
'0:0:3.2,2103,
'0:0:3.25,2108,
'0:0:3.3,2111,
'0:0:3.35,2115,
'0:0:3.4,2119,
'0:0:3.45,2121,
'0:0:3.5,2129,
'0:0:3.55,2141,
'0:0:3.6,2146,
'0:0:3.65,2141,
'0:0:3.7,2131,
'0:0:3.75,2123,
'0:0:3.8,2119,
'0:0:3.85,2119,
'0:0:3.9,2123,
'0:0:3.95,2121,
'0:0:4.0,2103,
'0:0:4.05,2081,
'0:0:4.1,2056,
'0:0:4.15,2034,
'0:0:4.2,2009,
'0:0:4.25,1980,
'0:0:4.3,1942,
'0:0:4.35,1908,
'0:0:4.4,1875,
'0:0:4.45,1848,
'0:0:4.5,1822,
'0:0:4.55,1799,
'0:0:4.6,1772,
'0:0:4.65,1747,
'0:0:4.7,1719,
'0:0:4.75,1696,
'0:0:4.8,1674,
'0:0:4.85,1654,
'0:0:4.9,1634,
'0:0:4.95,1617,
'0:0:5.0,1595,
'0:0:5.05,1575,
'0:0:5.1,1556,
'0:0:5.15,1539,
'0:0:5.2,1522,
'0:0:5.25,1510,
'0:0:5.3,1499,
'0:0:5.35,1484,
'0:0:5.4,1460,
'0:0:5.45,1442,
'0:0:5.5,1427,
'0:0:5.55,1413,
'0:0:5.6,1401,
'0:0:5.65,1391,
'0:0:5.7,1383,
'0:0:5.75,1377,
'0:0:5.8,1372,
'0:0:5.85,1371,
'0:0:5.9,1374,
'0:0:5.95,1375,
'0:0:6.0,1371,
'0:0:6.05,1361,
'0:0:6.1,1353,
'0:0:6.15,1354,
'0:0:6.2,1357,
'0:0:6.25,1355,
'0:0:6.3,1352,
'0:0:6.35,1351,
'0:0:6.4,1347,
'0:0:6.45,1337,
'0:0:6.5,1326,
'0:0:6.55,1326,
'0:0:6.6,1331,
'0:0:6.65,1329,
'0:0:6.7,1325,
'0:0:6.75,1327,
'0:0:6.8,1331,
'0:0:6.85,1329,
'0:0:6.9,1329,
'0:0:6.95,1331,
'0:0:7.0,1332,
'0:0:7.05,1335,
'0:0:7.1,1343,
'0:0:7.15,1347,
'0:0:7.2,1345,
'0:0:7.25,1346,
'0:0:7.3,1345,
'0:0:7.35,1339,
'0:0:7.4,1337,
'0:0:7.45,1340,
'0:0:7.5,1341,
'0:0:7.55,1341,
'0:0:7.6,1342,
'0:0:7.65,1342,
'0:0:7.7,1344,
'0:0:7.75,1348,
'0:0:7.8,1356,
'0:0:7.85,1360,
'0:0:7.9,1358,
'0:0:7.95,1356,
'0:0:8.0,1354,
'0:0:8.05,1351,
'0:0:8.1,1347,
'0:0:8.15,1348,
'0:0:8.2,1351,
'0:0:8.25,1352,
'0:0:8.3,1350,
'0:0:8.35,1347,
'0:0:8.4,1349,
'0:0:8.45,1352,
'0:0:8.5,1356,
'0:0:8.55,1364,
'0:0:8.6,1369,
'0:0:8.65,1362,
'0:0:8.7,1355,
'0:0:8.75,1355,
'0:0:8.8,1353,
'0:0:8.85,1351,
'0:0:8.9,1355,
'0:0:8.95,1356,
'0:0:9.0,1353,
'0:0:9.05,1350,
'0:0:9.1,1349,
'0:0:9.15,1351,
'0:0:9.2,1358,
'0:0:9.25,1363,
'0:0:9.3,1368,
'0:0:9.35,1373,
'0:0:9.4,1371,
'0:0:9.45,1364,
'0:0:9.5,1356,
'0:0:9.55,1354,
'0:0:9.6,1358,
'0:0:9.65,1363,
'0:0:9.7,1365,
'0:0:9.75,1369,
