,Experiment name:,Sample experiment
Duration:,1 0,
Rate:,20 per second,
Sensors:,Respiration (ID 1  Exp 1),
Range:,Arb,
Units:,Arb,
Time,Count,
'-0:0:0.0,1207,
'0:0:0.05,1208,
'0:0:0.1,1217,
'0:0:0.15,1233,
'0:0:0.2,1261,
'0:0:0.25,1303,
'0:0:0.3,1333,
'0:0:0.35,1331,
'0:0:0.4,1381,
'0:0:0.45,1472,
'0:0:0.5,1532,
'0:0:0.55,1531,
'0:0:0.6,1503,
'0:0:0.65,1496,
'0:0:0.7,1511,
'0:0:0.75,1542,
'0:0:0.8,1593,
'0:0:0.85,1638,
'0:0:0.9,1665,
'0:0:0.95,1696,
'0:0:1.0,1750,
'0:0:1.05,1845,
'0:0:1.1,1918,
'0:0:1.15,1846,
'0:0:1.2,1823,
'0:0:1.25,1936,
'0:0:1.3,2025,
'0:0:1.35,2028,
'0:0:1.4,2003,
'0:0:1.45,1997,
'0:0:1.5,2001,
'0:0:1.55,2004,
'0:0:1.6,2018,
'0:0:1.65,2036,
'0:0:1.7,2051,
'0:0:1.75,2064,
'0:0:1.8,2074,
'0:0:1.85,2098,
'0:0:1.9,2135,
'0:0:1.95,2184,
'0:0:2.0,2188,
'0:0:2.05,2182,
'0:0:2.1,2246,
'0:0:2.15,2310,
'0:0:2.2,2315,
'0:0:2.25,2264,
'0:0:2.3,2211,
'0:0:2.35,2174,
'0:0:2.4,2167,
'0:0:2.45,2202,
'0:0:2.5,2256,
'0:0:2.55,2292,
'0:0:2.6,2344,
'0:0:2.65,2437,
'0:0:2.7,2578,
'0:0:2.75,2649,
'0:0:2.8,2644,
'0:0:2.85,2667,
'0:0:2.9,2715,
'0:0:2.95,2688,
'0:0:3.0,2591,
'0:0:3.05,2502,
'0:0:3.1,2405,
'0:0:3.15,2328,
'0:0:3.2,2263,
'0:0:3.25,2208,
'0:0:3.3,2142,
'0:0:3.35,2070,
'0:0:3.4,1992,
'0:0:3.45,1925,
'0:0:3.5,1893,
'0:0:3.55,1908,
'0:0:3.6,1851,
'0:0:3.65,1770,
'0:0:3.7,1747,
'0:0:3.75,1750,
'0:0:3.8,1743,
'0:0:3.85,1692,
'0:0:3.9,1628,
'0:0:3.95,1569,
'0:0:4.0,1508,
'0:0:4.05,1481,
'0:0:4.1,1462,
'0:0:4.15,1438,
'0:0:4.2,1401,
'0:0:4.25,1376,
'0:0:4.3,1397,
'0:0:4.35,1462,
'0:0:4.4,1488,
'0:0:4.45,1408,
'0:0:4.5,1397,
'0:0:4.55,1528,
'0:0:4.6,1594,
'0:0:4.65,1548,
'0:0:4.7,1512,
'0:0:4.75,1504,
'0:0:4.8,1490,
'0:0:4.85,1473,
'0:0:4.9,1461,
'0:0:4.95,1449,
'0:0:5.0,1418,
'0:0:5.05,1379,
'0:0:5.1,1371,
'0:0:5.15,1414,
'0:0:5.2,1380,
'0:0:5.25,1304,
'0:0:5.3,1303,
'0:0:5.35,1354,
'0:0:5.4,1395,
'0:0:5.45,1350,
'0:0:5.5,1272,
'0:0:5.55,1243,
'0:0:5.6,1250,
'0:0:5.65,1261,
'0:0:5.7,1247,
'0:0:5.75,1222,
'0:0:5.8,1218,
'0:0:5.85,1261,
'0:0:5.9,1329,
'0:0:5.95,1270,
'0:0:6.0,1186,
'0:0:6.05,1291,
'0:0:6.1,1405,
'0:0:6.15,1373,
'0:0:6.2,1320,
'0:0:6.25,1295,
'0:0:6.3,1251,
'0:0:6.35,1220,
'0:0:6.4,1224,
'0:0:6.45,1242,
'0:0:6.5,1250,
'0:0:6.55,1246,
'0:0:6.6,1283,
'0:0:6.65,1296,
'0:0:6.7,1211,
'0:0:6.75,1177,
'0:0:6.8,1239,
'0:0:6.85,1286,
'0:0:6.9,1324,
'0:0:6.95,1379,
'0:0:7.0,1421,
'0:0:7.05,1408,
'0:0:7.1,1368,
'0:0:7.15,1366,
'0:0:7.2,1397,
'0:0:7.25,1406,
'0:0:7.3,1400,
'0:0:7.35,1411,
'0:0:7.4,1454,
'0:0:7.45,1533,
'0:0:7.5,1532,
'0:0:7.55,1452,
'0:0:7.6,1497,
'0:0:7.65,1626,
'0:0:7.7,1708,
'0:0:7.75,1744,
'0:0:7.8,1770,
'0:0:7.85,1763,
'0:0:7.9,1733,
'0:0:7.95,1734,
'0:0:8.0,1779,
'0:0:8.05,1825,
'0:0:8.1,1875,
'0:0:8.15,1936,
'0:0:8.2,2010,
'0:0:8.25,2079,
'0:0:8.3,2099,
'0:0:8.35,2044,
'0:0:8.4,2028,
'0:0:8.45,2078,
'0:0:8.5,2170,
'0:0:8.55,2250,
'0:0:8.6,2261,
'0:0:8.65,2228,
'0:0:8.7,2200,
'0:0:8.75,2208,
'0:0:8.8,2257,
'0:0:8.85,2304,
'0:0:8.9,2347,
'0:0:8.95,2394,
'0:0:9.0,2460,
'0:0:9.05,2542,
'0:0:9.1,2575,
'0:0:9.15,2524,
'0:0:9.2,2536,
'0:0:9.25,2604,
'0:0:9.3,2639,
'0:0:9.35,2623,
'0:0:9.4,2556,
'0:0:9.45,2479,
'0:0:9.5,2398,
'0:0:9.55,2376,
'0:0:9.6,2424,
'0:0:9.65,2436,
'0:0:9.7,2380,
'0:0:9.75,2313,
