Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	QVAR [LSB]	
3491	80	-176	17008	4.880	-10.736	1037.488	-336	
8478	128	-208	16992	7.808	-12.688	1036.512	-288	
13465	144	-208	17024	8.784	-12.688	1038.464	-304	
18453	112	-192	17056	6.832	-11.712	1040.416	-304	
23438	176	-192	17024	10.736	-11.712	1038.464	-320	
28424	112	-176	16992	6.832	-10.736	1036.512	-304	
33413	64	-240	17024	3.904	-14.640	1038.464	-320	
38400	80	-192	17024	4.880	-11.712	1038.464	-288	
43388	48	-224	17040	2.928	-13.664	1039.440	-288	
48375	112	-176	16992	6.832	-10.736	1036.512	-240	
53362	112	-192	16928	6.832	-11.712	1032.608	-256	
58349	112	-224	16992	6.832	-13.664	1036.512	-240	
63336	48	-224	16992	2.928	-13.664	1036.512	-288	
68322	64	-208	16992	3.904	-12.688	1036.512	-240	
73310	112	-144	17008	6.832	-8.784	1037.488	-272	
78297	48	-176	17040	2.928	-10.736	1039.440	-256	
83285	96	-192	16976	5.856	-11.712	1035.536	-288	
88271	144	-192	16992	8.784	-11.712	1036.512	-272	
93258	80	-144	17008	4.880	-8.784	1037.488	-272	
98245	128	-224	16864	7.808	-13.664	1028.704	-304	
103232	80	-240	16992	4.880	-14.640	1036.512	-272	
108220	64	-256	16896	3.904	-15.616	1030.656	-304	
113206	48	-256	17024	2.928	-15.616	1038.464	-304	
118193	96	-208	17200	5.856	-12.688	1049.200	-288	
123180	144	-256	17216	8.784	-15.616	1050.176	-304	
128166	128	-208	17136	7.808	-12.688	1045.296	-272	
133153	176	-208	17136	10.736	-12.688	1045.296	-288	
138140	224	-144	16992	13.664	-8.784	1036.512	-304	
143126	176	-176	16992	10.736	-10.736	1036.512	-288	
148113	128	-224	17008	7.808	-13.664	1037.488	-288	
153099	64	-256	17008	3.904	-15.616	1037.488	-272	
158086	32	-240	16928	1.952	-14.640	1032.608	-272	
163071	32	-256	16960	1.952	-15.616	1034.560	-272	
168059	0	-192	16976	0.000	-11.712	1035.536	-336	
173047	48	-224	16960	2.928	-13.664	1034.560	-288	
178034	144	-176	17024	8.784	-10.736	1038.464	-304	
183020	192	-208	17008	11.712	-12.688	1037.488	-288	
188006	128	-192	17056	7.808	-11.712	1040.416	-272	
192993	128	-240	17056	7.808	-14.640	1040.416	-288	
197978	128	-160	17056	7.808	-9.760	1040.416	-272	
202965	80	-192	17056	4.880	-11.712	1040.416	-256	
207952	80	-240	17024	4.880	-14.640	1038.464	-304	
212939	80	-176	16992	4.880	-10.736	1036.512	-288	
217926	64	-224	16928	3.904	-13.664	1032.608	-320	
222913	80	-240	16960	4.880	-14.640	1034.560	-336	
227899	96	-192	16912	5.856	-11.712	1031.632	-272	
232887	144	-240	17024	8.784	-14.640	1038.464	-304	
237873	144	-144	17024	8.784	-8.784	1038.464	-336	
242860	192	-192	17056	11.712	-11.712	1040.416	-320	
247847	80	-176	17056	4.880	-10.736	1040.416	-304	
252834	144	-144	17040	8.784	-8.784	1039.440	-320	
257821	160	-256	17040	9.760	-15.616	1039.440	-336	
262807	64	-224	17008	3.904	-13.664	1037.488	-336	
267795	96	-192	16992	5.856	-11.712	1036.512	-288	
272783	64	-208	16976	3.904	-12.688	1035.536	-304	
277770	64	-192	16960	3.904	-11.712	1034.560	-336	
282757	112	-224	17024	6.832	-13.664	1038.464	-304	
287744	96	-176	17024	5.856	-10.736	1038.464	-288	
292729	128	-240	17056	7.808	-14.640	1040.416	-304	
297718	112	-208	17056	6.832	-12.688	1040.416	-304	
302705	176	-208	17008	10.736	-12.688	1037.488	-288	
307692	176	-160	17008	10.736	-9.760	1037.488	-320	
312679	128	-240	17024	7.808	-14.640	1038.464	-304	
317665	80	-256	17008	4.880	-15.616	1037.488	-256	
322650	48	-256	16992	2.928	-15.616	1036.512	-304	
327638	48	-256	16960	2.928	-15.616	1034.560	-272	
332624	48	-256	16928	2.928	-15.616	1032.608	-272	
337612	64	-256	16992	3.904	-15.616	1036.512	-272	
342598	96	-240	17056	5.856	-14.640	1040.416	-304	
347584	128	-272	17104	7.808	-16.592	1043.344	-272	
352571	192	-256	17008	11.712	-15.616	1037.488	-256	
357557	96	-208	17024	5.856	-12.688	1038.464	-272	
362544	128	-176	16992	7.808	-10.736	1036.512	-272	
367531	128	-224	16992	7.808	-13.664	1036.512	-288	
372518	160	-224	17008	9.760	-13.664	1037.488	-272	
377506	48	-256	16960	2.928	-15.616	1034.560	-240	
382493	112	-256	16928	6.832	-15.616	1032.608	-288	
387479	32	-208	16976	1.952	-12.688	1035.536	-288	
392466	64	-176	17008	3.904	-10.736	1037.488	-272	
397453	80	-240	17008	4.880	-14.640	1037.488	-272	
402439	144	-160	17008	8.784	-9.760	1037.488	-288	
407428	144	-144	17056	8.784	-8.784	1040.416	-288	
412413	160	-160	17008	9.760	-9.760	1037.488	-304	
417400	128	-192	17024	7.808	-11.712	1038.464	-288	
422385	80	-192	17040	4.880	-11.712	1039.440	-272	
427372	96	-176	16960	5.856	-10.736	1034.560	-288	
432359	80	-160	16960	4.880	-9.760	1034.560	-272	
437346	96	-224	16992	5.856	-13.664	1036.512	-256	
442333	96	-176	16992	5.856	-10.736	1036.512	-272	
447319	96	-192	16992	5.856	-11.712	1036.512	-256	
452305	48	-224	17040	2.928	-13.664	1039.440	-288	
457289	128	-192	16976	7.808	-11.712	1035.536	-256	
462278	160	-160	17040	9.760	-9.760	1039.440	-256	
467265	80	-176	17008	4.880	-10.736	1037.488	-272	
472251	80	-208	16992	4.880	-12.688	1036.512	-320	
477238	64	-224	17056	3.904	-13.664	1040.416	-304	
482224	96	-192	16992	5.856	-11.712	1036.512	-240	
487209	128	-208	17008	7.808	-12.688	1037.488	-288	
492196	64	-224	17008	3.904	-13.664	1037.488	-256	
497182	112	-224	16992	6.832	-13.664	1036.512	-288	
502169	112	-208	16992	6.832	-12.688	1036.512	-288	
