Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	QVAR [LSB]	
60145	-368	-64	15584	-22.448	-3.904	950.624	-1664	
219402	-400	0	15616	-24.400	0.000	952.576	-1632	
378651	-400	-48	15600	-24.400	-2.928	951.600	-1648	
537897	-368	-48	15584	-22.448	-2.928	950.624	-1680	
697144	-400	-80	15568	-24.400	-4.880	949.648	-1696	
856397	-352	-64	15536	-21.472	-3.904	947.696	-1664	
1015641	-400	-96	15568	-24.400	-5.856	949.648	-1648	
1174887	-400	-112	15552	-24.400	-6.832	948.672	-1648	
1334136	-400	-64	15520	-24.400	-3.904	946.720	-1680	
1493377	-400	-64	15552	-24.400	-3.904	948.672	-1696	
1652623	-352	-64	15552	-21.472	-3.904	948.672	-1664	
1811867	-352	-112	15600	-21.472	-6.832	951.600	-1648	
1971115	-400	-64	15552	-24.400	-3.904	948.672	-1680	
2130370	-400	-96	15568	-24.400	-5.856	949.648	-1680	
2289624	-400	-64	15536	-24.400	-3.904	947.696	-1664	
2448873	-368	-96	15552	-22.448	-5.856	948.672	-1648	
2608120	-384	-128	15536	-23.424	-7.808	947.696	-1632	
2767367	-432	-96	15536	-26.352	-5.856	947.696	-1632	
2926615	-384	-64	15552	-23.424	-3.904	948.672	-1664	
3085858	-400	-48	15552	-24.400	-2.928	948.672	-1696	
3245103	-352	-80	15584	-21.472	-4.880	950.624	-1664	
3404344	-400	-16	15584	-24.400	-0.976	950.624	-1632	
3563588	-400	-48	15584	-24.400	-2.928	950.624	-1648	
3722828	-352	-48	15552	-21.472	-2.928	948.672	-1648	
3882071	-352	-64	15552	-21.472	-3.904	948.672	-1664	
4041313	-400	-96	15552	-24.400	-5.856	948.672	-1696	
4200552	-368	-96	15552	-22.448	-5.856	948.672	-1616	
4359793	-400	-48	15568	-24.400	-2.928	949.648	-1632	
4519027	-400	-96	15584	-24.400	-5.856	950.624	-1664	
4678266	-368	-80	15584	-22.448	-4.880	950.624	-1632	
4837509	-400	-48	15584	-24.400	-2.928	950.624	-1664	
4996750	-368	-64	15568	-22.448	-3.904	949.648	-1696	
5155994	-368	-80	15584	-22.448	-4.880	950.624	-1664	
5315235	-368	-80	15568	-22.448	-4.880	949.648	-1680	
5474480	-400	-112	15584	-24.400	-6.832	950.624	-1616	
5633724	-400	-32	15568	-24.400	-1.952	949.648	-1632	
5792970	-368	-96	15600	-22.448	-5.856	951.600	-1712	
5952212	-352	-64	15552	-21.472	-3.904	948.672	-1664	
6111454	-416	-96	15584	-25.376	-5.856	950.624	-1648	
6270694	-336	-96	15584	-20.496	-5.856	950.624	-1664	
6429937	-400	-48	15584	-24.400	-2.928	950.624	-1696	
6589179	-432	-48	15552	-26.352	-2.928	948.672	-1664	
6748426	-384	-128	15568	-23.424	-7.808	949.648	-1632	
6907669	-416	-64	15568	-25.376	-3.904	949.648	-1680	
7066915	-352	-64	15584	-21.472	-3.904	950.624	-1664	
7226163	-400	-112	15584	-24.400	-6.832	950.624	-1664	
7385405	-400	-48	15584	-24.400	-2.928	950.624	-1664	
7544646	-336	-80	15584	-20.496	-4.880	950.624	-1664	
7703888	-352	-96	15584	-21.472	-5.856	950.624	-1632	
7863131	-368	-64	15568	-22.448	-3.904	949.648	-1664	
8022363	-400	-48	15584	-24.400	-2.928	950.624	-1680	
8181604	-368	-64	15552	-22.448	-3.904	948.672	-1680	
8340846	-400	-80	15536	-24.400	-4.880	947.696	-1664	
8500083	-368	-48	15584	-22.448	-2.928	950.624	-1664	
8659326	-400	-64	15520	-24.400	-3.904	946.720	-1648	
8818565	-368	-64	15600	-22.448	-3.904	951.600	-1680	
8977812	-384	-64	15584	-23.424	-3.904	950.624	-1664	
9137054	-384	-16	15584	-23.424	-0.976	950.624	-1632	
9296297	-400	-80	15584	-24.400	-4.880	950.624	-1632	
9455542	-368	-96	15584	-22.448	-5.856	950.624	-1632	
9614779	-336	-48	15536	-20.496	-2.928	947.696	-1648	
9774020	-368	-96	15552	-22.448	-5.856	948.672	-1680	
9933264	-352	-64	15584	-21.472	-3.904	950.624	-1664	
10092504	-400	-48	15536	-24.400	-2.928	947.696	-1664	
10251742	-400	-112	15552	-24.400	-6.832	948.672	-1632	
10410977	-400	-96	15600	-24.400	-5.856	951.600	-1664	
10570205	-400	-64	15552	-24.400	-3.904	948.672	-1680	
10729434	-352	-64	15584	-21.472	-3.904	950.624	-1664	
10888662	-416	-64	15504	-25.376	-3.904	945.744	-1648	
11047899	-384	-80	15552	-23.424	-4.880	948.672	-1664	
11207132	-400	-32	15536	-24.400	-1.952	947.696	-1680	
11366365	-368	-80	15520	-22.448	-4.880	946.720	-1680	
11525608	-400	-96	15584	-24.400	-5.856	950.624	-1648	
11684846	-384	-112	15568	-23.424	-6.832	949.648	-1680	
11844081	-368	-80	15536	-22.448	-4.880	947.696	-1664	
12003315	-336	-48	15520	-20.496	-2.928	946.720	-1664	
12162553	-368	-96	15584	-22.448	-5.856	950.624	-1696	
12321788	-352	-80	15616	-21.472	-4.880	952.576	-1648	
12481028	-400	-96	15584	-24.400	-5.856	950.624	-1664	
12640264	-400	-80	15616	-24.400	-4.880	952.576	-1664	
12799500	-336	-64	15536	-20.496	-3.904	947.696	-1664	
12958735	-384	-48	15552	-23.424	-2.928	948.672	-1696	
13117967	-400	-64	15552	-24.400	-3.904	948.672	-1696	
13277202	-368	-48	15552	-22.448	-2.928	948.672	-1648	
13436441	-320	-80	15568	-19.520	-4.880	949.648	-1664	
13595677	-384	-96	15584	-23.424	-5.856	950.624	-1680	
13754911	-368	-80	15536	-22.448	-4.880	947.696	-1696	
13914147	-384	-64	15600	-23.424	-3.904	951.600	-1696	
14073384	-416	-32	15584	-25.376	-1.952	950.624	-1664	
14232620	-400	-64	15584	-24.400	-3.904	950.624	-1696	
14391859	-368	-112	15568	-22.448	-6.832	949.648	-1648	
14551093	-400	-48	15584	-24.400	-2.928	950.624	-1664	
14710327	-352	-64	15552	-21.472	-3.904	948.672	-1648	
14869566	-320	-80	15552	-19.520	-4.880	948.672	-1664	
15028801	-400	-64	15584	-24.400	-3.904	950.624	-1664	
15188038	-352	-96	15584	-21.472	-5.856	950.624	-1680	
15347274	-384	-64	15552	-23.424	-3.904	948.672	-1664	
15506519	-400	-64	15568	-24.400	-3.904	949.648	-1664	
