Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	QVAR [LSB]	
3471	-640	-256	16896	-39.040	-15.616	1030.656	464	
8455	-688	-240	17008	-41.968	-14.640	1037.488	464	
13438	-656	-256	17008	-40.016	-15.616	1037.488	480	
18422	-592	-208	16912	-36.112	-12.688	1031.632	432	
23406	-688	-256	17024	-41.968	-15.616	1038.464	432	
28389	-640	-256	17024	-39.040	-15.616	1038.464	464	
33374	-656	-256	16928	-40.016	-15.616	1032.608	448	
38358	-608	-288	16880	-37.088	-17.568	1029.680	464	
43342	-640	-256	17008	-39.040	-15.616	1037.488	432	
48325	-688	-320	16992	-41.968	-19.520	1036.512	464	
53308	-608	-288	16896	-37.088	-17.568	1030.656	448	
58294	-704	-192	17056	-42.944	-11.712	1040.416	480	
63279	-592	-256	17056	-36.112	-15.616	1040.416	464	
68264	-640	-304	16944	-39.040	-18.544	1033.584	448	
73247	-640	-256	16880	-39.040	-15.616	1029.680	432	
78233	-608	-320	16960	-37.088	-19.520	1034.560	464	
83217	-640	-304	16960	-39.040	-18.544	1034.560	464	
88201	-672	-288	16960	-40.992	-17.568	1034.560	416	
93185	-640	-256	16960	-39.040	-15.616	1034.560	496	
98169	-656	-256	17024	-40.016	-15.616	1038.464	464	
103154	-640	-240	16960	-39.040	-14.640	1034.560	464	
108138	-656	-256	16928	-40.016	-15.616	1032.608	432	
113122	-624	-288	16944	-38.064	-17.568	1033.584	432	
118106	-640	-288	16992	-39.040	-17.568	1036.512	448	
123090	-624	-256	16992	-38.064	-15.616	1036.512	464	
128074	-624	-256	17008	-38.064	-15.616	1037.488	448	
133057	-656	-160	16960	-40.016	-9.760	1034.560	400	
138041	-624	-256	16992	-38.064	-15.616	1036.512	448	
143024	-704	-192	16928	-42.944	-11.712	1032.608	496	
148007	-688	-272	16944	-41.968	-16.592	1033.584	480	
152992	-672	-304	16896	-40.992	-18.544	1030.656	416	
157975	-704	-160	16960	-42.944	-9.760	1034.560	480	
162960	-624	-192	16944	-38.064	-11.712	1033.584	432	
167944	-656	-224	16944	-40.016	-13.664	1033.584	448	
172927	-656	-256	16992	-40.016	-15.616	1036.512	464	
177910	-608	-288	16992	-37.088	-17.568	1036.512	400	
182894	-640	-224	16928	-39.040	-13.664	1032.608	432	
187878	-576	-304	16928	-35.136	-18.544	1032.608	416	
192862	-656	-256	16880	-40.016	-15.616	1029.680	464	
197846	-656	-288	16960	-40.016	-17.568	1034.560	448	
202830	-624	-256	16992	-38.064	-15.616	1036.512	448	
207815	-672	-256	16992	-40.992	-15.616	1036.512	432	
212798	-656	-256	16960	-40.016	-15.616	1034.560	448	
217783	-608	-336	16880	-37.088	-20.496	1029.680	448	
222767	-624	-256	16976	-38.064	-15.616	1035.536	448	
227751	-624	-288	17040	-38.064	-17.568	1039.440	400	
232734	-672	-288	16960	-40.992	-17.568	1034.560	368	
237718	-672	-256	16928	-40.992	-15.616	1032.608	400	
242701	-640	-304	17024	-39.040	-18.544	1038.464	416	
247685	-688	-256	16960	-41.968	-15.616	1034.560	416	
252670	-704	-256	16896	-42.944	-15.616	1030.656	432	
257653	-656	-304	16880	-40.016	-18.544	1029.680	448	
262638	-608	-256	16992	-37.088	-15.616	1036.512	400	
267622	-624	-240	17040	-38.064	-14.640	1039.440	448	
272604	-672	-240	16928	-40.992	-14.640	1032.608	496	
277589	-640	-288	16960	-39.040	-17.568	1034.560	464	
282574	-640	-256	16992	-39.040	-15.616	1036.512	464	
287557	-736	-224	16896	-44.896	-13.664	1030.656	432	
292540	-672	-304	16848	-40.992	-18.544	1027.728	464	
297525	-656	-240	16896	-40.016	-14.640	1030.656	464	
302508	-656	-240	17056	-40.016	-14.640	1040.416	432	
307493	-640	-240	16928	-39.040	-14.640	1032.608	448	
312478	-624	-256	16896	-38.064	-15.616	1030.656	464	
317463	-656	-208	16992	-40.016	-12.688	1036.512	432	
322447	-608	-224	16976	-37.088	-13.664	1035.536	448	
327431	-688	-256	16912	-41.968	-15.616	1031.632	448	
332415	-656	-320	16896	-40.016	-19.520	1030.656	480	
337398	-640	-256	16992	-39.040	-15.616	1036.512	480	
342381	-624	-240	17056	-38.064	-14.640	1040.416	464	
347365	-608	-256	16960	-37.088	-15.616	1034.560	464	
