A_X [mg]	A_Y [mg]	A_Z [mg]	
-1136	0	0
-1168	0	0
-1168	0	0
-1168	0	0
-1168	0	0
-1152	0	0
-1184	0	0
-1184	0	0
-1168	0	0
-1168	0	0
-1136	0	0
-1136	0	0
-1152	0	0
-1152	0	0
-1168	0	0
-1168	0	0
-1184	0	0
-1184	0	0
-1152	0	0
-1120	0	0
-1120	0	0
-1120	0	0
-1120	0	0
-1152	0	0
-1120	0	0
-1152	0	0
-1136	0	0
-1136	0	0
-1136	0	0
-1168	0	0
-1168	0	0
-1136	0	0
-1152	0	0
-1136	0	0
-1184	0	0
-1184	0	0
-1168	0	0
-1152	0	0
-1136	0	0
-1200	0	0
-1168	0	0
-1168	0	0
-1168	0	0
-1184	0	0
-1168	0	0
-1184	0	0
-1120	0	0
-1168	0	0
-1152	0	0
-1168	0	0
-1152	0	0
-1136	0	0
-1184	0	0
-1152	0	0
-1184	0	0
-1168	0	0
-1184	0	0
-1200	0	0
-1168	0	0
-1216	0	0
-1200	0	0
-1200	0	0
-1216	0	0
-1200	0	0
-1152	0	0
-1232	0	0
-1184	0	0
-1184	0	0
-1168	0	0
-1184	0	0
-1152	0	0
-1184	0	0
-1168	0	0
-1184	0	0
-1168	0	0
-1216	0	0
-1216	0	0
-1184	0	0
-1168	0	0
-1152	0	0
-1184	0	0
-1200	0	0
-1168	0	0
-1168	0	0
-1184	0	0
-1152	0	0
-1184	0	0
-1184	0	0
-1152	0	0
-1184	0	0
-1168	0	0
-1200	0	0
-1168	0	0
-1168	0	0
-1184	0	0
-1216	0	0
-1152	0	0
-1168	0	0
-1168	0	0
-1168	0	0
-1168	0	0
-1168	0	0
-1152	0	0
-1184	0	0
-1168	0	0
-1152	0	0
-1152	0	0
-1168	0	0
-1152	0	0
-1184	0	0
-1168	0	0
-1152	0	0
-1136	0	0
-1152	0	0
-1184	0	0
-1168	0	0
-1168	0	0
-1168	0	0
-1184	0	0
-1152	0	0
-1168	0	0
-1152	0	0
-1200	0	0
-1168	0	0
-1152	0	0
-1152	0	0
-1200	0	0
-1152	0	0
-1136	0	0
-1152	0	0
-1168	0	0
-1200	0	0
-1184	0	0
-1200	0	0
-1184	0	0
-1200	0	0
-1152	0	0
-1168	0	0
-1120	0	0
-1136	0	0
-1104	0	0
-1120	0	0
-1136	0	0
-1200	0	0
-1152	0	0
-1136	0	0
-1120	0	0
-1168	0	0
-1152	0	0
-1200	0	0
-1168	0	0
-1136	0	0
-1184	0	0
-1136	0	0
-1184	0	0
-1184	0	0
-1184	0	0
-1184	0	0
-1168	0	0
-1168	0	0
-1136	0	0
-1152	0	0
-1168	0	0
-1200	0	0
-1168	0	0
-1168	0	0
-1168	0	0
-1168	0	0
-1152	0	0
-1216	0	0
-1184	0	0
-1216	0	0
-1152	0	0
-1184	0	0
-1168	0	0
-1152	0	0
-1200	0	0
-1200	0	0
-1200	0	0
-1200	0	0
-1200	0	0
-1152	0	0
-1168	0	0
-1168	0	0
-1184	0	0
-1152	0	0
-1152	0	0
-1184	0	0
-1200	0	0
-1200	0	0
-1200	0	0
-1184	0	0
-1168	0	0
-1168	0	0
-1136	0	0
-1168	0	0
-1184	0	0
-1152	0	0
-1216	0	0
-1120	0	0
-1168	0	0
-1168	0	0
-1152	0	0
-1168	0	0
-1200	0	0
-1168	0	0
-1168	0	0
-1184	0	0
-1200	0	0
-1168	0	0
-1184	0	0
-1184	0	0
-1200	0	0
-1168	0	0
-1136	0	0
-1168	0	0
-1200	0	0
-1136	0	0
-1152	0	0
-1168	0	0
-1168	0	0
-1152	0	0
-1136	0	0
-1136	0	0
-1168	0	0
-1184	0	0
-1168	0	0
-1168	0	0
-1184	0	0
-1184	0	0
-1136	0	0
-1152	0	0
-1152	0	0
-1168	0	0
-1184	0	0
-1168	0	0
-1168	0	0
-1184	0	0
-1168	0	0
-1168	0	0
-1168	0	0
-1152	0	0
-1152	0	0
-1152	0	0
-1184	0	0
-1184	0	0
-1168	0	0
-1136	0	0
-1200	0	0
-1168	0	0
-1184	0	0
-1168	0	0
-1152	0	0
-1200	0	0
-1216	0	0
-1168	0	0
-1184	0	0
-1168	0	0
-1152	0	0
-1120	0	0
-1120	0	0
-1136	0	0
-1136	0	0
-1072	0	0
-1120	0	0
-1168	0	0
-1120	0	0
