,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,380,770
'0:0:0.05,356,788
'0:0:0.1,297,807
'0:0:0.15,264,830
'0:0:0.2,237,889
'0:0:0.25,233,938
'0:0:0.3,267,1000
'0:0:0.35,323,997
'0:0:0.4,372,977
'0:0:0.45,395,1018
'0:0:0.5,376,1025
'0:0:0.55,323,1019
'0:0:0.6,297,1032
'0:0:0.65,320,1019
'0:0:0.7,403,976
'0:0:0.75,450,934
'0:0:0.8,419,922
'0:0:0.85,392,941
'0:0:0.9,377,918
'0:0:0.95,363,870
'0:0:1.0,352,841
'0:0:1.05,344,815
'0:0:1.1,340,792
'0:0:1.15,336,806
'0:0:1.2,339,822
'0:0:1.25,341,811
'0:0:1.3,380,798
'0:0:1.35,447,772
'0:0:1.4,449,752
'0:0:1.45,419,755
'0:0:1.5,404,743
'0:0:1.55,366,732
'0:0:1.6,293,733
'0:0:1.65,317,716
'0:0:1.7,348,716
'0:0:1.75,358,741
'0:0:1.8,366,743
'0:0:1.85,357,773
'0:0:1.9,354,805
'0:0:1.95,358,778
'0:0:2.0,392,745
'0:0:2.05,430,720
'0:0:2.1,406,694
'0:0:2.15,372,698
'0:0:2.2,356,718
'0:0:2.25,344,747
'0:0:2.3,359,756
'0:0:2.35,372,725
'0:0:2.4,362,717
'0:0:2.45,359,717
'0:0:2.5,360,700
'0:0:2.55,331,703
'0:0:2.6,325,702
'0:0:2.65,377,673
'0:0:2.7,447,694
'0:0:2.75,453,710
'0:0:2.8,399,710
'0:0:2.85,375,758
'0:0:2.9,383,784
'0:0:2.95,390,776
'0:0:3.0,372,771
'0:0:3.05,347,776
'0:0:3.1,329,799
'0:0:3.15,328,849
'0:0:3.2,339,900
'0:0:3.25,336,960
'0:0:3.3,371,1001
'0:0:3.35,399,1009
'0:0:3.4,391,1041
'0:0:3.45,396,1044
'0:0:3.5,376,1048
'0:0:3.55,342,1086
'0:0:3.6,343,1122
'0:0:3.65,368,1132
'0:0:3.7,390,1190
'0:0:3.75,414,1225
'0:0:3.8,387,1239
'0:0:3.85,353,1318
'0:0:3.9,359,1367
'0:0:3.95,419,1346
'0:0:4.0,408,1339
'0:0:4.05,375,1354
'0:0:4.1,367,1364
'0:0:4.15,367,1377
'0:0:4.2,345,1386
'0:0:4.25,306,1385
'0:0:4.3,315,1369
'0:0:4.35,355,1383
'0:0:4.4,398,1430
'0:0:4.45,380,1444
'0:0:4.5,365,1473
'0:0:4.55,408,1521
'0:0:4.6,431,1537
'0:0:4.65,414,1527
'0:0:4.7,415,1502
'0:0:4.75,365,1534
'0:0:4.8,347,1623
'0:0:4.85,364,1638
'0:0:4.9,359,1620
'0:0:4.95,325,1668
'0:0:5.0,311,1747
'0:0:5.05,311,1799
'0:0:5.1,342,1854
'0:0:5.15,402,1827
'0:0:5.2,403,1745
'0:0:5.25,377,1627
'0:0:5.3,362,1437
'0:0:5.35,354,1319
'0:0:5.4,363,1228
'0:0:5.45,381,1142
'0:0:5.5,386,1077
'0:0:5.55,374,1045
'0:0:5.6,367,1029
'0:0:5.65,374,1066
'0:0:5.7,377,1062
'0:0:5.75,388,1052
'0:0:5.8,399,1134
'0:0:5.85,380,1172
'0:0:5.9,350,1161
'0:0:5.95,337,1138
'0:0:6.0,342,1074
'0:0:6.05,345,998
'0:0:6.1,339,947
'0:0:6.15,335,910
'0:0:6.2,322,893
'0:0:6.25,327,867
'0:0:6.3,318,841
'0:0:6.35,360,839
'0:0:6.4,443,780
'0:0:6.45,441,729
'0:0:6.5,371,721
'0:0:6.55,331,719
'0:0:6.6,325,707
'0:0:6.65,357,716
'0:0:6.7,378,723
'0:0:6.75,371,737
'0:0:6.8,344,793
'0:0:6.85,347,798
'0:0:6.9,351,747
'0:0:6.95,339,716
'0:0:7.0,341,697
'0:0:7.05,387,685
'0:0:7.1,398,699
'0:0:7.15,390,707
'0:0:7.2,366,707
'0:0:7.25,341,696
'0:0:7.3,320,689
'0:0:7.35,334,713
'0:0:7.4,356,696
'0:0:7.45,369,663
'0:0:7.5,354,665
'0:0:7.55,354,670
'0:0:7.6,357,671
'0:0:7.65,392,710
'0:0:7.7,449,730
'0:0:7.75,414,743
'0:0:7.8,367,830
'0:0:7.85,352,888
'0:0:7.9,335,899
'0:0:7.95,341,914
'0:0:8.0,348,938
'0:0:8.05,344,962
'0:0:8.1,332,994
'0:0:8.15,327,1022
'0:0:8.2,328,1104
'0:0:8.25,347,1130
'0:0:8.3,363,1120
'0:0:8.35,412,1159
'0:0:8.4,414,1142
'0:0:8.45,390,1127
'0:0:8.5,374,1161
'0:0:8.55,350,1186
'0:0:8.6,353,1183
'0:0:8.65,376,1174
'0:0:8.7,387,1193
'0:0:8.75,386,1193
'0:0:8.8,365,1216
'0:0:8.85,362,1256
'0:0:8.9,361,1267
'0:0:8.95,385,1274
'0:0:9.0,399,1289
'0:0:9.05,370,1319
'0:0:9.1,357,1371
'0:0:9.15,355,1426
'0:0:9.2,346,1437
'0:0:9.25,350,1455
'0:0:9.3,361,1488
'0:0:9.35,356,1471
'0:0:9.4,353,1465
'0:0:9.45,346,1473
'0:0:9.5,353,1451
'0:0:9.55,378,1442
'0:0:9.6,412,1442
'0:0:9.65,414,1437
'0:0:9.7,415,1466
'0:0:9.75,421,1456
'0:0:9.8,387,1459
'0:0:9.85,356,1544
'0:0:9.9,361,1620
'0:0:9.95,346,1624
'0:0:10.0,327,1578
'0:0:10.05,325,1527
'0:0:10.1,330,1458
