,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,371,759
'0:0:0.05,322,780
'0:0:0.1,300,827
'0:0:0.15,305,891
'0:0:0.2,309,969
'0:0:0.25,306,1014
'0:0:0.3,298,993
'0:0:0.35,294,1004
'0:0:0.4,334,1027
'0:0:0.45,422,1035
'0:0:0.5,425,1049
'0:0:0.55,382,1050
'0:0:0.6,362,1029
'0:0:0.65,358,1043
'0:0:0.7,376,1045
'0:0:0.75,377,1056
'0:0:0.8,350,1125
'0:0:0.85,353,1147
'0:0:0.9,351,1108
'0:0:0.95,362,1085
'0:0:1.0,401,1092
'0:0:1.05,381,1116
'0:0:1.1,350,1171
'0:0:1.15,331,1217
'0:0:1.2,315,1261
'0:0:1.25,324,1318
'0:0:1.3,332,1327
'0:0:1.35,313,1331
'0:0:1.4,338,1332
'0:0:1.45,376,1332
'0:0:1.5,411,1354
'0:0:1.55,405,1347
'0:0:1.6,374,1335
'0:0:1.65,397,1302
'0:0:1.7,398,1256
'0:0:1.75,376,1296
'0:0:1.8,380,1368
'0:0:1.85,386,1400
'0:0:1.9,381,1398
'0:0:1.95,341,1425
'0:0:2.0,315,1478
'0:0:2.05,378,1551
'0:0:2.1,410,1615
'0:0:2.15,384,1644
'0:0:2.2,347,1680
'0:0:2.25,330,1685
'0:0:2.3,332,1685
'0:0:2.35,341,1711
'0:0:2.4,365,1694
'0:0:2.45,376,1703
'0:0:2.5,362,1765
'0:0:2.55,365,1810
'0:0:2.6,431,1798
'0:0:2.65,452,1766
'0:0:2.7,429,1726
'0:0:2.75,389,1716
'0:0:2.8,361,1719
'0:0:2.85,366,1634
'0:0:2.9,354,1511
'0:0:2.95,331,1392
'0:0:3.0,319,1296
'0:0:3.05,312,1233
'0:0:3.1,320,1211
'0:0:3.15,392,1188
'0:0:3.2,420,1222
'0:0:3.25,388,1195
'0:0:3.3,347,1113
'0:0:3.35,322,1080
'0:0:3.4,341,1028
'0:0:3.45,346,988
'0:0:3.5,329,989
'0:0:3.55,318,970
'0:0:3.6,329,943
'0:0:3.65,347,949
'0:0:3.7,364,938
'0:0:3.75,424,930
'0:0:3.8,442,952
'0:0:3.85,404,929
'0:0:3.9,371,872
'0:0:3.95,331,838
'0:0:4.0,324,836
'0:0:4.05,327,857
'0:0:4.1,331,882
'0:0:4.15,331,892
'0:0:4.2,310,912
'0:0:4.25,307,914
'0:0:4.3,314,883
'0:0:4.35,373,837
'0:0:4.4,447,800
'0:0:4.45,419,784
'0:0:4.5,371,765
'0:0:4.55,353,737
'0:0:4.6,352,732
'0:0:4.65,361,767
'0:0:4.7,372,787
'0:0:4.75,365,814
'0:0:4.8,358,848
'0:0:4.85,356,831
'0:0:4.9,340,798
'0:0:4.95,334,776
'0:0:5.0,379,744
'0:0:5.05,412,724
'0:0:5.1,395,718
'0:0:5.15,370,716
'0:0:5.2,343,706
'0:0:5.25,318,704
'0:0:5.3,335,723
'0:0:5.35,353,687
'0:0:5.4,350,659
'0:0:5.45,342,675
'0:0:5.5,343,676
'0:0:5.55,351,663
'0:0:5.6,361,688
'0:0:5.65,428,711
'0:0:5.7,438,728
'0:0:5.75,404,746
'0:0:5.8,378,712
'0:0:5.85,346,666
'0:0:5.9,329,648
'0:0:5.95,335,654
'0:0:6.0,333,684
'0:0:6.05,344,698
'0:0:6.1,338,702
'0:0:6.15,319,706
'0:0:6.2,308,702
'0:0:6.25,358,696
'0:0:6.3,412,665
'0:0:6.35,397,661
'0:0:6.4,373,684
'0:0:6.45,355,685
'0:0:6.5,359,682
'0:0:6.55,375,683
'0:0:6.6,365,685
'0:0:6.65,342,756
'0:0:6.7,344,797
'0:0:6.75,354,750
'0:0:6.8,338,716
'0:0:6.85,338,715
'0:0:6.9,383,739
'0:0:6.95,346,767
'0:0:7.0,324,775
'0:0:7.05,338,818
'0:0:7.1,350,856
'0:0:7.15,352,843
'0:0:7.2,347,842
'0:0:7.25,359,842
'0:0:7.3,368,845
'0:0:7.35,365,881
'0:0:7.4,357,902
'0:0:7.45,361,892
'0:0:7.5,417,883
'0:0:7.55,451,891
'0:0:7.6,415,942
'0:0:7.65,388,1012
'0:0:7.7,364,1017
'0:0:7.75,351,983
'0:0:7.8,334,982
'0:0:7.85,327,1022
'0:0:7.9,328,1071
'0:0:7.95,329,1125
'0:0:8.0,339,1169
'0:0:8.05,324,1223
'0:0:8.1,358,1237
'0:0:8.15,392,1273
'0:0:8.2,389,1335
'0:0:8.25,385,1336
'0:0:8.3,364,1352
'0:0:8.35,344,1406
'0:0:8.4,351,1420
'0:0:8.45,367,1422
'0:0:8.5,374,1461
'0:0:8.55,375,1502
'0:0:8.6,364,1535
'0:0:8.65,364,1567
'0:0:8.7,408,1557
'0:0:8.75,418,1541
'0:0:8.8,378,1542
'0:0:8.85,351,1545
'0:0:8.9,340,1561
'0:0:8.95,345,1577
'0:0:9.0,331,1632
'0:0:9.05,317,1677
'0:0:9.1,313,1672
'0:0:9.15,324,1694
'0:0:9.2,343,1702
'0:0:9.25,359,1716
'0:0:9.3,406,1757
'0:0:9.35,416,1744
'0:0:9.4,400,1689
'0:0:9.45,403,1666
'0:0:9.5,401,1667
'0:0:9.55,376,1690
'0:0:9.6,375,1717
'0:0:9.65,374,1672
'0:0:9.7,353,1575
'0:0:9.75,337,1454
'0:0:9.8,323,1341
'0:0:9.85,344,1273
'0:0:9.9,406,1248
'0:0:9.95,383,1236
'0:0:10.0,329,1255
'0:0:10.05,322,1201
'0:0:10.1,326,1111
