,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,327,729
'0:0:0.05,269,727
'0:0:0.1,283,742
'0:0:0.15,352,757
'0:0:0.2,461,785
'0:0:0.25,522,760
'0:0:0.3,484,700
'0:0:0.35,428,709
'0:0:0.4,382,709
'0:0:0.45,338,693
'0:0:0.5,302,681
'0:0:0.55,261,673
'0:0:0.6,304,682
'0:0:0.65,324,695
'0:0:0.7,324,744
'0:0:0.75,391,771
'0:0:0.8,449,711
'0:0:0.85,420,661
'0:0:0.9,380,654
'0:0:0.95,354,654
'0:0:1.0,354,661
'0:0:1.05,380,713
'0:0:1.1,407,717
'0:0:1.15,369,676
'0:0:1.2,329,698
'0:0:1.25,310,696
'0:0:1.3,385,666
'0:0:1.35,343,675
'0:0:1.4,315,674
'0:0:1.45,327,655
'0:0:1.5,334,669
'0:0:1.55,352,695
'0:0:1.6,356,741
'0:0:1.65,350,779
'0:0:1.7,339,758
'0:0:1.75,336,728
'0:0:1.8,368,726
'0:0:1.85,429,739
'0:0:1.9,418,758
'0:0:1.95,389,777
'0:0:2.0,364,823
'0:0:2.05,338,857
'0:0:2.1,355,862
'0:0:2.15,439,887
'0:0:2.2,441,914
'0:0:2.25,384,921
'0:0:2.3,339,955
'0:0:2.35,343,982
'0:0:2.4,405,1005
'0:0:2.45,407,1042
'0:0:2.5,378,1080
'0:0:2.55,349,1121
'0:0:2.6,359,1141
'0:0:2.65,358,1134
'0:0:2.7,346,1145
'0:0:2.75,327,1249
'0:0:2.8,324,1436
'0:0:2.85,372,1519
'0:0:2.9,443,1510
'0:0:2.95,463,1548
'0:0:3.0,431,1585
'0:0:3.05,351,1559
'0:0:3.1,344,1534
'0:0:3.15,344,1522
'0:0:3.2,367,1528
'0:0:3.25,343,1522
'0:0:3.3,322,1497
'0:0:3.35,366,1483
'0:0:3.4,427,1500
'0:0:3.45,414,1536
'0:0:3.5,385,1554
'0:0:3.55,364,1552
'0:0:3.6,334,1544
'0:0:3.65,328,1544
'0:0:3.7,337,1561
'0:0:3.75,399,1625
'0:0:3.8,396,1737
'0:0:3.85,409,1760
'0:0:3.9,465,1710
'0:0:3.95,498,1682
'0:0:4.0,457,1650
'0:0:4.05,407,1642
'0:0:4.1,364,1622
'0:0:4.15,336,1576
'0:0:4.2,324,1568
'0:0:4.25,303,1589
'0:0:4.3,288,1623
'0:0:4.35,286,1626
'0:0:4.4,328,1558
'0:0:4.45,389,1445
'0:0:4.5,369,1323
'0:0:4.55,348,1262
'0:0:4.6,327,1247
'0:0:4.65,330,1244
'0:0:4.7,364,1258
'0:0:4.75,395,1297
'0:0:4.8,380,1286
'0:0:4.85,328,1252
'0:0:4.9,344,1212
'0:0:4.95,397,1144
'0:0:5.0,411,1112
'0:0:5.05,381,1086
'0:0:5.1,376,1047
'0:0:5.15,295,1054
'0:0:5.2,313,1040
'0:0:5.25,323,1014
'0:0:5.3,320,1003
'0:0:5.35,321,962
'0:0:5.4,330,899
'0:0:5.45,315,866
'0:0:5.5,342,887
'0:0:5.55,371,922
'0:0:5.6,386,952
'0:0:5.65,420,962
'0:0:5.7,378,886
'0:0:5.75,348,821
'0:0:5.8,376,829
'0:0:5.85,373,824
'0:0:5.9,331,790
'0:0:5.95,342,758
'0:0:6.0,343,758
'0:0:6.05,339,779
'0:0:6.1,390,764
'0:0:6.15,360,776
'0:0:6.2,347,796
'0:0:6.25,344,752
'0:0:6.3,350,692
'0:0:6.35,336,666
'0:0:6.4,329,686
'0:0:6.45,335,715
'0:0:6.5,389,721
'0:0:6.55,413,708
'0:0:6.6,419,681
'0:0:6.65,392,672
'0:0:6.7,364,655
'0:0:6.75,371,630
'0:0:6.8,373,631
'0:0:6.85,339,619
'0:0:6.9,295,609
'0:0:6.95,318,650
'0:0:7.0,349,682
'0:0:7.05,341,712
'0:0:7.1,341,727
'0:0:7.15,374,673
'0:0:7.2,410,630
'0:0:7.25,375,630
'0:0:7.3,352,632
'0:0:7.35,350,656
'0:0:7.4,347,678
'0:0:7.45,348,696
'0:0:7.5,401,702
'0:0:7.55,408,672
'0:0:7.6,351,693
'0:0:7.65,320,723
'0:0:7.7,362,725
'0:0:7.75,387,742
'0:0:7.8,398,754
'0:0:7.85,345,778
'0:0:7.9,326,827
'0:0:7.95,333,854
'0:0:8.0,334,896
'0:0:8.05,344,925
'0:0:8.1,346,914
'0:0:8.15,340,922
'0:0:8.2,326,973
'0:0:8.25,343,1063
'0:0:8.3,390,1167
'0:0:8.35,417,1229
'0:0:8.4,434,1298
'0:0:8.45,382,1334
'0:0:8.5,415,1323
'0:0:8.55,437,1324
'0:0:8.6,416,1319
'0:0:8.65,374,1337
'0:0:8.7,310,1366
'0:0:8.75,255,1406
'0:0:8.8,318,1521
'0:0:8.85,373,1582
'0:0:8.9,345,1605
'0:0:8.95,331,1640
'0:0:9.0,343,1614
'0:0:9.05,352,1562
'0:0:9.1,340,1539
'0:0:9.15,329,1558
'0:0:9.2,338,1595
'0:0:9.25,358,1665
'0:0:9.3,414,1734
'0:0:9.35,423,1817
'0:0:9.4,456,1893
'0:0:9.45,451,1848
'0:0:9.5,422,1807
'0:0:9.55,371,1816
'0:0:9.6,333,1807
'0:0:9.65,316,1753
'0:0:9.7,331,1705
'0:0:9.75,354,1687
'0:0:9.8,363,1656
'0:0:9.85,393,1617
'0:0:9.9,409,1539
'0:0:9.95,377,1432
'0:0:10.0,348,1331
'0:0:10.05,339,1263
'0:0:10.1,341,1203
'0:0:10.15,348,1171
