,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,357,557
'0:0:0.05,337,555
'0:0:0.1,327,552
'0:0:0.15,324,551
'0:0:0.2,324,550
'0:0:0.25,328,550
'0:0:0.3,327,551
'0:0:0.35,333,552
'0:0:0.4,390,552
'0:0:0.45,444,548
'0:0:0.5,424,545
'0:0:0.55,400,544
'0:0:0.6,386,543
'0:0:0.65,385,538
'0:0:0.7,418,530
'0:0:0.75,451,522
'0:0:0.8,423,517
'0:0:0.85,384,514
'0:0:0.9,348,511
'0:0:0.95,311,506
'0:0:1.0,294,504
'0:0:1.05,301,505
'0:0:1.1,334,506
'0:0:1.15,406,504
'0:0:1.2,410,501
'0:0:1.25,381,501
'0:0:1.3,364,501
'0:0:1.35,350,500
'0:0:1.4,357,500
'0:0:1.45,362,499
'0:0:1.5,351,498
'0:0:1.55,340,500
'0:0:1.6,335,501
'0:0:1.65,333,502
'0:0:1.7,334,504
'0:0:1.75,340,506
'0:0:1.8,355,506
'0:0:1.85,423,507
'0:0:1.9,469,505
'0:0:1.95,443,503
'0:0:2.0,415,503
'0:0:2.05,390,506
'0:0:2.1,381,511
'0:0:2.15,378,517
'0:0:2.2,361,520
'0:0:2.25,343,523
'0:0:2.3,341,528
'0:0:2.35,340,533
'0:0:2.4,339,540
'0:0:2.45,336,547
'0:0:2.5,334,552
'0:0:2.55,362,556
'0:0:2.6,430,559
'0:0:2.65,427,562
'0:0:2.7,385,565
'0:0:2.75,355,569
'0:0:2.8,333,574
'0:0:2.85,332,580
'0:0:2.9,341,585
'0:0:2.95,324,591
'0:0:3.0,279,598
'0:0:3.05,268,607
'0:0:3.1,282,614
'0:0:3.15,294,621
'0:0:3.2,296,630
'0:0:3.25,303,641
'0:0:3.3,371,651
'0:0:3.35,441,655
'0:0:3.4,418,659
'0:0:3.45,374,669
'0:0:3.5,345,680
'0:0:3.55,334,694
'0:0:3.6,347,707
'0:0:3.65,344,719
'0:0:3.7,327,730
'0:0:3.75,318,741
'0:0:3.8,320,753
'0:0:3.85,325,770
'0:0:3.9,328,788
'0:0:3.95,329,804
'0:0:4.0,354,819
'0:0:4.05,439,835
'0:0:4.1,447,849
'0:0:4.15,403,869
'0:0:4.2,373,891
'0:0:4.25,354,911
'0:0:4.3,358,927
'0:0:4.35,363,942
'0:0:4.4,346,960
'0:0:4.45,329,984
'0:0:4.5,328,1005
'0:0:4.55,329,1021
'0:0:4.6,331,1033
'0:0:4.65,330,1043
'0:0:4.7,363,1054
'0:0:4.75,443,1064
'0:0:4.8,443,1068
'0:0:4.85,395,1075
'0:0:4.9,368,1085
'0:0:4.95,348,1098
'0:0:5.0,355,1107
'0:0:5.05,357,1111
'0:0:5.1,340,1117
'0:0:5.15,325,1129
'0:0:5.2,325,1146
'0:0:5.25,331,1169
'0:0:5.3,333,1193
'0:0:5.35,335,1217
'0:0:5.4,388,1235
'0:0:5.45,451,1250
'0:0:5.5,429,1262
'0:0:5.55,389,1281
'0:0:5.6,362,1302
'0:0:5.65,352,1323
'0:0:5.7,363,1336
'0:0:5.75,356,1345
'0:0:5.8,336,1347
'0:0:5.85,326,1345
'0:0:5.9,330,1342
'0:0:5.95,333,1334
'0:0:6.0,331,1323
'0:0:6.05,335,1316
'0:0:6.1,400,1316
'0:0:6.15,450,1315
'0:0:6.2,421,1305
'0:0:6.25,385,1283
'0:0:6.3,356,1260
'0:0:6.35,349,1233
'0:0:6.4,359,1208
'0:0:6.45,348,1180
'0:0:6.5,329,1155
'0:0:6.55,322,1132
'0:0:6.6,326,1120
'0:0:6.65,328,1110
'0:0:6.7,329,1094
'0:0:6.75,329,1073
'0:0:6.8,373,1053
'0:0:6.85,445,1029
'0:0:6.9,431,1011
'0:0:6.95,388,998
'0:0:7.0,361,986
'0:0:7.05,345,965
'0:0:7.1,356,942
'0:0:7.15,353,919
'0:0:7.2,335,901
'0:0:7.25,323,888
'0:0:7.3,324,877
'0:0:7.35,329,859
'0:0:7.4,331,841
'0:0:7.45,329,824
'0:0:7.5,327,814
'0:0:7.55,338,805
'0:0:7.6,425,793
'0:0:7.65,457,777
'0:0:7.7,414,763
'0:0:7.75,380,751
'0:0:7.8,355,742
'0:0:7.85,348,732
'0:0:7.9,356,725
'0:0:7.95,343,716
'0:0:8.0,326,708
'0:0:8.05,321,700
'0:0:8.1,324,694
'0:0:8.15,328,687
'0:0:8.2,330,681
'0:0:8.25,329,674
'0:0:8.3,325,668
'0:0:8.35,334,661
'0:0:8.4,421,652
'0:0:8.45,461,641
'0:0:8.5,419,634
'0:0:8.55,381,632
'0:0:8.6,356,631
'0:0:8.65,348,628
'0:0:8.7,355,625
'0:0:8.75,348,621
'0:0:8.8,333,617
'0:0:8.85,324,612
'0:0:8.9,325,609
'0:0:8.95,329,609
'0:0:9.0,333,614
'0:0:9.05,335,617
'0:0:9.1,329,619
'0:0:9.15,326,619
'0:0:9.2,358,613
'0:0:9.25,451,602
'0:0:9.3,454,592
'0:0:9.35,404,585
'0:0:9.4,376,581
'0:0:9.45,356,576
'0:0:9.5,351,571
'0:0:9.55,354,565
'0:0:9.6,345,561
'0:0:9.65,332,556
'0:0:9.7,326,552
'0:0:9.75,329,548
'0:0:9.8,332,546
'0:0:9.85,331,544
'0:0:9.9,330,541
'0:0:9.95,326,538
'0:0:10.0,326,539
'0:0:10.05,373,539
'0:0:10.1,460,536
'0:0:10.15,450,534
'0:0:10.2,398,533
'0:0:10.25,371,532
'0:0:10.3,354,532
'0:0:10.35,354,531
