,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,350,730
'0:0:0.05,326,737
'0:0:0.1,328,745
'0:0:0.15,333,754
'0:0:0.2,333,760
'0:0:0.25,334,767
'0:0:0.3,370,774
'0:0:0.35,409,780
'0:0:0.4,393,783
'0:0:0.45,369,788
'0:0:0.5,354,795
'0:0:0.55,348,804
'0:0:0.6,358,811
'0:0:0.65,355,819
'0:0:0.7,344,827
'0:0:0.75,338,833
'0:0:0.8,337,839
'0:0:0.85,338,846
'0:0:0.9,340,850
'0:0:0.95,350,854
'0:0:1.0,402,854
'0:0:1.05,413,852
'0:0:1.1,391,854
'0:0:1.15,375,861
'0:0:1.2,358,871
'0:0:1.25,357,885
'0:0:1.3,357,896
'0:0:1.35,351,906
'0:0:1.4,343,916
'0:0:1.45,344,928
'0:0:1.5,344,942
'0:0:1.55,343,964
'0:0:1.6,343,988
'0:0:1.65,384,1008
'0:0:1.7,419,1018
'0:0:1.75,403,1027
'0:0:1.8,383,1038
'0:0:1.85,366,1052
'0:0:1.9,358,1061
'0:0:1.95,363,1058
'0:0:2.0,357,1052
'0:0:2.05,346,1056
'0:0:2.1,340,1069
'0:0:2.15,342,1087
'0:0:2.2,342,1103
'0:0:2.25,341,1119
'0:0:2.3,352,1132
'0:0:2.35,403,1141
'0:0:2.4,414,1143
'0:0:2.45,394,1146
'0:0:2.5,378,1152
'0:0:2.55,357,1155
'0:0:2.6,358,1157
'0:0:2.65,359,1160
'0:0:2.7,350,1164
'0:0:2.75,340,1166
'0:0:2.8,340,1163
'0:0:2.85,340,1156
'0:0:2.9,341,1152
'0:0:2.95,337,1152
'0:0:3.0,344,1149
'0:0:3.05,398,1138
'0:0:3.1,416,1128
'0:0:3.15,396,1126
'0:0:3.2,381,1128
'0:0:3.25,361,1129
'0:0:3.3,353,1131
'0:0:3.35,359,1135
'0:0:3.4,350,1139
'0:0:3.45,341,1143
'0:0:3.5,338,1146
'0:0:3.55,340,1150
'0:0:3.6,342,1151
'0:0:3.65,340,1153
'0:0:3.7,338,1154
'0:0:3.75,341,1156
'0:0:3.8,393,1156
'0:0:3.85,423,1148
'0:0:3.9,402,1138
'0:0:3.95,382,1122
'0:0:4.0,364,1103
'0:0:4.05,352,1082
'0:0:4.1,357,1062
'0:0:4.15,351,1039
'0:0:4.2,343,1017
'0:0:4.25,340,993
'0:0:4.3,335,967
'0:0:4.35,340,936
'0:0:4.4,343,909
'0:0:4.45,340,882
'0:0:4.5,338,864
'0:0:4.55,335,848
'0:0:4.6,376,832
'0:0:4.65,423,814
'0:0:4.7,408,796
'0:0:4.75,384,781
'0:0:4.8,367,771
'0:0:4.85,352,759
'0:0:4.9,353,748
'0:0:4.95,351,736
'0:0:5.0,339,726
'0:0:5.05,334,717
'0:0:5.1,331,708
'0:0:5.15,333,699
'0:0:5.2,335,693
'0:0:5.25,335,689
'0:0:5.3,330,689
'0:0:5.35,333,689
'0:0:5.4,345,685
'0:0:5.45,409,677
'0:0:5.5,424,671
'0:0:5.55,397,670
'0:0:5.6,380,674
'0:0:5.65,365,676
'0:0:5.7,357,679
'0:0:5.75,362,679
'0:0:5.8,355,675
'0:0:5.85,344,673
'0:0:5.9,338,672
'0:0:5.95,339,667
'0:0:6.0,340,662
'0:0:6.05,341,658
'0:0:6.1,341,655
'0:0:6.15,338,656
'0:0:6.2,333,658
'0:0:6.25,342,656
'0:0:6.3,405,649
'0:0:6.35,437,640
'0:0:6.4,411,635
'0:0:6.45,386,633
'0:0:6.5,369,636
'0:0:6.55,357,638
'0:0:6.6,359,637
'0:0:6.65,356,638
'0:0:6.7,345,639
'0:0:6.75,339,639
'0:0:6.8,337,635
'0:0:6.85,340,633
'0:0:6.9,339,632
'0:0:6.95,338,632
'0:0:7.0,337,629
'0:0:7.05,335,627
'0:0:7.1,333,627
'0:0:7.15,364,623
'0:0:7.2,434,617
'0:0:7.25,433,612
'0:0:7.3,394,610
'0:0:7.35,378,609
'0:0:7.4,363,607
'0:0:7.45,359,603
'0:0:7.5,359,599
'0:0:7.55,354,595
'0:0:7.6,345,592
'0:0:7.65,342,588
'0:0:7.7,340,585
'0:0:7.75,341,584
'0:0:7.8,339,583
'0:0:7.85,337,583
'0:0:7.9,334,583
'0:0:7.95,333,584
'0:0:8.0,340,583
'0:0:8.05,412,578
'0:0:8.1,440,573
'0:0:8.15,410,570
'0:0:8.2,382,571
'0:0:8.25,367,571
'0:0:8.3,357,568
'0:0:8.35,359,558
'0:0:8.4,354,549
'0:0:8.45,344,543
'0:0:8.5,338,540
'0:0:8.55,337,538
'0:0:8.6,338,537
'0:0:8.65,341,537
'0:0:8.7,340,536
'0:0:8.75,337,536
'0:0:8.8,332,536
'0:0:8.85,340,535
'0:0:8.9,408,531
'0:0:8.95,434,527
'0:0:9.0,402,526
'0:0:9.05,376,528
'0:0:9.1,361,530
'0:0:9.15,357,532
'0:0:9.2,361,532
'0:0:9.25,358,533
'0:0:9.3,342,534
'0:0:9.35,336,534
'0:0:9.4,337,533
'0:0:9.45,339,532
'0:0:9.5,338,534
'0:0:9.55,336,538
'0:0:9.6,334,541
'0:0:9.65,335,543
'0:0:9.7,368,542
'0:0:9.75,434,541
'0:0:9.8,426,541
'0:0:9.85,389,543
'0:0:9.9,367,548
'0:0:9.95,355,549
'0:0:10.0,360,546
'0:0:10.05,357,549
'0:0:10.1,347,557
'0:0:10.15,343,568
'0:0:10.2,340,579
'0:0:10.25,339,594
'0:0:10.3,339,606
