,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,371,668
'0:0:0.05,404,660
'0:0:0.1,395,653
'0:0:0.15,371,651
'0:0:0.2,353,653
'0:0:0.25,340,654
'0:0:0.3,344,655
'0:0:0.35,344,655
'0:0:0.4,331,655
'0:0:0.45,317,655
'0:0:0.5,315,653
'0:0:0.55,321,648
'0:0:0.6,322,642
'0:0:0.65,317,639
'0:0:0.7,303,639
'0:0:0.75,355,637
'0:0:0.8,419,631
'0:0:0.85,406,625
'0:0:0.9,375,623
'0:0:0.95,357,625
'0:0:1.0,341,628
'0:0:1.05,346,630
'0:0:1.1,347,627
'0:0:1.15,335,624
'0:0:1.2,324,625
'0:0:1.25,321,632
'0:0:1.3,323,641
'0:0:1.35,326,645
'0:0:1.4,326,648
'0:0:1.45,325,650
'0:0:1.5,344,651
'0:0:1.55,424,650
'0:0:1.6,437,647
'0:0:1.65,401,648
'0:0:1.7,376,652
'0:0:1.75,356,652
'0:0:1.8,351,652
'0:0:1.85,355,652
'0:0:1.9,345,650
'0:0:1.95,333,648
'0:0:2.0,329,646
'0:0:2.05,332,644
'0:0:2.1,335,644
'0:0:2.15,335,643
'0:0:2.2,332,642
'0:0:2.25,324,641
'0:0:2.3,361,639
'0:0:2.35,435,635
'0:0:2.4,425,633
'0:0:2.45,385,632
'0:0:2.5,366,633
'0:0:2.55,348,635
'0:0:2.6,351,636
'0:0:2.65,351,636
'0:0:2.7,339,637
'0:0:2.75,328,637
'0:0:2.8,326,636
'0:0:2.85,327,635
'0:0:2.9,329,633
'0:0:2.95,329,634
'0:0:3.0,324,636
'0:0:3.05,333,638
'0:0:3.1,411,636
'0:0:3.15,453,632
'0:0:3.2,417,631
'0:0:3.25,377,631
'0:0:3.3,355,632
'0:0:3.35,349,632
'0:0:3.4,357,633
'0:0:3.45,352,633
'0:0:3.5,337,633
'0:0:3.55,328,632
'0:0:3.6,328,633
'0:0:3.65,330,635
'0:0:3.7,331,637
'0:0:3.75,330,638
'0:0:3.8,327,639
'0:0:3.85,351,640
'0:0:3.9,442,639
'0:0:3.95,452,637
'0:0:4.0,402,637
'0:0:4.05,369,638
'0:0:4.1,350,638
'0:0:4.15,353,638
'0:0:4.2,358,638
'0:0:4.25,347,638
'0:0:4.3,332,637
'0:0:4.35,325,634
'0:0:4.4,328,633
'0:0:4.45,332,633
'0:0:4.5,332,636
'0:0:4.55,328,639
'0:0:4.6,334,639
'0:0:4.65,415,639
'0:0:4.7,461,637
'0:0:4.75,421,636
'0:0:4.8,377,636
'0:0:4.85,355,635
'0:0:4.9,351,637
'0:0:4.95,363,638
'0:0:5.0,354,638
'0:0:5.05,338,639
'0:0:5.1,326,641
'0:0:5.15,326,644
'0:0:5.2,330,648
'0:0:5.25,332,653
'0:0:5.3,330,658
'0:0:5.35,336,661
'0:0:5.4,413,663
'0:0:5.45,460,665
'0:0:5.5,421,672
'0:0:5.55,375,684
'0:0:5.6,349,697
'0:0:5.65,350,704
'0:0:5.7,364,710
'0:0:5.75,357,716
'0:0:5.8,338,726
'0:0:5.85,326,737
'0:0:5.9,328,747
'0:0:5.95,333,753
'0:0:6.0,334,760
'0:0:6.05,334,766
'0:0:6.1,365,772
'0:0:6.15,446,775
'0:0:6.2,446,779
'0:0:6.25,396,784
'0:0:6.3,361,791
'0:0:6.35,347,797
'0:0:6.4,362,803
'0:0:6.45,365,806
'0:0:6.5,347,810
'0:0:6.55,331,814
'0:0:6.6,330,820
'0:0:6.65,333,831
'0:0:6.7,336,851
'0:0:6.75,336,875
'0:0:6.8,372,897
'0:0:6.85,447,909
'0:0:6.9,440,920
'0:0:6.95,393,931
'0:0:7.0,363,944
'0:0:7.05,353,956
'0:0:7.1,364,968
'0:0:7.15,364,979
'0:0:7.2,347,991
'0:0:7.25,334,1004
'0:0:7.3,333,1020
'0:0:7.35,337,1041
'0:0:7.4,339,1063
'0:0:7.45,346,1079
'0:0:7.5,415,1091
'0:0:7.55,449,1099
'0:0:7.6,415,1107
'0:0:7.65,382,1114
'0:0:7.7,359,1121
'0:0:7.75,358,1128
'0:0:7.8,369,1134
'0:0:7.85,354,1137
'0:0:7.9,337,1138
'0:0:7.95,332,1138
'0:0:8.0,336,1133
'0:0:8.05,337,1127
'0:0:8.1,338,1124
'0:0:8.15,373,1126
'0:0:8.2,442,1127
'0:0:8.25,434,1127
'0:0:8.3,398,1134
'0:0:8.35,373,1143
'0:0:8.4,356,1152
'0:0:8.45,363,1160
'0:0:8.5,361,1167
'0:0:8.55,345,1174
'0:0:8.6,334,1184
'0:0:8.65,333,1191
'0:0:8.7,338,1192
'0:0:8.75,335,1189
'0:0:8.8,335,1191
'0:0:8.85,370,1197
'0:0:8.9,439,1201
'0:0:8.95,430,1198
'0:0:9.0,395,1195
'0:0:9.05,373,1195
'0:0:9.1,352,1196
'0:0:9.15,359,1198
'0:0:9.2,357,1201
'0:0:9.25,340,1201
'0:0:9.3,328,1201
'0:0:9.35,329,1195
'0:0:9.4,334,1184
'0:0:9.45,335,1171
'0:0:9.5,331,1154
'0:0:9.55,329,1139
'0:0:9.6,381,1124
'0:0:9.65,450,1107
'0:0:9.7,434,1082
'0:0:9.75,398,1057
'0:0:9.8,375,1028
'0:0:9.85,353,1004
'0:0:9.9,358,977
'0:0:9.95,352,952
'0:0:10.0,335,929
'0:0:10.05,327,908
'0:0:10.1,328,885
'0:0:10.15,334,865
'0:0:10.2,334,844
'0:0:10.25,333,826
'0:0:10.3,330,810
