,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,370,659
'0:0:0.05,334,658
'0:0:0.1,338,655
'0:0:0.15,348,652
'0:0:0.2,342,650
'0:0:0.25,333,649
'0:0:0.3,327,647
'0:0:0.35,327,646
'0:0:0.4,333,649
'0:0:0.45,333,654
'0:0:0.5,339,655
'0:0:0.55,412,652
'0:0:0.6,443,646
'0:0:0.65,402,644
'0:0:0.7,369,644
'0:0:0.75,351,643
'0:0:0.8,346,639
'0:0:0.85,352,636
'0:0:0.9,346,631
'0:0:0.95,334,625
'0:0:1.0,326,617
'0:0:1.05,325,612
'0:0:1.1,328,609
'0:0:1.15,328,607
'0:0:1.2,328,606
'0:0:1.25,370,603
'0:0:1.3,438,597
'0:0:1.35,419,593
'0:0:1.4,373,593
'0:0:1.45,350,595
'0:0:1.5,339,596
'0:0:1.55,342,596
'0:0:1.6,343,595
'0:0:1.65,335,594
'0:0:1.7,329,591
'0:0:1.75,327,589
'0:0:1.8,330,586
'0:0:1.85,332,584
'0:0:1.9,335,584
'0:0:1.95,353,584
'0:0:2.0,426,580
'0:0:2.05,441,575
'0:0:2.1,399,573
'0:0:2.15,367,575
'0:0:2.2,349,577
'0:0:2.25,347,580
'0:0:2.3,352,581
'0:0:2.35,345,579
'0:0:2.4,334,577
'0:0:2.45,328,578
'0:0:2.5,327,579
'0:0:2.55,329,581
'0:0:2.6,329,585
'0:0:2.65,332,587
'0:0:2.7,390,586
'0:0:2.75,438,584
'0:0:2.8,403,583
'0:0:2.85,362,584
'0:0:2.9,340,586
'0:0:2.95,339,588
'0:0:3.0,350,589
'0:0:3.05,346,590
'0:0:3.1,338,595
'0:0:3.15,331,600
'0:0:3.2,330,603
'0:0:3.25,331,605
'0:0:3.3,332,608
'0:0:3.35,343,611
'0:0:3.4,408,611
'0:0:3.45,437,611
'0:0:3.5,398,613
'0:0:3.55,363,620
'0:0:3.6,346,629
'0:0:3.65,349,632
'0:0:3.7,357,629
'0:0:3.75,350,627
'0:0:3.8,339,632
'0:0:3.85,333,642
'0:0:3.9,335,651
'0:0:3.95,336,659
'0:0:4.0,337,667
'0:0:4.05,369,672
'0:0:4.1,435,678
'0:0:4.15,426,683
'0:0:4.2,384,690
'0:0:4.25,360,698
'0:0:4.3,353,707
'0:0:4.35,365,716
'0:0:4.4,368,725
'0:0:4.45,357,732
'0:0:4.5,348,743
'0:0:4.55,346,753
'0:0:4.6,344,766
'0:0:4.65,344,778
'0:0:4.7,362,788
'0:0:4.75,426,794
'0:0:4.8,428,800
'0:0:4.85,388,809
'0:0:4.9,361,822
'0:0:4.95,352,835
'0:0:5.0,362,847
'0:0:5.05,361,856
'0:0:5.1,351,863
'0:0:5.15,342,871
'0:0:5.2,338,884
'0:0:5.25,341,895
'0:0:5.3,340,908
'0:0:5.35,366,922
'0:0:5.4,429,935
'0:0:5.45,425,944
'0:0:5.5,389,957
'0:0:5.55,365,971
'0:0:5.6,352,985
'0:0:5.65,362,996
'0:0:5.7,363,1006
'0:0:5.75,350,1013
'0:0:5.8,340,1020
'0:0:5.85,339,1028
'0:0:5.9,339,1039
'0:0:5.95,343,1054
'0:0:6.0,386,1072
'0:0:6.05,436,1085
'0:0:6.1,418,1095
'0:0:6.15,387,1110
'0:0:6.2,370,1133
'0:0:6.25,361,1154
'0:0:6.3,366,1170
'0:0:6.35,359,1181
'0:0:6.4,346,1194
'0:0:6.45,341,1206
'0:0:6.5,339,1217
'0:0:6.55,340,1223
'0:0:6.6,349,1230
'0:0:6.65,411,1236
'0:0:6.7,433,1236
'0:0:6.75,403,1233
'0:0:6.8,379,1227
'0:0:6.85,359,1217
'0:0:6.9,358,1206
'0:0:6.95,364,1197
'0:0:7.0,353,1189
'0:0:7.05,341,1185
'0:0:7.1,339,1179
'0:0:7.15,338,1175
'0:0:7.2,336,1173
'0:0:7.25,353,1173
'0:0:7.3,414,1171
'0:0:7.35,416,1165
'0:0:7.4,385,1162
'0:0:7.45,365,1166
'0:0:7.5,346,1174
'0:0:7.55,350,1190
'0:0:7.6,353,1208
'0:0:7.65,341,1217
'0:0:7.7,333,1223
'0:0:7.75,336,1227
'0:0:7.8,336,1225
'0:0:7.85,334,1215
'0:0:7.9,338,1202
'0:0:7.95,393,1188
'0:0:8.0,432,1163
'0:0:8.05,403,1140
'0:0:8.1,381,1122
'0:0:8.15,359,1109
'0:0:8.2,353,1104
'0:0:8.25,360,1101
'0:0:8.3,353,1089
'0:0:8.35,340,1074
'0:0:8.4,338,1057
'0:0:8.45,340,1038
'0:0:8.5,341,1013
'0:0:8.55,340,987
'0:0:8.6,340,956
'0:0:8.65,382,926
'0:0:8.7,438,894
'0:0:8.75,419,868
'0:0:8.8,385,848
'0:0:8.85,366,838
'0:0:8.9,352,827
'0:0:8.95,357,816
'0:0:9.0,353,800
'0:0:9.05,338,785
'0:0:9.1,333,772
'0:0:9.15,332,764
'0:0:9.2,333,755
'0:0:9.25,333,748
'0:0:9.3,331,742
'0:0:9.35,333,736
'0:0:9.4,389,726
'0:0:9.45,435,717
'0:0:9.5,407,709
'0:0:9.55,377,703
'0:0:9.6,358,698
'0:0:9.65,350,692
'0:0:9.7,355,687
'0:0:9.75,348,684
'0:0:9.8,338,683
'0:0:9.85,331,682
'0:0:9.9,329,677
'0:0:9.95,330,671
'0:0:10.0,331,664
'0:0:10.05,330,663
'0:0:10.1,330,666
'0:0:10.15,348,671
'0:0:10.2,426,678
'0:0:10.25,439,682
'0:0:10.3,400,682
