,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,425,672
'0:0:0.05,370,674
'0:0:0.1,353,676
'0:0:0.15,351,676
'0:0:0.2,338,673
'0:0:0.25,325,669
'0:0:0.3,338,666
'0:0:0.35,354,666
'0:0:0.4,365,667
'0:0:0.45,397,668
'0:0:0.5,483,670
'0:0:0.55,554,678
'0:0:0.6,564,690
'0:0:0.65,535,699
'0:0:0.7,490,701
'0:0:0.75,444,701
'0:0:0.8,401,702
'0:0:0.85,374,706
'0:0:0.9,365,719
'0:0:0.95,359,734
'0:0:1.0,347,749
'0:0:1.05,341,764
'0:0:1.1,349,773
'0:0:1.15,387,777
'0:0:1.2,425,776
'0:0:1.25,413,771
'0:0:1.3,386,765
'0:0:1.35,371,758
'0:0:1.4,362,752
'0:0:1.45,363,743
'0:0:1.5,358,732
'0:0:1.55,344,720
'0:0:1.6,346,711
'0:0:1.65,345,701
'0:0:1.7,348,694
'0:0:1.75,351,687
'0:0:1.8,357,682
'0:0:1.85,401,674
'0:0:1.9,426,666
'0:0:1.95,407,660
'0:0:2.0,384,658
'0:0:2.05,370,658
'0:0:2.1,366,657
'0:0:2.15,367,655
'0:0:2.2,358,652
'0:0:2.25,349,649
'0:0:2.3,343,649
'0:0:2.35,344,651
'0:0:2.4,344,653
'0:0:2.45,343,653
'0:0:2.5,345,653
'0:0:2.55,385,653
'0:0:2.6,425,651
'0:0:2.65,412,650
'0:0:2.7,385,649
'0:0:2.75,364,647
'0:0:2.8,355,646
'0:0:2.85,360,645
'0:0:2.9,356,645
'0:0:2.95,349,644
'0:0:3.0,342,644
'0:0:3.05,342,641
'0:0:3.1,342,638
'0:0:3.15,342,636
'0:0:3.2,340,637
'0:0:3.25,342,637
'0:0:3.3,380,635
'0:0:3.35,406,630
'0:0:3.4,398,627
'0:0:3.45,382,626
'0:0:3.5,367,626
'0:0:3.55,365,626
'0:0:3.6,366,626
'0:0:3.65,360,625
'0:0:3.7,349,624
'0:0:3.75,341,624
'0:0:3.8,336,625
'0:0:3.85,339,626
'0:0:3.9,341,629
'0:0:3.95,341,633
'0:0:4.0,356,635
'0:0:4.05,411,632
'0:0:4.1,423,628
'0:0:4.15,394,628
'0:0:4.2,370,630
'0:0:4.25,355,633
'0:0:4.3,357,635
'0:0:4.35,360,635
'0:0:4.4,354,631
'0:0:4.45,344,627
'0:0:4.5,339,628
'0:0:4.55,338,635
'0:0:4.6,340,643
'0:0:4.65,340,651
'0:0:4.7,338,659
'0:0:4.75,365,660
'0:0:4.8,416,657
'0:0:4.85,416,659
'0:0:4.9,383,667
'0:0:4.95,360,681
'0:0:5.0,351,692
'0:0:5.05,358,703
'0:0:5.1,359,713
'0:0:5.15,350,726
'0:0:5.2,342,739
'0:0:5.25,338,751
'0:0:5.3,339,759
'0:0:5.35,340,768
'0:0:5.4,341,777
'0:0:5.45,352,786
'0:0:5.5,404,796
'0:0:5.55,420,805
'0:0:5.6,392,815
'0:0:5.65,364,826
'0:0:5.7,350,837
'0:0:5.75,357,847
'0:0:5.8,362,854
'0:0:5.85,355,861
'0:0:5.9,345,868
'0:0:5.95,341,878
'0:0:6.0,343,891
'0:0:6.05,343,908
'0:0:6.1,346,923
'0:0:6.15,388,935
'0:0:6.2,421,943
'0:0:6.25,403,958
'0:0:6.3,375,985
'0:0:6.35,357,1021
'0:0:6.4,356,1049
'0:0:6.45,365,1072
'0:0:6.5,358,1089
'0:0:6.55,345,1105
'0:0:6.6,340,1117
'0:0:6.65,339,1129
'0:0:6.7,341,1140
'0:0:6.75,351,1156
'0:0:6.8,398,1176
'0:0:6.85,418,1196
'0:0:6.9,391,1215
'0:0:6.95,368,1239
'0:0:7.0,354,1262
'0:0:7.05,359,1283
'0:0:7.1,365,1294
'0:0:7.15,356,1297
'0:0:7.2,345,1294
'0:0:7.25,343,1288
'0:0:7.3,343,1284
'0:0:7.35,344,1287
'0:0:7.4,361,1292
'0:0:7.45,407,1288
'0:0:7.5,413,1279
'0:0:7.55,388,1277
'0:0:7.6,368,1279
'0:0:7.65,356,1281
'0:0:7.7,359,1279
'0:0:7.75,361,1272
'0:0:7.8,351,1263
'0:0:7.85,344,1258
'0:0:7.9,341,1255
'0:0:7.95,343,1254
'0:0:8.0,344,1256
'0:0:8.05,357,1262
'0:0:8.1,402,1268
'0:0:8.15,410,1268
'0:0:8.2,385,1264
'0:0:8.25,366,1258
'0:0:8.3,354,1252
'0:0:8.35,357,1245
'0:0:8.4,357,1237
'0:0:8.45,348,1230
'0:0:8.5,342,1223
'0:0:8.55,339,1211
'0:0:8.6,340,1196
'0:0:8.65,342,1181
'0:0:8.7,342,1171
'0:0:8.75,355,1165
'0:0:8.8,404,1154
'0:0:8.85,411,1130
'0:0:8.9,381,1109
'0:0:8.95,367,1092
'0:0:9.0,352,1076
'0:0:9.05,355,1058
'0:0:9.1,354,1039
'0:0:9.15,346,1022
'0:0:9.2,340,1004
'0:0:9.25,337,979
'0:0:9.3,338,954
'0:0:9.35,341,929
'0:0:9.4,341,912
'0:0:9.45,337,899
'0:0:9.5,343,889
'0:0:9.55,390,873
'0:0:9.6,408,854
'0:0:9.65,384,838
'0:0:9.7,364,828
'0:0:9.75,350,819
'0:0:9.8,348,811
'0:0:9.85,351,797
'0:0:9.9,344,784
'0:0:9.95,337,773
'0:0:10.0,334,762
'0:0:10.05,338,753
'0:0:10.1,338,750
'0:0:10.15,337,745
'0:0:10.2,335,740
'0:0:10.25,333,736
'0:0:10.3,343,730
