,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,362,632
'0:0:0.05,329,637
'0:0:0.1,337,641
'0:0:0.15,346,644
'0:0:0.2,334,645
'0:0:0.25,324,647
'0:0:0.3,322,650
'0:0:0.35,326,657
'0:0:0.4,327,669
'0:0:0.45,328,682
'0:0:0.5,337,693
'0:0:0.55,417,701
'0:0:0.6,459,708
'0:0:0.65,424,719
'0:0:0.7,390,733
'0:0:0.75,364,746
'0:0:0.8,356,754
'0:0:0.85,360,757
'0:0:0.9,351,760
'0:0:0.95,335,769
'0:0:1.0,326,782
'0:0:1.05,328,793
'0:0:1.1,332,802
'0:0:1.15,332,808
'0:0:1.2,343,814
'0:0:1.25,416,819
'0:0:1.3,448,824
'0:0:1.35,411,830
'0:0:1.4,378,841
'0:0:1.45,356,853
'0:0:1.5,354,866
'0:0:1.55,361,876
'0:0:1.6,351,888
'0:0:1.65,337,903
'0:0:1.7,332,921
'0:0:1.75,332,935
'0:0:1.8,336,950
'0:0:1.85,338,964
'0:0:1.9,367,979
'0:0:1.95,440,992
'0:0:2.0,441,1004
'0:0:2.05,406,1017
'0:0:2.1,380,1031
'0:0:2.15,356,1044
'0:0:2.2,360,1056
'0:0:2.25,362,1063
'0:0:2.3,348,1068
'0:0:2.35,337,1076
'0:0:2.4,335,1087
'0:0:2.45,336,1099
'0:0:2.5,336,1114
'0:0:2.55,339,1126
'0:0:2.6,392,1137
'0:0:2.65,445,1143
'0:0:2.7,423,1147
'0:0:2.75,390,1153
'0:0:2.8,366,1163
'0:0:2.85,353,1177
'0:0:2.9,361,1191
'0:0:2.95,357,1199
'0:0:3.0,339,1209
'0:0:3.05,329,1216
'0:0:3.1,332,1219
'0:0:3.15,336,1224
'0:0:3.2,335,1232
'0:0:3.25,336,1243
'0:0:3.3,389,1252
'0:0:3.35,445,1255
'0:0:3.4,423,1256
'0:0:3.45,393,1258
'0:0:3.5,368,1263
'0:0:3.55,351,1272
'0:0:3.6,357,1278
'0:0:3.65,353,1277
'0:0:3.7,338,1279
'0:0:3.75,327,1284
'0:0:3.8,332,1291
'0:0:3.85,335,1294
'0:0:3.9,332,1284
'0:0:3.95,332,1263
'0:0:4.0,352,1253
'0:0:4.05,424,1250
'0:0:4.1,433,1228
'0:0:4.15,398,1203
'0:0:4.2,375,1179
'0:0:4.25,352,1159
'0:0:4.3,353,1135
'0:0:4.35,356,1109
'0:0:4.4,344,1080
'0:0:4.45,332,1055
'0:0:4.5,328,1024
'0:0:4.55,332,997
'0:0:4.6,334,969
'0:0:4.65,332,944
'0:0:4.7,328,916
'0:0:4.75,337,890
'0:0:4.8,412,862
'0:0:4.85,440,837
'0:0:4.9,406,815
'0:0:4.95,379,800
'0:0:5.0,357,785
'0:0:5.05,348,771
'0:0:5.1,352,755
'0:0:5.15,344,741
'0:0:5.2,330,727
'0:0:5.25,324,717
'0:0:5.3,325,707
'0:0:5.35,326,700
'0:0:5.4,327,695
'0:0:5.45,325,690
'0:0:5.5,322,686
'0:0:5.55,324,680
'0:0:5.6,396,673
'0:0:5.65,440,666
'0:0:5.7,409,660
'0:0:5.75,375,657
'0:0:5.8,359,656
'0:0:5.85,352,653
'0:0:5.9,357,648
'0:0:5.95,352,644
'0:0:6.0,339,641
'0:0:6.05,330,638
'0:0:6.1,329,635
'0:0:6.15,331,632
'0:0:6.2,333,629
'0:0:6.25,332,628
'0:0:6.3,330,629
'0:0:6.35,326,629
'0:0:6.4,362,626
'0:0:6.45,440,621
'0:0:6.5,437,618
'0:0:6.55,395,618
'0:0:6.6,373,620
'0:0:6.65,354,620
'0:0:6.7,353,620
'0:0:6.75,353,620
'0:0:6.8,346,618
'0:0:6.85,334,617
'0:0:6.9,329,615
'0:0:6.95,330,616
'0:0:7.0,332,623
'0:0:7.05,333,628
'0:0:7.1,332,628
'0:0:7.15,329,624
'0:0:7.2,328,620
'0:0:7.25,388,617
'0:0:7.3,452,617
'0:0:7.35,429,617
'0:0:7.4,387,617
'0:0:7.45,368,618
'0:0:7.5,353,616
'0:0:7.55,354,615
'0:0:7.6,355,614
'0:0:7.65,344,614
'0:0:7.7,333,614
'0:0:7.75,326,612
'0:0:7.8,330,609
'0:0:7.85,332,607
'0:0:7.9,333,606
'0:0:7.95,329,607
'0:0:8.0,325,608
'0:0:8.05,333,609
'0:0:8.1,412,607
'0:0:8.15,457,603
'0:0:8.2,420,600
'0:0:8.25,382,600
'0:0:8.3,362,600
'0:0:8.35,353,601
'0:0:8.4,358,601
'0:0:8.45,354,601
'0:0:8.5,339,603
'0:0:8.55,327,604
'0:0:8.6,327,605
'0:0:8.65,332,609
'0:0:8.7,332,616
'0:0:8.75,331,624
'0:0:8.8,328,633
'0:0:8.85,326,638
'0:0:8.9,351,641
'0:0:8.95,443,643
'0:0:9.0,454,646
'0:0:9.05,405,652
'0:0:9.1,371,661
'0:0:9.15,352,670
'0:0:9.2,352,679
'0:0:9.25,360,687
'0:0:9.3,351,696
'0:0:9.35,335,705
'0:0:9.4,329,713
'0:0:9.45,331,719
'0:0:9.5,332,726
'0:0:9.55,336,733
'0:0:9.6,336,742
'0:0:9.65,332,751
'0:0:9.7,342,757
'0:0:9.75,426,762
'0:0:9.8,460,767
'0:0:9.85,417,775
'0:0:9.9,376,785
'0:0:9.95,353,792
'0:0:10.0,355,798
'0:0:10.05,365,803
'0:0:10.1,355,809
'0:0:10.15,339,816
'0:0:10.2,330,824
'0:0:10.25,330,832
'0:0:10.3,333,841
'0:0:10.35,335,854
