,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,44,640
'0:0:0.05,59,634
'0:0:0.1,137,621
'0:0:0.15,562,614
'0:0:0.2,613,614
'0:0:0.25,506,619
'0:0:0.3,441,622
'0:0:0.35,400,620
'0:0:0.4,362,616
'0:0:0.45,339,615
'0:0:0.5,342,619
'0:0:0.55,345,620
'0:0:0.6,336,621
'0:0:0.65,327,620
'0:0:0.7,362,615
'0:0:0.75,420,608
'0:0:0.8,400,600
'0:0:0.85,356,595
'0:0:0.9,328,590
'0:0:0.95,311,584
'0:0:1.0,329,579
'0:0:1.05,126,574
'0:0:1.1,48,567
'0:0:1.15,293,562
'0:0:1.2,560,557
'0:0:1.25,509,554
'0:0:1.3,436,552
'0:0:1.35,387,552
'0:0:1.4,362,554
'0:0:1.45,404,554
'0:0:1.5,426,550
'0:0:1.55,388,544
'0:0:1.6,351,539
'0:0:1.65,338,538
'0:0:1.7,346,538
'0:0:1.75,358,539
'0:0:1.8,354,539
'0:0:1.85,344,538
'0:0:1.9,342,539
'0:0:1.95,349,539
'0:0:2.0,352,540
'0:0:2.05,132,541
'0:0:2.1,117,542
'0:0:2.15,154,541
'0:0:2.2,566,537
'0:0:2.25,585,534
'0:0:2.3,491,535
'0:0:2.35,427,537
'0:0:2.4,384,537
'0:0:2.45,374,536
'0:0:2.5,365,540
'0:0:2.55,360,544
'0:0:2.6,351,545
'0:0:2.65,344,545
'0:0:2.7,343,543
'0:0:2.75,343,545
'0:0:2.8,341,550
'0:0:2.85,366,551
'0:0:2.9,420,550
'0:0:2.95,414,549
'0:0:3.0,387,549
'0:0:3.05,371,551
'0:0:3.1,149,553
'0:0:3.15,158,555
'0:0:3.2,346,557
'0:0:3.25,517,556
'0:0:3.3,467,555
'0:0:3.35,410,556
'0:0:3.4,374,556
'0:0:3.45,363,559
'0:0:3.5,352,562
'0:0:3.55,354,563
'0:0:3.6,407,560
'0:0:3.65,435,556
'0:0:3.7,404,555
'0:0:3.75,379,559
'0:0:3.8,358,565
'0:0:3.85,358,571
'0:0:3.9,363,576
'0:0:3.95,358,580
'0:0:4.0,346,587
'0:0:4.05,339,595
'0:0:4.1,127,605
'0:0:4.15,176,612
'0:0:4.2,153,620
'0:0:4.25,472,625
'0:0:4.3,508,625
'0:0:4.35,513,623
'0:0:4.4,468,621
'0:0:4.45,407,627
'0:0:4.5,376,642
'0:0:4.55,362,656
'0:0:4.6,367,673
'0:0:4.65,364,692
'0:0:4.7,349,716
'0:0:4.75,338,741
'0:0:4.8,337,767
'0:0:4.85,334,791
'0:0:4.9,333,819
'0:0:4.95,334,846
'0:0:5.0,364,875
'0:0:5.05,427,900
'0:0:5.1,426,926
'0:0:5.15,167,951
'0:0:5.2,226,983
'0:0:5.25,377,1016
'0:0:5.3,497,1046
'0:0:5.35,450,1068
'0:0:5.4,387,1087
'0:0:5.45,355,1105
'0:0:5.5,343,1130
'0:0:5.55,336,1154
'0:0:5.6,333,1175
'0:0:5.65,364,1186
'0:0:5.7,430,1181
'0:0:5.75,425,1169
'0:0:5.8,382,1160
'0:0:5.85,357,1157
'0:0:5.9,347,1153
'0:0:5.95,360,1146
'0:0:6.0,360,1141
'0:0:6.05,346,1138
'0:0:6.1,337,1133
'0:0:6.15,163,1128
'0:0:6.2,199,1123
'0:0:6.25,207,1124
'0:0:6.3,514,1131
'0:0:6.35,551,1132
'0:0:6.4,477,1125
'0:0:6.45,417,1122
'0:0:6.5,374,1132
'0:0:6.55,363,1143
'0:0:6.6,372,1147
'0:0:6.65,363,1145
'0:0:6.7,347,1141
'0:0:6.75,341,1131
'0:0:6.8,340,1115
'0:0:6.85,337,1103
'0:0:6.9,348,1101
'0:0:6.95,418,1098
'0:0:7.0,438,1084
'0:0:7.05,400,1072
'0:0:7.1,366,1061
'0:0:7.15,346,1052
'0:0:7.2,154,1042
'0:0:7.25,273,1028
'0:0:7.3,393,1013
'0:0:7.35,451,999
'0:0:7.4,401,980
'0:0:7.45,363,962
'0:0:7.5,350,939
'0:0:7.55,360,914
'0:0:7.6,425,884
'0:0:7.65,431,854
'0:0:7.7,389,826
'0:0:7.75,360,805
'0:0:7.8,343,785
'0:0:7.85,348,766
'0:0:7.9,355,744
'0:0:7.95,348,724
'0:0:8.0,337,709
'0:0:8.05,331,697
'0:0:8.1,334,682
'0:0:8.15,336,669
'0:0:8.2,185,657
'0:0:8.25,218,643
'0:0:8.3,333,629
'0:0:8.35,515,619
'0:0:8.4,461,614
'0:0:8.45,410,615
'0:0:8.5,393,610
'0:0:8.55,397,600
'0:0:8.6,379,593
'0:0:8.65,351,589
'0:0:8.7,334,587
'0:0:8.75,316,589
'0:0:8.8,319,589
'0:0:8.85,330,588
'0:0:8.9,339,586
'0:0:8.95,375,583
'0:0:9.0,432,577
'0:0:9.05,419,574
'0:0:9.1,379,576
'0:0:9.15,360,582
'0:0:9.2,348,593
'0:0:9.25,161,605
'0:0:9.3,289,612
'0:0:9.35,408,610
'0:0:9.4,451,606
'0:0:9.45,408,603
'0:0:9.5,374,601
'0:0:9.55,358,599
'0:0:9.6,348,598
'0:0:9.65,350,597
'0:0:9.7,394,587
'0:0:9.75,449,575
'0:0:9.8,427,566
'0:0:9.85,390,564
'0:0:9.9,371,564
'0:0:9.95,362,561
'0:0:10.0,363,556
'0:0:10.05,361,555
'0:0:10.1,356,556
'0:0:10.15,351,557
'0:0:10.2,345,555
'0:0:10.25,205,553
'0:0:10.3,163,551
'0:0:10.35,276,553
