,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,338,643
'0:0:0.05,327,643
'0:0:0.1,328,643
'0:0:0.15,369,639
'0:0:0.2,435,633
'0:0:0.25,425,628
'0:0:0.3,394,624
'0:0:0.35,369,622
'0:0:0.4,351,620
'0:0:0.45,349,617
'0:0:0.5,346,614
'0:0:0.55,336,609
'0:0:0.6,329,606
'0:0:0.65,329,603
'0:0:0.7,332,601
'0:0:0.75,332,599
'0:0:0.8,359,594
'0:0:0.85,429,586
'0:0:0.9,429,575
'0:0:0.95,389,564
'0:0:1.0,367,557
'0:0:1.05,354,555
'0:0:1.1,363,551
'0:0:1.15,368,545
'0:0:1.2,355,540
'0:0:1.25,341,538
'0:0:1.3,334,553
'0:0:1.35,332,579
'0:0:1.4,334,577
'0:0:1.45,338,554
'0:0:1.5,379,542
'0:0:1.55,439,539
'0:0:1.6,425,543
'0:0:1.65,397,553
'0:0:1.7,382,561
'0:0:1.75,371,572
'0:0:1.8,364,587
'0:0:1.85,345,607
'0:0:1.9,326,629
'0:0:1.95,317,648
'0:0:2.0,320,656
'0:0:2.05,327,657
'0:0:2.1,329,656
'0:0:2.15,335,656
'0:0:2.2,387,659
'0:0:2.25,435,664
'0:0:2.3,409,670
'0:0:2.35,383,677
'0:0:2.4,364,683
'0:0:2.45,355,687
'0:0:2.5,359,689
'0:0:2.55,353,694
'0:0:2.6,342,700
'0:0:2.65,333,709
'0:0:2.7,332,716
'0:0:2.75,334,720
'0:0:2.8,334,723
'0:0:2.85,341,727
'0:0:2.9,405,728
'0:0:2.95,434,728
'0:0:3.0,403,735
'0:0:3.05,377,757
'0:0:3.1,356,783
'0:0:3.15,354,803
'0:0:3.2,358,813
'0:0:3.25,349,821
'0:0:3.3,337,834
'0:0:3.35,333,853
'0:0:3.4,334,868
'0:0:3.45,334,883
'0:0:3.5,332,897
'0:0:3.55,348,913
'0:0:3.6,418,928
'0:0:3.65,436,946
'0:0:3.7,398,968
'0:0:3.75,373,993
'0:0:3.8,354,1016
'0:0:3.85,357,1041
'0:0:3.9,360,1064
'0:0:3.95,348,1088
'0:0:4.0,335,1108
'0:0:4.05,331,1128
'0:0:4.1,333,1145
'0:0:4.15,333,1159
'0:0:4.2,335,1175
'0:0:4.25,375,1195
'0:0:4.3,435,1208
'0:0:4.35,420,1215
'0:0:4.4,386,1222
'0:0:4.45,365,1235
'0:0:4.5,354,1252
'0:0:4.55,362,1270
'0:0:4.6,356,1285
'0:0:4.65,341,1301
'0:0:4.7,331,1316
'0:0:4.75,332,1325
'0:0:4.8,333,1325
'0:0:4.85,332,1325
'0:0:4.9,360,1329
'0:0:4.95,428,1332
'0:0:5.0,425,1327
'0:0:5.05,388,1320
'0:0:5.1,365,1316
'0:0:5.15,349,1314
'0:0:5.2,359,1313
'0:0:5.25,359,1314
'0:0:5.3,345,1320
'0:0:5.35,334,1338
'0:0:5.4,334,1358
'0:0:5.45,335,1378
'0:0:5.5,336,1398
'0:0:5.55,372,1418
'0:0:5.6,433,1427
'0:0:5.65,421,1431
'0:0:5.7,388,1434
'0:0:5.75,362,1442
'0:0:5.8,351,1450
'0:0:5.85,360,1452
'0:0:5.9,354,1451
'0:0:5.95,339,1449
'0:0:6.0,331,1445
'0:0:6.05,331,1436
'0:0:6.1,336,1422
'0:0:6.15,336,1415
'0:0:6.2,374,1416
'0:0:6.25,433,1409
'0:0:6.3,415,1395
'0:0:6.35,385,1379
'0:0:6.4,366,1362
'0:0:6.45,355,1345
'0:0:6.5,363,1328
'0:0:6.55,356,1312
'0:0:6.6,340,1298
'0:0:6.65,333,1275
'0:0:6.7,333,1246
'0:0:6.75,335,1216
'0:0:6.8,335,1192
'0:0:6.85,362,1161
'0:0:6.9,426,1125
'0:0:6.95,420,1086
'0:0:7.0,384,1057
'0:0:7.05,359,1034
'0:0:7.1,348,1017
'0:0:7.15,357,995
'0:0:7.2,353,973
'0:0:7.25,337,948
'0:0:7.3,327,926
'0:0:7.35,329,902
'0:0:7.4,334,881
'0:0:7.45,335,863
'0:0:7.5,332,849
'0:0:7.55,357,835
'0:0:7.6,429,821
'0:0:7.65,428,810
'0:0:7.7,388,803
'0:0:7.75,363,798
'0:0:7.8,346,792
'0:0:7.85,352,781
'0:0:7.9,352,770
'0:0:7.95,341,761
'0:0:8.0,335,755
'0:0:8.05,334,748
'0:0:8.1,334,744
'0:0:8.15,333,741
'0:0:8.2,331,739
'0:0:8.25,329,738
'0:0:8.3,366,732
'0:0:8.35,431,720
'0:0:8.4,420,712
'0:0:8.45,385,707
'0:0:8.5,366,703
'0:0:8.55,350,695
'0:0:8.6,349,688
'0:0:8.65,346,680
'0:0:8.7,335,676
'0:0:8.75,328,671
'0:0:8.8,328,664
'0:0:8.85,330,656
'0:0:8.9,331,653
'0:0:8.95,330,653
'0:0:9.0,330,654
'0:0:9.05,333,653
'0:0:9.1,403,649
'0:0:9.15,436,642
'0:0:9.2,402,639
'0:0:9.25,373,638
'0:0:9.3,354,636
'0:0:9.35,347,633
'0:0:9.4,352,633
'0:0:9.45,346,633
'0:0:9.5,335,632
'0:0:9.55,330,631
'0:0:9.6,329,628
'0:0:9.65,330,626
'0:0:9.7,332,626
'0:0:9.75,331,628
'0:0:9.8,328,627
'0:0:9.85,349,622
'0:0:9.9,420,615
'0:0:9.95,422,610
'0:0:10.0,384,611
'0:0:10.05,362,613
'0:0:10.1,347,613
'0:0:10.15,346,613
'0:0:10.2,350,616
'0:0:10.25,343,624
