,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Respiration (ID 1  Exp 1)
Range:,Arb
Units:,Arb
Time
'-0:0:0.0,5436
'0:0:0.05,5433
'0:0:0.1,5434
'0:0:0.15,5442
'0:0:0.2,5448
'0:0:0.25,5449
'0:0:0.3,5447
'0:0:0.35,5447
'0:0:0.4,5452
'0:0:0.45,5455
'0:0:0.5,5456
'0:0:0.55,5459
'0:0:0.6,5463
'0:0:0.65,5467
'0:0:0.7,5473
'0:0:0.75,5487
'0:0:0.8,5505
'0:0:0.85,5538
'0:0:0.9,5559
'0:0:0.95,5552
'0:0:1.0,5556
'0:0:1.05,5573
'0:0:1.1,5589
'0:0:1.15,5606
'0:0:1.2,5624
'0:0:1.25,5648
'0:0:1.3,5677
'0:0:1.35,5715
'0:0:1.4,5749
'0:0:1.45,5786
'0:0:1.5,5819
'0:0:1.55,5854
'0:0:1.6,5888
'0:0:1.65,5924
'0:0:1.7,5960
'0:0:1.75,6016
'0:0:1.8,6062
'0:0:1.85,6094
'0:0:1.9,6117
'0:0:1.95,6133
'0:0:2.0,6155
'0:0:2.05,6182
'0:0:2.1,6201
'0:0:2.15,6208
'0:0:2.2,6196
'0:0:2.25,6169
'0:0:2.3,6139
'0:0:2.35,6106
'0:0:2.4,6082
'0:0:2.45,6060
'0:0:2.5,6041
'0:0:2.55,6003
'0:0:2.6,5951
'0:0:2.65,5912
'0:0:2.7,5883
'0:0:2.75,5843
'0:0:2.8,5810
'0:0:2.85,5776
'0:0:2.9,5751
'0:0:2.95,5735
'0:0:3.0,5724
'0:0:3.05,5715
'0:0:3.1,5703
'0:0:3.15,5680
'0:0:3.2,5656
'0:0:3.25,5639
'0:0:3.3,5629
'0:0:3.35,5625
'0:0:3.4,5622
'0:0:3.45,5621
'0:0:3.5,5618
'0:0:3.55,5605
'0:0:3.6,5594
'0:0:3.65,5576
'0:0:3.7,5549
'0:0:3.75,5525
'0:0:3.8,5513
'0:0:3.85,5502
'0:0:3.9,5492
'0:0:3.95,5477
'0:0:4.0,5463
'0:0:4.05,5451
'0:0:4.1,5443
'0:0:4.15,5435
'0:0:4.2,5432
'0:0:4.25,5430
'0:0:4.3,5423
'0:0:4.35,5415
'0:0:4.4,5410
'0:0:4.45,5406
'0:0:4.5,5405
'0:0:4.55,5404
'0:0:4.6,5402
'0:0:4.65,5405
'0:0:4.7,5413
'0:0:4.75,5425
'0:0:4.8,5435
'0:0:4.85,5443
'0:0:4.9,5452
'0:0:4.95,5462
'0:0:5.0,5470
'0:0:5.05,5482
'0:0:5.1,5497
'0:0:5.15,5514
'0:0:5.2,5526
'0:0:5.25,5540
'0:0:5.3,5557
'0:0:5.35,5570
'0:0:5.4,5577
'0:0:5.45,5582
'0:0:5.5,5584
'0:0:5.55,5587
'0:0:5.6,5594
'0:0:5.65,5608
'0:0:5.7,5624
'0:0:5.75,5641
'0:0:5.8,5655
'0:0:5.85,5672
'0:0:5.9,5691
'0:0:5.95,5713
'0:0:6.0,5730
'0:0:6.05,5733
'0:0:6.1,5739
'0:0:6.15,5758
'0:0:6.2,5781
'0:0:6.25,5812
'0:0:6.3,5837
'0:0:6.35,5842
'0:0:6.4,5838
'0:0:6.45,5837
'0:0:6.5,5839
'0:0:6.55,5847
'0:0:6.6,5848
'0:0:6.65,5841
'0:0:6.7,5833
'0:0:6.75,5827
'0:0:6.8,5819
'0:0:6.85,5802
'0:0:6.9,5785
'0:0:6.95,5775
'0:0:7.0,5779
'0:0:7.05,5786
'0:0:7.1,5783
'0:0:7.15,5772
'0:0:7.2,5751
'0:0:7.25,5728
'0:0:7.3,5716
'0:0:7.35,5705
'0:0:7.4,5694
'0:0:7.45,5684
'0:0:7.5,5670
'0:0:7.55,5650
'0:0:7.6,5631
'0:0:7.65,5615
'0:0:7.7,5610
'0:0:7.75,5607
'0:0:7.8,5588
'0:0:7.85,5566
'0:0:7.9,5552
'0:0:7.95,5541
'0:0:8.0,5530
'0:0:8.05,5512
'0:0:8.1,5492
'0:0:8.15,5475
'0:0:8.2,5465
'0:0:8.25,5457
'0:0:8.3,5452
'0:0:8.35,5447
'0:0:8.4,5440
'0:0:8.45,5431
'0:0:8.5,5423
'0:0:8.55,5415
'0:0:8.6,5409
'0:0:8.65,5403
'0:0:8.7,5399
'0:0:8.75,5397
'0:0:8.8,5400
'0:0:8.85,5405
'0:0:8.9,5409
'0:0:8.95,5423
'0:0:9.0,5440
'0:0:9.05,5456
'0:0:9.1,5472
'0:0:9.15,5491
'0:0:9.2,5505
'0:0:9.25,5518
'0:0:9.3,5529
'0:0:9.35,5540
'0:0:9.4,5551
'0:0:9.45,5565
'0:0:9.5,5576
'0:0:9.55,5585
'0:0:9.6,5589
'0:0:9.65,5589
'0:0:9.7,5588
'0:0:9.75,5585
'0:0:9.8,5584
'0:0:9.85,5590
'0:0:9.9,5600
'0:0:9.95,5615
'0:0:10.0,5641
'0:0:10.05,5670
'0:0:10.1,5677
'0:0:10.15,5677
'0:0:10.2,5676
'0:0:10.25,5664
'0:0:10.3,5652
'0:0:10.35,5642
'0:0:10.4,5630
'0:0:10.45,5620
'0:0:10.5,5615
'0:0:10.55,5612
'0:0:10.6,5607
'0:0:10.65,5601
'0:0:10.7,5595
'0:0:10.75,5596
'0:0:10.8,5602
'0:0:10.85,5605
'0:0:10.9,5600
'0:0:10.95,5582
'0:0:11.0,5557
'0:0:11.05,5536
'0:0:11.1,5524
'0:0:11.15,5512
'0:0:11.2,5502
'0:0:11.25,5492
'0:0:11.3,5482
'0:0:11.35,5470
'0:0:11.4,5461
'0:0:11.45,5453
'0:0:11.5,5452
'0:0:11.55,5449
'0:0:11.6,5440
'0:0:11.65,5429
'0:0:11.7,5418
'0:0:11.75,5414
'0:0:11.8,5414
'0:0:11.85,5414
'0:0:11.9,5418
'0:0:11.95,5426
'0:0:12.0,5434
'0:0:12.05,5448
'0:0:12.1,5459
'0:0:12.15,5466
'0:0:12.2,5474
'0:0:12.25,5488
'0:0:12.3,5500
'0:0:12.35,5512
'0:0:12.4,5521
'0:0:12.45,5535
'0:0:12.5,5558
'0:0:12.55,5581
'0:0:12.6,5597
'0:0:12.65,5607
'0:0:12.7,5615
'0:0:12.75,5630
'0:0:12.8,5650
'0:0:12.85,5679
'0:0:12.9,5705
'0:0:12.95,5715
'0:0:13.0,5708
'0:0:13.05,5694
'0:0:13.1,5681
'0:0:13.15,5662
'0:0:13.2,5641
'0:0:13.25,5635
'0:0:13.3,5643
'0:0:13.35,5641
'0:0:13.4,5623
'0:0:13.45,5596
'0:0:13.5,5571
'0:0:13.55,5550
'0:0:13.6,5537
'0:0:13.65,5520
'0:0:13.7,5506
'0:0:13.75,5494
'0:0:13.8,5483
'0:0:13.85,5471
'0:0:13.9,5459
'0:0:13.95,5456
'0:0:14.0,5460
'0:0:14.05,5460
'0:0:14.1,5453
'0:0:14.15,5453
'0:0:14.2,5455
'0:0:14.25,5449
'0:0:14.3,5439
'0:0:14.35,5427
'0:0:14.4,5423
'0:0:14.45,5423
'0:0:14.5,5422
'0:0:14.55,5425
'0:0:14.6,5429
'0:0:14.65,5438
'0:0:14.7,5449
'0:0:14.75,5466
'0:0:14.8,5476
'0:0:14.85,5478
'0:0:14.9,5481
'0:0:14.95,5489
'0:0:15.0,5501
'0:0:15.05,5511
'0:0:15.1,5520
'0:0:15.15,5533
'0:0:15.2,5546
'0:0:15.25,5562
'0:0:15.3,5578
'0:0:15.35,5591
'0:0:15.4,5602
'0:0:15.45,5617
'0:0:15.5,5635
'0:0:15.55,5656
'0:0:15.6,5681
'0:0:15.65,5720
'0:0:15.7,5759
'0:0:15.75,5794
'0:0:15.8,5817
'0:0:15.85,5821
'0:0:15.9,5805
'0:0:15.95,5785
'0:0:16.0,5774
'0:0:16.05,5769
'0:0:16.1,5763
'0:0:16.15,5751
'0:0:16.2,5738
'0:0:16.25,5714
'0:0:16.3,5686
'0:0:16.35,5663
'0:0:16.4,5635
'0:0:16.45,5606
'0:0:16.5,5596
'0:0:16.55,5583
'0:0:16.6,5571
'0:0:16.65,5559
'0:0:16.7,5540
'0:0:16.75,5517
'0:0:16.8,5502
'0:0:16.85,5489
'0:0:16.9,5481
'0:0:16.95,5474
'0:0:17.0,5464
'0:0:17.05,5447
'0:0:17.1,5436
'0:0:17.15,5434
'0:0:17.2,5439
'0:0:17.25,5446
'0:0:17.3,5443
'0:0:17.35,5433
'0:0:17.4,5435
'0:0:17.45,5438
'0:0:17.5,5434
'0:0:17.55,5426
'0:0:17.6,5420
'0:0:17.65,5419
'0:0:17.7,5419
'0:0:17.75,5420
'0:0:17.8,5419
'0:0:17.85,5418
'0:0:17.9,5420
'0:0:17.95,5427
'0:0:18.0,5440
'0:0:18.05,5458
'0:0:18.1,5465
'0:0:18.15,5461
'0:0:18.2,5467
'0:0:18.25,5480
'0:0:18.3,5493
'0:0:18.35,5510
'0:0:18.4,5527
'0:0:18.45,5547
'0:0:18.5,5567
'0:0:18.55,5588
'0:0:18.6,5608
'0:0:18.65,5625
'0:0:18.7,5639
'0:0:18.75,5658
'0:0:18.8,5680
'0:0:18.85,5702
'0:0:18.9,5716
'0:0:18.95,5724
'0:0:19.0,5728
'0:0:19.05,5739
'0:0:19.1,5753
'0:0:19.15,5759
'0:0:19.2,5762
