,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Respiration (ID 1  Exp 1)
Range:,Arb
Units:,Arb
Time
'-0:0:0.0,5640
'0:0:0.05,5635
'0:0:0.1,5632
'0:0:0.15,5630
'0:0:0.2,5628
'0:0:0.25,5624
'0:0:0.3,5622
'0:0:0.35,5620
'0:0:0.4,5616
'0:0:0.45,5614
'0:0:0.5,5614
'0:0:0.55,5614
'0:0:0.6,5615
'0:0:0.65,5620
'0:0:0.7,5630
'0:0:0.75,5640
'0:0:0.8,5654
'0:0:0.85,5670
'0:0:0.9,5688
'0:0:0.95,5706
'0:0:1.0,5729
'0:0:1.05,5748
'0:0:1.1,5767
'0:0:1.15,5787
'0:0:1.2,5811
'0:0:1.25,5836
'0:0:1.3,5861
'0:0:1.35,5885
'0:0:1.4,5910
'0:0:1.45,5928
'0:0:1.5,5946
'0:0:1.55,5965
'0:0:1.6,5983
'0:0:1.65,5998
'0:0:1.7,6018
'0:0:1.75,6041
'0:0:1.8,6068
'0:0:1.85,6090
'0:0:1.9,6110
'0:0:1.95,6113
'0:0:2.0,6101
'0:0:2.05,6087
'0:0:2.1,6071
'0:0:2.15,6056
'0:0:2.2,6038
'0:0:2.25,6026
'0:0:2.3,6014
'0:0:2.35,5999
'0:0:2.4,5985
'0:0:2.45,5971
'0:0:2.5,5945
'0:0:2.55,5923
'0:0:2.6,5905
'0:0:2.65,5887
'0:0:2.7,5867
'0:0:2.75,5854
'0:0:2.8,5846
'0:0:2.85,5836
'0:0:2.9,5822
'0:0:2.95,5810
'0:0:3.0,5798
'0:0:3.05,5786
'0:0:3.1,5778
'0:0:3.15,5769
'0:0:3.2,5757
'0:0:3.25,5746
'0:0:3.3,5737
'0:0:3.35,5729
'0:0:3.4,5719
'0:0:3.45,5710
'0:0:3.5,5700
'0:0:3.55,5691
'0:0:3.6,5682
'0:0:3.65,5674
'0:0:3.7,5664
'0:0:3.75,5656
'0:0:3.8,5649
'0:0:3.85,5644
'0:0:3.9,5638
'0:0:3.95,5631
'0:0:4.0,5624
'0:0:4.05,5617
'0:0:4.1,5611
'0:0:4.15,5607
'0:0:4.2,5603
'0:0:4.25,5599
'0:0:4.3,5593
'0:0:4.35,5588
'0:0:4.4,5584
'0:0:4.45,5585
'0:0:4.5,5589
'0:0:4.55,5592
'0:0:4.6,5598
'0:0:4.65,5603
'0:0:4.7,5609
'0:0:4.75,5613
'0:0:4.8,5619
'0:0:4.85,5627
'0:0:4.9,5638
'0:0:4.95,5650
'0:0:5.0,5664
'0:0:5.05,5678
'0:0:5.1,5695
'0:0:5.15,5709
'0:0:5.2,5721
'0:0:5.25,5735
'0:0:5.3,5750
'0:0:5.35,5760
'0:0:5.4,5770
'0:0:5.45,5783
'0:0:5.5,5799
'0:0:5.55,5816
'0:0:5.6,5835
'0:0:5.65,5850
'0:0:5.7,5867
'0:0:5.75,5881
'0:0:5.8,5895
'0:0:5.85,5908
'0:0:5.9,5923
'0:0:5.95,5937
'0:0:6.0,5953
'0:0:6.05,5970
'0:0:6.1,5987
'0:0:6.15,5995
'0:0:6.2,5994
'0:0:6.25,5988
'0:0:6.3,5976
'0:0:6.35,5965
'0:0:6.4,5953
'0:0:6.45,5943
'0:0:6.5,5930
'0:0:6.55,5919
'0:0:6.6,5910
'0:0:6.65,5905
'0:0:6.7,5900
'0:0:6.75,5891
'0:0:6.8,5880
'0:0:6.85,5866
'0:0:6.9,5847
'0:0:6.95,5835
'0:0:7.0,5821
'0:0:7.05,5806
'0:0:7.1,5790
'0:0:7.15,5779
'0:0:7.2,5769
'0:0:7.25,5760
'0:0:7.3,5747
'0:0:7.35,5736
'0:0:7.4,5723
'0:0:7.45,5712
'0:0:7.5,5701
'0:0:7.55,5690
'0:0:7.6,5679
'0:0:7.65,5669
'0:0:7.7,5660
'0:0:7.75,5654
'0:0:7.8,5647
'0:0:7.85,5640
'0:0:7.9,5633
'0:0:7.95,5628
'0:0:8.0,5621
'0:0:8.05,5615
'0:0:8.1,5608
'0:0:8.15,5603
'0:0:8.2,5598
'0:0:8.25,5595
'0:0:8.3,5593
'0:0:8.35,5590
'0:0:8.4,5585
'0:0:8.45,5581
'0:0:8.5,5577
'0:0:8.55,5574
'0:0:8.6,5572
'0:0:8.65,5571
'0:0:8.7,5570
'0:0:8.75,5572
'0:0:8.8,5577
'0:0:8.85,5582
'0:0:8.9,5587
'0:0:8.95,5591
'0:0:9.0,5597
'0:0:9.05,5602
'0:0:9.1,5610
'0:0:9.15,5619
'0:0:9.2,5628
'0:0:9.25,5635
'0:0:9.3,5645
'0:0:9.35,5656
'0:0:9.4,5669
'0:0:9.45,5682
'0:0:9.5,5695
'0:0:9.55,5706
'0:0:9.6,5716
'0:0:9.65,5726
'0:0:9.7,5737
'0:0:9.75,5746
'0:0:9.8,5755
'0:0:9.85,5764
'0:0:9.9,5777
'0:0:9.95,5791
'0:0:10.0,5805
'0:0:10.05,5818
'0:0:10.1,5827
'0:0:10.15,5832
'0:0:10.2,5838
'0:0:10.25,5843
'0:0:10.3,5845
'0:0:10.35,5846
'0:0:10.4,5851
'0:0:10.45,5859
'0:0:10.5,5866
'0:0:10.55,5867
'0:0:10.6,5864
'0:0:10.65,5855
'0:0:10.7,5844
'0:0:10.75,5837
'0:0:10.8,5828
'0:0:10.85,5817
'0:0:10.9,5799
'0:0:10.95,5784
'0:0:11.0,5772
'0:0:11.05,5760
'0:0:11.1,5748
'0:0:11.15,5737
'0:0:11.2,5724
'0:0:11.25,5715
'0:0:11.3,5706
'0:0:11.35,5697
'0:0:11.4,5686
'0:0:11.45,5677
'0:0:11.5,5670
'0:0:11.55,5665
'0:0:11.6,5658
'0:0:11.65,5650
'0:0:11.7,5643
'0:0:11.75,5637
'0:0:11.8,5631
'0:0:11.85,5627
'0:0:11.9,5622
'0:0:11.95,5617
'0:0:12.0,5614
'0:0:12.05,5615
'0:0:12.1,5618
'0:0:12.15,5619
'0:0:12.2,5622
'0:0:12.25,5624
'0:0:12.3,5624
'0:0:12.35,5628
'0:0:12.4,5633
'0:0:12.45,5635
'0:0:12.5,5632
'0:0:12.55,5630
'0:0:12.6,5632
'0:0:12.65,5631
'0:0:12.7,5628
'0:0:12.75,5629
'0:0:12.8,5633
'0:0:12.85,5639
'0:0:12.9,5648
'0:0:12.95,5656
'0:0:13.0,5664
'0:0:13.05,5673
'0:0:13.1,5686
'0:0:13.15,5701
'0:0:13.2,5717
'0:0:13.25,5732
'0:0:13.3,5747
'0:0:13.35,5759
'0:0:13.4,5773
'0:0:13.45,5784
'0:0:13.5,5794
'0:0:13.55,5803
'0:0:13.6,5816
'0:0:13.65,5832
'0:0:13.7,5851
'0:0:13.75,5867
'0:0:13.8,5881
'0:0:13.85,5882
'0:0:13.9,5872
'0:0:13.95,5861
'0:0:14.0,5850
'0:0:14.05,5839
'0:0:14.1,5827
'0:0:14.15,5818
'0:0:14.2,5814
'0:0:14.25,5811
'0:0:14.3,5805
'0:0:14.35,5798
'0:0:14.4,5786
'0:0:14.45,5771
'0:0:14.5,5758
'0:0:14.55,5747
'0:0:14.6,5734
'0:0:14.65,5723
'0:0:14.7,5716
'0:0:14.75,5714
'0:0:14.8,5712
'0:0:14.85,5708
'0:0:14.9,5701
'0:0:14.95,5692
'0:0:15.0,5683
'0:0:15.05,5676
'0:0:15.1,5669
'0:0:15.15,5663
'0:0:15.2,5655
'0:0:15.25,5650
'0:0:15.3,5646
'0:0:15.35,5643
'0:0:15.4,5639
'0:0:15.45,5634
'0:0:15.5,5628
'0:0:15.55,5622
'0:0:15.6,5618
'0:0:15.65,5616
'0:0:15.7,5613
'0:0:15.75,5609
'0:0:15.8,5605
'0:0:15.85,5602
'0:0:15.9,5602
'0:0:15.95,5602
'0:0:16.0,5604
'0:0:16.05,5606
'0:0:16.1,5607
'0:0:16.15,5611
'0:0:16.2,5614
'0:0:16.25,5617
'0:0:16.3,5623
'0:0:16.35,5631
'0:0:16.4,5642
'0:0:16.45,5652
'0:0:16.5,5664
'0:0:16.55,5676
'0:0:16.6,5688
'0:0:16.65,5699
'0:0:16.7,5712
'0:0:16.75,5723
'0:0:16.8,5733
'0:0:16.85,5743
'0:0:16.9,5757
'0:0:16.95,5775
'0:0:17.0,5795
'0:0:17.05,5812
'0:0:17.1,5833
'0:0:17.15,5850
'0:0:17.2,5865
'0:0:17.25,5879
'0:0:17.3,5888
'0:0:17.35,5892
'0:0:17.4,5891
'0:0:17.45,5887
'0:0:17.5,5883
'0:0:17.55,5876
'0:0:17.6,5869
'0:0:17.65,5859
'0:0:17.7,5844
'0:0:17.75,5830
'0:0:17.8,5818
'0:0:17.85,5806
'0:0:17.9,5791
'0:0:17.95,5777
'0:0:18.0,5768
'0:0:18.05,5763
'0:0:18.1,5754
'0:0:18.15,5745
'0:0:18.2,5734
'0:0:18.25,5722
'0:0:18.3,5711
'0:0:18.35,5701
'0:0:18.4,5689
'0:0:18.45,5679
'0:0:18.5,5670
'0:0:18.55,5664
'0:0:18.6,5657
'0:0:18.65,5648
'0:0:18.7,5640
'0:0:18.75,5633
'0:0:18.8,5625
'0:0:18.85,5619
'0:0:18.9,5613
'0:0:18.95,5609
'0:0:19.0,5605
'0:0:19.05,5605
'0:0:19.1,5605
'0:0:19.15,5604
'0:0:19.2,5601
