,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Respiration (ID 1  Exp 1)
Range:,Arb
Units:,Arb
Time
'-0:0:0.0,5839
'0:0:0.05,5839
'0:0:0.1,5839
'0:0:0.15,5839
'0:0:0.2,5839
'0:0:0.25,5842
'0:0:0.3,5845
'0:0:0.35,5848
'0:0:0.4,5854
'0:0:0.45,5861
'0:0:0.5,5866
'0:0:0.55,5870
'0:0:0.6,5875
'0:0:0.65,5884
'0:0:0.7,5895
'0:0:0.75,5906
'0:0:0.8,5917
'0:0:0.85,5925
'0:0:0.9,5932
'0:0:0.95,5940
'0:0:1.0,5947
'0:0:1.05,5950
'0:0:1.1,5951
'0:0:1.15,5955
'0:0:1.2,5965
'0:0:1.25,5975
'0:0:1.3,5986
'0:0:1.35,5999
'0:0:1.4,6011
'0:0:1.45,6017
'0:0:1.5,6025
'0:0:1.55,6035
'0:0:1.6,6045
'0:0:1.65,6053
'0:0:1.7,6066
'0:0:1.75,6081
'0:0:1.8,6099
'0:0:1.85,6114
'0:0:1.9,6132
'0:0:1.95,6145
'0:0:2.0,6152
'0:0:2.05,6159
'0:0:2.1,6163
'0:0:2.15,6156
'0:0:2.2,6142
'0:0:2.25,6133
'0:0:2.3,6128
'0:0:2.35,6123
'0:0:2.4,6115
'0:0:2.45,6107
'0:0:2.5,6096
'0:0:2.55,6079
'0:0:2.6,6062
'0:0:2.65,6049
'0:0:2.7,6035
'0:0:2.75,6020
'0:0:2.8,6004
'0:0:2.85,5995
'0:0:2.9,5989
'0:0:2.95,5980
'0:0:3.0,5969
'0:0:3.05,5960
'0:0:3.1,5946
'0:0:3.15,5933
'0:0:3.2,5923
'0:0:3.25,5915
'0:0:3.3,5906
'0:0:3.35,5898
'0:0:3.4,5890
'0:0:3.45,5885
'0:0:3.5,5880
'0:0:3.55,5874
'0:0:3.6,5867
'0:0:3.65,5860
'0:0:3.7,5851
'0:0:3.75,5846
'0:0:3.8,5842
'0:0:3.85,5836
'0:0:3.9,5830
'0:0:3.95,5827
'0:0:4.0,5827
'0:0:4.05,5828
'0:0:4.1,5829
'0:0:4.15,5829
'0:0:4.2,5826
'0:0:4.25,5823
'0:0:4.3,5821
'0:0:4.35,5823
'0:0:4.4,5826
'0:0:4.45,5826
'0:0:4.5,5828
'0:0:4.55,5834
'0:0:4.6,5841
'0:0:4.65,5851
'0:0:4.7,5863
'0:0:4.75,5874
'0:0:4.8,5887
'0:0:4.85,5896
'0:0:4.9,5904
'0:0:4.95,5914
'0:0:5.0,5925
'0:0:5.05,5934
'0:0:5.1,5943
'0:0:5.15,5954
'0:0:5.2,5968
'0:0:5.25,5984
'0:0:5.3,6002
'0:0:5.35,6019
'0:0:5.4,6037
'0:0:5.45,6049
'0:0:5.5,6059
'0:0:5.55,6068
'0:0:5.6,6077
'0:0:5.65,6081
'0:0:5.7,6077
'0:0:5.75,6069
'0:0:5.8,6061
'0:0:5.85,6057
'0:0:5.9,6052
'0:0:5.95,6051
'0:0:6.0,6046
'0:0:6.05,6035
'0:0:6.1,6025
'0:0:6.15,6019
'0:0:6.2,6011
'0:0:6.25,5996
'0:0:6.3,5974
'0:0:6.35,5958
'0:0:6.4,5950
'0:0:6.45,5944
'0:0:6.5,5936
'0:0:6.55,5930
'0:0:6.6,5921
'0:0:6.65,5908
'0:0:6.7,5898
'0:0:6.75,5892
'0:0:6.8,5884
'0:0:6.85,5875
'0:0:6.9,5865
'0:0:6.95,5859
'0:0:7.0,5853
'0:0:7.05,5847
'0:0:7.1,5842
'0:0:7.15,5837
'0:0:7.2,5831
'0:0:7.25,5824
'0:0:7.3,5820
'0:0:7.35,5818
'0:0:7.4,5814
'0:0:7.45,5812
'0:0:7.5,5809
'0:0:7.55,5808
'0:0:7.6,5808
'0:0:7.65,5808
'0:0:7.7,5805
'0:0:7.75,5801
'0:0:7.8,5796
'0:0:7.85,5794
'0:0:7.9,5797
'0:0:7.95,5800
'0:0:8.0,5802
'0:0:8.05,5804
'0:0:8.1,5808
'0:0:8.15,5814
'0:0:8.2,5825
'0:0:8.25,5837
'0:0:8.3,5851
'0:0:8.35,5861
'0:0:8.4,5870
'0:0:8.45,5880
'0:0:8.5,5895
'0:0:8.55,5908
'0:0:8.6,5924
'0:0:8.65,5943
'0:0:8.7,5965
'0:0:8.75,5987
'0:0:8.8,6009
'0:0:8.85,6030
'0:0:8.9,6052
'0:0:8.95,6070
'0:0:9.0,6087
'0:0:9.05,6103
'0:0:9.1,6118
'0:0:9.15,6129
'0:0:9.2,6142
'0:0:9.25,6157
'0:0:9.3,6173
'0:0:9.35,6180
'0:0:9.4,6177
'0:0:9.45,6169
'0:0:9.5,6153
'0:0:9.55,6135
'0:0:9.6,6118
'0:0:9.65,6104
'0:0:9.7,6087
'0:0:9.75,6071
'0:0:9.8,6057
'0:0:9.85,6047
'0:0:9.9,6034
'0:0:9.95,6021
'0:0:10.0,6009
'0:0:10.05,5993
'0:0:10.1,5972
'0:0:10.15,5956
'0:0:10.2,5944
'0:0:10.25,5930
'0:0:10.3,5915
'0:0:10.35,5906
'0:0:10.4,5898
'0:0:10.45,5894
'0:0:10.5,5889
'0:0:10.55,5884
'0:0:10.6,5876
'0:0:10.65,5868
'0:0:10.7,5861
'0:0:10.75,5855
'0:0:10.8,5849
'0:0:10.85,5843
'0:0:10.9,5836
'0:0:10.95,5833
'0:0:11.0,5833
'0:0:11.05,5832
'0:0:11.1,5830
'0:0:11.15,5827
'0:0:11.2,5823
'0:0:11.25,5821
'0:0:11.3,5820
'0:0:11.35,5819
'0:0:11.4,5816
'0:0:11.45,5816
'0:0:11.5,5820
'0:0:11.55,5825
'0:0:11.6,5833
'0:0:11.65,5837
'0:0:11.7,5844
'0:0:11.75,5851
'0:0:11.8,5856
'0:0:11.85,5866
'0:0:11.9,5878
'0:0:11.95,5887
'0:0:12.0,5898
'0:0:12.05,5910
'0:0:12.1,5924
'0:0:12.15,5938
'0:0:12.2,5951
'0:0:12.25,5965
'0:0:12.3,5982
'0:0:12.35,5995
'0:0:12.4,6007
'0:0:12.45,6020
'0:0:12.5,6032
'0:0:12.55,6040
'0:0:12.6,6050
'0:0:12.65,6060
'0:0:12.7,6074
'0:0:12.75,6087
'0:0:12.8,6098
'0:0:12.85,6102
'0:0:12.9,6097
'0:0:12.95,6086
'0:0:13.0,6073
'0:0:13.05,6064
'0:0:13.1,6051
'0:0:13.15,6037
'0:0:13.2,6022
'0:0:13.25,6012
'0:0:13.3,6005
'0:0:13.35,5998
'0:0:13.4,5987
'0:0:13.45,5978
'0:0:13.5,5963
'0:0:13.55,5944
'0:0:13.6,5929
'0:0:13.65,5921
'0:0:13.7,5909
'0:0:13.75,5899
'0:0:13.8,5890
'0:0:13.85,5884
'0:0:13.9,5879
'0:0:13.95,5875
'0:0:14.0,5870
'0:0:14.05,5865
'0:0:14.1,5858
'0:0:14.15,5850
'0:0:14.2,5846
'0:0:14.25,5842
'0:0:14.3,5836
'0:0:14.35,5833
'0:0:14.4,5829
'0:0:14.45,5827
'0:0:14.5,5827
'0:0:14.55,5826
'0:0:14.6,5824
'0:0:14.65,5820
'0:0:14.7,5815
'0:0:14.75,5810
'0:0:14.8,5808
'0:0:14.85,5807
'0:0:14.9,5804
'0:0:14.95,5803
'0:0:15.0,5805
'0:0:15.05,5809
'0:0:15.1,5812
'0:0:15.15,5815
'0:0:15.2,5819
'0:0:15.25,5823
'0:0:15.3,5827
'0:0:15.35,5831
'0:0:15.4,5839
'0:0:15.45,5846
'0:0:15.5,5852
'0:0:15.55,5861
'0:0:15.6,5872
'0:0:15.65,5886
'0:0:15.7,5902
'0:0:15.75,5915
'0:0:15.8,5931
'0:0:15.85,5943
'0:0:15.9,5954
'0:0:15.95,5966
'0:0:16.0,5980
'0:0:16.05,5991
'0:0:16.1,6000
'0:0:16.15,6009
'0:0:16.2,6022
'0:0:16.25,6038
'0:0:16.3,6048
'0:0:16.35,6049
'0:0:16.4,6043
'0:0:16.45,6031
'0:0:16.5,6019
'0:0:16.55,6011
'0:0:16.6,5999
'0:0:16.65,5985
'0:0:16.7,5970
'0:0:16.75,5959
'0:0:16.8,5950
'0:0:16.85,5942
'0:0:16.9,5932
'0:0:16.95,5922
'0:0:17.0,5911
'0:0:17.05,5898
'0:0:17.1,5888
'0:0:17.15,5883
'0:0:17.2,5875
'0:0:17.25,5868
'0:0:17.3,5861
'0:0:17.35,5856
'0:0:17.4,5853
'0:0:17.45,5848
'0:0:17.5,5842
'0:0:17.55,5834
'0:0:17.6,5826
'0:0:17.65,5819
'0:0:17.7,5814
'0:0:17.75,5810
'0:0:17.8,5806
'0:0:17.85,5803
'0:0:17.9,5801
'0:0:17.95,5801
'0:0:18.0,5800
'0:0:18.05,5798
'0:0:18.1,5795
'0:0:18.15,5793
'0:0:18.2,5793
'0:0:18.25,5794
'0:0:18.3,5797
'0:0:18.35,5800
'0:0:18.4,5804
'0:0:18.45,5808
'0:0:18.5,5814
'0:0:18.55,5821
'0:0:18.6,5828
'0:0:18.65,5837
'0:0:18.7,5849
'0:0:18.75,5859
'0:0:18.8,5871
'0:0:18.85,5882
'0:0:18.9,5889
'0:0:18.95,5895
'0:0:19.0,5903
'0:0:19.05,5914
'0:0:19.1,5929
'0:0:19.15,5944
'0:0:19.2,5961
