,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Respiration (ID 1  Exp 1)
Range:,Arb
Units:,Arb
Time
'-0:0:0.0,5433
'0:0:0.05,5434
'0:0:0.1,5433
'0:0:0.15,5433
'0:0:0.2,5435
'0:0:0.25,5441
'0:0:0.3,5450
'0:0:0.35,5456
'0:0:0.4,5456
'0:0:0.45,5459
'0:0:0.5,5472
'0:0:0.55,5487
'0:0:0.6,5497
'0:0:0.65,5510
'0:0:0.7,5522
'0:0:0.75,5528
'0:0:0.8,5536
'0:0:0.85,5553
'0:0:0.9,5572
'0:0:0.95,5592
'0:0:1.0,5610
'0:0:1.05,5629
'0:0:1.1,5647
'0:0:1.15,5670
'0:0:1.2,5692
'0:0:1.25,5714
'0:0:1.3,5736
'0:0:1.35,5771
'0:0:1.4,5829
'0:0:1.45,5913
'0:0:1.5,5980
'0:0:1.55,6035
'0:0:1.6,6068
'0:0:1.65,6088
'0:0:1.7,6085
'0:0:1.75,6061
'0:0:1.8,6034
'0:0:1.85,6011
'0:0:1.9,5995
'0:0:1.95,5974
'0:0:2.0,5953
'0:0:2.05,5934
'0:0:2.1,5915
'0:0:2.15,5888
'0:0:2.2,5863
'0:0:2.25,5825
'0:0:2.3,5785
'0:0:2.35,5751
'0:0:2.4,5732
'0:0:2.45,5716
'0:0:2.5,5701
'0:0:2.55,5684
'0:0:2.6,5664
'0:0:2.65,5640
'0:0:2.7,5619
'0:0:2.75,5605
'0:0:2.8,5591
'0:0:2.85,5572
'0:0:2.9,5562
'0:0:2.95,5557
'0:0:3.0,5555
'0:0:3.05,5550
'0:0:3.1,5544
'0:0:3.15,5535
'0:0:3.2,5529
'0:0:3.25,5525
'0:0:3.3,5523
'0:0:3.35,5518
'0:0:3.4,5509
'0:0:3.45,5501
'0:0:3.5,5498
'0:0:3.55,5493
'0:0:3.6,5482
'0:0:3.65,5467
'0:0:3.7,5454
'0:0:3.75,5441
'0:0:3.8,5432
'0:0:3.85,5426
'0:0:3.9,5422
'0:0:3.95,5419
'0:0:4.0,5412
'0:0:4.05,5405
'0:0:4.1,5403
'0:0:4.15,5408
'0:0:4.2,5415
'0:0:4.25,5420
'0:0:4.3,5424
'0:0:4.35,5428
'0:0:4.4,5435
'0:0:4.45,5446
'0:0:4.5,5451
'0:0:4.55,5452
'0:0:4.6,5454
'0:0:4.65,5462
'0:0:4.7,5473
'0:0:4.75,5484
'0:0:4.8,5490
'0:0:4.85,5492
'0:0:4.9,5500
'0:0:4.95,5514
'0:0:5.0,5529
'0:0:5.05,5545
'0:0:5.1,5557
'0:0:5.15,5565
'0:0:5.2,5575
'0:0:5.25,5595
'0:0:5.3,5608
'0:0:5.35,5616
'0:0:5.4,5620
'0:0:5.45,5626
'0:0:5.5,5637
'0:0:5.55,5654
'0:0:5.6,5669
'0:0:5.65,5670
'0:0:5.7,5665
'0:0:5.75,5659
'0:0:5.8,5652
'0:0:5.85,5644
'0:0:5.9,5639
'0:0:5.95,5629
'0:0:6.0,5624
'0:0:6.05,5628
'0:0:6.1,5624
'0:0:6.15,5613
'0:0:6.2,5604
'0:0:6.25,5595
'0:0:6.3,5585
'0:0:6.35,5574
'0:0:6.4,5564
'0:0:6.45,5555
'0:0:6.5,5546
'0:0:6.55,5532
'0:0:6.6,5520
'0:0:6.65,5511
'0:0:6.7,5502
'0:0:6.75,5495
'0:0:6.8,5491
'0:0:6.85,5482
'0:0:6.9,5470
'0:0:6.95,5460
'0:0:7.0,5452
'0:0:7.05,5443
'0:0:7.1,5434
'0:0:7.15,5426
'0:0:7.2,5421
'0:0:7.25,5416
'0:0:7.3,5413
'0:0:7.35,5408
'0:0:7.4,5403
'0:0:7.45,5399
'0:0:7.5,5400
'0:0:7.55,5404
'0:0:7.6,5414
'0:0:7.65,5424
'0:0:7.7,5427
'0:0:7.75,5434
'0:0:7.8,5445
'0:0:7.85,5455
'0:0:7.9,5465
'0:0:7.95,5473
'0:0:8.0,5479
'0:0:8.05,5487
'0:0:8.1,5496
'0:0:8.15,5511
'0:0:8.2,5522
'0:0:8.25,5528
'0:0:8.3,5531
'0:0:8.35,5539
'0:0:8.4,5551
'0:0:8.45,5564
'0:0:8.5,5575
'0:0:8.55,5583
'0:0:8.6,5592
'0:0:8.65,5612
'0:0:8.7,5630
'0:0:8.75,5643
'0:0:8.8,5653
'0:0:8.85,5663
'0:0:8.9,5675
'0:0:8.95,5696
'0:0:9.0,5716
'0:0:9.05,5733
'0:0:9.1,5741
'0:0:9.15,5750
'0:0:9.2,5759
'0:0:9.25,5762
'0:0:9.3,5759
'0:0:9.35,5745
'0:0:9.4,5727
'0:0:9.45,5722
'0:0:9.5,5730
'0:0:9.55,5724
'0:0:9.6,5704
'0:0:9.65,5684
'0:0:9.7,5665
'0:0:9.75,5645
'0:0:9.8,5635
'0:0:9.85,5623
'0:0:9.9,5612
'0:0:9.95,5600
'0:0:10.0,5587
'0:0:10.05,5576
'0:0:10.1,5571
'0:0:10.15,5564
'0:0:10.2,5559
'0:0:10.25,5554
'0:0:10.3,5551
'0:0:10.35,5547
'0:0:10.4,5541
'0:0:10.45,5534
'0:0:10.5,5522
'0:0:10.55,5505
'0:0:10.6,5489
'0:0:10.65,5477
'0:0:10.7,5467
'0:0:10.75,5458
'0:0:10.8,5451
'0:0:10.85,5441
'0:0:10.9,5432
'0:0:10.95,5426
'0:0:11.0,5425
'0:0:11.05,5429
'0:0:11.1,5429
'0:0:11.15,5426
'0:0:11.2,5427
'0:0:11.25,5428
'0:0:11.3,5432
'0:0:11.35,5436
'0:0:11.4,5438
'0:0:11.45,5439
'0:0:11.5,5446
'0:0:11.55,5454
'0:0:11.6,5463
'0:0:11.65,5473
'0:0:11.7,5481
'0:0:11.75,5485
'0:0:11.8,5489
'0:0:11.85,5500
'0:0:11.9,5511
'0:0:11.95,5516
'0:0:12.0,5514
'0:0:12.05,5523
'0:0:12.1,5543
'0:0:12.15,5559
'0:0:12.2,5566
'0:0:12.25,5571
'0:0:12.3,5580
'0:0:12.35,5596
'0:0:12.4,5609
'0:0:12.45,5627
'0:0:12.5,5641
'0:0:12.55,5648
'0:0:12.6,5653
'0:0:12.65,5660
'0:0:12.7,5669
'0:0:12.75,5680
'0:0:12.8,5694
'0:0:12.85,5710
'0:0:12.9,5728
'0:0:12.95,5751
'0:0:13.0,5766
'0:0:13.05,5764
'0:0:13.1,5745
'0:0:13.15,5724
'0:0:13.2,5709
'0:0:13.25,5692
'0:0:13.3,5680
'0:0:13.35,5668
'0:0:13.4,5660
'0:0:13.45,5652
'0:0:13.5,5645
'0:0:13.55,5639
'0:0:13.6,5634
'0:0:13.65,5627
'0:0:13.7,5616
'0:0:13.75,5612
'0:0:13.8,5616
'0:0:13.85,5621
'0:0:13.9,5621
'0:0:13.95,5612
'0:0:14.0,5597
'0:0:14.05,5577
'0:0:14.1,5557
'0:0:14.15,5537
'0:0:14.2,5521
'0:0:14.25,5504
'0:0:14.3,5490
'0:0:14.35,5479
'0:0:14.4,5469
'0:0:14.45,5458
'0:0:14.5,5449
'0:0:14.55,5441
'0:0:14.6,5439
'0:0:14.65,5439
'0:0:14.7,5435
'0:0:14.75,5432
'0:0:14.8,5431
'0:0:14.85,5432
'0:0:14.9,5438
'0:0:14.95,5443
'0:0:15.0,5444
'0:0:15.05,5448
'0:0:15.1,5458
'0:0:15.15,5473
'0:0:15.2,5485
'0:0:15.25,5496
'0:0:15.3,5504
'0:0:15.35,5508
'0:0:15.4,5509
'0:0:15.45,5515
'0:0:15.5,5523
'0:0:15.55,5533
'0:0:15.6,5547
'0:0:15.65,5567
'0:0:15.7,5588
'0:0:15.75,5604
'0:0:15.8,5613
'0:0:15.85,5617
'0:0:15.9,5618
'0:0:15.95,5617
'0:0:16.0,5620
'0:0:16.05,5626
'0:0:16.1,5632
'0:0:16.15,5646
'0:0:16.2,5666
'0:0:16.25,5688
'0:0:16.3,5710
'0:0:16.35,5728
'0:0:16.4,5735
'0:0:16.45,5734
'0:0:16.5,5732
'0:0:16.55,5725
'0:0:16.6,5707
'0:0:16.65,5707
'0:0:16.7,5718
'0:0:16.75,5712
'0:0:16.8,5696
'0:0:16.85,5678
'0:0:16.9,5671
'0:0:16.95,5671
'0:0:17.0,5673
'0:0:17.05,5677
'0:0:17.1,5677
'0:0:17.15,5668
'0:0:17.2,5656
'0:0:17.25,5644
'0:0:17.3,5630
'0:0:17.35,5614
'0:0:17.4,5603
'0:0:17.45,5594
'0:0:17.5,5588
'0:0:17.55,5584
'0:0:17.6,5573
'0:0:17.65,5556
'0:0:17.7,5545
'0:0:17.75,5532
'0:0:17.8,5514
'0:0:17.85,5493
'0:0:17.9,5480
'0:0:17.95,5475
'0:0:18.0,5471
'0:0:18.05,5462
'0:0:18.1,5453
'0:0:18.15,5444
'0:0:18.2,5435
'0:0:18.25,5430
'0:0:18.3,5430
'0:0:18.35,5435
'0:0:18.4,5445
'0:0:18.45,5449
'0:0:18.5,5448
'0:0:18.55,5450
'0:0:18.6,5451
'0:0:18.65,5453
'0:0:18.7,5456
'0:0:18.75,5461
'0:0:18.8,5470
'0:0:18.85,5481
'0:0:18.9,5489
'0:0:18.95,5503
'0:0:19.0,5515
'0:0:19.05,5521
'0:0:19.1,5527
'0:0:19.15,5538
'0:0:19.2,5550
