,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Respiration (ID 1  Exp 1)
Range:,Arb
Units:,Arb
Time
'-0:0:0.0,6106
'0:0:0.05,6085
'0:0:0.1,6067
'0:0:0.15,6056
'0:0:0.2,6042
'0:0:0.25,6025
'0:0:0.3,6002
'0:0:0.35,5966
'0:0:0.4,5930
'0:0:0.45,5922
'0:0:0.5,5901
'0:0:0.55,5854
'0:0:0.6,5800
'0:0:0.65,5765
'0:0:0.7,5735
'0:0:0.75,5708
'0:0:0.8,5684
'0:0:0.85,5670
'0:0:0.9,5656
'0:0:0.95,5644
'0:0:1.0,5631
'0:0:1.05,5619
'0:0:1.1,5604
'0:0:1.15,5588
'0:0:1.2,5580
'0:0:1.25,5574
'0:0:1.3,5557
'0:0:1.35,5540
'0:0:1.4,5522
'0:0:1.45,5507
'0:0:1.5,5492
'0:0:1.55,5481
'0:0:1.6,5469
'0:0:1.65,5459
'0:0:1.7,5450
'0:0:1.75,5439
'0:0:1.8,5429
'0:0:1.85,5420
'0:0:1.9,5412
'0:0:1.95,5406
'0:0:2.0,5402
'0:0:2.05,5404
'0:0:2.1,5408
'0:0:2.15,5410
'0:0:2.2,5417
'0:0:2.25,5428
'0:0:2.3,5438
'0:0:2.35,5445
'0:0:2.4,5449
'0:0:2.45,5452
'0:0:2.5,5462
'0:0:2.55,5476
'0:0:2.6,5491
'0:0:2.65,5505
'0:0:2.7,5521
'0:0:2.75,5533
'0:0:2.8,5546
'0:0:2.85,5559
'0:0:2.9,5574
'0:0:2.95,5579
'0:0:3.0,5581
'0:0:3.05,5596
'0:0:3.1,5622
'0:0:3.15,5640
'0:0:3.2,5656
'0:0:3.25,5669
'0:0:3.3,5684
'0:0:3.35,5707
'0:0:3.4,5733
'0:0:3.45,5763
'0:0:3.5,5800
'0:0:3.55,5831
'0:0:3.6,5861
'0:0:3.65,5878
'0:0:3.7,5875
'0:0:3.75,5859
'0:0:3.8,5837
'0:0:3.85,5819
'0:0:3.9,5814
'0:0:3.95,5842
'0:0:4.0,5875
'0:0:4.05,5882
'0:0:4.1,5879
'0:0:4.15,5861
'0:0:4.2,5828
'0:0:4.25,5800
'0:0:4.3,5778
'0:0:4.35,5758
'0:0:4.4,5731
'0:0:4.45,5713
'0:0:4.5,5700
'0:0:4.55,5683
'0:0:4.6,5657
'0:0:4.65,5635
'0:0:4.7,5610
'0:0:4.75,5586
'0:0:4.8,5579
'0:0:4.85,5572
'0:0:4.9,5548
'0:0:4.95,5526
'0:0:5.0,5507
'0:0:5.05,5489
'0:0:5.1,5474
'0:0:5.15,5465
'0:0:5.2,5453
'0:0:5.25,5445
'0:0:5.3,5438
'0:0:5.35,5434
'0:0:5.4,5427
'0:0:5.45,5416
'0:0:5.5,5408
'0:0:5.55,5407
'0:0:5.6,5402
'0:0:5.65,5395
'0:0:5.7,5394
'0:0:5.75,5397
'0:0:5.8,5395
'0:0:5.85,5393
'0:0:5.9,5390
'0:0:5.95,5388
'0:0:6.0,5386
'0:0:6.05,5383
'0:0:6.1,5380
'0:0:6.15,5382
'0:0:6.2,5385
'0:0:6.25,5385
'0:0:6.3,5389
'0:0:6.35,5394
'0:0:6.4,5400
'0:0:6.45,5405
'0:0:6.5,5410
'0:0:6.55,5414
'0:0:6.6,5422
'0:0:6.65,5432
'0:0:6.7,5440
'0:0:6.75,5445
'0:0:6.8,5452
'0:0:6.85,5460
'0:0:6.9,5466
'0:0:6.95,5476
'0:0:7.0,5490
'0:0:7.05,5503
'0:0:7.1,5517
'0:0:7.15,5530
'0:0:7.2,5544
'0:0:7.25,5558
'0:0:7.3,5575
'0:0:7.35,5589
'0:0:7.4,5603
'0:0:7.45,5616
'0:0:7.5,5633
'0:0:7.55,5656
'0:0:7.6,5689
'0:0:7.65,5729
'0:0:7.7,5769
'0:0:7.75,5794
'0:0:7.8,5799
'0:0:7.85,5798
'0:0:7.9,5802
'0:0:7.95,5799
'0:0:8.0,5788
'0:0:8.05,5774
'0:0:8.1,5759
'0:0:8.15,5750
'0:0:8.2,5738
'0:0:8.25,5733
'0:0:8.3,5736
'0:0:8.35,5728
'0:0:8.4,5719
'0:0:8.45,5726
'0:0:8.5,5723
'0:0:8.55,5701
'0:0:8.6,5680
'0:0:8.65,5660
'0:0:8.7,5633
'0:0:8.75,5611
'0:0:8.8,5590
'0:0:8.85,5570
'0:0:8.9,5553
'0:0:8.95,5542
'0:0:9.0,5529
'0:0:9.05,5515
'0:0:9.1,5498
'0:0:9.15,5486
'0:0:9.2,5476
'0:0:9.25,5471
'0:0:9.3,5475
'0:0:9.35,5474
'0:0:9.4,5462
'0:0:9.45,5455
'0:0:9.5,5449
'0:0:9.55,5440
'0:0:9.6,5430
'0:0:9.65,5425
'0:0:9.7,5421
'0:0:9.75,5419
'0:0:9.8,5413
'0:0:9.85,5407
'0:0:9.9,5403
'0:0:9.95,5402
'0:0:10.0,5403
'0:0:10.05,5412
'0:0:10.1,5424
'0:0:10.15,5432
'0:0:10.2,5438
'0:0:10.25,5450
'0:0:10.3,5463
'0:0:10.35,5473
'0:0:10.4,5484
'0:0:10.45,5490
'0:0:10.5,5496
'0:0:10.55,5505
'0:0:10.6,5518
'0:0:10.65,5531
'0:0:10.7,5549
'0:0:10.75,5567
'0:0:10.8,5579
'0:0:10.85,5586
'0:0:10.9,5596
'0:0:10.95,5602
'0:0:11.0,5609
'0:0:11.05,5623
'0:0:11.1,5647
'0:0:11.15,5675
'0:0:11.2,5704
'0:0:11.25,5723
'0:0:11.3,5739
'0:0:11.35,5744
'0:0:11.4,5739
'0:0:11.45,5728
'0:0:11.5,5710
'0:0:11.55,5694
'0:0:11.6,5674
'0:0:11.65,5651
'0:0:11.7,5632
'0:0:11.75,5622
'0:0:11.8,5623
'0:0:11.85,5624
'0:0:11.9,5615
'0:0:11.95,5616
'0:0:12.0,5611
'0:0:12.05,5589
'0:0:12.1,5566
'0:0:12.15,5551
'0:0:12.2,5531
'0:0:12.25,5511
'0:0:12.3,5494
'0:0:12.35,5485
'0:0:12.4,5479
'0:0:12.45,5469
'0:0:12.5,5454
'0:0:12.55,5440
'0:0:12.6,5430
'0:0:12.65,5426
'0:0:12.7,5425
'0:0:12.75,5427
'0:0:12.8,5430
'0:0:12.85,5429
'0:0:12.9,5431
'0:0:12.95,5435
'0:0:13.0,5429
'0:0:13.05,5418
'0:0:13.1,5407
'0:0:13.15,5402
'0:0:13.2,5399
'0:0:13.25,5398
'0:0:13.3,5396
'0:0:13.35,5391
'0:0:13.4,5389
'0:0:13.45,5395
'0:0:13.5,5402
'0:0:13.55,5410
'0:0:13.6,5418
'0:0:13.65,5421
'0:0:13.7,5434
'0:0:13.75,5447
'0:0:13.8,5452
'0:0:13.85,5461
'0:0:13.9,5477
'0:0:13.95,5488
'0:0:14.0,5499
'0:0:14.05,5515
'0:0:14.1,5536
'0:0:14.15,5555
'0:0:14.2,5574
'0:0:14.25,5586
'0:0:14.3,5604
'0:0:14.35,5627
'0:0:14.4,5650
'0:0:14.45,5669
'0:0:14.5,5692
'0:0:14.55,5718
'0:0:14.6,5758
'0:0:14.65,5781
'0:0:14.7,5777
'0:0:14.75,5760
'0:0:14.8,5737
'0:0:14.85,5719
'0:0:14.9,5699
'0:0:14.95,5677
'0:0:15.0,5659
'0:0:15.05,5647
'0:0:15.1,5637
'0:0:15.15,5630
'0:0:15.2,5620
'0:0:15.25,5609
'0:0:15.3,5592
'0:0:15.35,5573
'0:0:15.4,5559
'0:0:15.45,5555
'0:0:15.5,5547
'0:0:15.55,5538
'0:0:15.6,5524
'0:0:15.65,5508
'0:0:15.7,5495
'0:0:15.75,5489
'0:0:15.8,5481
'0:0:15.85,5470
'0:0:15.9,5458
'0:0:15.95,5448
'0:0:16.0,5439
'0:0:16.05,5436
'0:0:16.1,5435
'0:0:16.15,5437
'0:0:16.2,5433
'0:0:16.25,5429
'0:0:16.3,5432
'0:0:16.35,5433
'0:0:16.4,5431
'0:0:16.45,5425
'0:0:16.5,5420
'0:0:16.55,5418
'0:0:16.6,5418
'0:0:16.65,5416
'0:0:16.7,5415
'0:0:16.75,5414
'0:0:16.8,5415
'0:0:16.85,5417
'0:0:16.9,5419
'0:0:16.95,5418
'0:0:17.0,5414
'0:0:17.05,5410
'0:0:17.1,5409
'0:0:17.15,5408
'0:0:17.2,5410
'0:0:17.25,5420
'0:0:17.3,5431
'0:0:17.35,5437
'0:0:17.4,5447
'0:0:17.45,5460
'0:0:17.5,5473
'0:0:17.55,5486
'0:0:17.6,5500
'0:0:17.65,5509
'0:0:17.7,5515
'0:0:17.75,5524
'0:0:17.8,5544
'0:0:17.85,5563
'0:0:17.9,5577
'0:0:17.95,5592
'0:0:18.0,5619
'0:0:18.05,5646
'0:0:18.1,5668
'0:0:18.15,5681
'0:0:18.2,5688
'0:0:18.25,5698
'0:0:18.3,5720
'0:0:18.35,5753
'0:0:18.4,5791
'0:0:18.45,5822
'0:0:18.5,5850
'0:0:18.55,5874
'0:0:18.6,5905
'0:0:18.65,5931
'0:0:18.7,5928
'0:0:18.75,5901
'0:0:18.8,5880
'0:0:18.85,5867
'0:0:18.9,5846
'0:0:18.95,5827
'0:0:19.0,5807
'0:0:19.05,5781
'0:0:19.1,5754
'0:0:19.15,5729
'0:0:19.2,5704
