,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Respiration (ID 1  Exp 1)
Range:,Arb
Units:,Arb
Time
'-0:0:0.0,5671
'0:0:0.05,5668
'0:0:0.1,5664
'0:0:0.15,5659
'0:0:0.2,5658
'0:0:0.25,5660
'0:0:0.3,5667
'0:0:0.35,5674
'0:0:0.4,5680
'0:0:0.45,5688
'0:0:0.5,5701
'0:0:0.55,5714
'0:0:0.6,5729
'0:0:0.65,5745
'0:0:0.7,5762
'0:0:0.75,5779
'0:0:0.8,5799
'0:0:0.85,5817
'0:0:0.9,5835
'0:0:0.95,5857
'0:0:1.0,5885
'0:0:1.05,5911
'0:0:1.1,5942
'0:0:1.15,5971
'0:0:1.2,5999
'0:0:1.25,6023
'0:0:1.3,6048
'0:0:1.35,6072
'0:0:1.4,6094
'0:0:1.45,6114
'0:0:1.5,6141
'0:0:1.55,6164
'0:0:1.6,6185
'0:0:1.65,6205
'0:0:1.7,6221
'0:0:1.75,6230
'0:0:1.8,6238
'0:0:1.85,6234
'0:0:1.9,6217
'0:0:1.95,6197
'0:0:2.0,6180
'0:0:2.05,6169
'0:0:2.1,6149
'0:0:2.15,6130
'0:0:2.2,6109
'0:0:2.25,6089
'0:0:2.3,6073
'0:0:2.35,6059
'0:0:2.4,6039
'0:0:2.45,6016
'0:0:2.5,5994
'0:0:2.55,5979
'0:0:2.6,5960
'0:0:2.65,5941
'0:0:2.7,5923
'0:0:2.75,5902
'0:0:2.8,5879
'0:0:2.85,5864
'0:0:2.9,5848
'0:0:2.95,5832
'0:0:3.0,5814
'0:0:3.05,5805
'0:0:3.1,5796
'0:0:3.15,5781
'0:0:3.2,5764
'0:0:3.25,5750
'0:0:3.3,5733
'0:0:3.35,5719
'0:0:3.4,5709
'0:0:3.45,5702
'0:0:3.5,5694
'0:0:3.55,5688
'0:0:3.6,5684
'0:0:3.65,5679
'0:0:3.7,5671
'0:0:3.75,5664
'0:0:3.8,5653
'0:0:3.85,5644
'0:0:3.9,5636
'0:0:3.95,5629
'0:0:4.0,5621
'0:0:4.05,5614
'0:0:4.1,5609
'0:0:4.15,5606
'0:0:4.2,5603
'0:0:4.25,5600
'0:0:4.3,5597
'0:0:4.35,5593
'0:0:4.4,5591
'0:0:4.45,5589
'0:0:4.5,5588
'0:0:4.55,5588
'0:0:4.6,5588
'0:0:4.65,5589
'0:0:4.7,5590
'0:0:4.75,5592
'0:0:4.8,5597
'0:0:4.85,5602
'0:0:4.9,5607
'0:0:4.95,5614
'0:0:5.0,5622
'0:0:5.05,5629
'0:0:5.1,5639
'0:0:5.15,5651
'0:0:5.2,5666
'0:0:5.25,5678
'0:0:5.3,5692
'0:0:5.35,5704
'0:0:5.4,5715
'0:0:5.45,5726
'0:0:5.5,5738
'0:0:5.55,5749
'0:0:5.6,5761
'0:0:5.65,5777
'0:0:5.7,5799
'0:0:5.75,5816
'0:0:5.8,5834
'0:0:5.85,5849
'0:0:5.9,5862
'0:0:5.95,5874
'0:0:6.0,5889
'0:0:6.05,5901
'0:0:6.1,5904
'0:0:6.15,5901
'0:0:6.2,5901
'0:0:6.25,5900
'0:0:6.3,5895
'0:0:6.35,5890
'0:0:6.4,5879
'0:0:6.45,5866
'0:0:6.5,5854
'0:0:6.55,5841
'0:0:6.6,5823
'0:0:6.65,5809
'0:0:6.7,5800
'0:0:6.75,5792
'0:0:6.8,5782
'0:0:6.85,5772
'0:0:6.9,5760
'0:0:6.95,5747
'0:0:7.0,5734
'0:0:7.05,5723
'0:0:7.1,5710
'0:0:7.15,5697
'0:0:7.2,5687
'0:0:7.25,5680
'0:0:7.3,5674
'0:0:7.35,5665
'0:0:7.4,5657
'0:0:7.45,5650
'0:0:7.5,5641
'0:0:7.55,5635
'0:0:7.6,5628
'0:0:7.65,5621
'0:0:7.7,5615
'0:0:7.75,5611
'0:0:7.8,5608
'0:0:7.85,5604
'0:0:7.9,5598
'0:0:7.95,5593
'0:0:8.0,5587
'0:0:8.05,5583
'0:0:8.1,5581
'0:0:8.15,5578
'0:0:8.2,5576
'0:0:8.25,5575
'0:0:8.3,5573
'0:0:8.35,5573
'0:0:8.4,5572
'0:0:8.45,5569
'0:0:8.5,5566
'0:0:8.55,5564
'0:0:8.6,5563
'0:0:8.65,5563
'0:0:8.7,5563
'0:0:8.75,5564
'0:0:8.8,5569
'0:0:8.85,5575
'0:0:8.9,5583
'0:0:8.95,5588
'0:0:9.0,5593
'0:0:9.05,5598
'0:0:9.1,5603
'0:0:9.15,5609
'0:0:9.2,5617
'0:0:9.25,5623
'0:0:9.3,5631
'0:0:9.35,5639
'0:0:9.4,5649
'0:0:9.45,5660
'0:0:9.5,5674
'0:0:9.55,5686
'0:0:9.6,5696
'0:0:9.65,5706
'0:0:9.7,5716
'0:0:9.75,5727
'0:0:9.8,5738
'0:0:9.85,5747
'0:0:9.9,5759
'0:0:9.95,5773
'0:0:10.0,5791
'0:0:10.05,5803
'0:0:10.1,5813
'0:0:10.15,5821
'0:0:10.2,5826
'0:0:10.25,5825
'0:0:10.3,5822
'0:0:10.35,5815
'0:0:10.4,5805
'0:0:10.45,5797
'0:0:10.5,5791
'0:0:10.55,5789
'0:0:10.6,5784
'0:0:10.65,5776
'0:0:10.7,5767
'0:0:10.75,5753
'0:0:10.8,5735
'0:0:10.85,5721
'0:0:10.9,5707
'0:0:10.95,5695
'0:0:11.0,5683
'0:0:11.05,5674
'0:0:11.1,5667
'0:0:11.15,5661
'0:0:11.2,5653
'0:0:11.25,5646
'0:0:11.3,5637
'0:0:11.35,5629
'0:0:11.4,5622
'0:0:11.45,5616
'0:0:11.5,5611
'0:0:11.55,5606
'0:0:11.6,5602
'0:0:11.65,5600
'0:0:11.7,5598
'0:0:11.75,5593
'0:0:11.8,5589
'0:0:11.85,5587
'0:0:11.9,5586
'0:0:11.95,5586
'0:0:12.0,5587
'0:0:12.05,5587
'0:0:12.1,5587
'0:0:12.15,5586
'0:0:12.2,5584
'0:0:12.25,5585
'0:0:12.3,5588
'0:0:12.35,5589
'0:0:12.4,5591
'0:0:12.45,5595
'0:0:12.5,5600
'0:0:12.55,5607
'0:0:12.6,5612
'0:0:12.65,5615
'0:0:12.7,5623
'0:0:12.75,5634
'0:0:12.8,5647
'0:0:12.85,5663
'0:0:12.9,5680
'0:0:12.95,5694
'0:0:13.0,5709
'0:0:13.05,5719
'0:0:13.1,5730
'0:0:13.15,5740
'0:0:13.2,5751
'0:0:13.25,5761
'0:0:13.3,5772
'0:0:13.35,5783
'0:0:13.4,5797
'0:0:13.45,5811
'0:0:13.5,5819
'0:0:13.55,5819
'0:0:13.6,5812
'0:0:13.65,5802
'0:0:13.7,5792
'0:0:13.75,5784
'0:0:13.8,5774
'0:0:13.85,5763
'0:0:13.9,5752
'0:0:13.95,5743
'0:0:14.0,5736
'0:0:14.05,5730
'0:0:14.1,5722
'0:0:14.15,5714
'0:0:14.2,5704
'0:0:14.25,5692
'0:0:14.3,5681
'0:0:14.35,5673
'0:0:14.4,5664
'0:0:14.45,5654
'0:0:14.5,5645
'0:0:14.55,5638
'0:0:14.6,5633
'0:0:14.65,5630
'0:0:14.7,5624
'0:0:14.75,5618
'0:0:14.8,5612
'0:0:14.85,5606
'0:0:14.9,5601
'0:0:14.95,5597
'0:0:15.0,5593
'0:0:15.05,5589
'0:0:15.1,5586
'0:0:15.15,5583
'0:0:15.2,5582
'0:0:15.25,5582
'0:0:15.3,5581
'0:0:15.35,5579
'0:0:15.4,5577
'0:0:15.45,5576
'0:0:15.5,5576
'0:0:15.55,5577
'0:0:15.6,5578
'0:0:15.65,5580
'0:0:15.7,5581
'0:0:15.75,5582
'0:0:15.8,5585
'0:0:15.85,5589
'0:0:15.9,5593
'0:0:15.95,5599
'0:0:16.0,5608
'0:0:16.05,5617
'0:0:16.1,5627
'0:0:16.15,5636
'0:0:16.2,5643
'0:0:16.25,5650
'0:0:16.3,5659
'0:0:16.35,5670
'0:0:16.4,5683
'0:0:16.45,5697
'0:0:16.5,5710
'0:0:16.55,5721
'0:0:16.6,5731
'0:0:16.65,5740
'0:0:16.7,5750
'0:0:16.75,5758
'0:0:16.8,5765
'0:0:16.85,5771
'0:0:16.9,5778
'0:0:16.95,5787
'0:0:17.0,5799
'0:0:17.05,5807
'0:0:17.1,5812
'0:0:17.15,5811
'0:0:17.2,5804
'0:0:17.25,5796
'0:0:17.3,5788
'0:0:17.35,5778
'0:0:17.4,5766
'0:0:17.45,5756
'0:0:17.5,5747
'0:0:17.55,5741
'0:0:17.6,5735
'0:0:17.65,5725
'0:0:17.7,5715
'0:0:17.75,5706
'0:0:17.8,5693
'0:0:17.85,5683
'0:0:17.9,5674
'0:0:17.95,5664
'0:0:18.0,5654
'0:0:18.05,5646
'0:0:18.1,5640
'0:0:18.15,5636
'0:0:18.2,5632
'0:0:18.25,5626
'0:0:18.3,5620
'0:0:18.35,5614
'0:0:18.4,5608
'0:0:18.45,5605
'0:0:18.5,5602
'0:0:18.55,5598
'0:0:18.6,5595
'0:0:18.65,5593
'0:0:18.7,5592
'0:0:18.75,5593
'0:0:18.8,5591
'0:0:18.85,5589
'0:0:18.9,5589
'0:0:18.95,5588
'0:0:19.0,5588
'0:0:19.05,5590
'0:0:19.1,5590
'0:0:19.15,5590
'0:0:19.2,5591
