,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Respiration (ID 1  Exp 1)
Range:,Arb
Units:,Arb
Time
'-0:0:0.0,6016
'0:0:0.05,6019
'0:0:0.1,6023
'0:0:0.15,6029
'0:0:0.2,6034
'0:0:0.25,6039
'0:0:0.3,6050
'0:0:0.35,6060
'0:0:0.4,6064
'0:0:0.45,6065
'0:0:0.5,6066
'0:0:0.55,6066
'0:0:0.6,6072
'0:0:0.65,6083
'0:0:0.7,6091
'0:0:0.75,6098
'0:0:0.8,6109
'0:0:0.85,6122
'0:0:0.9,6135
'0:0:0.95,6151
'0:0:1.0,6172
'0:0:1.05,6191
'0:0:1.1,6207
'0:0:1.15,6225
'0:0:1.2,6246
'0:0:1.25,6265
'0:0:1.3,6285
'0:0:1.35,6309
'0:0:1.4,6343
'0:0:1.45,6375
'0:0:1.5,6410
'0:0:1.55,6443
'0:0:1.6,6472
'0:0:1.65,6494
'0:0:1.7,6520
'0:0:1.75,6546
'0:0:1.8,6574
'0:0:1.85,6601
'0:0:1.9,6641
'0:0:1.95,6683
'0:0:2.0,6727
'0:0:2.05,6763
'0:0:2.1,6785
'0:0:2.15,6785
'0:0:2.2,6775
'0:0:2.25,6758
'0:0:2.3,6731
'0:0:2.35,6697
'0:0:2.4,6660
'0:0:2.45,6629
'0:0:2.5,6593
'0:0:2.55,6563
'0:0:2.6,6535
'0:0:2.65,6505
'0:0:2.7,6471
'0:0:2.75,6446
'0:0:2.8,6420
'0:0:2.85,6393
'0:0:2.9,6364
'0:0:2.95,6342
'0:0:3.0,6322
'0:0:3.05,6300
'0:0:3.1,6278
'0:0:3.15,6257
'0:0:3.2,6230
'0:0:3.25,6208
'0:0:3.3,6191
'0:0:3.35,6173
'0:0:3.4,6155
'0:0:3.45,6141
'0:0:3.5,6132
'0:0:3.55,6126
'0:0:3.6,6116
'0:0:3.65,6105
'0:0:3.7,6093
'0:0:3.75,6080
'0:0:3.8,6071
'0:0:3.85,6063
'0:0:3.9,6053
'0:0:3.95,6042
'0:0:4.0,6032
'0:0:4.05,6026
'0:0:4.1,6022
'0:0:4.15,6018
'0:0:4.2,6013
'0:0:4.25,6007
'0:0:4.3,5999
'0:0:4.35,5995
'0:0:4.4,5991
'0:0:4.45,5986
'0:0:4.5,5981
'0:0:4.55,5982
'0:0:4.6,5987
'0:0:4.65,5991
'0:0:4.7,5996
'0:0:4.75,6002
'0:0:4.8,6006
'0:0:4.85,6009
'0:0:4.9,6017
'0:0:4.95,6027
'0:0:5.0,6035
'0:0:5.05,6043
'0:0:5.1,6056
'0:0:5.15,6071
'0:0:5.2,6090
'0:0:5.25,6107
'0:0:5.3,6124
'0:0:5.35,6140
'0:0:5.4,6153
'0:0:5.45,6165
'0:0:5.5,6181
'0:0:5.55,6196
'0:0:5.6,6209
'0:0:5.65,6222
'0:0:5.7,6241
'0:0:5.75,6262
'0:0:5.8,6285
'0:0:5.85,6307
'0:0:5.9,6330
'0:0:5.95,6343
'0:0:6.0,6349
'0:0:6.05,6348
'0:0:6.1,6340
'0:0:6.15,6329
'0:0:6.2,6316
'0:0:6.25,6306
'0:0:6.3,6298
'0:0:6.35,6289
'0:0:6.4,6279
'0:0:6.45,6270
'0:0:6.5,6253
'0:0:6.55,6228
'0:0:6.6,6206
'0:0:6.65,6187
'0:0:6.7,6166
'0:0:6.75,6147
'0:0:6.8,6131
'0:0:6.85,6120
'0:0:6.9,6108
'0:0:6.95,6098
'0:0:7.0,6088
'0:0:7.05,6077
'0:0:7.1,6061
'0:0:7.15,6049
'0:0:7.2,6039
'0:0:7.25,6030
'0:0:7.3,6021
'0:0:7.35,6013
'0:0:7.4,6006
'0:0:7.45,6002
'0:0:7.5,5998
'0:0:7.55,5993
'0:0:7.6,5987
'0:0:7.65,5981
'0:0:7.7,5976
'0:0:7.75,5975
'0:0:7.8,5975
'0:0:7.85,5975
'0:0:7.9,5976
'0:0:7.95,5976
'0:0:8.0,5979
'0:0:8.05,5985
'0:0:8.1,5988
'0:0:8.15,5991
'0:0:8.2,5991
'0:0:8.25,5996
'0:0:8.3,6014
'0:0:8.35,6030
'0:0:8.4,6043
'0:0:8.45,6055
'0:0:8.5,6068
'0:0:8.55,6078
'0:0:8.6,6099
'0:0:8.65,6127
'0:0:8.7,6156
'0:0:8.75,6181
'0:0:8.8,6203
'0:0:8.85,6217
'0:0:8.9,6235
'0:0:8.95,6252
'0:0:9.0,6268
'0:0:9.05,6283
'0:0:9.1,6302
'0:0:9.15,6324
'0:0:9.2,6346
'0:0:9.25,6366
'0:0:9.3,6388
'0:0:9.35,6404
'0:0:9.4,6415
'0:0:9.45,6425
'0:0:9.5,6427
'0:0:9.55,6414
'0:0:9.6,6395
'0:0:9.65,6380
'0:0:9.7,6367
'0:0:9.75,6352
'0:0:9.8,6332
'0:0:9.85,6312
'0:0:9.9,6285
'0:0:9.95,6257
'0:0:10.0,6229
'0:0:10.05,6210
'0:0:10.1,6191
'0:0:10.15,6171
'0:0:10.2,6151
'0:0:10.25,6137
'0:0:10.3,6126
'0:0:10.35,6116
'0:0:10.4,6103
'0:0:10.45,6090
'0:0:10.5,6073
'0:0:10.55,6058
'0:0:10.6,6048
'0:0:10.65,6039
'0:0:10.7,6029
'0:0:10.75,6023
'0:0:10.8,6018
'0:0:10.85,6015
'0:0:10.9,6013
'0:0:10.95,6010
'0:0:11.0,6003
'0:0:11.05,5994
'0:0:11.1,5988
'0:0:11.15,5986
'0:0:11.2,5983
'0:0:11.25,5981
'0:0:11.3,5978
'0:0:11.35,5977
'0:0:11.4,5978
'0:0:11.45,5983
'0:0:11.5,5991
'0:0:11.55,5999
'0:0:11.6,6006
'0:0:11.65,6011
'0:0:11.7,6019
'0:0:11.75,6027
'0:0:11.8,6034
'0:0:11.85,6043
'0:0:11.9,6055
'0:0:11.95,6068
'0:0:12.0,6085
'0:0:12.05,6101
'0:0:12.1,6119
'0:0:12.15,6132
'0:0:12.2,6144
'0:0:12.25,6159
'0:0:12.3,6174
'0:0:12.35,6186
'0:0:12.4,6199
'0:0:12.45,6214
'0:0:12.5,6233
'0:0:12.55,6252
'0:0:12.6,6268
'0:0:12.65,6279
'0:0:12.7,6277
'0:0:12.75,6267
'0:0:12.8,6257
'0:0:12.85,6247
'0:0:12.9,6233
'0:0:12.95,6218
'0:0:13.0,6203
'0:0:13.05,6195
'0:0:13.1,6186
'0:0:13.15,6171
'0:0:13.2,6155
'0:0:13.25,6136
'0:0:13.3,6113
'0:0:13.35,6100
'0:0:13.4,6087
'0:0:13.45,6074
'0:0:13.5,6060
'0:0:13.55,6050
'0:0:13.6,6041
'0:0:13.65,6034
'0:0:13.7,6027
'0:0:13.75,6020
'0:0:13.8,6011
'0:0:13.85,6002
'0:0:13.9,5996
'0:0:13.95,5991
'0:0:14.0,5986
'0:0:14.05,5983
'0:0:14.1,5980
'0:0:14.15,5978
'0:0:14.2,5979
'0:0:14.25,5978
'0:0:14.3,5975
'0:0:14.35,5972
'0:0:14.4,5969
'0:0:14.45,5971
'0:0:14.5,5974
'0:0:14.55,5977
'0:0:14.6,5982
'0:0:14.65,5987
'0:0:14.7,5992
'0:0:14.75,6001
'0:0:14.8,6012
'0:0:14.85,6023
'0:0:14.9,6034
'0:0:14.95,6044
'0:0:15.0,6059
'0:0:15.05,6074
'0:0:15.1,6087
'0:0:15.15,6100
'0:0:15.2,6114
'0:0:15.25,6130
'0:0:15.3,6152
'0:0:15.35,6173
'0:0:15.4,6196
'0:0:15.45,6215
'0:0:15.5,6229
'0:0:15.55,6241
'0:0:15.6,6256
'0:0:15.65,6271
'0:0:15.7,6284
'0:0:15.75,6296
'0:0:15.8,6311
'0:0:15.85,6329
'0:0:15.9,6349
'0:0:15.95,6368
'0:0:16.0,6388
'0:0:16.05,6399
'0:0:16.1,6404
'0:0:16.15,6407
'0:0:16.2,6403
'0:0:16.25,6394
'0:0:16.3,6381
'0:0:16.35,6370
'0:0:16.4,6359
'0:0:16.45,6349
'0:0:16.5,6335
'0:0:16.55,6321
'0:0:16.6,6298
'0:0:16.65,6272
'0:0:16.7,6246
'0:0:16.75,6227
'0:0:16.8,6205
'0:0:16.85,6182
'0:0:16.9,6161
'0:0:16.95,6145
'0:0:17.0,6131
'0:0:17.05,6119
'0:0:17.1,6106
'0:0:17.15,6094
'0:0:17.2,6075
'0:0:17.25,6058
'0:0:17.3,6044
'0:0:17.35,6032
'0:0:17.4,6019
'0:0:17.45,6009
'0:0:17.5,6001
'0:0:17.55,5995
'0:0:17.6,5991
'0:0:17.65,5986
'0:0:17.7,5979
'0:0:17.75,5973
'0:0:17.8,5967
'0:0:17.85,5964
'0:0:17.9,5963
'0:0:17.95,5961
'0:0:18.0,5961
'0:0:18.05,5966
'0:0:18.1,5972
'0:0:18.15,5979
'0:0:18.2,5989
'0:0:18.25,5997
'0:0:18.3,6008
'0:0:18.35,6015
'0:0:18.4,6023
'0:0:18.45,6034
'0:0:18.5,6046
'0:0:18.55,6058
'0:0:18.6,6073
'0:0:18.65,6088
'0:0:18.7,6106
'0:0:18.75,6123
'0:0:18.8,6142
'0:0:18.85,6160
'0:0:18.9,6176
'0:0:18.95,6186
'0:0:19.0,6197
'0:0:19.05,6212
'0:0:19.1,6232
'0:0:19.15,6248
'0:0:19.2,6263
