,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Respiration (ID 1  Exp 1)
Range:,Arb
Units:,Arb
Time
'-0:0:0.0,5438
'0:0:0.05,5439
'0:0:0.1,5440
'0:0:0.15,5440
'0:0:0.2,5440
'0:0:0.25,5443
'0:0:0.3,5446
'0:0:0.35,5449
'0:0:0.4,5457
'0:0:0.45,5464
'0:0:0.5,5465
'0:0:0.55,5457
'0:0:0.6,5444
'0:0:0.65,5436
'0:0:0.7,5432
'0:0:0.75,5434
'0:0:0.8,5442
'0:0:0.85,5444
'0:0:0.9,5440
'0:0:0.95,5452
'0:0:1.0,5475
'0:0:1.05,5488
'0:0:1.1,5496
'0:0:1.15,5504
'0:0:1.2,5519
'0:0:1.25,5535
'0:0:1.3,5552
'0:0:1.35,5565
'0:0:1.4,5581
'0:0:1.45,5598
'0:0:1.5,5618
'0:0:1.55,5641
'0:0:1.6,5667
'0:0:1.65,5689
'0:0:1.7,5709
'0:0:1.75,5719
'0:0:1.8,5728
'0:0:1.85,5744
'0:0:1.9,5772
'0:0:1.95,5810
'0:0:2.0,5854
'0:0:2.05,5891
'0:0:2.1,5925
'0:0:2.15,5948
'0:0:2.2,5971
'0:0:2.25,5981
'0:0:2.3,5972
'0:0:2.35,5959
'0:0:2.4,5949
'0:0:2.45,5941
'0:0:2.5,5928
'0:0:2.55,5916
'0:0:2.6,5904
'0:0:2.65,5880
'0:0:2.7,5838
'0:0:2.75,5814
'0:0:2.8,5802
'0:0:2.85,5790
'0:0:2.9,5774
'0:0:2.95,5754
'0:0:3.0,5730
'0:0:3.05,5714
'0:0:3.1,5707
'0:0:3.15,5701
'0:0:3.2,5693
'0:0:3.25,5682
'0:0:3.3,5658
'0:0:3.35,5635
'0:0:3.4,5625
'0:0:3.45,5621
'0:0:3.5,5619
'0:0:3.55,5611
'0:0:3.6,5593
'0:0:3.65,5581
'0:0:3.7,5573
'0:0:3.75,5553
'0:0:3.8,5526
'0:0:3.85,5507
'0:0:3.9,5495
'0:0:3.95,5485
'0:0:4.0,5470
'0:0:4.05,5457
'0:0:4.1,5446
'0:0:4.15,5439
'0:0:4.2,5432
'0:0:4.25,5433
'0:0:4.3,5436
'0:0:4.35,5433
'0:0:4.4,5430
'0:0:4.45,5432
'0:0:4.5,5437
'0:0:4.55,5442
'0:0:4.6,5447
'0:0:4.65,5454
'0:0:4.7,5467
'0:0:4.75,5482
'0:0:4.8,5498
'0:0:4.85,5509
'0:0:4.9,5520
'0:0:4.95,5533
'0:0:5.0,5548
'0:0:5.05,5553
'0:0:5.1,5559
'0:0:5.15,5581
'0:0:5.2,5606
'0:0:5.25,5619
'0:0:5.3,5630
'0:0:5.35,5641
'0:0:5.4,5656
'0:0:5.45,5672
'0:0:5.5,5695
'0:0:5.55,5710
'0:0:5.6,5716
'0:0:5.65,5725
'0:0:5.7,5749
'0:0:5.75,5782
'0:0:5.8,5806
'0:0:5.85,5802
'0:0:5.9,5810
'0:0:5.95,5835
'0:0:6.0,5832
'0:0:6.05,5803
'0:0:6.1,5780
'0:0:6.15,5769
'0:0:6.2,5757
'0:0:6.25,5747
'0:0:6.3,5740
'0:0:6.35,5731
'0:0:6.4,5713
'0:0:6.45,5695
'0:0:6.5,5681
'0:0:6.55,5671
'0:0:6.6,5661
'0:0:6.65,5653
'0:0:6.7,5646
'0:0:6.75,5634
'0:0:6.8,5615
'0:0:6.85,5591
'0:0:6.9,5565
'0:0:6.95,5547
'0:0:7.0,5534
'0:0:7.05,5522
'0:0:7.1,5511
'0:0:7.15,5501
'0:0:7.2,5485
'0:0:7.25,5469
'0:0:7.3,5461
'0:0:7.35,5462
'0:0:7.4,5461
'0:0:7.45,5456
'0:0:7.5,5455
'0:0:7.55,5452
'0:0:7.6,5443
'0:0:7.65,5435
'0:0:7.7,5430
'0:0:7.75,5427
'0:0:7.8,5426
'0:0:7.85,5426
'0:0:7.9,5426
'0:0:7.95,5422
'0:0:8.0,5418
'0:0:8.05,5423
'0:0:8.1,5433
'0:0:8.15,5438
'0:0:8.2,5441
'0:0:8.25,5452
'0:0:8.3,5462
'0:0:8.35,5464
'0:0:8.4,5466
'0:0:8.45,5473
'0:0:8.5,5486
'0:0:8.55,5498
'0:0:8.6,5511
'0:0:8.65,5521
'0:0:8.7,5534
'0:0:8.75,5556
'0:0:8.8,5583
'0:0:8.85,5592
'0:0:8.9,5592
'0:0:8.95,5599
'0:0:9.0,5612
'0:0:9.05,5623
'0:0:9.1,5633
'0:0:9.15,5643
'0:0:9.2,5653
'0:0:9.25,5664
'0:0:9.3,5680
'0:0:9.35,5688
'0:0:9.4,5683
'0:0:9.45,5679
'0:0:9.5,5688
'0:0:9.55,5701
'0:0:9.6,5708
'0:0:9.65,5708
'0:0:9.7,5715
'0:0:9.75,5727
'0:0:9.8,5731
'0:0:9.85,5726
'0:0:9.9,5716
'0:0:9.95,5707
'0:0:10.0,5705
'0:0:10.05,5708
'0:0:10.1,5709
'0:0:10.15,5703
'0:0:10.2,5689
'0:0:10.25,5668
'0:0:10.3,5644
'0:0:10.35,5631
'0:0:10.4,5622
'0:0:10.45,5603
'0:0:10.5,5589
'0:0:10.55,5589
'0:0:10.6,5582
'0:0:10.65,5569
'0:0:10.7,5546
'0:0:10.75,5526
'0:0:10.8,5512
'0:0:10.85,5502
'0:0:10.9,5493
'0:0:10.95,5488
'0:0:11.0,5482
'0:0:11.05,5474
'0:0:11.1,5467
'0:0:11.15,5465
'0:0:11.2,5474
'0:0:11.25,5482
'0:0:11.3,5474
'0:0:11.35,5465
'0:0:11.4,5463
'0:0:11.45,5459
'0:0:11.5,5449
'0:0:11.55,5439
'0:0:11.6,5430
'0:0:11.65,5426
'0:0:11.7,5425
'0:0:11.75,5428
'0:0:11.8,5434
'0:0:11.85,5436
'0:0:11.9,5432
'0:0:11.95,5428
'0:0:12.0,5419
'0:0:12.05,5415
'0:0:12.1,5416
'0:0:12.15,5413
'0:0:12.2,5420
'0:0:12.25,5430
'0:0:12.3,5435
'0:0:12.35,5433
'0:0:12.4,5434
'0:0:12.45,5440
'0:0:12.5,5446
'0:0:12.55,5455
'0:0:12.6,5468
'0:0:12.65,5481
'0:0:12.7,5493
'0:0:12.75,5503
'0:0:12.8,5511
'0:0:12.85,5522
'0:0:12.9,5534
'0:0:12.95,5536
'0:0:13.0,5537
'0:0:13.05,5544
'0:0:13.1,5556
'0:0:13.15,5564
'0:0:13.2,5560
'0:0:13.25,5552
'0:0:13.3,5546
'0:0:13.35,5545
'0:0:13.4,5552
'0:0:13.45,5561
'0:0:13.5,5574
'0:0:13.55,5588
'0:0:13.6,5599
'0:0:13.65,5600
'0:0:13.7,5597
'0:0:13.75,5593
'0:0:13.8,5586
'0:0:13.85,5579
'0:0:13.9,5569
'0:0:13.95,5559
'0:0:14.0,5558
'0:0:14.05,5562
'0:0:14.1,5568
'0:0:14.15,5574
'0:0:14.2,5575
'0:0:14.25,5581
'0:0:14.3,5596
'0:0:14.35,5610
'0:0:14.4,5625
'0:0:14.45,5639
'0:0:14.5,5652
'0:0:14.55,5667
'0:0:14.6,5678
'0:0:14.65,5677
'0:0:14.7,5674
'0:0:14.75,5680
'0:0:14.8,5689
'0:0:14.85,5682
'0:0:14.9,5654
'0:0:14.95,5625
'0:0:15.0,5603
'0:0:15.05,5593
'0:0:15.1,5584
'0:0:15.15,5575
'0:0:15.2,5568
'0:0:15.25,5560
'0:0:15.3,5548
'0:0:15.35,5535
'0:0:15.4,5529
'0:0:15.45,5532
'0:0:15.5,5528
'0:0:15.55,5522
'0:0:15.6,5516
'0:0:15.65,5504
'0:0:15.7,5488
'0:0:15.75,5478
'0:0:15.8,5472
'0:0:15.85,5466
'0:0:15.9,5457
'0:0:15.95,5449
'0:0:16.0,5444
'0:0:16.05,5437
'0:0:16.1,5429
'0:0:16.15,5427
'0:0:16.2,5427
'0:0:16.25,5428
'0:0:16.3,5430
'0:0:16.35,5426
'0:0:16.4,5426
'0:0:16.45,5437
'0:0:16.5,5446
'0:0:16.55,5449
'0:0:16.6,5452
'0:0:16.65,5458
'0:0:16.7,5465
'0:0:16.75,5473
'0:0:16.8,5482
'0:0:16.85,5492
'0:0:16.9,5508
'0:0:16.95,5523
'0:0:17.0,5538
'0:0:17.05,5549
'0:0:17.1,5551
'0:0:17.15,5553
'0:0:17.2,5570
'0:0:17.25,5586
'0:0:17.3,5598
'0:0:17.35,5609
'0:0:17.4,5627
'0:0:17.45,5648
'0:0:17.5,5672
'0:0:17.55,5694
'0:0:17.6,5719
'0:0:17.65,5728
'0:0:17.7,5723
'0:0:17.75,5711
'0:0:17.8,5695
'0:0:17.85,5681
'0:0:17.9,5674
'0:0:17.95,5684
'0:0:18.0,5692
'0:0:18.05,5684
'0:0:18.1,5670
'0:0:18.15,5653
'0:0:18.2,5634
'0:0:18.25,5613
'0:0:18.3,5590
'0:0:18.35,5576
'0:0:18.4,5567
'0:0:18.45,5559
'0:0:18.5,5549
'0:0:18.55,5541
'0:0:18.6,5539
'0:0:18.65,5541
'0:0:18.7,5537
'0:0:18.75,5527
'0:0:18.8,5509
'0:0:18.85,5491
'0:0:18.9,5472
'0:0:18.95,5457
'0:0:19.0,5448
'0:0:19.05,5442
'0:0:19.1,5437
'0:0:19.15,5436
'0:0:19.2,5430
