,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,438,770
'0:0:0.05,475,766
'0:0:0.1,513,762
'0:0:0.15,494,763
'0:0:0.2,480,761
'0:0:0.25,520,755
'0:0:0.3,536,753
'0:0:0.35,509,758
'0:0:0.4,451,766
'0:0:0.45,407,767
'0:0:0.5,372,766
'0:0:0.55,369,772
'0:0:0.6,385,780
'0:0:0.65,404,786
'0:0:0.7,412,798
'0:0:0.75,410,814
'0:0:0.8,389,833
'0:0:0.85,381,852
'0:0:0.9,392,872
'0:0:0.95,382,894
'0:0:1.0,377,914
'0:0:1.05,378,930
'0:0:1.1,400,950
'0:0:1.15,409,969
'0:0:1.2,415,991
'0:0:1.25,393,1010
'0:0:1.3,381,1029
'0:0:1.35,360,1049
'0:0:1.4,359,1074
'0:0:1.45,361,1099
'0:0:1.5,357,1127
'0:0:1.55,351,1146
'0:0:1.6,357,1166
'0:0:1.65,358,1189
'0:0:1.7,366,1215
'0:0:1.75,388,1235
'0:0:1.8,383,1250
'0:0:1.85,373,1265
'0:0:1.9,372,1284
'0:0:1.95,371,1302
'0:0:2.0,364,1322
'0:0:2.05,351,1332
'0:0:2.1,369,1340
'0:0:2.15,379,1343
'0:0:2.2,379,1347
'0:0:2.25,388,1349
'0:0:2.3,386,1340
'0:0:2.35,372,1321
'0:0:2.4,360,1295
'0:0:2.45,364,1270
'0:0:2.5,364,1246
'0:0:2.55,363,1221
'0:0:2.6,355,1188
'0:0:2.65,353,1156
'0:0:2.7,354,1125
'0:0:2.75,374,1099
'0:0:2.8,397,1072
'0:0:2.85,396,1046
'0:0:2.9,382,1024
'0:0:2.95,382,1009
'0:0:3.0,386,993
'0:0:3.05,384,977
'0:0:3.1,382,952
'0:0:3.15,382,932
'0:0:3.2,382,919
'0:0:3.25,394,911
'0:0:3.3,398,906
'0:0:3.35,378,904
'0:0:3.4,370,907
'0:0:3.45,369,904
'0:0:3.5,376,892
'0:0:3.55,393,888
'0:0:3.6,387,884
'0:0:3.65,382,874
'0:0:3.7,381,866
'0:0:3.75,384,861
'0:0:3.8,419,855
'0:0:3.85,413,853
'0:0:3.9,396,852
'0:0:3.95,380,847
'0:0:4.0,369,840
'0:0:4.05,367,834
'0:0:4.1,375,825
'0:0:4.15,380,813
'0:0:4.2,396,804
'0:0:4.25,403,799
'0:0:4.3,396,792
'0:0:4.35,388,788
'0:0:4.4,371,784
'0:0:4.45,363,779
'0:0:4.5,380,773
'0:0:4.55,384,768
'0:0:4.6,381,765
'0:0:4.65,370,759
'0:0:4.7,359,752
'0:0:4.75,349,750
'0:0:4.8,362,748
'0:0:4.85,370,746
'0:0:4.9,361,747
'0:0:4.95,352,749
'0:0:5.0,354,749
'0:0:5.05,367,749
'0:0:5.1,369,748
'0:0:5.15,365,748
'0:0:5.2,362,744
'0:0:5.25,359,738
'0:0:5.3,366,736
'0:0:5.35,381,732
'0:0:5.4,377,731
'0:0:5.45,362,734
'0:0:5.5,355,735
'0:0:5.55,361,735
'0:0:5.6,364,741
'0:0:5.65,362,751
'0:0:5.7,361,759
'0:0:5.75,356,763
'0:0:5.8,354,773
'0:0:5.85,358,791
'0:0:5.9,373,809
'0:0:5.95,369,825
'0:0:6.0,366,841
'0:0:6.05,365,850
'0:0:6.1,372,862
'0:0:6.15,369,877
'0:0:6.2,364,896
'0:0:6.25,358,908
'0:0:6.3,354,915
'0:0:6.35,348,926
'0:0:6.4,363,947
'0:0:6.45,372,966
'0:0:6.5,366,986
'0:0:6.55,354,1005
'0:0:6.6,354,1029
'0:0:6.65,367,1052
'0:0:6.7,372,1078
'0:0:6.75,365,1098
'0:0:6.8,360,1113
'0:0:6.85,363,1125
'0:0:6.9,362,1147
'0:0:6.95,376,1167
'0:0:7.0,377,1184
'0:0:7.05,362,1193
'0:0:7.1,358,1198
'0:0:7.15,363,1206
'0:0:7.2,374,1213
'0:0:7.25,370,1215
'0:0:7.3,363,1211
'0:0:7.35,359,1202
'0:0:7.4,361,1179
'0:0:7.45,365,1154
'0:0:7.5,382,1129
'0:0:7.55,374,1099
'0:0:7.6,368,1063
'0:0:7.65,365,1032
'0:0:7.7,357,1005
'0:0:7.75,359,987
'0:0:7.8,358,971
'0:0:7.85,357,954
'0:0:7.9,355,937
'0:0:7.95,355,924
'0:0:8.0,365,909
'0:0:8.05,372,898
'0:0:8.1,366,895
'0:0:8.15,356,893
'0:0:8.2,363,888
'0:0:8.25,367,883
'0:0:8.3,365,878
'0:0:8.35,363,871
'0:0:8.4,355,859
'0:0:8.45,353,849
'0:0:8.5,356,842
'0:0:8.55,368,833
'0:0:8.6,368,825
'0:0:8.65,361,823
'0:0:8.7,356,818
'0:0:8.75,362,812
'0:0:8.8,362,808
'0:0:8.85,358,801
'0:0:8.9,353,790
'0:0:8.95,356,778
'0:0:9.0,364,769
'0:0:9.05,365,761
'0:0:9.1,381,753
'0:0:9.15,379,749
'0:0:9.2,362,746
'0:0:9.25,365,742
'0:0:9.3,372,738
'0:0:9.35,368,736
'0:0:9.4,362,735
'0:0:9.45,355,733
'0:0:9.5,354,727
'0:0:9.55,352,725
'0:0:9.6,364,724
'0:0:9.65,373,723
'0:0:9.7,363,728
'0:0:9.75,349,732
'0:0:9.8,342,734
'0:0:9.85,344,735
'0:0:9.9,351,737
'0:0:9.95,353,738
'0:0:10.0,355,738
'0:0:10.05,354,734
'0:0:10.1,350,731
'0:0:10.15,361,725
'0:0:10.2,374,721
'0:0:10.25,364,726
'0:0:10.3,355,737
