,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,412,878
'0:0:0.05,400,895
'0:0:0.1,395,919
'0:0:0.15,376,934
'0:0:0.2,356,951
'0:0:0.25,347,976
'0:0:0.3,355,1001
'0:0:0.35,365,1022
'0:0:0.4,354,1044
'0:0:0.45,346,1064
'0:0:0.5,348,1087
'0:0:0.55,359,1108
'0:0:0.6,371,1129
'0:0:0.65,363,1151
'0:0:0.7,352,1166
'0:0:0.75,352,1180
'0:0:0.8,349,1197
'0:0:0.85,349,1213
'0:0:0.9,362,1236
'0:0:0.95,358,1254
'0:0:1.0,343,1269
'0:0:1.05,334,1284
'0:0:1.1,331,1305
'0:0:1.15,338,1329
'0:0:1.2,342,1353
'0:0:1.25,350,1364
'0:0:1.3,357,1369
'0:0:1.35,362,1366
'0:0:1.4,372,1356
'0:0:1.45,381,1348
'0:0:1.5,378,1335
'0:0:1.55,366,1316
'0:0:1.6,354,1295
'0:0:1.65,350,1278
'0:0:1.7,359,1258
'0:0:1.75,356,1244
'0:0:1.8,360,1221
'0:0:1.85,360,1200
'0:0:1.9,360,1175
'0:0:1.95,368,1150
'0:0:2.0,381,1127
'0:0:2.05,385,1103
'0:0:2.1,373,1079
'0:0:2.15,368,1056
'0:0:2.2,362,1034
'0:0:2.25,360,1020
'0:0:2.3,351,1009
'0:0:2.35,348,994
'0:0:2.4,361,976
'0:0:2.45,363,960
'0:0:2.5,367,941
'0:0:2.55,381,930
'0:0:2.6,379,925
'0:0:2.65,368,923
'0:0:2.7,362,918
'0:0:2.75,355,913
'0:0:2.8,360,908
'0:0:2.85,357,905
'0:0:2.9,359,896
'0:0:2.95,365,885
'0:0:3.0,370,877
'0:0:3.05,377,872
'0:0:3.1,398,862
'0:0:3.15,401,857
'0:0:3.2,389,855
'0:0:3.25,386,850
'0:0:3.3,384,843
'0:0:3.35,385,836
'0:0:3.4,381,826
'0:0:3.45,387,820
'0:0:3.5,374,810
'0:0:3.55,362,802
'0:0:3.6,357,799
'0:0:3.65,363,794
'0:0:3.7,365,791
'0:0:3.75,358,790
'0:0:3.8,357,787
'0:0:3.85,369,783
'0:0:3.9,375,779
'0:0:3.95,380,776
'0:0:4.0,369,772
'0:0:4.05,371,765
'0:0:4.1,382,759
'0:0:4.15,386,759
'0:0:4.2,387,756
'0:0:4.25,382,754
'0:0:4.3,359,757
'0:0:4.35,333,758
'0:0:4.4,328,757
'0:0:4.45,336,755
'0:0:4.5,342,753
'0:0:4.55,345,752
'0:0:4.6,353,750
'0:0:4.65,358,747
'0:0:4.7,357,746
'0:0:4.75,362,745
'0:0:4.8,373,744
'0:0:4.85,374,745
'0:0:4.9,361,748
'0:0:4.95,372,748
'0:0:5.0,383,748
'0:0:5.05,384,749
'0:0:5.1,373,750
'0:0:5.15,363,751
'0:0:5.2,356,753
'0:0:5.25,362,757
'0:0:5.3,374,768
'0:0:5.35,396,782
'0:0:5.4,393,796
'0:0:5.45,368,808
'0:0:5.5,341,824
'0:0:5.55,336,841
'0:0:5.6,340,859
'0:0:5.65,338,876
'0:0:5.7,340,893
'0:0:5.75,352,907
'0:0:5.8,364,922
'0:0:5.85,366,939
'0:0:5.9,379,956
'0:0:5.95,381,969
'0:0:6.0,369,984
'0:0:6.05,360,999
'0:0:6.1,361,1019
'0:0:6.15,370,1036
'0:0:6.2,366,1056
'0:0:6.25,363,1075
'0:0:6.3,355,1091
'0:0:6.35,360,1105
'0:0:6.4,355,1125
'0:0:6.45,364,1145
'0:0:6.5,371,1160
'0:0:6.55,358,1169
'0:0:6.6,341,1175
'0:0:6.65,342,1185
'0:0:6.7,350,1196
'0:0:6.75,350,1203
'0:0:6.8,357,1204
'0:0:6.85,359,1196
'0:0:6.9,363,1180
'0:0:6.95,366,1168
'0:0:7.0,378,1156
'0:0:7.05,383,1134
'0:0:7.1,381,1105
'0:0:7.15,381,1080
'0:0:7.2,379,1058
'0:0:7.25,393,1042
'0:0:7.3,392,1026
'0:0:7.35,388,1008
'0:0:7.4,374,987
'0:0:7.45,365,967
'0:0:7.5,358,951
'0:0:7.55,382,939
'0:0:7.6,388,926
'0:0:7.65,390,917
'0:0:7.7,396,905
'0:0:7.75,411,896
'0:0:7.8,417,889
'0:0:7.85,416,883
'0:0:7.9,420,875
'0:0:7.95,413,865
'0:0:8.0,409,855
'0:0:8.05,398,848
'0:0:8.1,395,844
'0:0:8.15,398,840
'0:0:8.2,391,837
'0:0:8.25,400,831
'0:0:8.3,402,826
'0:0:8.35,397,821
'0:0:8.4,379,815
'0:0:8.45,353,809
'0:0:8.5,347,802
'0:0:8.55,332,800
'0:0:8.6,350,794
'0:0:8.65,379,789
'0:0:8.7,402,789
'0:0:8.75,412,787
'0:0:8.8,408,782
'0:0:8.85,398,776
'0:0:8.9,383,771
'0:0:8.95,367,769
'0:0:9.0,358,762
'0:0:9.05,370,754
'0:0:9.1,376,751
'0:0:9.15,393,750
'0:0:9.2,388,749
'0:0:9.25,362,750
'0:0:9.3,349,751
'0:0:9.35,325,748
'0:0:9.4,319,747
'0:0:9.45,322,747
'0:0:9.5,314,745
'0:0:9.55,337,740
'0:0:9.6,351,737
'0:0:9.65,374,738
'0:0:9.7,407,738
'0:0:9.75,401,740
'0:0:9.8,402,745
'0:0:9.85,394,746
'0:0:9.9,388,749
'0:0:9.95,372,757
'0:0:10.0,355,762
'0:0:10.05,351,766
'0:0:10.1,341,770
'0:0:10.15,336,778
'0:0:10.2,339,790
'0:0:10.25,340,802
