,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,379,746
'0:0:0.05,356,749
'0:0:0.1,358,746
'0:0:0.15,363,743
'0:0:0.2,372,746
'0:0:0.25,382,744
'0:0:0.3,365,743
'0:0:0.35,318,746
'0:0:0.4,310,746
'0:0:0.45,323,742
'0:0:0.5,335,738
'0:0:0.55,344,735
'0:0:0.6,351,731
'0:0:0.65,354,727
'0:0:0.7,353,725
'0:0:0.75,356,732
'0:0:0.8,366,750
'0:0:0.85,358,769
'0:0:0.9,345,790
'0:0:0.95,341,809
'0:0:1.0,342,828
'0:0:1.05,341,849
'0:0:1.1,339,873
'0:0:1.15,341,890
'0:0:1.2,348,902
'0:0:1.25,358,921
'0:0:1.3,376,942
'0:0:1.35,387,959
'0:0:1.4,380,981
'0:0:1.45,374,1001
'0:0:1.5,375,1025
'0:0:1.55,380,1049
'0:0:1.6,375,1071
'0:0:1.65,369,1087
'0:0:1.7,363,1102
'0:0:1.75,363,1122
'0:0:1.8,372,1144
'0:0:1.85,380,1162
'0:0:1.9,369,1180
'0:0:1.95,360,1194
'0:0:2.0,362,1212
'0:0:2.05,366,1229
'0:0:2.1,363,1246
'0:0:2.15,359,1256
'0:0:2.2,356,1265
'0:0:2.25,357,1276
'0:0:2.3,367,1286
'0:0:2.35,375,1288
'0:0:2.4,369,1277
'0:0:2.45,364,1261
'0:0:2.5,362,1247
'0:0:2.55,368,1233
'0:0:2.6,365,1214
'0:0:2.65,361,1185
'0:0:2.7,360,1152
'0:0:2.75,362,1125
'0:0:2.8,371,1097
'0:0:2.85,380,1079
'0:0:2.9,369,1058
'0:0:2.95,363,1038
'0:0:3.0,366,1018
'0:0:3.05,372,1001
'0:0:3.1,369,986
'0:0:3.15,366,970
'0:0:3.2,362,949
'0:0:3.25,357,934
'0:0:3.3,366,917
'0:0:3.35,374,902
'0:0:3.4,368,893
'0:0:3.45,360,889
'0:0:3.5,359,881
'0:0:3.55,366,872
'0:0:3.6,365,866
'0:0:3.65,362,860
'0:0:3.7,361,849
'0:0:3.75,359,841
'0:0:3.8,366,835
'0:0:3.85,377,829
'0:0:3.9,370,826
'0:0:3.95,364,826
'0:0:4.0,362,819
'0:0:4.05,366,810
'0:0:4.1,364,804
'0:0:4.15,361,799
'0:0:4.2,359,787
'0:0:4.25,359,778
'0:0:4.3,362,772
'0:0:4.35,374,766
'0:0:4.4,370,763
'0:0:4.45,360,764
'0:0:4.5,357,762
'0:0:4.55,362,758
'0:0:4.6,363,754
'0:0:4.65,361,752
'0:0:4.7,358,747
'0:0:4.75,358,738
'0:0:4.8,355,732
'0:0:4.85,364,727
'0:0:4.9,370,721
'0:0:4.95,369,723
'0:0:5.0,361,729
'0:0:5.05,360,733
'0:0:5.1,361,736
'0:0:5.15,360,744
'0:0:5.2,359,751
'0:0:5.25,357,753
'0:0:5.3,357,759
'0:0:5.35,359,771
'0:0:5.4,368,778
'0:0:5.45,370,784
'0:0:5.5,360,799
'0:0:5.55,355,812
'0:0:5.6,357,827
'0:0:5.65,363,839
'0:0:5.7,363,853
'0:0:5.75,359,863
'0:0:5.8,356,871
'0:0:5.85,355,882
'0:0:5.9,351,901
'0:0:5.95,367,919
'0:0:6.0,370,937
'0:0:6.05,361,952
'0:0:6.1,355,968
'0:0:6.15,360,985
'0:0:6.2,361,1006
'0:0:6.25,359,1027
'0:0:6.3,355,1043
'0:0:6.35,356,1055
'0:0:6.4,355,1068
'0:0:6.45,357,1083
'0:0:6.5,369,1100
'0:0:6.55,368,1107
'0:0:6.6,361,1111
'0:0:6.65,356,1118
'0:0:6.7,356,1124
'0:0:6.75,357,1124
'0:0:6.8,353,1123
'0:0:6.85,352,1122
'0:0:6.9,352,1121
'0:0:6.95,358,1123
'0:0:7.0,368,1125
'0:0:7.05,375,1123
'0:0:7.1,367,1110
'0:0:7.15,358,1094
'0:0:7.2,357,1075
'0:0:7.25,361,1055
'0:0:7.3,361,1036
'0:0:7.35,360,1015
'0:0:7.4,359,989
'0:0:7.45,359,966
'0:0:7.5,366,942
'0:0:7.55,378,922
'0:0:7.6,373,903
'0:0:7.65,361,888
'0:0:7.7,357,874
'0:0:7.75,364,866
'0:0:7.8,365,859
'0:0:7.85,364,851
'0:0:7.9,358,840
'0:0:7.95,361,830
'0:0:8.0,359,823
'0:0:8.05,366,819
'0:0:8.1,374,816
'0:0:8.15,365,815
'0:0:8.2,355,815
'0:0:8.25,357,810
'0:0:8.3,362,800
'0:0:8.35,361,793
'0:0:8.4,359,781
'0:0:8.45,358,767
'0:0:8.5,357,757
'0:0:8.55,357,749
'0:0:8.6,366,741
'0:0:8.65,368,736
'0:0:8.7,359,735
'0:0:8.75,354,732
'0:0:8.8,356,724
'0:0:8.85,362,718
'0:0:8.9,360,713
'0:0:8.95,360,709
'0:0:9.0,357,700
'0:0:9.05,355,691
'0:0:9.1,358,683
'0:0:9.15,369,678
'0:0:9.2,364,679
'0:0:9.25,355,682
'0:0:9.3,354,682
'0:0:9.35,361,682
'0:0:9.4,363,682
'0:0:9.45,359,681
'0:0:9.5,354,678
'0:0:9.55,352,672
'0:0:9.6,352,670
'0:0:9.65,357,669
'0:0:9.7,368,670
'0:0:9.75,361,676
'0:0:9.8,352,680
'0:0:9.85,353,682
'0:0:9.9,357,683
'0:0:9.95,361,686
'0:0:10.0,358,687
'0:0:10.05,354,684
'0:0:10.1,355,682
'0:0:10.15,356,687
'0:0:10.2,368,693
'0:0:10.25,371,702
'0:0:10.3,360,711
