Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	QVAR [LSB]	
54335	-64	576	16336	-3.904	35.136	996.496	-672	
214412	-96	608	16400	-5.856	37.088	1000.400	-624	
374491	-64	576	16288	-3.904	35.136	993.568	-576	
534561	-80	576	16320	-4.880	35.136	995.520	-544	
694631	-96	592	16352	-5.856	36.112	997.472	-544	
854708	-96	592	16352	-5.856	36.112	997.472	-544	
1014778	-48	608	16352	-2.928	37.088	997.472	-544	
1174854	-64	544	16288	-3.904	33.184	993.568	-480	
1334938	-80	592	16384	-4.880	36.112	999.424	-528	
1495025	-96	592	16288	-5.856	36.112	993.568	-544	
1655125	-96	544	16320	-5.856	33.184	995.520	-544	
1815194	-112	528	16384	-6.832	32.208	999.424	-512	
1975263	-96	608	16352	-5.856	37.088	997.472	-560	
2135335	-64	560	16352	-3.904	34.160	997.472	-528	
2295424	-80	592	16352	-4.880	36.112	997.472	-544	
2455495	-96	576	16384	-5.856	35.136	999.424	-528	
2615572	-64	640	16336	-3.904	39.040	996.496	-560	
2775645	-48	608	16352	-2.928	37.088	997.472	-544	
2935715	-48	576	16384	-2.928	35.136	999.424	-512	
3095797	-96	512	16352	-5.856	31.232	997.472	-512	
3255873	-80	560	16384	-4.880	34.160	999.424	-528	
3415932	-80	592	16368	-4.880	36.112	998.448	-512	
3576007	-64	576	16336	-3.904	35.136	996.496	-544	
3736083	-96	528	16352	-5.856	32.208	997.472	-544	
3896156	-112	544	16352	-6.832	33.184	997.472	-528	
4056230	-128	624	16112	-7.808	38.064	982.832	-544	
4216312	-96	560	16368	-5.856	34.160	998.448	-528	
4376380	-80	544	16368	-4.880	33.184	998.448	-528	
4536450	-32	592	16384	-1.952	36.112	999.424	-512	
4696517	-64	560	16352	-3.904	34.160	997.472	-512	
4856584	-112	544	16320	-6.832	33.184	995.520	-512	
5016653	-496	800	16400	-30.256	48.800	1000.400	-368	
5176720	-144	656	16384	-8.784	40.016	999.424	-576	
5336804	-320	720	16448	-19.520	43.920	1003.328	-448	
5496876	-96	624	16320	-5.856	38.064	995.520	-512	
5656959	-96	592	16336	-5.856	36.112	996.496	-528	
5817051	-96	544	16336	-5.856	33.184	996.496	-560	
5977110	-80	640	16352	-4.880	39.040	997.472	-528	
6137172	-48	528	16352	-2.928	32.208	997.472	-560	
6297244	-64	576	16352	-3.904	35.136	997.472	-560	
6457324	-64	560	16384	-3.904	34.160	999.424	-528	
6617414	-96	576	16352	-5.856	35.136	997.472	-544	
6777512	-48	592	16336	-2.928	36.112	996.496	-528	
6937594	-32	544	16336	-1.952	33.184	996.496	-528	
7097676	-128	592	16336	-7.808	36.112	996.496	-544	
7257764	-864	1280	16512	-52.704	78.080	1007.232	-1136	
7417850	-64	624	16384	-3.904	38.064	999.424	-752	
7577941	-112	640	16288	-6.832	39.040	993.568	-752	
7738029	-16	544	16384	-0.976	33.184	999.424	-656	
7898113	-144	640	16352	-8.784	39.040	997.472	-592	
8058215	-80	592	16368	-4.880	36.112	998.448	-528	
8218321	-96	592	16320	-5.856	36.112	995.520	-528	
