,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,366,1582
'0:0:0.05,304,1583
'0:0:0.1,298,1588
'0:0:0.15,310,1588
'0:0:0.2,297,1582
'0:0:0.25,281,1576
'0:0:0.3,319,1574
'0:0:0.35,451,1573
'0:0:0.4,475,1571
'0:0:0.45,383,1567
'0:0:0.5,291,1563
'0:0:0.55,303,1561
'0:0:0.6,323,1559
'0:0:0.65,341,1560
'0:0:0.7,324,1566
'0:0:0.75,310,1575
'0:0:0.8,295,1587
'0:0:0.85,286,1604
'0:0:0.9,280,1623
'0:0:0.95,323,1646
'0:0:1.0,452,1669
'0:0:1.05,401,1687
'0:0:1.1,287,1705
'0:0:1.15,272,1724
'0:0:1.2,312,1745
'0:0:1.25,329,1763
'0:0:1.3,308,1782
'0:0:1.35,288,1800
'0:0:1.4,274,1816
'0:0:1.45,285,1830
'0:0:1.5,276,1845
'0:0:1.55,384,1863
'0:0:1.6,499,1881
'0:0:1.65,441,1894
'0:0:1.7,333,1908
'0:0:1.75,285,1923
'0:0:1.8,333,1943
'0:0:1.85,352,1962
'0:0:1.9,328,1981
'0:0:1.95,300,1995
'0:0:2.0,282,2009
'0:0:2.05,275,2022
'0:0:2.1,304,2038
'0:0:2.15,487,2055
'0:0:2.2,515,2069
'0:0:2.25,413,2079
'0:0:2.3,322,2090
'0:0:2.35,310,2100
'0:0:2.4,343,2111
'0:0:2.45,316,2120
'0:0:2.5,291,2131
'0:0:2.55,284,2139
'0:0:2.6,280,2143
'0:0:2.65,276,2150
'0:0:2.7,434,2158
'0:0:2.75,495,2164
'0:0:2.8,408,2166
'0:0:2.85,315,2161
'0:0:2.9,298,2151
'0:0:2.95,324,2136
'0:0:3.0,325,2110
'0:0:3.05,317,2079
'0:0:3.1,324,2043
'0:0:3.15,302,2010
'0:0:3.2,306,1974
'0:0:3.25,387,1943
'0:0:3.3,476,1914
'0:0:3.35,411,1890
'0:0:3.4,319,1861
'0:0:3.45,292,1837
'0:0:3.5,344,1818
'0:0:3.55,345,1800
'0:0:3.6,323,1782
'0:0:3.65,300,1767
'0:0:3.7,312,1746
'0:0:3.75,324,1724
'0:0:3.8,420,1711
'0:0:3.85,489,1700
'0:0:3.9,416,1687
'0:0:3.95,311,1678
'0:0:4.0,310,1674
'0:0:4.05,343,1674
'0:0:4.1,341,1668
'0:0:4.15,311,1661
'0:0:4.2,306,1651
'0:0:4.25,305,1640
'0:0:4.3,290,1631
'0:0:4.35,376,1628
'0:0:4.4,502,1629
'0:0:4.45,443,1623
'0:0:4.5,329,1616
'0:0:4.55,255,1608
'0:0:4.6,283,1599
'0:0:4.65,312,1594
'0:0:4.7,292,1590
'0:0:4.75,287,1585
'0:0:4.8,278,1580
'0:0:4.85,284,1578
'0:0:4.9,321,1579
'0:0:4.95,473,1579
'0:0:5.0,516,1578
'0:0:5.05,393,1577
'0:0:5.1,294,1573
'0:0:5.15,309,1570
'0:0:5.2,363,1569
'0:0:5.25,346,1565
'0:0:5.3,311,1557
'0:0:5.35,276,1549
'0:0:5.4,280,1539
'0:0:5.45,255,1531
'0:0:5.5,325,1527
'0:0:5.55,496,1527
'0:0:5.6,492,1527
'0:0:5.65,360,1523
'0:0:5.7,295,1514
'0:0:5.75,330,1504
'0:0:5.8,356,1491
'0:0:5.85,340,1480
'0:0:5.9,309,1473
'0:0:5.95,296,1472
'0:0:6.0,285,1478
'0:0:6.05,268,1486
'0:0:6.1,340,1503
'0:0:6.15,520,1522
'0:0:6.2,482,1539
'0:0:6.25,348,1552
'0:0:6.3,307,1564
'0:0:6.35,372,1579
'0:0:6.4,393,1595
'0:0:6.45,344,1610
'0:0:6.5,300,1627
'0:0:6.55,281,1638
'0:0:6.6,276,1656
'0:0:6.65,258,1680
'0:0:6.7,355,1704
'0:0:6.75,510,1725
'0:0:6.8,446,1746
'0:0:6.85,305,1765
'0:0:6.9,258,1784
'0:0:6.95,329,1804
'0:0:7.0,372,1826
'0:0:7.05,342,1847
'0:0:7.1,299,1868
'0:0:7.15,297,1886
'0:0:7.2,302,1905
'0:0:7.25,333,1923
'0:0:7.3,513,1946
'0:0:7.35,529,1965
'0:0:7.4,410,1979
'0:0:7.45,311,1991
'0:0:7.5,293,2008
'0:0:7.55,344,2026
'0:0:7.6,350,2044
'0:0:7.65,341,2057
'0:0:7.7,330,2068
'0:0:7.75,292,2076
'0:0:7.8,339,2089
'0:0:7.85,523,2103
'0:0:7.9,518,2114
'0:0:7.95,402,2120
'0:0:8.0,324,2125
'0:0:8.05,337,2128
'0:0:8.1,358,2125
'0:0:8.15,331,2114
'0:0:8.2,316,2093
'0:0:8.25,294,2069
'0:0:8.3,277,2040
'0:0:8.35,337,2017
'0:0:8.4,486,1990
'0:0:8.45,473,1961
'0:0:8.5,354,1928
'0:0:8.55,277,1901
'0:0:8.6,316,1875
'0:0:8.65,347,1853
'0:0:8.7,335,1830
'0:0:8.75,299,1803
'0:0:8.8,298,1772
'0:0:8.85,269,1747
'0:0:8.9,376,1727
'0:0:8.95,501,1711
'0:0:9.0,466,1691
'0:0:9.05,318,1673
'0:0:9.1,280,1656
'0:0:9.15,341,1642
'0:0:9.2,357,1630
'0:0:9.25,318,1621
'0:0:9.3,296,1612
'0:0:9.35,294,1600
'0:0:9.4,334,1595
'0:0:9.45,487,1595
'0:0:9.5,495,1593
'0:0:9.55,398,1589
'0:0:9.6,298,1582
'0:0:9.65,327,1579
'0:0:9.7,339,1575
