,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,567,1706
'0:0:0.05,509,1694
'0:0:0.1,389,1685
'0:0:0.15,312,1679
'0:0:0.2,321,1671
'0:0:0.25,347,1665
'0:0:0.3,321,1663
'0:0:0.35,295,1660
'0:0:0.4,290,1655
'0:0:0.45,272,1652
'0:0:0.5,237,1651
'0:0:0.55,322,1653
'0:0:0.6,541,1654
'0:0:0.65,547,1652
'0:0:0.7,423,1651
'0:0:0.75,331,1650
'0:0:0.8,315,1649
'0:0:0.85,335,1645
'0:0:0.9,340,1639
'0:0:0.95,312,1634
'0:0:1.0,293,1634
'0:0:1.05,289,1633
'0:0:1.1,278,1625
'0:0:1.15,269,1618
'0:0:1.2,278,1614
'0:0:1.25,447,1607
'0:0:1.3,529,1601
'0:0:1.35,443,1594
'0:0:1.4,349,1590
'0:0:1.45,303,1591
'0:0:1.5,330,1599
'0:0:1.55,349,1612
'0:0:1.6,327,1625
'0:0:1.65,294,1643
'0:0:1.7,272,1663
'0:0:1.75,272,1684
'0:0:1.8,289,1705
'0:0:1.85,277,1732
'0:0:1.9,327,1758
'0:0:1.95,489,1789
'0:0:2.0,509,1817
'0:0:2.05,417,1846
'0:0:2.1,329,1871
'0:0:2.15,306,1899
'0:0:2.2,339,1922
'0:0:2.25,330,1944
'0:0:2.3,307,1965
'0:0:2.35,288,1985
'0:0:2.4,294,2000
'0:0:2.45,289,2017
'0:0:2.5,286,2035
'0:0:2.55,396,2057
'0:0:2.6,515,2074
'0:0:2.65,473,2089
'0:0:2.7,378,2101
'0:0:2.75,312,2115
'0:0:2.8,342,2131
'0:0:2.85,368,2150
'0:0:2.9,332,2167
'0:0:2.95,297,2184
'0:0:3.0,285,2197
'0:0:3.05,290,2204
'0:0:3.1,300,2210
'0:0:3.15,403,2219
'0:0:3.2,505,2228
'0:0:3.25,462,2236
'0:0:3.3,372,2239
'0:0:3.35,316,2245
'0:0:3.4,345,2251
'0:0:3.45,371,2244
'0:0:3.5,347,2222
'0:0:3.55,299,2186
'0:0:3.6,280,2153
'0:0:3.65,273,2116
'0:0:3.7,295,2080
'0:0:3.75,438,2043
'0:0:3.8,488,2003
'0:0:3.85,416,1952
'0:0:3.9,341,1909
'0:0:3.95,331,1876
'0:0:4.0,365,1856
'0:0:4.05,366,1837
'0:0:4.1,325,1818
'0:0:4.15,292,1796
'0:0:4.2,262,1774
'0:0:4.25,277,1753
'0:0:4.3,372,1742
'0:0:4.35,500,1731
'0:0:4.4,457,1722
'0:0:4.45,371,1717
'0:0:4.5,321,1713
'0:0:4.55,355,1708
'0:0:4.6,368,1703
'0:0:4.65,336,1695
'0:0:4.7,304,1686
'0:0:4.75,292,1678
'0:0:4.8,272,1673
'0:0:4.85,299,1667
'0:0:4.9,456,1663
'0:0:4.95,510,1660
'0:0:5.0,427,1657
'0:0:5.05,321,1653
'0:0:5.1,298,1649
'0:0:5.15,341,1647
'0:0:5.2,336,1643
'0:0:5.25,291,1636
'0:0:5.3,267,1625
'0:0:5.35,268,1613
'0:0:5.4,259,1608
'0:0:5.45,255,1594
'0:0:5.5,420,1582
'0:0:5.55,545,1591
'0:0:5.6,475,1607
'0:0:5.65,345,1623
'0:0:5.7,286,1638
'0:0:5.75,332,1659
'0:0:5.8,351,1679
'0:0:5.85,308,1704
'0:0:5.9,268,1728
'0:0:5.95,265,1751
'0:0:6.0,276,1772
'0:0:6.05,262,1794
'0:0:6.1,276,1819
'0:0:6.15,451,1848
'0:0:6.2,529,1872
'0:0:6.25,432,1892
'0:0:6.3,306,1906
'0:0:6.35,282,1914
'0:0:6.4,332,1920
'0:0:6.45,341,1936
'0:0:6.5,301,1958
'0:0:6.55,260,1983
'0:0:6.6,255,2007
'0:0:6.65,250,2026
'0:0:6.7,271,2047
'0:0:6.75,441,2075
'0:0:6.8,533,2099
'0:0:6.85,449,2122
'0:0:6.9,325,2143
'0:0:6.95,279,2166
'0:0:7.0,331,2185
'0:0:7.05,353,2206
'0:0:7.1,314,2224
'0:0:7.15,272,2241
'0:0:7.2,259,2254
'0:0:7.25,255,2267
'0:0:7.3,310,2284
'0:0:7.35,495,2306
'0:0:7.4,520,2322
'0:0:7.45,418,2335
'0:0:7.5,300,2344
'0:0:7.55,286,2347
'0:0:7.6,333,2339
'0:0:7.65,340,2321
'0:0:7.7,313,2295
'0:0:7.75,276,2251
'0:0:7.8,246,2204
'0:0:7.85,252,2165
'0:0:7.9,405,2134
'0:0:7.95,517,2097
'0:0:8.0,466,2065
'0:0:8.05,340,2032
'0:0:8.1,284,2007
'0:0:8.15,323,1987
'0:0:8.2,335,1971
'0:0:8.25,302,1956
'0:0:8.3,282,1939
'0:0:8.35,271,1919
'0:0:8.4,253,1902
'0:0:8.45,345,1888
'0:0:8.5,505,1880
'0:0:8.55,490,1873
'0:0:8.6,382,1867
'0:0:8.65,308,1860
'0:0:8.7,329,1852
'0:0:8.75,352,1842
'0:0:8.8,317,1838
'0:0:8.85,278,1834
'0:0:8.9,256,1826
'0:0:8.95,246,1817
'0:0:9.0,289,1810
'0:0:9.05,459,1805
'0:0:9.1,488,1794
'0:0:9.15,401,1777
'0:0:9.2,299,1767
'0:0:9.25,305,1758
'0:0:9.3,358,1748
'0:0:9.35,344,1733
'0:0:9.4,298,1718
'0:0:9.45,269,1707
'0:0:9.5,258,1697
'0:0:9.55,304,1691
'0:0:9.6,488,1688
'0:0:9.65,518,1683
'0:0:9.7,423,1678
