,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,367,1784
'0:0:0.05,364,1782
'0:0:0.1,313,1776
'0:0:0.15,274,1769
'0:0:0.2,275,1761
'0:0:0.25,274,1753
'0:0:0.3,342,1750
'0:0:0.35,567,1755
'0:0:0.4,606,1757
'0:0:0.45,486,1751
'0:0:0.5,359,1743
'0:0:0.55,332,1730
'0:0:0.6,368,1712
'0:0:0.65,364,1692
'0:0:0.7,313,1685
'0:0:0.75,281,1686
'0:0:0.8,291,1690
'0:0:0.85,300,1700
'0:0:0.9,293,1713
'0:0:0.95,324,1732
'0:0:1.0,522,1752
'0:0:1.05,591,1771
'0:0:1.1,494,1791
'0:0:1.15,380,1813
'0:0:1.2,348,1833
'0:0:1.25,390,1860
'0:0:1.3,390,1888
'0:0:1.35,352,1915
'0:0:1.4,313,1937
'0:0:1.45,303,1959
'0:0:1.5,309,1979
'0:0:1.55,315,2001
'0:0:1.6,369,2020
'0:0:1.65,537,2042
'0:0:1.7,558,2061
'0:0:1.75,458,2078
'0:0:1.8,370,2093
'0:0:1.85,354,2110
'0:0:1.9,390,2127
'0:0:1.95,376,2144
'0:0:2.0,304,2157
'0:0:2.05,264,2166
'0:0:2.1,257,2172
'0:0:2.15,259,2179
'0:0:2.2,350,2189
'0:0:2.25,536,2201
'0:0:2.3,554,2209
'0:0:2.35,439,2214
'0:0:2.4,335,2216
'0:0:2.45,328,2221
'0:0:2.5,361,2225
'0:0:2.55,344,2230
'0:0:2.6,304,2236
'0:0:2.65,269,2237
'0:0:2.7,286,2231
'0:0:2.75,303,2225
'0:0:2.8,424,2220
'0:0:2.85,567,2205
'0:0:2.9,533,2183
'0:0:2.95,418,2156
'0:0:3.0,329,2131
'0:0:3.05,353,2104
'0:0:3.1,390,2077
'0:0:3.15,349,2048
'0:0:3.2,300,2022
'0:0:3.25,276,1996
'0:0:3.3,256,1972
'0:0:3.35,283,1947
'0:0:3.4,471,1928
'0:0:3.45,556,1911
'0:0:3.5,476,1895
'0:0:3.55,346,1878
'0:0:3.6,299,1864
'0:0:3.65,347,1849
'0:0:3.7,354,1833
'0:0:3.75,330,1817
'0:0:3.8,294,1802
'0:0:3.85,285,1786
'0:0:3.9,283,1774
'0:0:3.95,410,1765
'0:0:4.0,560,1760
'0:0:4.05,515,1752
'0:0:4.1,399,1747
'0:0:4.15,312,1743
'0:0:4.2,339,1736
'0:0:4.25,373,1726
'0:0:4.3,345,1718
'0:0:4.35,304,1709
'0:0:4.4,273,1702
'0:0:4.45,263,1694
'0:0:4.5,271,1689
'0:0:4.55,454,1686
'0:0:4.6,569,1684
'0:0:4.65,499,1683
'0:0:4.7,366,1682
'0:0:4.75,309,1682
'0:0:4.8,358,1680
'0:0:4.85,370,1676
'0:0:4.9,329,1671
'0:0:4.95,292,1666
'0:0:5.0,283,1658
'0:0:5.05,277,1651
'0:0:5.1,266,1645
'0:0:5.15,421,1638
'0:0:5.2,584,1634
'0:0:5.25,525,1642
'0:0:5.3,376,1657
'0:0:5.35,284,1671
'0:0:5.4,324,1686
'0:0:5.45,357,1703
'0:0:5.5,322,1720
'0:0:5.55,288,1740
'0:0:5.6,279,1759
'0:0:5.65,284,1781
'0:0:5.7,272,1802
'0:0:5.75,315,1829
'0:0:5.8,534,1856
'0:0:5.85,591,1881
'0:0:5.9,461,1902
'0:0:5.95,316,1922
'0:0:6.0,303,1942
'0:0:6.05,372,1964
'0:0:6.1,366,1983
'0:0:6.15,314,2004
'0:0:6.2,287,2021
'0:0:6.25,294,2039
'0:0:6.3,278,2057
'0:0:6.35,343,2076
'0:0:6.4,548,2094
'0:0:6.45,566,2108
'0:0:6.5,448,2117
'0:0:6.55,317,2128
'0:0:6.6,313,2141
'0:0:6.65,372,2154
'0:0:6.7,363,2167
'0:0:6.75,329,2181
'0:0:6.8,313,2192
'0:0:6.85,294,2200
'0:0:6.9,295,2207
'0:0:6.95,441,2218
'0:0:7.0,574,2227
'0:0:7.05,519,2230
'0:0:7.1,405,2227
'0:0:7.15,333,2218
'0:0:7.2,361,2200
'0:0:7.25,377,2171
'0:0:7.3,349,2142
'0:0:7.35,314,2110
'0:0:7.4,293,2079
'0:0:7.45,276,2046
'0:0:7.5,330,2019
'0:0:7.55,494,1993
'0:0:7.6,507,1969
'0:0:7.65,411,1941
'0:0:7.7,323,1917
'0:0:7.75,326,1894
'0:0:7.8,361,1875
'0:0:7.85,349,1856
'0:0:7.9,316,1836
'0:0:7.95,293,1815
'0:0:8.0,275,1799
'0:0:8.05,298,1784
'0:0:8.1,462,1773
'0:0:8.15,533,1764
'0:0:8.2,445,1757
'0:0:8.25,340,1746
'0:0:8.3,330,1739
'0:0:8.35,379,1732
'0:0:8.4,373,1721
'0:0:8.45,344,1711
'0:0:8.5,322,1702
'0:0:8.55,302,1693
'0:0:8.6,297,1689
'0:0:8.65,434,1688
'0:0:8.7,522,1683
'0:0:8.75,465,1676
'0:0:8.8,353,1669
'0:0:8.85,322,1663
'0:0:8.9,366,1661
'0:0:8.95,364,1658
'0:0:9.0,325,1653
'0:0:9.05,310,1645
'0:0:9.1,300,1640
'0:0:9.15,292,1638
'0:0:9.2,388,1638
'0:0:9.25,531,1638
'0:0:9.3,490,1637
'0:0:9.35,385,1635
'0:0:9.4,312,1630
'0:0:9.45,342,1626
'0:0:9.5,372,1622
'0:0:9.55,343,1614
'0:0:9.6,313,1607
'0:0:9.65,305,1602
'0:0:9.7,299,1606
