,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Respiration (ID 1  Exp 1)
Range:,Arb
Units:,Arb
Time
'-0:0:0.0,2334
'0:0:0.05,2329
'0:0:0.1,2331
'0:0:0.15,2327
'0:0:0.2,2290
'0:0:0.25,2250
'0:0:0.3,2236
'0:0:0.35,2236
'0:0:0.4,2240
'0:0:0.45,2234
'0:0:0.5,2216
'0:0:0.55,2216
'0:0:0.6,2259
'0:0:0.65,2323
'0:0:0.7,2391
'0:0:0.75,2422
'0:0:0.8,2405
'0:0:0.85,2439
'0:0:0.9,2539
'0:0:0.95,2581
'0:0:1.0,2582
'0:0:1.05,2593
'0:0:1.1,2618
'0:0:1.15,2599
'0:0:1.2,2574
'0:0:1.25,2636
'0:0:1.3,2724
'0:0:1.35,2743
'0:0:1.4,2752
'0:0:1.45,2799
'0:0:1.5,2836
'0:0:1.55,2845
'0:0:1.6,2899
'0:0:1.65,2963
'0:0:1.7,2989
'0:0:1.75,3000
'0:0:1.8,3020
'0:0:1.85,3027
'0:0:1.9,2997
'0:0:1.95,2985
'0:0:2.0,3079
'0:0:2.05,3175
'0:0:2.1,3194
'0:0:2.15,3192
'0:0:2.2,3223
'0:0:2.25,3257
'0:0:2.3,3278
'0:0:2.35,3324
'0:0:2.4,3367
'0:0:2.45,3374
'0:0:2.5,3384
'0:0:2.55,3403
'0:0:2.6,3404
'0:0:2.65,3339
'0:0:2.7,3155
'0:0:2.75,3008
'0:0:2.8,2994
'0:0:2.85,2970
'0:0:2.9,2864
'0:0:2.95,2784
'0:0:3.0,2748
'0:0:3.05,2714
'0:0:3.1,2692
'0:0:3.15,2726
'0:0:3.2,2749
'0:0:3.25,2692
'0:0:3.3,2610
'0:0:3.35,2578
'0:0:3.4,2574
'0:0:3.45,2537
'0:0:3.5,2519
'0:0:3.55,2587
'0:0:3.6,2596
'0:0:3.65,2527
'0:0:3.7,2491
'0:0:3.75,2496
'0:0:3.8,2483
'0:0:3.85,2457
'0:0:3.9,2496
'0:0:3.95,2539
'0:0:4.0,2489
'0:0:4.05,2418
'0:0:4.1,2403
'0:0:4.15,2449
'0:0:4.2,2497
'0:0:4.25,2443
'0:0:4.3,2402
'0:0:4.35,2484
'0:0:4.4,2511
'0:0:4.45,2441
'0:0:4.5,2399
'0:0:4.55,2432
'0:0:4.6,2499
'0:0:4.65,2472
'0:0:4.7,2431
'0:0:4.75,2463
'0:0:4.8,2433
'0:0:4.85,2367
'0:0:4.9,2349
'0:0:4.95,2376
'0:0:5.0,2391
'0:0:5.05,2434
'0:0:5.1,2528
'0:0:5.15,2553
'0:0:5.2,2542
'0:0:5.25,2572
'0:0:5.3,2643
'0:0:5.35,2690
'0:0:5.4,2639
'0:0:5.45,2623
'0:0:5.5,2717
'0:0:5.55,2747
'0:0:5.6,2708
'0:0:5.65,2689
'0:0:5.7,2710
'0:0:5.75,2744
'0:0:5.8,2710
'0:0:5.85,2678
'0:0:5.9,2742
'0:0:5.95,2784
'0:0:6.0,2759
'0:0:6.05,2721
'0:0:6.1,2649
'0:0:6.15,2561
'0:0:6.2,2570
'0:0:6.25,2619
'0:0:6.3,2569
'0:0:6.35,2487
'0:0:6.4,2445
'0:0:6.45,2449
'0:0:6.5,2469
'0:0:6.55,2462
'0:0:6.6,2453
'0:0:6.65,2523
'0:0:6.7,2581
'0:0:6.75,2553
'0:0:6.8,2531
'0:0:6.85,2564
'0:0:6.9,2607
'0:0:6.95,2558
'0:0:7.0,2516
'0:0:7.05,2547
'0:0:7.1,2534
'0:0:7.15,2478
'0:0:7.2,2432
'0:0:7.25,2432
'0:0:7.3,2437
'0:0:7.35,2393
'0:0:7.4,2371
'0:0:7.45,2434
'0:0:7.5,2441
'0:0:7.55,2382
'0:0:7.6,2355
'0:0:7.65,2383
'0:0:7.7,2430
'0:0:7.75,2353
'0:0:7.8,2310
'0:0:7.85,2394
'0:0:7.9,2404
'0:0:7.95,2358
'0:0:8.0,2340
'0:0:8.05,2372
'0:0:8.1,2431
'0:0:8.15,2427
'0:0:8.2,2416
'0:0:8.25,2494
'0:0:8.3,2543
'0:0:8.35,2529
'0:0:8.4,2551
'0:0:8.45,2612
'0:0:8.5,2663
'0:0:8.55,2623
'0:0:8.6,2597
'0:0:8.65,2614
'0:0:8.7,2590
'0:0:8.75,2574
'0:0:8.8,2589
'0:0:8.85,2614
'0:0:8.9,2615
'0:0:8.95,2602
'0:0:9.0,2669
'0:0:9.05,2748
'0:0:9.1,2719
'0:0:9.15,2661
'0:0:9.2,2655
'0:0:9.25,2645
'0:0:9.3,2568
'0:0:9.35,2541
'0:0:9.4,2573
'0:0:9.45,2555
'0:0:9.5,2504
'0:0:9.55,2472
'0:0:9.6,2468
'0:0:9.65,2482
'0:0:9.7,2471
'0:0:9.75,2444
'0:0:9.8,2485
'0:0:9.85,2522
'0:0:9.9,2479
'0:0:9.95,2442
'0:0:10.0,2438
'0:0:10.05,2458
'0:0:10.1,2411
'0:0:10.15,2393
'0:0:10.2,2475
'0:0:10.25,2475
'0:0:10.3,2406
'0:0:10.35,2363
'0:0:10.4,2353
'0:0:10.45,2362
'0:0:10.5,2342
'0:0:10.55,2297
'0:0:10.6,2329
'0:0:10.65,2372
'0:0:10.7,2334
'0:0:10.75,2299
'0:0:10.8,2300
'0:0:10.85,2312
'0:0:10.9,2282
'0:0:10.95,2284
'0:0:11.0,2349
'0:0:11.05,2366
'0:0:11.1,2332
'0:0:11.15,2303
'0:0:11.2,2324
'0:0:11.25,2388
'0:0:11.3,2424
'0:0:11.35,2432
'0:0:11.4,2493
'0:0:11.45,2555
'0:0:11.5,2573
'0:0:11.55,2578
'0:0:11.6,2606
'0:0:11.65,2653
'0:0:11.7,2646
'0:0:11.75,2628
'0:0:11.8,2693
'0:0:11.85,2730
'0:0:11.9,2715
'0:0:11.95,2710
'0:0:12.0,2720
'0:0:12.05,2756
'0:0:12.1,2829
'0:0:12.15,2891
'0:0:12.2,2925
'0:0:12.25,2905
'0:0:12.3,2853
'0:0:12.35,2822
'0:0:12.4,2818
'0:0:12.45,2842
'0:0:12.5,2827
'0:0:12.55,2805
'0:0:12.6,2842
'0:0:12.65,2829
'0:0:12.7,2751
'0:0:12.75,2711
'0:0:12.8,2698
'0:0:12.85,2679
'0:0:12.9,2648
'0:0:12.95,2638
'0:0:13.0,2658
'0:0:13.05,2664
'0:0:13.1,2593
'0:0:13.15,2514
'0:0:13.2,2480
'0:0:13.25,2485
'0:0:13.3,2512
'0:0:13.35,2485
'0:0:13.4,2449
'0:0:13.45,2508
'0:0:13.5,2532
'0:0:13.55,2446
'0:0:13.6,2374
'0:0:13.65,2368
'0:0:13.7,2359
'0:0:13.75,2317
'0:0:13.8,2303
'0:0:13.85,2362
'0:0:13.9,2384
'0:0:13.95,2332
'0:0:14.0,2311
'0:0:14.05,2341
'0:0:14.1,2387
'0:0:14.15,2371
'0:0:14.2,2346
'0:0:14.25,2397
'0:0:14.3,2411
'0:0:14.35,2347
'0:0:14.4,2283
'0:0:14.45,2249
'0:0:14.5,2222
'0:0:14.55,2192
'0:0:14.6,2217
'0:0:14.65,2284
'0:0:14.7,2304
'0:0:14.75,2283
'0:0:14.8,2282
'0:0:14.85,2361
'0:0:14.9,2472
'0:0:14.95,2476
'0:0:15.0,2442
'0:0:15.05,2482
'0:0:15.1,2539
'0:0:15.15,2535
'0:0:15.2,2495
'0:0:15.25,2487
'0:0:15.3,2518
'0:0:15.35,2546
'0:0:15.4,2567
'0:0:15.45,2609
'0:0:15.5,2636
'0:0:15.55,2616
'0:0:15.6,2622
'0:0:15.65,2649
'0:0:15.7,2656
'0:0:15.75,2665
'0:0:15.8,2710
'0:0:15.85,2747
'0:0:15.9,2720
'0:0:15.95,2660
'0:0:16.0,2621
'0:0:16.05,2606
'0:0:16.1,2581
'0:0:16.15,2526
'0:0:16.2,2499
'0:0:16.25,2552
'0:0:16.3,2565
'0:0:16.35,2526
'0:0:16.4,2539
'0:0:16.45,2589
'0:0:16.5,2592
'0:0:16.55,2484
'0:0:16.6,2440
'0:0:16.65,2496
'0:0:16.7,2473
'0:0:16.75,2397
'0:0:16.8,2342
'0:0:16.85,2346
'0:0:16.9,2382
'0:0:16.95,2383
'0:0:17.0,2356
'0:0:17.05,2395
'0:0:17.1,2453
'0:0:17.15,2421
'0:0:17.2,2361
'0:0:17.25,2369
'0:0:17.3,2399
'0:0:17.35,2341
'0:0:17.4,2324
'0:0:17.45,2353
'0:0:17.5,2290
'0:0:17.55,2232
'0:0:17.6,2225
'0:0:17.65,2246
'0:0:17.7,2264
'0:0:17.75,2285
'0:0:17.8,2356
'0:0:17.85,2414
'0:0:17.9,2404
'0:0:17.95,2393
'0:0:18.0,2428
'0:0:18.05,2479
'0:0:18.1,2476
'0:0:18.15,2476
'0:0:18.2,2551
'0:0:18.25,2589
'0:0:18.3,2576
'0:0:18.35,2581
'0:0:18.4,2617
'0:0:18.45,2647
'0:0:18.5,2623
'0:0:18.55,2637
'0:0:18.6,2724
'0:0:18.65,2747
'0:0:18.7,2722
'0:0:18.75,2715
'0:0:18.8,2730
'0:0:18.85,2726
'0:0:18.9,2677
'0:0:18.95,2639
'0:0:19.0,2619
'0:0:19.05,2571
'0:0:19.1,2508
'0:0:19.15,2477
'0:0:19.2,2464
