,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Respiration (ID 1  Exp 1)
Range:,Arb
Units:,Arb
Time
'-0:0:0.0,2366
'0:0:0.05,2337
'0:0:0.1,2314
'0:0:0.15,2297
'0:0:0.2,2295
'0:0:0.25,2295
'0:0:0.3,2280
'0:0:0.35,2261
'0:0:0.4,2256
'0:0:0.45,2252
'0:0:0.5,2239
'0:0:0.55,2225
'0:0:0.6,2220
'0:0:0.65,2227
'0:0:0.7,2204
'0:0:0.75,2165
'0:0:0.8,2151
'0:0:0.85,2134
'0:0:0.9,2120
'0:0:0.95,2132
'0:0:1.0,2175
'0:0:1.05,2213
'0:0:1.1,2198
'0:0:1.15,2155
'0:0:1.2,2155
'0:0:1.25,2218
'0:0:1.3,2315
'0:0:1.35,2397
'0:0:1.4,2402
'0:0:1.45,2348
'0:0:1.5,2328
'0:0:1.55,2390
'0:0:1.6,2456
'0:0:1.65,2485
'0:0:1.7,2494
'0:0:1.75,2514
'0:0:1.8,2531
'0:0:1.85,2535
'0:0:1.9,2554
'0:0:1.95,2628
'0:0:2.0,2707
'0:0:2.05,2740
'0:0:2.1,2746
'0:0:2.15,2773
'0:0:2.2,2810
'0:0:2.25,2835
'0:0:2.3,2819
'0:0:2.35,2802
'0:0:2.4,2836
'0:0:2.45,2890
'0:0:2.5,2910
'0:0:2.55,2891
'0:0:2.6,2849
'0:0:2.65,2792
'0:0:2.7,2737
'0:0:2.75,2660
'0:0:2.8,2606
'0:0:2.85,2649
'0:0:2.9,2701
'0:0:2.95,2658
'0:0:3.0,2594
'0:0:3.05,2575
'0:0:3.1,2560
'0:0:3.15,2500
'0:0:3.2,2452
'0:0:3.25,2470
'0:0:3.3,2510
'0:0:3.35,2498
'0:0:3.4,2430
'0:0:3.45,2370
'0:0:3.5,2373
'0:0:3.55,2391
'0:0:3.6,2363
'0:0:3.65,2336
'0:0:3.7,2391
'0:0:3.75,2462
'0:0:3.8,2465
'0:0:3.85,2467
'0:0:3.9,2503
'0:0:3.95,2508
'0:0:4.0,2462
'0:0:4.05,2444
'0:0:4.1,2471
'0:0:4.15,2471
'0:0:4.2,2455
'0:0:4.25,2433
'0:0:4.3,2389
'0:0:4.35,2369
'0:0:4.4,2388
'0:0:4.45,2389
'0:0:4.5,2360
'0:0:4.55,2360
'0:0:4.6,2395
'0:0:4.65,2412
'0:0:4.7,2397
'0:0:4.75,2387
'0:0:4.8,2410
'0:0:4.85,2387
'0:0:4.9,2337
'0:0:4.95,2368
'0:0:5.0,2410
'0:0:5.05,2417
'0:0:5.1,2414
'0:0:5.15,2412
'0:0:5.2,2424
'0:0:5.25,2435
'0:0:5.3,2424
'0:0:5.35,2445
'0:0:5.4,2519
'0:0:5.45,2569
'0:0:5.5,2562
'0:0:5.55,2547
'0:0:5.6,2567
'0:0:5.65,2612
'0:0:5.7,2614
'0:0:5.75,2561
'0:0:5.8,2539
'0:0:5.85,2591
'0:0:5.9,2656
'0:0:5.95,2683
'0:0:6.0,2685
'0:0:6.05,2704
'0:0:6.1,2731
'0:0:6.15,2754
'0:0:6.2,2788
'0:0:6.25,2872
'0:0:6.3,2935
'0:0:6.35,2914
'0:0:6.4,2869
'0:0:6.45,2864
'0:0:6.5,2895
'0:0:6.55,2921
'0:0:6.6,2902
'0:0:6.65,2858
'0:0:6.7,2847
'0:0:6.75,2842
'0:0:6.8,2812
'0:0:6.85,2758
'0:0:6.9,2709
'0:0:6.95,2677
'0:0:7.0,2662
'0:0:7.05,2606
'0:0:7.1,2511
'0:0:7.15,2482
'0:0:7.2,2540
'0:0:7.25,2570
'0:0:7.3,2532
'0:0:7.35,2484
'0:0:7.4,2479
'0:0:7.45,2549
'0:0:7.5,2597
'0:0:7.55,2579
'0:0:7.6,2616
'0:0:7.65,2656
'0:0:7.7,2616
'0:0:7.75,2549
'0:0:7.8,2511
'0:0:7.85,2503
'0:0:7.9,2494
'0:0:7.95,2445
'0:0:8.0,2408
'0:0:8.05,2440
'0:0:8.1,2454
'0:0:8.15,2410
'0:0:8.2,2375
'0:0:8.25,2376
'0:0:8.3,2412
'0:0:8.35,2414
'0:0:8.4,2331
'0:0:8.45,2265
'0:0:8.5,2303
'0:0:8.55,2345
'0:0:8.6,2318
'0:0:8.65,2265
'0:0:8.7,2245
'0:0:8.75,2272
'0:0:8.8,2293
'0:0:8.85,2242
'0:0:8.9,2199
'0:0:8.95,2254
'0:0:9.0,2322
'0:0:9.05,2328
'0:0:9.1,2310
'0:0:9.15,2319
'0:0:9.2,2368
'0:0:9.25,2400
'0:0:9.3,2358
'0:0:9.35,2334
'0:0:9.4,2386
'0:0:9.45,2447
'0:0:9.5,2462
'0:0:9.55,2450
'0:0:9.6,2455
'0:0:9.65,2491
'0:0:9.7,2519
'0:0:9.75,2558
'0:0:9.8,2650
'0:0:9.85,2764
'0:0:9.9,2811
'0:0:9.95,2815
'0:0:10.0,2817
'0:0:10.05,2817
'0:0:10.1,2806
'0:0:10.15,2772
'0:0:10.2,2726
'0:0:10.25,2741
'0:0:10.3,2795
'0:0:10.35,2805
'0:0:10.4,2783
'0:0:10.45,2774
'0:0:10.5,2786
'0:0:10.55,2784
'0:0:10.6,2742
'0:0:10.65,2712
'0:0:10.7,2741
'0:0:10.75,2728
'0:0:10.8,2648
'0:0:10.85,2563
'0:0:10.9,2525
'0:0:10.95,2524
'0:0:11.0,2505
'0:0:11.05,2413
'0:0:11.1,2335
'0:0:11.15,2364
'0:0:11.2,2414
'0:0:11.25,2389
'0:0:11.3,2335
'0:0:11.35,2306
'0:0:11.4,2315
'0:0:11.45,2336
'0:0:11.5,2318
'0:0:11.55,2292
'0:0:11.6,2335
'0:0:11.65,2389
'0:0:11.7,2369
'0:0:11.75,2311
'0:0:11.8,2290
'0:0:11.85,2306
'0:0:11.9,2289
'0:0:11.95,2226
'0:0:12.0,2241
'0:0:12.05,2309
'0:0:12.1,2313
'0:0:12.15,2275
'0:0:12.2,2251
'0:0:12.25,2258
'0:0:12.3,2269
'0:0:12.35,2244
'0:0:12.4,2227
'0:0:12.45,2268
'0:0:12.5,2254
'0:0:12.55,2176
'0:0:12.6,2156
'0:0:12.65,2189
'0:0:12.7,2220
'0:0:12.75,2196
'0:0:12.8,2195
'0:0:12.85,2260
'0:0:12.9,2308
'0:0:12.95,2330
'0:0:13.0,2343
'0:0:13.05,2366
'0:0:13.1,2392
'0:0:13.15,2400
'0:0:13.2,2401
'0:0:13.25,2454
'0:0:13.3,2494
'0:0:13.35,2482
'0:0:13.4,2469
'0:0:13.45,2476
'0:0:13.5,2512
'0:0:13.55,2549
'0:0:13.6,2531
'0:0:13.65,2484
'0:0:13.7,2494
'0:0:13.75,2551
'0:0:13.8,2587
'0:0:13.85,2592
'0:0:13.9,2592
'0:0:13.95,2619
'0:0:14.0,2650
'0:0:14.05,2642
'0:0:14.1,2633
'0:0:14.15,2674
'0:0:14.2,2696
'0:0:14.25,2660
'0:0:14.3,2619
'0:0:14.35,2595
'0:0:14.4,2586
'0:0:14.45,2566
'0:0:14.5,2507
'0:0:14.55,2437
'0:0:14.6,2434
'0:0:14.65,2473
'0:0:14.7,2478
'0:0:14.75,2435
'0:0:14.8,2403
'0:0:14.85,2400
'0:0:14.9,2398
'0:0:14.95,2373
'0:0:15.0,2373
'0:0:15.05,2416
'0:0:15.1,2407
'0:0:15.15,2343
'0:0:15.2,2301
'0:0:15.25,2297
'0:0:15.3,2310
'0:0:15.35,2263
'0:0:15.4,2223
'0:0:15.45,2274
'0:0:15.5,2316
'0:0:15.55,2299
'0:0:15.6,2261
'0:0:15.65,2242
'0:0:15.7,2250
'0:0:15.75,2252
'0:0:15.8,2227
'0:0:15.85,2252
'0:0:15.9,2302
'0:0:15.95,2276
'0:0:16.0,2244
'0:0:16.05,2264
'0:0:16.1,2313
'0:0:16.15,2325
'0:0:16.2,2249
'0:0:16.25,2213
'0:0:16.3,2257
'0:0:16.35,2290
'0:0:16.4,2297
'0:0:16.45,2294
'0:0:16.5,2320
'0:0:16.55,2368
'0:0:16.6,2377
'0:0:16.65,2350
'0:0:16.7,2377
'0:0:16.75,2435
'0:0:16.8,2445
'0:0:16.85,2433
'0:0:16.9,2433
'0:0:16.95,2460
'0:0:17.0,2477
'0:0:17.05,2448
'0:0:17.1,2456
'0:0:17.15,2531
'0:0:17.2,2569
'0:0:17.25,2569
'0:0:17.3,2578
'0:0:17.35,2608
'0:0:17.4,2643
'0:0:17.45,2656
'0:0:17.5,2625
'0:0:17.55,2611
'0:0:17.6,2651
'0:0:17.65,2700
'0:0:17.7,2703
'0:0:17.75,2674
'0:0:17.8,2659
'0:0:17.85,2675
'0:0:17.9,2693
'0:0:17.95,2644
'0:0:18.0,2590
'0:0:18.05,2604
'0:0:18.1,2623
'0:0:18.15,2590
'0:0:18.2,2528
'0:0:18.25,2476
'0:0:18.3,2459
'0:0:18.35,2442
'0:0:18.4,2395
'0:0:18.45,2357
'0:0:18.5,2387
'0:0:18.55,2423
'0:0:18.6,2400
'0:0:18.65,2367
'0:0:18.7,2374
'0:0:18.75,2420
'0:0:18.8,2417
'0:0:18.85,2346
'0:0:18.9,2339
'0:0:18.95,2390
'0:0:19.0,2386
'0:0:19.05,2332
'0:0:19.1,2301
'0:0:19.15,2306
'0:0:19.2,2329
