,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Respiration (ID 1  Exp 1)
Range:,Arb
Units:,Arb
Time
'-0:0:0.0,4206
'0:0:0.05,4201
'0:0:0.1,4203
'0:0:0.15,4205
'0:0:0.2,4208
'0:0:0.25,4212
'0:0:0.3,4206
'0:0:0.35,4200
'0:0:0.4,4200
'0:0:0.45,4197
'0:0:0.5,4187
'0:0:0.55,4171
'0:0:0.6,4163
'0:0:0.65,4156
'0:0:0.7,4151
'0:0:0.75,4151
'0:0:0.8,4154
'0:0:0.85,4156
'0:0:0.9,4157
'0:0:0.95,4156
'0:0:1.0,4154
'0:0:1.05,4152
'0:0:1.1,4154
'0:0:1.15,4152
'0:0:1.2,4144
'0:0:1.25,4144
'0:0:1.3,4157
'0:0:1.35,4181
'0:0:1.4,4210
'0:0:1.45,4251
'0:0:1.5,4296
'0:0:1.55,4344
'0:0:1.6,4384
'0:0:1.65,4423
'0:0:1.7,4458
'0:0:1.75,4494
'0:0:1.8,4522
'0:0:1.85,4549
'0:0:1.9,4575
'0:0:1.95,4596
'0:0:2.0,4611
'0:0:2.05,4624
'0:0:2.1,4640
'0:0:2.15,4661
'0:0:2.2,4678
'0:0:2.25,4694
'0:0:2.3,4705
'0:0:2.35,4721
'0:0:2.4,4737
'0:0:2.45,4752
'0:0:2.5,4767
'0:0:2.55,4775
'0:0:2.6,4771
'0:0:2.65,4758
'0:0:2.7,4747
'0:0:2.75,4737
'0:0:2.8,4721
'0:0:2.85,4694
'0:0:2.9,4666
'0:0:2.95,4636
'0:0:3.0,4609
'0:0:3.05,4580
'0:0:3.1,4552
'0:0:3.15,4519
'0:0:3.2,4495
'0:0:3.25,4473
'0:0:3.3,4459
'0:0:3.35,4451
'0:0:3.4,4444
'0:0:3.45,4432
'0:0:3.5,4422
'0:0:3.55,4417
'0:0:3.6,4404
'0:0:3.65,4386
'0:0:3.7,4373
'0:0:3.75,4354
'0:0:3.8,4331
'0:0:3.85,4309
'0:0:3.9,4294
'0:0:3.95,4275
'0:0:4.0,4256
'0:0:4.05,4236
'0:0:4.1,4221
'0:0:4.15,4207
'0:0:4.2,4196
'0:0:4.25,4188
'0:0:4.3,4183
'0:0:4.35,4174
'0:0:4.4,4162
'0:0:4.45,4149
'0:0:4.5,4145
'0:0:4.55,4148
'0:0:4.6,4148
'0:0:4.65,4145
'0:0:4.7,4142
'0:0:4.75,4142
'0:0:4.8,4143
'0:0:4.85,4144
'0:0:4.9,4145
'0:0:4.95,4145
'0:0:5.0,4145
'0:0:5.05,4142
'0:0:5.1,4138
'0:0:5.15,4144
'0:0:5.2,4166
'0:0:5.25,4210
'0:0:5.3,4277
'0:0:5.35,4349
'0:0:5.4,4394
'0:0:5.45,4427
'0:0:5.5,4445
'0:0:5.55,4453
'0:0:5.6,4458
'0:0:5.65,4462
'0:0:5.7,4464
'0:0:5.75,4468
'0:0:5.8,4478
'0:0:5.85,4515
'0:0:5.9,4567
'0:0:5.95,4612
'0:0:6.0,4640
'0:0:6.05,4664
'0:0:6.1,4682
'0:0:6.15,4695
'0:0:6.2,4701
'0:0:6.25,4703
'0:0:6.3,4704
'0:0:6.35,4703
'0:0:6.4,4698
'0:0:6.45,4696
'0:0:6.5,4705
'0:0:6.55,4722
'0:0:6.6,4730
'0:0:6.65,4734
'0:0:6.7,4737
'0:0:6.75,4747
'0:0:6.8,4762
'0:0:6.85,4778
'0:0:6.9,4790
'0:0:6.95,4788
'0:0:7.0,4775
'0:0:7.05,4758
'0:0:7.1,4750
'0:0:7.15,4746
'0:0:7.2,4737
'0:0:7.25,4722
'0:0:7.3,4707
'0:0:7.35,4688
'0:0:7.4,4666
'0:0:7.45,4639
'0:0:7.5,4611
'0:0:7.55,4572
'0:0:7.6,4532
'0:0:7.65,4493
'0:0:7.7,4467
'0:0:7.75,4443
'0:0:7.8,4422
'0:0:7.85,4401
'0:0:7.9,4386
'0:0:7.95,4372
'0:0:8.0,4358
'0:0:8.05,4343
'0:0:8.1,4330
'0:0:8.15,4310
'0:0:8.2,4292
'0:0:8.25,4282
'0:0:8.3,4273
'0:0:8.35,4255
'0:0:8.4,4239
'0:0:8.45,4224
'0:0:8.5,4213
'0:0:8.55,4203
'0:0:8.6,4194
'0:0:8.65,4182
'0:0:8.7,4168
'0:0:8.75,4148
'0:0:8.8,4132
'0:0:8.85,4126
'0:0:8.9,4124
'0:0:8.95,4117
'0:0:9.0,4111
'0:0:9.05,4105
'0:0:9.1,4102
'0:0:9.15,4099
'0:0:9.2,4097
'0:0:9.25,4093
'0:0:9.3,4085
'0:0:9.35,4075
'0:0:9.4,4070
'0:0:9.45,4074
'0:0:9.5,4082
'0:0:9.55,4088
'0:0:9.6,4096
'0:0:9.65,4103
'0:0:9.7,4117
'0:0:9.75,4141
'0:0:9.8,4166
'0:0:9.85,4193
'0:0:9.9,4211
'0:0:9.95,4224
'0:0:10.0,4239
'0:0:10.05,4264
'0:0:10.1,4291
'0:0:10.15,4314
'0:0:10.2,4331
'0:0:10.25,4352
'0:0:10.3,4377
'0:0:10.35,4412
'0:0:10.4,4445
'0:0:10.45,4471
'0:0:10.5,4485
'0:0:10.55,4493
'0:0:10.6,4502
'0:0:10.65,4519
'0:0:10.7,4532
'0:0:10.75,4539
'0:0:10.8,4545
'0:0:10.85,4554
'0:0:10.9,4566
'0:0:10.95,4583
'0:0:11.0,4600
'0:0:11.05,4612
'0:0:11.1,4617
'0:0:11.15,4617
'0:0:11.2,4617
'0:0:11.25,4618
'0:0:11.3,4616
'0:0:11.35,4613
'0:0:11.4,4613
'0:0:11.45,4618
'0:0:11.5,4623
'0:0:11.55,4629
'0:0:11.6,4630
'0:0:11.65,4623
'0:0:11.7,4612
'0:0:11.75,4600
'0:0:11.8,4590
'0:0:11.85,4573
'0:0:11.9,4550
'0:0:11.95,4518
'0:0:12.0,4485
'0:0:12.05,4457
'0:0:12.1,4438
'0:0:12.15,4412
'0:0:12.2,4389
'0:0:12.25,4368
'0:0:12.3,4352
'0:0:12.35,4341
'0:0:12.4,4330
'0:0:12.45,4316
'0:0:12.5,4310
'0:0:12.55,4300
'0:0:12.6,4289
'0:0:12.65,4282
'0:0:12.7,4272
'0:0:12.75,4259
'0:0:12.8,4249
'0:0:12.85,4242
'0:0:12.9,4236
'0:0:12.95,4233
'0:0:13.0,4229
'0:0:13.05,4221
'0:0:13.1,4212
'0:0:13.15,4202
'0:0:13.2,4193
'0:0:13.25,4184
'0:0:13.3,4171
'0:0:13.35,4150
'0:0:13.4,4131
'0:0:13.45,4123
'0:0:13.5,4125
'0:0:13.55,4123
'0:0:13.6,4118
'0:0:13.65,4112
'0:0:13.7,4106
'0:0:13.75,4099
'0:0:13.8,4093
'0:0:13.85,4088
'0:0:13.9,4081
'0:0:13.95,4072
'0:0:14.0,4071
'0:0:14.05,4082
'0:0:14.1,4099
'0:0:14.15,4119
'0:0:14.2,4142
'0:0:14.25,4170
'0:0:14.3,4198
'0:0:14.35,4228
'0:0:14.4,4255
'0:0:14.45,4278
'0:0:14.5,4294
'0:0:14.55,4305
'0:0:14.6,4323
'0:0:14.65,4351
'0:0:14.7,4385
'0:0:14.75,4433
'0:0:14.8,4472
'0:0:14.85,4500
'0:0:14.9,4519
'0:0:14.95,4537
'0:0:15.0,4548
'0:0:15.05,4549
'0:0:15.1,4547
'0:0:15.15,4548
'0:0:15.2,4559
'0:0:15.25,4579
'0:0:15.3,4600
'0:0:15.35,4631
'0:0:15.4,4663
'0:0:15.45,4690
'0:0:15.5,4708
'0:0:15.55,4721
'0:0:15.6,4721
'0:0:15.65,4709
'0:0:15.7,4693
'0:0:15.75,4679
'0:0:15.8,4675
'0:0:15.85,4675
'0:0:15.9,4673
'0:0:15.95,4666
'0:0:16.0,4657
'0:0:16.05,4644
'0:0:16.1,4628
'0:0:16.15,4599
'0:0:16.2,4568
'0:0:16.25,4537
'0:0:16.3,4513
'0:0:16.35,4490
'0:0:16.4,4463
'0:0:16.45,4433
'0:0:16.5,4409
'0:0:16.55,4388
'0:0:16.6,4370
'0:0:16.65,4351
'0:0:16.7,4332
'0:0:16.75,4312
'0:0:16.8,4295
'0:0:16.85,4284
'0:0:16.9,4278
'0:0:16.95,4270
'0:0:17.0,4260
'0:0:17.05,4256
'0:0:17.1,4258
'0:0:17.15,4252
'0:0:17.2,4244
'0:0:17.25,4234
'0:0:17.3,4224
'0:0:17.35,4214
'0:0:17.4,4210
'0:0:17.45,4209
'0:0:17.5,4205
'0:0:17.55,4197
'0:0:17.6,4189
'0:0:17.65,4182
'0:0:17.7,4177
'0:0:17.75,4171
'0:0:17.8,4162
'0:0:17.85,4148
'0:0:17.9,4134
'0:0:17.95,4125
'0:0:18.0,4125
'0:0:18.05,4124
'0:0:18.1,4121
'0:0:18.15,4116
'0:0:18.2,4113
'0:0:18.25,4113
'0:0:18.3,4113
'0:0:18.35,4113
'0:0:18.4,4111
'0:0:18.45,4106
'0:0:18.5,4103
'0:0:18.55,4110
'0:0:18.6,4124
'0:0:18.65,4138
'0:0:18.7,4151
'0:0:18.75,4163
'0:0:18.8,4176
'0:0:18.85,4192
'0:0:18.9,4209
'0:0:18.95,4227
'0:0:19.0,4239
'0:0:19.05,4249
'0:0:19.1,4263
'0:0:19.15,4286
'0:0:19.2,4307
