,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Respiration (ID 1  Exp 1)
Range:,Arb
Units:,Arb
Time
'-0:0:0.0,4943
'0:0:0.05,4939
'0:0:0.1,4937
'0:0:0.15,4930
'0:0:0.2,4918
'0:0:0.25,4907
'0:0:0.3,4895
'0:0:0.35,4885
'0:0:0.4,4876
'0:0:0.45,4867
'0:0:0.5,4860
'0:0:0.55,4852
'0:0:0.6,4846
'0:0:0.65,4845
'0:0:0.7,4843
'0:0:0.75,4840
'0:0:0.8,4837
'0:0:0.85,4841
'0:0:0.9,4851
'0:0:0.95,4862
'0:0:1.0,4873
'0:0:1.05,4881
'0:0:1.1,4890
'0:0:1.15,4906
'0:0:1.2,4928
'0:0:1.25,4948
'0:0:1.3,4971
'0:0:1.35,4994
'0:0:1.4,5016
'0:0:1.45,5037
'0:0:1.5,5066
'0:0:1.55,5096
'0:0:1.6,5125
'0:0:1.65,5144
'0:0:1.7,5160
'0:0:1.75,5176
'0:0:1.8,5191
'0:0:1.85,5203
'0:0:1.9,5216
'0:0:1.95,5226
'0:0:2.0,5234
'0:0:2.05,5241
'0:0:2.1,5248
'0:0:2.15,5255
'0:0:2.2,5261
'0:0:2.25,5259
'0:0:2.3,5253
'0:0:2.35,5250
'0:0:2.4,5247
'0:0:2.45,5242
'0:0:2.5,5233
'0:0:2.55,5222
'0:0:2.6,5212
'0:0:2.65,5205
'0:0:2.7,5194
'0:0:2.75,5181
'0:0:2.8,5167
'0:0:2.85,5154
'0:0:2.9,5133
'0:0:2.95,5110
'0:0:3.0,5081
'0:0:3.05,5050
'0:0:3.1,5015
'0:0:3.15,4991
'0:0:3.2,4969
'0:0:3.25,4949
'0:0:3.3,4928
'0:0:3.35,4910
'0:0:3.4,4895
'0:0:3.45,4886
'0:0:3.5,4875
'0:0:3.55,4866
'0:0:3.6,4860
'0:0:3.65,4856
'0:0:3.7,4851
'0:0:3.75,4846
'0:0:3.8,4839
'0:0:3.85,4835
'0:0:3.9,4831
'0:0:3.95,4827
'0:0:4.0,4821
'0:0:4.05,4816
'0:0:4.1,4810
'0:0:4.15,4804
'0:0:4.2,4800
'0:0:4.25,4800
'0:0:4.3,4797
'0:0:4.35,4791
'0:0:4.4,4786
'0:0:4.45,4782
'0:0:4.5,4780
'0:0:4.55,4778
'0:0:4.6,4775
'0:0:4.65,4773
'0:0:4.7,4770
'0:0:4.75,4767
'0:0:4.8,4764
'0:0:4.85,4765
'0:0:4.9,4766
'0:0:4.95,4763
'0:0:5.0,4759
'0:0:5.05,4757
'0:0:5.1,4754
'0:0:5.15,4751
'0:0:5.2,4751
'0:0:5.25,4754
'0:0:5.3,4766
'0:0:5.35,4780
'0:0:5.4,4798
'0:0:5.45,4819
'0:0:5.5,4841
'0:0:5.55,4862
'0:0:5.6,4887
'0:0:5.65,4911
'0:0:5.7,4937
'0:0:5.75,4960
'0:0:5.8,4984
'0:0:5.85,5004
'0:0:5.9,5022
'0:0:5.95,5038
'0:0:6.0,5053
'0:0:6.05,5063
'0:0:6.1,5072
'0:0:6.15,5078
'0:0:6.2,5084
'0:0:6.25,5090
'0:0:6.3,5097
'0:0:6.35,5108
'0:0:6.4,5119
'0:0:6.45,5126
'0:0:6.5,5134
'0:0:6.55,5146
'0:0:6.6,5162
'0:0:6.65,5175
'0:0:6.7,5183
'0:0:6.75,5184
'0:0:6.8,5183
'0:0:6.85,5181
'0:0:6.9,5182
'0:0:6.95,5183
'0:0:7.0,5179
'0:0:7.05,5171
'0:0:7.1,5164
'0:0:7.15,5166
'0:0:7.2,5174
'0:0:7.25,5175
'0:0:7.3,5163
'0:0:7.35,5144
'0:0:7.4,5117
'0:0:7.45,5092
'0:0:7.5,5070
'0:0:7.55,5052
'0:0:7.6,5035
'0:0:7.65,5022
'0:0:7.7,5010
'0:0:7.75,4999
'0:0:7.8,4984
'0:0:7.85,4971
'0:0:7.9,4958
'0:0:7.95,4944
'0:0:8.0,4928
'0:0:8.05,4915
'0:0:8.1,4898
'0:0:8.15,4877
'0:0:8.2,4854
'0:0:8.25,4837
'0:0:8.3,4824
'0:0:8.35,4815
'0:0:8.4,4806
'0:0:8.45,4800
'0:0:8.5,4793
'0:0:8.55,4785
'0:0:8.6,4778
'0:0:8.65,4772
'0:0:8.7,4766
'0:0:8.75,4761
'0:0:8.8,4756
'0:0:8.85,4752
'0:0:8.9,4749
'0:0:8.95,4745
'0:0:9.0,4745
'0:0:9.05,4744
'0:0:9.1,4741
'0:0:9.15,4737
'0:0:9.2,4733
'0:0:9.25,4728
'0:0:9.3,4720
'0:0:9.35,4712
'0:0:9.4,4706
'0:0:9.45,4707
'0:0:9.5,4713
'0:0:9.55,4725
'0:0:9.6,4741
'0:0:9.65,4760
'0:0:9.7,4781
'0:0:9.75,4801
'0:0:9.8,4822
'0:0:9.85,4842
'0:0:9.9,4866
'0:0:9.95,4887
'0:0:10.0,4911
'0:0:10.05,4933
'0:0:10.1,4954
'0:0:10.15,4969
'0:0:10.2,4984
'0:0:10.25,5001
'0:0:10.3,5029
'0:0:10.35,5058
'0:0:10.4,5083
'0:0:10.45,5104
'0:0:10.5,5123
'0:0:10.55,5135
'0:0:10.6,5145
'0:0:10.65,5155
'0:0:10.7,5166
'0:0:10.75,5176
'0:0:10.8,5184
'0:0:10.85,5190
'0:0:10.9,5202
'0:0:10.95,5211
'0:0:11.0,5219
'0:0:11.05,5239
'0:0:11.1,5271
'0:0:11.15,5295
'0:0:11.2,5303
'0:0:11.25,5288
'0:0:11.3,5265
'0:0:11.35,5251
'0:0:11.4,5232
'0:0:11.45,5208
'0:0:11.5,5181
'0:0:11.55,5155
'0:0:11.6,5125
'0:0:11.65,5098
'0:0:11.7,5074
'0:0:11.75,5054
'0:0:11.8,5031
'0:0:11.85,5010
'0:0:11.9,4986
'0:0:11.95,4968
'0:0:12.0,4952
'0:0:12.05,4936
'0:0:12.1,4918
'0:0:12.15,4902
'0:0:12.2,4888
'0:0:12.25,4877
'0:0:12.3,4866
'0:0:12.35,4856
'0:0:12.4,4847
'0:0:12.45,4839
'0:0:12.5,4829
'0:0:12.55,4825
'0:0:12.6,4819
'0:0:12.65,4808
'0:0:12.7,4797
'0:0:12.75,4788
'0:0:12.8,4782
'0:0:12.85,4780
'0:0:12.9,4776
'0:0:12.95,4771
'0:0:13.0,4764
'0:0:13.05,4759
'0:0:13.1,4756
'0:0:13.15,4756
'0:0:13.2,4752
'0:0:13.25,4746
'0:0:13.3,4739
'0:0:13.35,4733
'0:0:13.4,4730
'0:0:13.45,4732
'0:0:13.5,4744
'0:0:13.55,4763
'0:0:13.6,4788
'0:0:13.65,4812
'0:0:13.7,4837
'0:0:13.75,4860
'0:0:13.8,4886
'0:0:13.85,4911
'0:0:13.9,4937
'0:0:13.95,4961
'0:0:14.0,4986
'0:0:14.05,5006
'0:0:14.1,5026
'0:0:14.15,5043
'0:0:14.2,5059
'0:0:14.25,5071
'0:0:14.3,5082
'0:0:14.35,5092
'0:0:14.4,5102
'0:0:14.45,5111
'0:0:14.5,5125
'0:0:14.55,5135
'0:0:14.6,5138
'0:0:14.65,5139
'0:0:14.7,5143
'0:0:14.75,5152
'0:0:14.8,5163
'0:0:14.85,5170
'0:0:14.9,5174
'0:0:14.95,5177
'0:0:15.0,5178
'0:0:15.05,5177
'0:0:15.1,5176
'0:0:15.15,5176
'0:0:15.2,5175
'0:0:15.25,5175
'0:0:15.3,5179
'0:0:15.35,5187
'0:0:15.4,5193
'0:0:15.45,5190
'0:0:15.5,5182
'0:0:15.55,5174
'0:0:15.6,5167
'0:0:15.65,5157
'0:0:15.7,5138
'0:0:15.75,5116
'0:0:15.8,5092
'0:0:15.85,5070
'0:0:15.9,5047
'0:0:15.95,5027
'0:0:16.0,5006
'0:0:16.05,4989
'0:0:16.1,4973
'0:0:16.15,4961
'0:0:16.2,4947
'0:0:16.25,4932
'0:0:16.3,4916
'0:0:16.35,4903
'0:0:16.4,4889
'0:0:16.45,4878
'0:0:16.5,4866
'0:0:16.55,4857
'0:0:16.6,4847
'0:0:16.65,4838
'0:0:16.7,4827
'0:0:16.75,4817
'0:0:16.8,4808
'0:0:16.85,4801
'0:0:16.9,4793
'0:0:16.95,4785
'0:0:17.0,4779
'0:0:17.05,4775
'0:0:17.1,4769
'0:0:17.15,4761
'0:0:17.2,4752
'0:0:17.25,4748
'0:0:17.3,4744
'0:0:17.35,4740
'0:0:17.4,4738
'0:0:17.45,4736
'0:0:17.5,4732
'0:0:17.55,4730
'0:0:17.6,4726
'0:0:17.65,4724
'0:0:17.7,4724
'0:0:17.75,4726
'0:0:17.8,4734
'0:0:17.85,4747
'0:0:17.9,4766
'0:0:17.95,4787
'0:0:18.0,4813
'0:0:18.05,4839
'0:0:18.1,4866
'0:0:18.15,4891
'0:0:18.2,4920
'0:0:18.25,4947
'0:0:18.3,4974
'0:0:18.35,4998
'0:0:18.4,5023
'0:0:18.45,5044
'0:0:18.5,5065
'0:0:18.55,5083
'0:0:18.6,5101
'0:0:18.65,5114
'0:0:18.7,5123
'0:0:18.75,5129
'0:0:18.8,5136
'0:0:18.85,5144
'0:0:18.9,5154
'0:0:18.95,5162
'0:0:19.0,5168
'0:0:19.05,5171
'0:0:19.1,5176
'0:0:19.15,5181
'0:0:19.2,5186
