,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Respiration (ID 1  Exp 1)
Range:,Arb
Units:,Arb
Time
'-0:0:0.0,4146
'0:0:0.05,4134
'0:0:0.1,4125
'0:0:0.15,4114
'0:0:0.2,4099
'0:0:0.25,4086
'0:0:0.3,4080
'0:0:0.35,4086
'0:0:0.4,4093
'0:0:0.45,4095
'0:0:0.5,4101
'0:0:0.55,4111
'0:0:0.6,4119
'0:0:0.65,4120
'0:0:0.7,4114
'0:0:0.75,4107
'0:0:0.8,4103
'0:0:0.85,4107
'0:0:0.9,4119
'0:0:0.95,4134
'0:0:1.0,4152
'0:0:1.05,4172
'0:0:1.1,4204
'0:0:1.15,4240
'0:0:1.2,4282
'0:0:1.25,4316
'0:0:1.3,4346
'0:0:1.35,4370
'0:0:1.4,4399
'0:0:1.45,4424
'0:0:1.5,4439
'0:0:1.55,4446
'0:0:1.6,4455
'0:0:1.65,4466
'0:0:1.7,4478
'0:0:1.75,4486
'0:0:1.8,4491
'0:0:1.85,4491
'0:0:1.9,4495
'0:0:1.95,4503
'0:0:2.0,4505
'0:0:2.05,4499
'0:0:2.1,4492
'0:0:2.15,4494
'0:0:2.2,4502
'0:0:2.25,4506
'0:0:2.3,4502
'0:0:2.35,4492
'0:0:2.4,4478
'0:0:2.45,4467
'0:0:2.5,4456
'0:0:2.55,4437
'0:0:2.6,4410
'0:0:2.65,4384
'0:0:2.7,4358
'0:0:2.75,4337
'0:0:2.8,4318
'0:0:2.85,4304
'0:0:2.9,4287
'0:0:2.95,4272
'0:0:3.0,4262
'0:0:3.05,4261
'0:0:3.1,4272
'0:0:3.15,4281
'0:0:3.2,4289
'0:0:3.25,4300
'0:0:3.3,4310
'0:0:3.35,4322
'0:0:3.4,4336
'0:0:3.45,4349
'0:0:3.5,4359
'0:0:3.55,4366
'0:0:3.6,4372
'0:0:3.65,4375
'0:0:3.7,4376
'0:0:3.75,4381
'0:0:3.8,4385
'0:0:3.85,4380
'0:0:3.9,4371
'0:0:3.95,4358
'0:0:4.0,4342
'0:0:4.05,4326
'0:0:4.1,4308
'0:0:4.15,4290
'0:0:4.2,4272
'0:0:4.25,4256
'0:0:4.3,4242
'0:0:4.35,4233
'0:0:4.4,4225
'0:0:4.45,4216
'0:0:4.5,4216
'0:0:4.55,4236
'0:0:4.6,4273
'0:0:4.65,4315
'0:0:4.7,4365
'0:0:4.75,4407
'0:0:4.8,4446
'0:0:4.85,4476
'0:0:4.9,4500
'0:0:4.95,4515
'0:0:5.0,4524
'0:0:5.05,4527
'0:0:5.1,4531
'0:0:5.15,4539
'0:0:5.2,4550
'0:0:5.25,4561
'0:0:5.3,4582
'0:0:5.35,4609
'0:0:5.4,4632
'0:0:5.45,4646
'0:0:5.5,4666
'0:0:5.55,4690
'0:0:5.6,4707
'0:0:5.65,4712
'0:0:5.7,4708
'0:0:5.75,4700
'0:0:5.8,4695
'0:0:5.85,4695
'0:0:5.9,4689
'0:0:5.95,4673
'0:0:6.0,4659
'0:0:6.05,4653
'0:0:6.1,4639
'0:0:6.15,4615
'0:0:6.2,4582
'0:0:6.25,4561
'0:0:6.3,4548
'0:0:6.35,4537
'0:0:6.4,4522
'0:0:6.45,4508
'0:0:6.5,4488
'0:0:6.55,4464
'0:0:6.6,4438
'0:0:6.65,4417
'0:0:6.7,4397
'0:0:6.75,4377
'0:0:6.8,4357
'0:0:6.85,4340
'0:0:6.9,4326
'0:0:6.95,4315
'0:0:7.0,4307
'0:0:7.05,4300
'0:0:7.1,4288
'0:0:7.15,4275
'0:0:7.2,4261
'0:0:7.25,4254
'0:0:7.3,4250
'0:0:7.35,4246
'0:0:7.4,4235
'0:0:7.45,4221
'0:0:7.5,4209
'0:0:7.55,4200
'0:0:7.6,4190
'0:0:7.65,4182
'0:0:7.7,4175
'0:0:7.75,4166
'0:0:7.8,4155
'0:0:7.85,4147
'0:0:7.9,4148
'0:0:7.95,4150
'0:0:8.0,4146
'0:0:8.05,4143
'0:0:8.1,4142
'0:0:8.15,4143
'0:0:8.2,4141
'0:0:8.25,4140
'0:0:8.3,4143
'0:0:8.35,4150
'0:0:8.4,4160
'0:0:8.45,4171
'0:0:8.5,4191
'0:0:8.55,4213
'0:0:8.6,4230
'0:0:8.65,4246
'0:0:8.7,4268
'0:0:8.75,4292
'0:0:8.8,4317
'0:0:8.85,4340
'0:0:8.9,4365
'0:0:8.95,4385
'0:0:9.0,4400
'0:0:9.05,4414
'0:0:9.1,4432
'0:0:9.15,4444
'0:0:9.2,4450
'0:0:9.25,4454
'0:0:9.3,4462
'0:0:9.35,4471
'0:0:9.4,4480
'0:0:9.45,4485
'0:0:9.5,4487
'0:0:9.55,4485
'0:0:9.6,4485
'0:0:9.65,4494
'0:0:9.7,4509
'0:0:9.75,4530
'0:0:9.8,4561
'0:0:9.85,4585
'0:0:9.9,4598
'0:0:9.95,4601
'0:0:10.0,4599
'0:0:10.05,4593
'0:0:10.1,4584
'0:0:10.15,4578
'0:0:10.2,4581
'0:0:10.25,4588
'0:0:10.3,4588
'0:0:10.35,4583
'0:0:10.4,4577
'0:0:10.45,4573
'0:0:10.5,4569
'0:0:10.55,4564
'0:0:10.6,4556
'0:0:10.65,4540
'0:0:10.7,4517
'0:0:10.75,4506
'0:0:10.8,4496
'0:0:10.85,4472
'0:0:10.9,4440
'0:0:10.95,4414
'0:0:11.0,4392
'0:0:11.05,4374
'0:0:11.1,4354
'0:0:11.15,4335
'0:0:11.2,4315
'0:0:11.25,4296
'0:0:11.3,4285
'0:0:11.35,4278
'0:0:11.4,4267
'0:0:11.45,4257
'0:0:11.5,4248
'0:0:11.55,4242
'0:0:11.6,4235
'0:0:11.65,4227
'0:0:11.7,4215
'0:0:11.75,4202
'0:0:11.8,4187
'0:0:11.85,4176
'0:0:11.9,4174
'0:0:11.95,4173
'0:0:12.0,4168
'0:0:12.05,4162
'0:0:12.1,4156
'0:0:12.15,4152
'0:0:12.2,4148
'0:0:12.25,4145
'0:0:12.3,4140
'0:0:12.35,4134
'0:0:12.4,4126
'0:0:12.45,4123
'0:0:12.5,4128
'0:0:12.55,4135
'0:0:12.6,4139
'0:0:12.65,4143
'0:0:12.7,4149
'0:0:12.75,4158
'0:0:12.8,4169
'0:0:12.85,4179
'0:0:12.9,4191
'0:0:12.95,4202
'0:0:13.0,4217
'0:0:13.05,4237
'0:0:13.1,4253
'0:0:13.15,4262
'0:0:13.2,4272
'0:0:13.25,4284
'0:0:13.3,4298
'0:0:13.35,4312
'0:0:13.4,4330
'0:0:13.45,4349
'0:0:13.5,4367
'0:0:13.55,4383
'0:0:13.6,4404
'0:0:13.65,4431
'0:0:13.7,4462
'0:0:13.75,4484
'0:0:13.8,4503
'0:0:13.85,4518
'0:0:13.9,4524
'0:0:13.95,4524
'0:0:14.0,4529
'0:0:14.05,4533
'0:0:14.1,4536
'0:0:14.15,4539
'0:0:14.2,4553
'0:0:14.25,4569
'0:0:14.3,4579
'0:0:14.35,4587
'0:0:14.4,4595
'0:0:14.45,4605
'0:0:14.5,4611
'0:0:14.55,4615
'0:0:14.6,4616
'0:0:14.65,4611
'0:0:14.7,4603
'0:0:14.75,4607
'0:0:14.8,4618
'0:0:14.85,4625
'0:0:14.9,4625
'0:0:14.95,4621
'0:0:15.0,4614
'0:0:15.05,4594
'0:0:15.1,4552
'0:0:15.15,4503
'0:0:15.2,4452
'0:0:15.25,4408
'0:0:15.3,4370
'0:0:15.35,4343
'0:0:15.4,4315
'0:0:15.45,4289
'0:0:15.5,4264
'0:0:15.55,4248
'0:0:15.6,4234
'0:0:15.65,4224
'0:0:15.7,4209
'0:0:15.75,4197
'0:0:15.8,4189
'0:0:15.85,4186
'0:0:15.9,4187
'0:0:15.95,4184
'0:0:16.0,4181
'0:0:16.05,4177
'0:0:16.1,4169
'0:0:16.15,4166
'0:0:16.2,4167
'0:0:16.25,4165
'0:0:16.3,4160
'0:0:16.35,4155
'0:0:16.4,4157
'0:0:16.45,4161
'0:0:16.5,4158
'0:0:16.55,4152
'0:0:16.6,4147
'0:0:16.65,4145
'0:0:16.7,4141
'0:0:16.75,4137
'0:0:16.8,4132
'0:0:16.85,4126
'0:0:16.9,4119
'0:0:16.95,4113
'0:0:17.0,4115
'0:0:17.05,4122
'0:0:17.1,4125
'0:0:17.15,4123
'0:0:17.2,4121
'0:0:17.25,4121
'0:0:17.3,4121
'0:0:17.35,4121
'0:0:17.4,4123
'0:0:17.45,4128
'0:0:17.5,4137
'0:0:17.55,4150
'0:0:17.6,4175
'0:0:17.65,4205
'0:0:17.7,4231
'0:0:17.75,4251
'0:0:17.8,4273
'0:0:17.85,4294
'0:0:17.9,4317
'0:0:17.95,4338
'0:0:18.0,4358
'0:0:18.05,4376
'0:0:18.1,4393
'0:0:18.15,4405
'0:0:18.2,4419
'0:0:18.25,4435
'0:0:18.3,4452
'0:0:18.35,4460
'0:0:18.4,4469
'0:0:18.45,4483
'0:0:18.5,4501
'0:0:18.55,4515
'0:0:18.6,4527
'0:0:18.65,4529
'0:0:18.7,4519
'0:0:18.75,4509
'0:0:18.8,4506
'0:0:18.85,4511
'0:0:18.9,4519
'0:0:18.95,4524
'0:0:19.0,4527
'0:0:19.05,4532
'0:0:19.1,4540
'0:0:19.15,4544
'0:0:19.2,4542
