,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,471,1434
'0:0:0.05,507,1428
'0:0:0.1,523,1425
'0:0:0.15,501,1421
'0:0:0.2,469,1414
'0:0:0.25,438,1407
'0:0:0.3,440,1400
'0:0:0.35,443,1393
'0:0:0.4,446,1391
'0:0:0.45,477,1401
'0:0:0.5,519,1419
'0:0:0.55,576,1421
'0:0:0.6,697,1406
'0:0:0.65,605,1405
'0:0:0.7,226,1427
'0:0:0.75,0,1460
'0:0:0.8,8,1451
'0:0:0.85,163,1425
'0:0:0.9,277,1432
'0:0:0.95,492,1455
'0:0:1.0,743,1469
'0:0:1.05,794,1467
'0:0:1.1,621,1457
'0:0:1.15,448,1447
'0:0:1.2,307,1458
'0:0:1.25,59,1469
'0:0:1.3,0,1501
'0:0:1.35,83,1577
'0:0:1.4,372,1624
'0:0:1.45,474,1634
'0:0:1.5,375,1635
'0:0:1.55,309,1652
'0:0:1.6,310,1698
'0:0:1.65,326,1720
'0:0:1.7,301,1717
'0:0:1.75,281,1752
'0:0:1.8,358,1785
'0:0:1.85,388,1781
'0:0:1.9,296,1775
'0:0:1.95,284,1787
'0:0:2.0,345,1789
'0:0:2.05,412,1780
'0:0:2.1,386,1789
'0:0:2.15,332,1845
'0:0:2.2,369,1922
'0:0:2.25,455,1957
'0:0:2.3,451,1938
'0:0:2.35,360,1928
'0:0:2.4,318,1947
'0:0:2.45,366,1964
'0:0:2.5,496,1955
'0:0:2.55,685,1945
'0:0:2.6,782,1971
'0:0:2.65,713,1993
'0:0:2.7,585,1959
'0:0:2.75,509,1902
'0:0:2.8,459,1865
'0:0:2.85,440,1830
'0:0:2.9,456,1793
'0:0:2.95,436,1741
'0:0:3.0,304,1700
'0:0:3.05,246,1696
'0:0:3.1,318,1722
'0:0:3.15,416,1715
'0:0:3.2,390,1683
'0:0:3.25,265,1675
'0:0:3.3,353,1677
'0:0:3.35,402,1680
'0:0:3.4,367,1675
'0:0:3.45,325,1660
'0:0:3.5,367,1689
'0:0:3.55,449,1729
'0:0:3.6,414,1699
'0:0:3.65,384,1645
'0:0:3.7,399,1619
'0:0:3.75,452,1607
'0:0:3.8,504,1600
'0:0:3.85,406,1577
'0:0:3.9,68,1538
'0:0:3.95,0,1549
'0:0:4.0,98,1621
'0:0:4.05,255,1636
'0:0:4.1,269,1585
'0:0:4.15,217,1557
'0:0:4.2,193,1557
'0:0:4.25,223,1575
'0:0:4.3,348,1594
'0:0:4.35,442,1559
'0:0:4.4,524,1565
'0:0:4.45,713,1604
'0:0:4.5,693,1566
'0:0:4.55,520,1519
'0:0:4.6,449,1505
'0:0:4.65,450,1500
'0:0:4.7,433,1491
'0:0:4.75,298,1489
'0:0:4.8,90,1493
'0:0:4.85,67,1537
'0:0:4.9,165,1590
'0:0:4.95,222,1598
'0:0:5.0,197,1600
'0:0:5.05,199,1630
'0:0:5.1,294,1670
'0:0:5.15,448,1706
'0:0:5.2,606,1718
'0:0:5.25,657,1727
'0:0:5.3,634,1761
'0:0:5.35,548,1802
'0:0:5.4,431,1817
'0:0:5.45,371,1827
'0:0:5.5,396,1838
'0:0:5.55,428,1838
'0:0:5.6,420,1831
'0:0:5.65,293,1834
'0:0:5.7,155,1861
'0:0:5.75,200,1901
'0:0:5.8,420,1927
'0:0:5.85,362,1946
'0:0:5.9,167,1959
'0:0:5.95,251,1975
'0:0:6.0,497,1992
'0:0:6.05,555,2008
'0:0:6.1,527,2013
'0:0:6.15,511,2032
'0:0:6.2,534,2079
'0:0:6.25,497,2113
'0:0:6.3,442,2116
'0:0:6.35,427,2116
'0:0:6.4,410,2097
'0:0:6.45,394,2055
'0:0:6.5,376,2010
'0:0:6.55,349,1955
'0:0:6.6,282,1928
'0:0:6.65,231,1925
'0:0:6.7,299,1909
'0:0:6.75,397,1862
'0:0:6.8,303,1824
'0:0:6.85,254,1809
'0:0:6.9,396,1799
'0:0:6.95,482,1783
'0:0:7.0,485,1752
'0:0:7.05,460,1713
'0:0:7.1,448,1713
'0:0:7.15,476,1738
'0:0:7.2,471,1733
'0:0:7.25,447,1699
'0:0:7.3,378,1674
'0:0:7.35,353,1662
'0:0:7.4,351,1656
'0:0:7.45,362,1646
'0:0:7.5,355,1618
'0:0:7.55,315,1610
'0:0:7.6,326,1670
'0:0:7.65,388,1698
'0:0:7.7,445,1655
'0:0:7.75,475,1627
'0:0:7.8,344,1626
'0:0:7.85,227,1632
'0:0:7.9,269,1639
'0:0:7.95,327,1602
'0:0:8.0,354,1581
'0:0:8.05,385,1620
'0:0:8.1,379,1603
'0:0:8.15,350,1540
'0:0:8.2,344,1526
'0:0:8.25,356,1545
'0:0:8.3,372,1566
'0:0:8.35,389,1567
'0:0:8.4,321,1531
'0:0:8.45,142,1532
'0:0:8.5,236,1554
'0:0:8.55,413,1516
'0:0:8.6,430,1480
'0:0:8.65,422,1478
'0:0:8.7,406,1506
'0:0:8.75,344,1571
'0:0:8.8,351,1601
'0:0:8.85,347,1604
'0:0:8.9,378,1646
'0:0:8.95,435,1678
'0:0:9.0,415,1671
'0:0:9.05,393,1672
'0:0:9.1,417,1694
'0:0:9.15,467,1722
'0:0:9.2,484,1744
'0:0:9.25,460,1738
'0:0:9.3,391,1757
'0:0:9.35,300,1845
'0:0:9.4,218,1880
'0:0:9.45,279,1855
'0:0:9.5,261,1862
'0:0:9.55,236,1898
'0:0:9.6,376,1934
'0:0:9.65,424,1974
'0:0:9.7,403,1978
