,Experiment name:,Sample experiment
Duration:,1 0
Rate:,20 per second
Sensors:,Pulse (ID 1  Exp 1),Respiration (ID 1  Exp 1)
Range:,Wave,Arb
Units:,Arb,Arb
Time
'-0:0:0.0,486,1358
'0:0:0.05,476,1356
'0:0:0.1,458,1352
'0:0:0.15,432,1351
'0:0:0.2,400,1350
'0:0:0.25,401,1346
'0:0:0.3,356,1340
'0:0:0.35,321,1334
'0:0:0.4,325,1325
'0:0:0.45,342,1319
'0:0:0.5,421,1319
'0:0:0.55,656,1324
'0:0:0.6,731,1323
'0:0:0.65,648,1314
'0:0:0.7,493,1307
'0:0:0.75,312,1305
'0:0:0.8,263,1301
'0:0:0.85,297,1298
'0:0:0.9,339,1303
'0:0:0.95,403,1307
'0:0:1.0,435,1320
'0:0:1.05,452,1354
'0:0:1.1,522,1384
'0:0:1.15,532,1391
'0:0:1.2,437,1406
'0:0:1.25,378,1432
'0:0:1.3,352,1455
'0:0:1.35,338,1472
'0:0:1.4,336,1498
'0:0:1.45,336,1521
'0:0:1.5,295,1558
'0:0:1.55,200,1626
'0:0:1.6,128,1692
'0:0:1.65,222,1698
'0:0:1.7,369,1689
'0:0:1.75,467,1710
'0:0:1.8,471,1748
'0:0:1.85,456,1765
'0:0:1.9,450,1740
'0:0:1.95,456,1722
'0:0:2.0,456,1771
'0:0:2.05,465,1819
'0:0:2.1,440,1823
'0:0:2.15,416,1837
'0:0:2.2,399,1888
'0:0:2.25,349,1932
'0:0:2.3,422,1937
'0:0:2.35,468,1921
'0:0:2.4,454,1944
'0:0:2.45,383,2009
'0:0:2.5,260,2066
'0:0:2.55,461,2068
'0:0:2.6,440,2067
'0:0:2.65,328,2087
'0:0:2.7,278,2100
'0:0:2.75,294,2080
'0:0:2.8,331,2054
'0:0:2.85,481,2074
'0:0:2.9,541,2122
'0:0:2.95,533,2142
'0:0:3.0,469,2146
'0:0:3.05,388,2162
'0:0:3.1,361,2182
'0:0:3.15,365,2179
'0:0:3.2,353,2193
'0:0:3.25,268,2241
'0:0:3.3,226,2278
'0:0:3.35,329,2261
'0:0:3.4,451,2214
'0:0:3.45,498,2192
'0:0:3.5,393,2187
'0:0:3.55,345,2176
'0:0:3.6,355,2153
'0:0:3.65,374,2132
'0:0:3.7,407,2119
'0:0:3.75,405,2100
'0:0:3.8,410,2031
'0:0:3.85,430,1950
'0:0:3.9,378,1894
'0:0:3.95,337,1867
'0:0:4.0,363,1832
'0:0:4.05,412,1792
'0:0:4.1,362,1774
'0:0:4.15,340,1798
'0:0:4.2,451,1811
'0:0:4.25,609,1773
'0:0:4.3,452,1731
'0:0:4.35,319,1702
'0:0:4.4,257,1681
'0:0:4.45,288,1679
'0:0:4.5,361,1647
'0:0:4.55,484,1602
'0:0:4.6,506,1589
'0:0:4.65,480,1610
'0:0:4.7,486,1619
'0:0:4.75,438,1589
'0:0:4.8,362,1569
'0:0:4.85,317,1570
'0:0:4.9,327,1573
'0:0:4.95,423,1574
'0:0:5.0,393,1549
'0:0:5.05,266,1552
'0:0:5.1,324,1596
'0:0:5.15,514,1580
'0:0:5.2,571,1526
'0:0:5.25,421,1503
'0:0:5.3,264,1488
'0:0:5.35,244,1494
'0:0:5.4,335,1515
'0:0:5.45,401,1489
'0:0:5.5,389,1453
'0:0:5.55,323,1477
'0:0:5.6,444,1500
'0:0:5.65,574,1465
'0:0:5.7,382,1433
'0:0:5.75,273,1446
'0:0:5.8,317,1475
'0:0:5.85,351,1490
'0:0:5.9,394,1449
'0:0:5.95,379,1416
'0:0:6.0,398,1468
'0:0:6.05,402,1507
'0:0:6.1,416,1465
'0:0:6.15,415,1424
'0:0:6.2,356,1421
'0:0:6.25,284,1426
'0:0:6.3,262,1445
'0:0:6.35,322,1419
'0:0:6.4,354,1357
'0:0:6.45,309,1347
'0:0:6.5,298,1384
'0:0:6.55,396,1403
'0:0:6.6,467,1380
'0:0:6.65,407,1376
'0:0:6.7,321,1408
'0:0:6.75,304,1437
'0:0:6.8,334,1448
'0:0:6.85,340,1431
'0:0:6.9,302,1443
'0:0:6.95,343,1503
'0:0:7.0,518,1560
'0:0:7.05,583,1580
'0:0:7.1,424,1581
'0:0:7.15,190,1593
'0:0:7.2,82,1622
'0:0:7.25,205,1648
'0:0:7.3,294,1634
'0:0:7.35,339,1612
'0:0:7.4,354,1643
'0:0:7.45,410,1691
'0:0:7.5,482,1707
'0:0:7.55,470,1700
'0:0:7.6,363,1706
'0:0:7.65,276,1725
'0:0:7.7,273,1736
'0:0:7.75,311,1720
'0:0:7.8,294,1728
'0:0:7.85,298,1788
'0:0:7.9,322,1839
'0:0:7.95,436,1833
'0:0:8.0,395,1816
'0:0:8.05,281,1828
'0:0:8.1,291,1857
'0:0:8.15,357,1872
'0:0:8.2,341,1843
'0:0:8.25,305,1830
'0:0:8.3,366,1878
'0:0:8.35,523,1912
'0:0:8.4,559,1912
'0:0:8.45,398,1912
'0:0:8.5,257,1924
'0:0:8.55,221,1936
'0:0:8.6,242,1943
'0:0:8.65,330,1941
'0:0:8.7,357,1956
'0:0:8.75,387,1994
'0:0:8.8,405,1997
'0:0:8.85,411,1973
'0:0:8.9,403,1974
'0:0:8.95,310,1984
'0:0:9.0,275,1966
'0:0:9.05,309,1925
'0:0:9.1,338,1865
'0:0:9.15,314,1824
'0:0:9.2,309,1827
'0:0:9.25,388,1835
'0:0:9.3,485,1797
'0:0:9.35,480,1745
'0:0:9.4,314,1729
'0:0:9.45,195,1738
'0:0:9.5,223,1730
'0:0:9.55,306,1696
'0:0:9.6,315,1666
'0:0:9.65,325,1681
'0:0:9.7,376,1706
