Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	QVAR [LSB]	
52639	-64	-96	15584	-3.904	-5.856	950.624	-1568	
132261	-64	-96	15536	-3.904	-5.856	947.696	-1536	
211883	-80	-48	15552	-4.880	-2.928	948.672	-1536	
291506	-80	-96	15536	-4.880	-5.856	947.696	-1568	
371130	-64	-80	15536	-3.904	-4.880	947.696	-1488	
450754	-64	-48	15568	-3.904	-2.928	949.648	-1520	
530383	-32	-80	15584	-1.952	-4.880	950.624	-1536	
610009	-80	-80	15536	-4.880	-4.880	947.696	-1568	
689639	-80	-48	15536	-4.880	-2.928	947.696	-1600	
769270	-80	-80	15536	-4.880	-4.880	947.696	-1520	
848897	-64	-16	15568	-3.904	-0.976	949.648	-1520	
928532	-16	-48	15568	-0.976	-2.928	949.648	-1520	
1008163	-64	-112	15584	-3.904	-6.832	950.624	-1520	
1087793	-16	-16	15568	-0.976	-0.976	949.648	-1552	
1167423	-64	-48	15584	-3.904	-2.928	950.624	-1520	
1247052	-80	-64	15536	-4.880	-3.904	947.696	-1536	
1326679	-64	-64	15584	-3.904	-3.904	950.624	-1488	
1406306	-64	-16	15568	-3.904	-0.976	949.648	-1552	
1485934	-64	-80	15568	-3.904	-4.880	949.648	-1568	
1565558	-96	-80	15552	-5.856	-4.880	948.672	-1552	
1645186	-80	-48	15584	-4.880	-2.928	950.624	-1536	
1724813	-80	-96	15568	-4.880	-5.856	949.648	-1520	
1804443	-64	-48	15536	-3.904	-2.928	947.696	-1536	
1884076	-80	-64	15552	-4.880	-3.904	948.672	-1552	
1963706	-96	-80	15536	-5.856	-4.880	947.696	-1520	
2043334	-32	-80	15520	-1.952	-4.880	946.720	-1552	
2122962	-112	-64	15584	-6.832	-3.904	950.624	-1536	
2202592	-64	-112	15568	-3.904	-6.832	949.648	-1552	
2282216	-80	-64	15552	-4.880	-3.904	948.672	-1488	
2361841	-64	-96	15552	-3.904	-5.856	948.672	-1584	
2441470	-64	-64	15552	-3.904	-3.904	948.672	-1536	
2521101	-64	-64	15600	-3.904	-3.904	951.600	-1520	
2600732	-96	-64	15568	-5.856	-3.904	949.648	-1536	
2680360	0	-48	15584	0.000	-2.928	950.624	-1488	
2759990	-48	-80	15568	-2.928	-4.880	949.648	-1472	
2839621	-96	-112	15552	-5.856	-6.832	948.672	-1552	
2919250	-48	-96	15552	-2.928	-5.856	948.672	-1536	
2998880	-32	-64	15584	-1.952	-3.904	950.624	-1584	
3078510	-112	-80	15552	-6.832	-4.880	948.672	-1536	
3158141	-80	-48	15520	-4.880	-2.928	946.720	-1536	
3237767	-64	-32	15568	-3.904	-1.952	949.648	-1552	
3317390	-128	-16	15584	-7.808	-0.976	950.624	-1536	
3397012	-64	-48	15520	-3.904	-2.928	946.720	-1536	
3476638	-96	-32	15552	-5.856	-1.952	948.672	-1536	
3556263	-48	-48	15616	-2.928	-2.928	952.576	-1552	
3635885	-64	-64	15584	-3.904	-3.904	950.624	-1568	
3715512	-64	-48	15616	-3.904	-2.928	952.576	-1520	
