Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	QVAR [LSB]	
12795	-288	-32	15648	-17.568	-1.952	954.528	-1504	
52604	-336	0	15568	-20.496	0.000	949.648	-1568	
92411	-496	64	15488	-30.256	3.904	944.768	-1536	
132219	240	-256	15856	14.640	-15.616	967.216	-1504	
172026	-208	-80	15600	-12.688	-4.880	951.600	-1552	
211831	-336	0	15488	-20.496	0.000	944.768	-1536	
251637	-240	16	15584	-14.640	0.976	950.624	-1520	
291444	-320	32	15536	-19.520	1.952	947.696	-1536	
331248	-304	-16	15568	-18.544	-0.976	949.648	-1536	
371056	-352	-16	15552	-21.472	-0.976	948.672	-1536	
410863	-304	-16	15584	-18.544	-0.976	950.624	-1584	
450669	-320	-48	15584	-19.520	-2.928	950.624	-1536	
490480	-304	-16	15584	-18.544	-0.976	950.624	-1520	
530287	-304	-48	15552	-18.544	-2.928	948.672	-1536	
570092	-288	-48	15584	-17.568	-2.928	950.624	-1536	
609901	-352	-64	15584	-21.472	-3.904	950.624	-1536	
649710	-320	-32	15584	-19.520	-1.952	950.624	-1536	
689518	-256	-16	15584	-15.616	-0.976	950.624	-1552	
729325	-256	-48	15504	-15.616	-2.928	945.744	-1488	
769133	-336	-48	15520	-20.496	-2.928	946.720	-1536	
808941	-320	48	15584	-19.520	2.928	950.624	-1504	
848748	-320	-48	15616	-19.520	-2.928	952.576	-1520	
888557	-288	-48	15648	-17.568	-2.928	954.528	-1584	
928362	-320	-80	15584	-19.520	-4.880	950.624	-1504	
968166	-320	32	15552	-19.520	1.952	948.672	-1536	
1007973	-304	-16	15552	-18.544	-0.976	948.672	-1552	
1047781	-288	-32	15584	-17.568	-1.952	950.624	-1568	
1087589	-320	-64	15552	-19.520	-3.904	948.672	-1568	
1127397	-304	-64	15568	-18.544	-3.904	949.648	-1568	
1167205	-320	-32	15584	-19.520	-1.952	950.624	-1552	
1207012	-272	-32	15568	-16.592	-1.952	949.648	-1536	
1246822	-336	-48	15552	-20.496	-2.928	948.672	-1552	
1286629	-320	-32	15536	-19.520	-1.952	947.696	-1536	
1326436	-320	0	15616	-19.520	0.000	952.576	-1536	
1366246	-368	16	15552	-22.448	0.976	948.672	-1536	
1406054	-336	-48	15568	-20.496	-2.928	949.648	-1520	
1445862	-288	-32	15584	-17.568	-1.952	950.624	-1536	
1485672	-320	-64	15584	-19.520	-3.904	950.624	-1536	
1525480	-336	-48	15536	-20.496	-2.928	947.696	-1552	
1565289	-304	-64	15616	-18.544	-3.904	952.576	-1568	
1605097	-304	-32	15552	-18.544	-1.952	948.672	-1520	
1644903	-304	-16	15616	-18.544	-0.976	952.576	-1488	
1684710	-336	-16	15584	-20.496	-0.976	950.624	-1520	
1724519	-352	-48	15536	-21.472	-2.928	947.696	-1552	
1764329	-320	0	15584	-19.520	0.000	950.624	-1568	
1804138	-320	16	15520	-19.520	0.976	946.720	-1568	
1843947	-304	-16	15584	-18.544	-0.976	950.624	-1584	
1883754	-320	16	15584	-19.520	0.976	950.624	-1536	
1923562	-320	-16	15536	-19.520	-0.976	947.696	-1520	
1963367	-336	-80	15568	-20.496	-4.880	949.648	-1520	
2003175	-320	-16	15552	-19.520	-0.976	948.672	-1568	
2042984	-320	0	15536	-19.520	0.000	947.696	-1552	
2082794	-368	16	15536	-22.448	0.976	947.696	-1520	
2122601	-304	-16	15616	-18.544	-0.976	952.576	-1568	
2162410	-320	-16	15568	-19.520	-0.976	949.648	-1536	
2202219	-336	0	15584	-20.496	0.000	950.624	-1552	
2242025	-304	0	15536	-18.544	0.000	947.696	-1536	
2281834	-352	-16	15536	-21.472	-0.976	947.696	-1536	
2321643	-320	-32	15568	-19.520	-1.952	949.648	-1520	
2361451	-320	0	15632	-19.520	0.000	953.552	-1568	
2401259	-336	-32	15568	-20.496	-1.952	949.648	-1584	
2441068	-336	0	15568	-20.496	0.000	949.648	-1504	
2480878	-304	-48	15584	-18.544	-2.928	950.624	-1472	
2520685	-352	-32	15568	-21.472	-1.952	949.648	-1568	
2560492	-336	0	15536	-20.496	0.000	947.696	-1536	
2600298	-336	-16	15552	-20.496	-0.976	948.672	-1552	
2640105	-288	-48	15536	-17.568	-2.928	947.696	-1600	
2679912	-320	0	15584	-19.520	0.000	950.624	-1552	
2719720	-336	0	15600	-20.496	0.000	951.600	-1552	
2759530	-320	0	15552	-19.520	0.000	948.672	-1552	
2799338	-288	0	15584	-17.568	0.000	950.624	-1552	
2839144	-336	-32	15584	-20.496	-1.952	950.624	-1536	
2878957	-304	0	15600	-18.544	0.000	951.600	-1536	
2918767	-320	-48	15632	-19.520	-2.928	953.552	-1536	
2958574	-336	-48	15584	-20.496	-2.928	950.624	-1568	
2998384	-320	-32	15568	-19.520	-1.952	949.648	-1536	
3038193	-304	-48	15536	-18.544	-2.928	947.696	-1520	
3078002	-272	16	15552	-16.592	0.976	948.672	-1568	
3117811	-336	-32	15584	-20.496	-1.952	950.624	-1504	
3157620	-336	-32	15600	-20.496	-1.952	951.600	-1504	
3197431	-320	-16	15600	-19.520	-0.976	951.600	-1536	
3237240	-320	-48	15552	-19.520	-2.928	948.672	-1568	
3277047	-304	16	15568	-18.544	0.976	949.648	-1488	
3316857	-304	-16	15552	-18.544	-0.976	948.672	-1552	
3356664	-304	-80	15600	-18.544	-4.880	951.600	-1552	
3396472	-304	-32	15584	-18.544	-1.952	950.624	-1536	
3436281	-288	0	15552	-17.568	0.000	948.672	-1568	
3476089	-336	-64	15584	-20.496	-3.904	950.624	-1568	
3515897	-304	-48	15568	-18.544	-2.928	949.648	-1568	
3555705	-352	16	15584	-21.472	0.976	950.624	-1584	
3595512	-320	0	15536	-19.520	0.000	947.696	-1568	
3635320	-304	0	15584	-18.544	0.000	950.624	-1504	
3675131	-304	-64	15584	-18.544	-3.904	950.624	-1536	
3714941	-352	-32	15552	-21.472	-1.952	948.672	-1536	
3754752	-352	16	15568	-21.472	0.976	949.648	-1536	
3794562	-336	-48	15536	-20.496	-2.928	947.696	-1520	
3834371	-336	0	15584	-20.496	0.000	950.624	-1520	
3874179	-288	-32	15568	-17.568	-1.952	949.648	-1536	
3913989	-304	-64	15584	-18.544	-3.904	950.624	-1552	
3953799	-304	0	15600	-18.544	0.000	951.600	-1520	
3993609	-320	-16	15536	-19.520	-0.976	947.696	-1520	
4033417	-304	-64	15552	-18.544	-3.904	948.672	-1504	
4073226	-320	-16	15600	-19.520	-0.976	951.600	-1520	
4113033	-320	-16	15584	-19.520	-0.976	950.624	-1552	
4152843	-352	16	15584	-21.472	0.976	950.624	-1520	
