,Experiment name:,Sample experiment
Duration:,1 0,
Rate:,20 per second,
Sensors:,Respiration (ID 1  Exp 1),
Range:,Arb,
Units:,Arb,
Time,Count,
'-0:0:0.0,2372,
'0:0:0.05,2373,
'0:0:0.1,2374,
'0:0:0.15,2385,
'0:0:0.2,2360,
'0:0:0.25,2344,
'0:0:0.3,2378,
'0:0:0.35,2386,
'0:0:0.4,2371,
'0:0:0.45,2351,
'0:0:0.5,2338,
'0:0:0.55,2353,
'0:0:0.6,2384,
'0:0:0.65,2412,
'0:0:0.7,2427,
'0:0:0.75,2378,
'0:0:0.8,2301,
'0:0:0.85,2332,
'0:0:0.9,2391,
'0:0:0.95,2367,
'0:0:1.0,2308,
'0:0:1.05,2300,
'0:0:1.1,2334,
'0:0:1.15,2333,
'0:0:1.2,2350,
'0:0:1.25,2416,
'0:0:1.3,2442,
'0:0:1.35,2435,
'0:0:1.4,2453,
'0:0:1.45,2488,
'0:0:1.5,2519,
'0:0:1.55,2602,
'0:0:1.6,2679,
'0:0:1.65,2696,
'0:0:1.7,2707,
'0:0:1.75,2731,
'0:0:1.8,2716,
'0:0:1.85,2689,
'0:0:1.9,2742,
'0:0:1.95,2817,
'0:0:2.0,2813,
'0:0:2.05,2797,
'0:0:2.1,2823,
'0:0:2.15,2874,
'0:0:2.2,2880,
'0:0:2.25,2885,
'0:0:2.3,2947,
'0:0:2.35,3007,
'0:0:2.4,3016,
'0:0:2.45,3017,
'0:0:2.5,3019,
'0:0:2.55,2990,
'0:0:2.6,2983,
'0:0:2.65,3027,
'0:0:2.7,3036,
'0:0:2.75,2981,
'0:0:2.8,2905,
'0:0:2.85,2831,
'0:0:2.9,2759,
'0:0:2.95,2676,
'0:0:3.0,2648,
'0:0:3.05,2660,
'0:0:3.1,2645,
'0:0:3.15,2586,
'0:0:3.2,2535,
'0:0:3.25,2505,
'0:0:3.3,2472,
'0:0:3.35,2434,
'0:0:3.4,2443,
'0:0:3.45,2491,
'0:0:3.5,2488,
'0:0:3.55,2461,
'0:0:3.6,2476,
'0:0:3.65,2495,
'0:0:3.7,2458,
'0:0:3.75,2407,
'0:0:3.8,2413,
'0:0:3.85,2423,
'0:0:3.9,2396,
'0:0:3.95,2354,
'0:0:4.0,2335,
'0:0:4.05,2347,
'0:0:4.1,2348,
'0:0:4.15,2341,
'0:0:4.2,2377,
'0:0:4.25,2394,
'0:0:4.3,2359,
'0:0:4.35,2331,
'0:0:4.4,2324,
'0:0:4.45,2311,
'0:0:4.5,2272,
'0:0:4.55,2253,
'0:0:4.6,2295,
'0:0:4.65,2357,
'0:0:4.7,2391,
'0:0:4.75,2398,
'0:0:4.8,2394,
'0:0:4.85,2405,
'0:0:4.9,2411,
'0:0:4.95,2401,
'0:0:5.0,2431,
'0:0:5.05,2492,
'0:0:5.1,2514,
'0:0:5.15,2520,
'0:0:5.2,2534,
'0:0:5.25,2549,
'0:0:5.3,2540,
'0:0:5.35,2544,
'0:0:5.4,2588,
'0:0:5.45,2632,
'0:0:5.5,2639,
'0:0:5.55,2625,
'0:0:5.6,2621,
'0:0:5.65,2614,
'0:0:5.7,2592,
'0:0:5.75,2588,
'0:0:5.8,2622,
'0:0:5.85,2633,
'0:0:5.9,2600,
'0:0:5.95,2560,
'0:0:6.0,2546,
'0:0:6.05,2529,
'0:0:6.1,2481,
'0:0:6.15,2449,
'0:0:6.2,2487,
'0:0:6.25,2527,
'0:0:6.3,2503,
'0:0:6.35,2445,
'0:0:6.4,2413,
'0:0:6.45,2411,
'0:0:6.5,2412,
'0:0:6.55,2387,
'0:0:6.6,2377,
'0:0:6.65,2421,
'0:0:6.7,2431,
'0:0:6.75,2409,
'0:0:6.8,2417,
'0:0:6.85,2431,
'0:0:6.9,2420,
'0:0:6.95,2387,
'0:0:7.0,2396,
'0:0:7.05,2437,
'0:0:7.1,2439,
'0:0:7.15,2403,
'0:0:7.2,2363,
'0:0:7.25,2342,
'0:0:7.3,2338,
'0:0:7.35,2312,
'0:0:7.4,2319,
'0:0:7.45,2356,
'0:0:7.5,2348,
'0:0:7.55,2323,
'0:0:7.6,2306,
'0:0:7.65,2302,
'0:0:7.7,2290,
'0:0:7.75,2241,
'0:0:7.8,2249,
'0:0:7.85,2276,
'0:0:7.9,2270,
'0:0:7.95,2275,
'0:0:8.0,2293,
'0:0:8.05,2331,
'0:0:8.1,2358,
'0:0:8.15,2336,
'0:0:8.2,2331,
'0:0:8.25,2401,
'0:0:8.3,2440,
'0:0:8.35,2430,
'0:0:8.4,2434,
'0:0:8.45,2461,
'0:0:8.5,2483,
'0:0:8.55,2489,
'0:0:8.6,2518,
'0:0:8.65,2558,
'0:0:8.7,2576,
'0:0:8.75,2597,
'0:0:8.8,2613,
'0:0:8.85,2616,
'0:0:8.9,2589,
'0:0:8.95,2545,
'0:0:9.0,2570,
'0:0:9.05,2628,
'0:0:9.1,2622,
'0:0:9.15,2599,
'0:0:9.2,2613,
'0:0:9.25,2638,
'0:0:9.3,2627,
'0:0:9.35,2612,
'0:0:9.4,2640,
'0:0:9.45,2683,
'0:0:9.5,2708,
'0:0:9.55,2704,
'0:0:9.6,2678,
'0:0:9.65,2641,
'0:0:9.7,2588,
'0:0:9.75,2535,
