,Experiment name:,Sample experiment
Duration:,1 0,
Rate:,20 per second,
Sensors:,Respiration (ID 1  Exp 1),
Range:,Arb,
Units:,Arb,
Time,Count,
'-0:0:0.0,2354,
'0:0:0.05,2323,
'0:0:0.1,2307,
'0:0:0.15,2310,
'0:0:0.2,2318,
'0:0:0.25,2310,
'0:0:0.3,2296,
'0:0:0.35,2285,
'0:0:0.4,2286,
'0:0:0.45,2305,
'0:0:0.5,2315,
'0:0:0.55,2294,
'0:0:0.6,2258,
'0:0:0.65,2241,
'0:0:0.7,2245,
'0:0:0.75,2244,
'0:0:0.8,2235,
'0:0:0.85,2225,
'0:0:0.9,2216,
'0:0:0.95,2195,
'0:0:1.0,2173,
'0:0:1.05,2170,
'0:0:1.1,2184,
'0:0:1.15,2216,
'0:0:1.2,2254,
'0:0:1.25,2289,
'0:0:1.3,2310,
'0:0:1.35,2307,
'0:0:1.4,2314,
'0:0:1.45,2375,
'0:0:1.5,2427,
'0:0:1.55,2457,
'0:0:1.6,2489,
'0:0:1.65,2527,
'0:0:1.7,2567,
'0:0:1.75,2591,
'0:0:1.8,2554,
'0:0:1.85,2499,
'0:0:1.9,2517,
'0:0:1.95,2578,
'0:0:2.0,2602,
'0:0:2.05,2596,
'0:0:2.1,2602,
'0:0:2.15,2625,
'0:0:2.2,2631,
'0:0:2.25,2607,
'0:0:2.3,2586,
'0:0:2.35,2585,
'0:0:2.4,2571,
'0:0:2.45,2526,
'0:0:2.5,2489,
'0:0:2.55,2466,
'0:0:2.6,2453,
'0:0:2.65,2425,
'0:0:2.7,2387,
'0:0:2.75,2385,
'0:0:2.8,2416,
'0:0:2.85,2396,
'0:0:2.9,2357,
'0:0:2.95,2343,
'0:0:3.0,2349,
'0:0:3.05,2366,
'0:0:3.1,2345,
'0:0:3.15,2307,
'0:0:3.2,2330,
'0:0:3.25,2370,
'0:0:3.3,2358,
'0:0:3.35,2317,
'0:0:3.4,2300,
'0:0:3.45,2316,
'0:0:3.5,2336,
'0:0:3.55,2308,
'0:0:3.6,2242,
'0:0:3.65,2267,
'0:0:3.7,2336,
'0:0:3.75,2322,
'0:0:3.8,2288,
'0:0:3.85,2308,
'0:0:3.9,2361,
'0:0:3.95,2394,
'0:0:4.0,2400,
'0:0:4.05,2498,
'0:0:4.1,2637,
'0:0:4.15,2698,
'0:0:4.2,2686,
'0:0:4.25,2680,
'0:0:4.3,2716,
'0:0:4.35,2757,
'0:0:4.4,2719,
'0:0:4.45,2673,
'0:0:4.5,2719,
'0:0:4.55,2757,
'0:0:4.6,2745,
'0:0:4.65,2738,
'0:0:4.7,2752,
'0:0:4.75,2770,
'0:0:4.8,2745,
'0:0:4.85,2753,
'0:0:4.9,2815,
'0:0:4.95,2838,
'0:0:5.0,2822,
'0:0:5.05,2822,
'0:0:5.1,2841,
'0:0:5.15,2851,
'0:0:5.2,2828,
'0:0:5.25,2803,
'0:0:5.3,2828,
'0:0:5.35,2839,
'0:0:5.4,2804,
'0:0:5.45,2745,
'0:0:5.5,2692,
'0:0:5.55,2650,
'0:0:5.6,2608,
'0:0:5.65,2530,
'0:0:5.7,2489,
'0:0:5.75,2497,
'0:0:5.8,2486,
'0:0:5.85,2439,
'0:0:5.9,2389,
'0:0:5.95,2362,
'0:0:6.0,2350,
'0:0:6.05,2321,
'0:0:6.1,2296,
'0:0:6.15,2303,
'0:0:6.2,2317,
'0:0:6.25,2308,
'0:0:6.3,2290,
'0:0:6.35,2282,
'0:0:6.4,2293,
'0:0:6.45,2320,
'0:0:6.5,2294,
'0:0:6.55,2268,
'0:0:6.6,2316,
'0:0:6.65,2348,
'0:0:6.7,2321,
'0:0:6.75,2285,
'0:0:6.8,2271,
'0:0:6.85,2279,
'0:0:6.9,2290,
'0:0:6.95,2279,
'0:0:7.0,2255,
'0:0:7.05,2294,
'0:0:7.1,2334,
'0:0:7.15,2303,
'0:0:7.2,2275,
'0:0:7.25,2289,
'0:0:7.3,2341,
'0:0:7.35,2364,
'0:0:7.4,2333,
'0:0:7.45,2356,
'0:0:7.5,2426,
'0:0:7.55,2477,
'0:0:7.6,2503,
'0:0:7.65,2520,
'0:0:7.7,2546,
'0:0:7.75,2580,
'0:0:7.8,2608,
'0:0:7.85,2617,
'0:0:7.9,2633,
'0:0:7.95,2690,
'0:0:8.0,2724,
'0:0:8.05,2714,
'0:0:8.1,2704,
'0:0:8.15,2720,
'0:0:8.2,2738,
'0:0:8.25,2708,
'0:0:8.3,2676,
'0:0:8.35,2703,
'0:0:8.4,2709,
'0:0:8.45,2649,
'0:0:8.5,2578,
'0:0:8.55,2517,
'0:0:8.6,2486,
'0:0:8.65,2467,
'0:0:8.7,2441,
'0:0:8.75,2406,
'0:0:8.8,2414,
'0:0:8.85,2482,
'0:0:8.9,2495,
'0:0:8.95,2427,
'0:0:9.0,2380,
'0:0:9.05,2371,
'0:0:9.1,2377,
'0:0:9.15,2347,
'0:0:9.2,2302,
'0:0:9.25,2332,
'0:0:9.3,2369,
'0:0:9.35,2331,
'0:0:9.4,2281,
'0:0:9.45,2257,
'0:0:9.5,2266,
'0:0:9.55,2274,
'0:0:9.6,2231,
'0:0:9.65,2177,
'0:0:9.7,2213,
'0:0:9.75,2265,
