,Experiment name:,Sample experiment
Duration:,1 0,
Rate:,20 per second,
Sensors:,Respiration (ID 1  Exp 1),
Range:,Arb,
Units:,Arb,
Time,Count,
'-0:0:0.0,8181,
'0:0:0.05,8172,
'0:0:0.1,8166,
'0:0:0.15,8163,
'0:0:0.2,8162,
'0:0:0.25,8162,
'0:0:0.3,8167,
'0:0:0.35,8178,
'0:0:0.4,8188,
'0:0:0.45,8191,
'0:0:0.5,8190,
'0:0:0.55,8189,
'0:0:0.6,8188,
'0:0:0.65,8187,
'0:0:0.7,8190,
'0:0:0.75,8196,
'0:0:0.8,8203,
'0:0:0.85,8213,
'0:0:0.9,8227,
'0:0:0.95,8241,
'0:0:1.0,8251,
'0:0:1.05,8261,
'0:0:1.1,8279,
'0:0:1.15,8299,
'0:0:1.2,8321,
'0:0:1.25,8338,
'0:0:1.3,8355,
'0:0:1.35,8369,
'0:0:1.4,8387,
'0:0:1.45,8405,
'0:0:1.5,8419,
'0:0:1.55,8431,
'0:0:1.6,8445,
'0:0:1.65,8459,
'0:0:1.7,8473,
'0:0:1.75,8485,
'0:0:1.8,8495,
'0:0:1.85,8498,
'0:0:1.9,8494,
'0:0:1.95,8483,
'0:0:2.0,8467,
'0:0:2.05,8452,
'0:0:2.1,8432,
'0:0:2.15,8413,
'0:0:2.2,8390,
'0:0:2.25,8368,
'0:0:2.3,8341,
'0:0:2.35,8315,
'0:0:2.4,8291,
'0:0:2.45,8274,
'0:0:2.5,8256,
'0:0:2.55,8239,
'0:0:2.6,8221,
'0:0:2.65,8208,
'0:0:2.7,8196,
'0:0:2.75,8184,
'0:0:2.8,8170,
'0:0:2.85,8158,
'0:0:2.9,8153,
'0:0:2.95,8145,
'0:0:3.0,8130,
'0:0:3.05,8120,
'0:0:3.1,8113,
'0:0:3.15,8106,
'0:0:3.2,8099,
'0:0:3.25,8094,
'0:0:3.3,8088,
'0:0:3.35,8083,
'0:0:3.4,8080,
'0:0:3.45,8079,
'0:0:3.5,8078,
'0:0:3.55,8074,
'0:0:3.6,8071,
'0:0:3.65,8070,
'0:0:3.7,8069,
'0:0:3.75,8067,
'0:0:3.8,8063,
'0:0:3.85,8058,
'0:0:3.9,8054,
'0:0:3.95,8055,
'0:0:4.0,8057,
'0:0:4.05,8057,
'0:0:4.1,8056,
'0:0:4.15,8056,
'0:0:4.2,8057,
'0:0:4.25,8054,
'0:0:4.3,8051,
'0:0:4.35,8046,
'0:0:4.4,8042,
'0:0:4.45,8041,
'0:0:4.5,8046,
'0:0:4.55,8051,
'0:0:4.6,8055,
'0:0:4.65,8059,
'0:0:4.7,8067,
'0:0:4.75,8075,
'0:0:4.8,8084,
'0:0:4.85,8092,
'0:0:4.9,8100,
'0:0:4.95,8107,
'0:0:5.0,8117,
'0:0:5.05,8128,
'0:0:5.1,8143,
'0:0:5.15,8154,
'0:0:5.2,8164,
'0:0:5.25,8174,
'0:0:5.3,8186,
'0:0:5.35,8198,
'0:0:5.4,8208,
'0:0:5.45,8216,
'0:0:5.5,8225,
'0:0:5.55,8237,
'0:0:5.6,8250,
'0:0:5.65,8260,
'0:0:5.7,8269,
'0:0:5.75,8278,
'0:0:5.8,8290,
'0:0:5.85,8301,
'0:0:5.9,8313,
'0:0:5.95,8322,
'0:0:6.0,8329,
'0:0:6.05,8336,
'0:0:6.1,8346,
'0:0:6.15,8353,
'0:0:6.2,8356,
'0:0:6.25,8356,
'0:0:6.3,8353,
'0:0:6.35,8347,
'0:0:6.4,8333,
'0:0:6.45,8318,
'0:0:6.5,8302,
'0:0:6.55,8288,
'0:0:6.6,8276,
'0:0:6.65,8267,
'0:0:6.7,8254,
'0:0:6.75,8240,
'0:0:6.8,8225,
'0:0:6.85,8213,
'0:0:6.9,8199,
'0:0:6.95,8182,
'0:0:7.0,8164,
'0:0:7.05,8151,
'0:0:7.1,8144,
'0:0:7.15,8139,
'0:0:7.2,8130,
'0:0:7.25,8123,
'0:0:7.3,8118,
'0:0:7.35,8115,
'0:0:7.4,8111,
'0:0:7.45,8105,
'0:0:7.5,8099,
'0:0:7.55,8095,
'0:0:7.6,8095,
'0:0:7.65,8094,
'0:0:7.7,8090,
'0:0:7.75,8090,
'0:0:7.8,8090,
'0:0:7.85,8090,
'0:0:7.9,8092,
'0:0:7.95,8091,
'0:0:8.0,8086,
'0:0:8.05,8083,
'0:0:8.1,8083,
'0:0:8.15,8083,
'0:0:8.2,8080,
'0:0:8.25,8075,
'0:0:8.3,8071,
'0:0:8.35,8067,
'0:0:8.4,8063,
'0:0:8.45,8058,
'0:0:8.5,8053,
'0:0:8.55,8050,
'0:0:8.6,8050,
'0:0:8.65,8052,
'0:0:8.7,8053,
'0:0:8.75,8055,
'0:0:8.8,8058,
'0:0:8.85,8064,
'0:0:8.9,8073,
'0:0:8.95,8080,
'0:0:9.0,8086,
'0:0:9.05,8092,
'0:0:9.1,8103,
'0:0:9.15,8115,
'0:0:9.2,8127,
'0:0:9.25,8136,
'0:0:9.3,8145,
'0:0:9.35,8156,
'0:0:9.4,8170,
'0:0:9.45,8183,
'0:0:9.5,8196,
'0:0:9.55,8209,
'0:0:9.6,8224,
'0:0:9.65,8240,
'0:0:9.7,8256,
'0:0:9.75,8265,
